START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: BY1HT
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION:
CATEGORY-OVERLAY:
GRID-LOCATOR: OM89EX
CLAIMED-SCORE: 58674
NAME: BeiHang University
OPERATORS: BI1PYJ BI1FJK BI1PNC BI3XZP BI1QPT BI1RWI BI1MHK BI1RGY BI1RJW BI1PWK
CLUB: BUAA AMATEUR RADIO ASSOCIATION
SOAPBOX: We just moved to our new shack! Although it is not big enough
QSO:   28092 RY 2024-09-29 1024 BY1HT            599 24  DX   DP9A             599 14  DX     0
QSO:   21086 RY 2024-09-29 1037 BY1HT            599 24  DX   UW1M             599 16  DX     0
QSO:   14091 RY 2024-09-29 1106 BY1HT            599 24  DX   CB3A             599 12  DX     0
QSO:    7053 RY 2024-09-29 1122 BY1HT            599 24  DX   JE4MHL           599 25  DX     0
QSO:    7038 RY 2024-09-29 1142 BY1HT            599 24  DX   JG6JAV           599 25  DX     0
QSO:    7039 RY 2024-09-29 1144 BY1HT            599 24  DX   JR4VEV           599 25  DX     0
QSO:    7066 RY 2024-09-29 1157 BY1HT            599 24  DX   DS5USH           599 25  DX     0
QSO:    7064 RY 2024-09-29 1203 BY1HT            599 24  DX   JS1OYN           599 25  DX     0
QSO:    3560 RY 2024-09-29 1205 BY1HT            599 24  DX   JA1OVD           599 25  DX     0
QSO:    7064 RY 2024-09-29 1207 BY1HT            599 24  DX   JH3FUK           599 25  DX     0
QSO:    3535 RY 2024-09-29 1218 BY1HT            599 24  DX   JA3HBF           599 25  DX     0
QSO:    3535 RY 2024-09-29 1226 BY1HT            599 24  DX   JR7IWL           599 25  DX     0
QSO:    3540 RY 2024-09-29 1229 BY1HT            599 24  DX   JA0FVU           599 25  DX     0
QSO:    7062 RY 2024-09-29 1231 BY1HT            599 24  DX   JH7QXJ           599 25  DX     0
QSO:    7050 RY 2024-09-29 1300 BY1HT            599 24  DX   VE7SZ            599 03  BC     0
QSO:    7044 RY 2024-09-29 1308 BY1HT            599 24  DX   BA2BA            599 24  DX     0
QSO:   14109 RY 2024-09-29 1328 BY1HT            599 24  DX   JA5AFW           599 25  DX     0
QSO:    7050 RY 2024-09-29 1351 BY1HT            599 24  DX   NT6X             599 03  CA     0
QSO:    7052 RY 2024-09-29 1356 BY1HT            599 24  DX   JK2VOC           599 25  DX     0
QSO:   14114 RY 2024-09-29 1549 BY1HT            599 24  DX   OH5Z             599 15  DX     0
QSO:   14105 RY 2024-09-29 1635 BY1HT            599 24  DX   EA3CI            599 14  DX     0
QSO:    7053 RY 2024-09-29 1805 BY1HT            599 24  DX   UW1M             599 16  DX     0
QSO:   14094 RY 2024-09-29 1918 BY1HT            599 24  DX   OK5Z             599 15  DX     0
QSO:   14094 RY 2024-09-29 1921 BY1HT            599 24  DX   DP9A             599 14  DX     0
QSO:   14091 RY 2024-09-29 1923 BY1HT            599 24  DX   LZ6DX            599 20  DX     0
QSO:   14084 RY 2024-09-29 1944 BY1HT            599 24  DX   HG7T             599 15  DX     0
QSO:   14085 RY 2024-09-29 2001 BY1HT            599 24  DX   UW1M             599 16  DX     0
QSO:   14100 RY 2024-09-29 2008 BY1HT            599 24  DX   YT3D             599 15  DX     0
QSO:   14122 RY 2024-09-29 2015 BY1HT            599 24  DX   IZ1PKV           599 15  DX     0
QSO:   14118 RY 2024-09-29 2019 BY1HT            599 24  DX   S53M             599 15  DX     0
QSO:   14089 RY 2024-09-29 2027 BY1HT            599 24  DX   OM2ADM           599 15  DX     0
QSO:   14098 RY 2024-09-29 2032 BY1HT            599 24  DX   HA8BE            599 15  DX     0
QSO:   14081 RY 2024-09-29 2036 BY1HT            599 24  DX   IP4X             599 15  DX     0
QSO:   14100 RY 2024-09-29 2057 BY1HT            599 24  DX   IQ9RG            599 15  DX     0
QSO:   14091 RY 2024-09-29 2114 BY1HT            599 24  DX   JA9BFN           599 25  DX     0
QSO:   14091 RY 2024-09-29 2116 BY1HT            599 24  DX   JR3NZC           599 25  DX     0
QSO:   14088 RY 2024-09-29 2126 BY1HT            599 24  DX   JG1XIO           599 25  DX     0
QSO:   14088 RY 2024-09-29 2127 BY1HT            599 24  DX   S53K             599 15  DX     0
QSO:   14088 RY 2024-09-29 2136 BY1HT            599 24  DX   JG5UWK           599 25  DX     0
QSO:   14088 RY 2024-09-29 2142 BY1HT            599 24  DX   JA1GFD           599 25  DX     0
QSO:   14088 RY 2024-09-29 2147 BY1HT            599 24  DX   JR1AQI           599 25  DX     0
QSO:   14088 RY 2024-09-29 2152 BY1HT            599 24  DX   JA2FXV           599 25  DX     0
QSO:   14088 RY 2024-09-29 2157 BY1HT            599 24  DX   RC0JD            599 19  DX     0
QSO:   14088 RY 2024-09-29 2157 BY1HT            599 24  DX   JA1IZ            599 25  DX     0
QSO:   14098 RY 2024-09-29 2319 BY1HT            599 24  DX   JA1PCM           599 25  DX     0
QSO:   21080 RY 2024-09-29 2345 BY1HT            599 24  DX   VE5MX            599 04  SK     0
QSO:   21085 RY 2024-09-29 2355 BY1HT            599 24  DX   WB6JJJ           599 03  OR     0
QSO:   21091 RY 2024-09-29 2359 BY1HT            599 24  DX   NJ4P             599 04  TN     0
END-OF-LOG:
