START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-SSB
CALLSIGN:      G4NXG/M
CLAIMED-SCORE: 64184
NAME:          Alan J Birch
OPERATORS:     G4NXG
SOAPBOX:       I enjoyed using SD for logging again without problems.
SOAPBOX:       It was great to get PJ2T for a new one on 80 metres!
SOAPBOX:       Who needs sunspots when you can work a VE8 and a VK8
SOAPBOX:       on 20 metres from the mobile during the same weekend?
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  1800 PH 2009-10-24 0543 G4NXG/M       59  14     GA2MP         59  14
QSO:  1800 PH 2009-10-24 0553 G4NXG/M       59  14     PI4COM        59  14
QSO:  1800 PH 2009-10-24 0556 G4NXG/M       59  14     YL2SM         59  15
QSO:  1800 PH 2009-10-24 0559 G4NXG/M       59  14     PI4DX         59  14
QSO:  1800 PH 2009-10-24 0602 G4NXG/M       59  14     GJ2A          59  14
QSO:  1800 PH 2009-10-24 0603 G4NXG/M       59  14     DF0HQ         59  14
QSO:  1800 PH 2009-10-24 0608 G4NXG/M       59  14     EI7M          59  14
QSO:  1800 PH 2009-10-24 0614 G4NXG/M       59  14     GW4BLE        59  14
QSO:  3500 PH 2009-10-24 0726 G4NXG/M       59  14     MW5D          59  14
QSO:  3500 PH 2009-10-24 0729 G4NXG/M       59  14     VY2ZM         59  05
QSO:  3500 PH 2009-10-24 0731 G4NXG/M       59  14     GI5K          59  14
QSO:  7000 PH 2009-10-24 0841 G4NXG/M       59  14     GJ2A          59  14
QSO:  7000 PH 2009-10-24 0856 G4NXG/M       59  14     CR3L          59  33
QSO:  7000 PH 2009-10-24 0857 G4NXG/M       59  14     WE3C          59  05
QSO:  7000 PH 2009-10-24 0858 G4NXG/M       59  14     KC1XX         59  05
QSO:  7000 PH 2009-10-24 0900 G4NXG/M       59  14     OH0JFP        59  15
QSO: 14000 PH 2009-10-24 0949 G4NXG/M       59  14     IZ4ORO        59  15
QSO: 14000 PH 2009-10-24 0950 G4NXG/M       59  14     OL6P          59  15
QSO: 14000 PH 2009-10-24 0952 G4NXG/M       59  14     E74AA         59  15
QSO: 21000 PH 2009-10-24 1035 G4NXG/M       59  14     5B/HA5PP      59  20
QSO: 21000 PH 2009-10-24 1026 G4NXG/M       59  14     YO3CZW        59  20
QSO: 21000 PH 2009-10-24 1139 G4NXG/M       59  14     PZ5M          59  09
QSO: 28000 PH 2009-10-24 1340 G4NXG/M       59  14     S56Y          59  15
QSO: 28000 PH 2009-10-24 1343 G4NXG/M       59  14     AM1Q          59  14
QSO: 28000 PH 2009-10-24 1344 G4NXG/M       59  14     S53EO         59  15
QSO: 21000 PH 2009-10-24 1353 G4NXG/M       59  14     HT2N          59  07
QSO: 21000 PH 2009-10-24 1406 G4NXG/M       59  14     FS/K1XM       59  08
QSO: 21000 PH 2009-10-24 1412 G4NXG/M       59  14     VP5T          59  08
QSO: 21000 PH 2009-10-24 1415 G4NXG/M       59  14     ZS9X          59  38
QSO: 21000 PH 2009-10-24 1421 G4NXG/M       59  14     3V8SS         59  33
