START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: OE6HLF
CLAIMED-SCORE: 27459
CREATED-BY: UcxLog 6.42
NAME: Ackerl Bernhard
SOAPBOX: License since 12/08, please check contact with JA0 Station, don-t know
SOAPBOX: if he has confirmed -- QRM,-- My  Power was 10W-- low but not QRP --
SOAPBOX: 73s from Bernhard OE6HLF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7000 PH 2009-10-24 0008 OE6HLF        59  15     MM0EAX        59  14     0
QSO:  7000 PH 2009-10-24 0012 OE6HLF        59  15     YL2BJ         59  15     0
QSO:  7000 PH 2009-10-24 0015 OE6HLF        59  15     OH0Z          59  15     0
QSO:  7000 PH 2009-10-24 0019 OE6HLF        59  15     AO5R          59  14     0
QSO:  7000 PH 2009-10-24 0039 OE6HLF        59  15     SX5P          59  20     0
QSO:  7000 PH 2009-10-24 0044 OE6HLF        59  15     GM2T          59  14     0
QSO:  7000 PH 2009-10-24 0046 OE6HLF        59  15     EB1WW         59  14     0
QSO:  7000 PH 2009-10-24 0051 OE6HLF        59  15     GI0KOW        59  14     0
QSO:  7000 PH 2009-10-24 0053 OE6HLF        59  15     OH8L          59  15     0
QSO:  7000 PH 2009-10-24 0114 OE6HLF        59  15     OG1T          59  15     0
QSO:  7000 PH 2009-10-24 0118 OE6HLF        59  15     YL7A          59  15     0
QSO:  7000 PH 2009-10-24 0127 OE6HLF        59  15     YM3A          59  20     0
QSO:  7000 PH 2009-10-24 0131 OE6HLF        59  15     UZ7M          59  16     0
QSO:  7000 PH 2009-10-24 0136 OE6HLF        59  15     RT6A          59  16     0
QSO:  7000 PH 2009-10-24 0137 OE6HLF        59  15     OH0JFP        59  15     0
QSO:  7000 PH 2009-10-24 0817 OE6HLF        59  15     YT9X          59  15     0
QSO:  7000 PH 2009-10-24 0818 OE6HLF        59  15     SO6I          59  15     0
QSO:  7000 PH 2009-10-24 0820 OE6HLF        59  15     DF0HQ         59  14     0
QSO:  7000 PH 2009-10-24 0824 OE6HLF        59  15     SN3S          59  15     0
QSO:  7000 PH 2009-10-24 0836 OE6HLF        59  15     LZ9W          59  20     0
QSO:  7000 PH 2009-10-24 0837 OE6HLF        59  15     HG5A          59  15     0
QSO: 21000 PH 2009-10-24 0842 OE6HLF        59  15     S52ZW         59  15     0
QSO: 21000 PH 2009-10-24 0843 OE6HLF        59  15     IG9S          59  33     0
QSO: 21000 PH 2009-10-24 0845 OE6HLF        59  15     SV3AQR        59  20     0
QSO: 28000 PH 2009-10-24 0849 OE6HLF        59  15     IG9/I2ADN     59  33     0
QSO: 28000 PH 2009-10-24 0850 OE6HLF        59  15     P33W          59  20     0
QSO: 28000 PH 2009-10-24 0850 OE6HLF        59  15     S56M          59  15     0
QSO: 28000 PH 2009-10-24 0855 OE6HLF        59  15     S57S          59  15     0
QSO: 28000 PH 2009-10-24 0856 OE6HLF        59  15     5B8AD         59  20     0
