START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.171
CALLSIGN: OH1O
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 647064
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
NAME: Pekka Ketonen
SOAPBOX: Thanks for nice contest again
SOAPBOX: RIG(s): K3, Acom 1000; ANTENNA(s): 4-el steppir, dipoles, verticals
QSO: 14000 PH 2009-10-24 1820 OH1O          59  15     4X/EA5RM      59  20
QSO: 14000 PH 2009-10-24 1824 OH1O          59  15     D44AC         59  35
QSO: 14000 PH 2009-10-24 1825 OH1O          59  15     EE9Z          59  33
QSO: 14000 PH 2009-10-24 1826 OH1O          59  15     OE2S          59  15
QSO: 14000 PH 2009-10-24 1826 OH1O          59  15     S53S          59  15
QSO: 14000 PH 2009-10-24 1829 OH1O          59  15     9A1P          59  15
QSO: 14000 PH 2009-10-24 1830 OH1O          59  15     PR7AR         59  11
QSO: 14000 PH 2009-10-24 1831 OH1O          59  15     OM8A          59  15
QSO: 14000 PH 2009-10-24 1832 OH1O          59  15     S52ZW         59  15
QSO: 14000 PH 2009-10-24 1834 OH1O          59  15     OL1X          59  15
QSO: 14000 PH 2009-10-24 1836 OH1O          59  15     S50A          59  15
QSO: 14000 PH 2009-10-24 1838 OH1O          59  15     OE5T          59  15
QSO: 14000 PH 2009-10-24 1848 OH1O          59  15     4M5IR         59  9
QSO:  7000 PH 2009-10-24 1857 OH1O          59  15     HG1S          59  15
QSO:  7000 PH 2009-10-24 1858 OH1O          59  15     IZ2FOS        59  15
QSO:  7000 PH 2009-10-24 1858 OH1O          59  15     IO3P          59  15
QSO:  7000 PH 2009-10-24 1859 OH1O          59  15     UR2U          59  16
QSO:  7000 PH 2009-10-24 1902 OH1O          59  15     DL1A          59  14
QSO:  7000 PH 2009-10-24 1903 OH1O          59  15     PI4D          59  14
QSO:  7000 PH 2009-10-24 1904 OH1O          59  15     DF0HQ         59  14
QSO:  7000 PH 2009-10-24 1904 OH1O          59  15     DR5N          59  14
QSO:  7000 PH 2009-10-24 1905 OH1O          59  15     ED5R          59  14
QSO:  7000 PH 2009-10-24 1906 OH1O          59  15     OT5A          59  14
QSO:  7000 PH 2009-10-24 1907 OH1O          59  15     OK1JOC        59  15
QSO:  7000 PH 2009-10-24 1908 OH1O          59  15     UN9L          59  17
QSO:  7000 PH 2009-10-24 1910 OH1O          59  15     EE9Z          59  33
QSO:  7000 PH 2009-10-24 1913 OH1O          59  15     RK3FWX        59  16
QSO:  7000 PH 2009-10-24 1914 OH1O          59  15     UR5FEL        59  16
QSO:  7000 PH 2009-10-24 1915 OH1O          59  15     YT9X          59  15
QSO:  7000 PH 2009-10-24 1917 OH1O          59  15     9K2HN         59  21
QSO:  7000 PH 2009-10-24 1918 OH1O          59  15     RK3K          59  16
QSO:  7000 PH 2009-10-24 1919 OH1O          59  15     HG5A          59  15
QSO:  7000 PH 2009-10-24 1919 OH1O          59  15     ER4DX         59  16
QSO:  7000 PH 2009-10-24 1920 OH1O          59  15     PD3MDM        59  14
QSO:  7000 PH 2009-10-24 1922 OH1O          59  15     IR8A          59  15
QSO:  7000 PH 2009-10-24 1923 OH1O          59  15     HB9EE         59  14
QSO:  7000 PH 2009-10-24 1924 OH1O          59  15     EB1WW         59  14
QSO:  7000 PH 2009-10-24 1924 OH1O          59  15     DJ1AA         59  14
QSO:  7000 PH 2009-10-24 1925 OH1O          59  15     PI4COM        59  14
QSO:  7000 PH 2009-10-24 1926 OH1O          59  15     ES5MC         59  15
QSO:  7000 PH 2009-10-24 1929 OH1O          59  15     P33W          59  20
QSO:  7000 PH 2009-10-24 1930 OH1O          59  15     AM3SSB        59  14
QSO:  7000 PH 2009-10-24 1930 OH1O          59  15     OL4A          59  15
QSO:  7000 PH 2009-10-24 1931 OH1O          59  15     IQ3UD         59  15
QSO:  7000 PH 2009-10-24 1932 OH1O          59  15     RV4HC         59  16
QSO:  7000 PH 2009-10-24 1932 OH1O          59  15     OM8A          59  15
QSO:  7000 PH 2009-10-24 1933 OH1O          59  15     YU7W          59  15
QSO:  7000 PH 2009-10-24 1933 OH1O          59  15     9A1P          59  15
QSO:  7000 PH 2009-10-24 1938 OH1O          59  15     SX5P          59  20
QSO:  7000 PH 2009-10-24 1940 OH1O          59  15     DC4A          59  14
QSO:  7000 PH 2009-10-24 1940 OH1O          59  15     YT0A          59  15
QSO:  7000 PH 2009-10-24 1941 OH1O          59  15     S53M          59  15
QSO:  7000 PH 2009-10-24 1941 OH1O          59  15     OT2A          59  14
QSO:  7000 PH 2009-10-24 1942 OH1O          59  15     DR1A          59  14
QSO:  7000 PH 2009-10-24 1949 OH1O          59  15     HA8JV         59  15
QSO:  7000 PH 2009-10-24 1951 OH1O          59  15     RT6A          59  16
QSO:  7000 PH 2009-10-24 1952 OH1O          59  15     IZ4COW        59  15
QSO:  7000 PH 2009-10-24 1956 OH1O          59  15     HB0/HB9AON    59  14
QSO:  7000 PH 2009-10-24 1957 OH1O          59  15     DR5Z          59  14
QSO:  7000 PH 2009-10-24 1958 OH1O          59  15     DQ4W          59  14
QSO:  7000 PH 2009-10-24 1959 OH1O          59  15     US5D          59  16
QSO:  7000 PH 2009-10-24 1959 OH1O          59  15     DL4MCF        59  14
QSO:  7000 PH 2009-10-24 2000 OH1O          59  15     DJ2HD         59  14
QSO:  7000 PH 2009-10-24 2001 OH1O          59  15     YM3A          59  20
QSO:  7000 PH 2009-10-24 2003 OH1O          59  15     S58RU         59  15
QSO:  7000 PH 2009-10-24 2004 OH1O          59  15     YT8A          59  15
QSO:  7000 PH 2009-10-24 2024 OH1O          59  15     RN9SXX        59  16
QSO:  7000 PH 2009-10-24 2025 OH1O          59  15     RC9O          59  18
QSO:  1800 PH 2009-10-24 2028 OH1O          59  15     G0MMI         59  14
QSO:  1800 PH 2009-10-24 2029 OH1O          59  15     DL1DTC        59  14
QSO:  1800 PH 2009-10-24 2030 OH1O          59  15     LZ9W          59  20
QSO:  1800 PH 2009-10-24 2032 OH1O          59  15     UR5AS         59  16
QSO:  1800 PH 2009-10-24 2033 OH1O          59  15     S53O          59  15
QSO:  1800 PH 2009-10-24 2036 OH1O          59  15     EI7M          59  14
QSO:  1800 PH 2009-10-24 2036 OH1O          59  15     DF0HQ         59  14
QSO:  1800 PH 2009-10-24 2037 OH1O          59  15     ES5RW         59  15
QSO:  1800 PH 2009-10-24 2038 OH1O          59  15     DR1A          59  14
QSO:  1800 PH 2009-10-24 2039 OH1O          59  15     YL2SM         59  15
QSO:  1800 PH 2009-10-24 2040 OH1O          59  15     SK3W          59  14
QSO:  1800 PH 2009-10-24 2040 OH1O          59  15     LY7Z          59  15
QSO:  1800 PH 2009-10-24 2045 OH1O          59  15     G6PZ          59  14
QSO:  1800 PH 2009-10-24 2046 OH1O          59  15     SE0X          59  14
QSO:  1800 PH 2009-10-24 2047 OH1O          59  15     LY1CO         59  15
QSO:  1800 PH 2009-10-24 2048 OH1O          59  15     SO8R          59  15
QSO:  1800 PH 2009-10-24 2049 OH1O          59  15     LY5W          59  15
QSO:  1800 PH 2009-10-24 2053 OH1O          59  15     OY3AA         59  14
QSO:  1800 PH 2009-10-24 2107 OH1O          59  15     OT5A          59  14
QSO:  1800 PH 2009-10-24 2109 OH1O          59  15     OH2PM         59  15
QSO:  1800 PH 2009-10-24 2117 OH1O          59  15     LY7A          59  15
QSO:  1800 PH 2009-10-24 2118 OH1O          59  15     OK1NI         59  15
QSO:  1800 PH 2009-10-24 2119 OH1O          59  15     IZ0GKB        59  15
QSO:  1800 PH 2009-10-24 2121 OH1O          59  15     HB0/HB9AON    59  14
QSO:  1800 PH 2009-10-24 2122 OH1O          59  15     OH0Z          59  15
QSO:  1800 PH 2009-10-24 2123 OH1O          59  15     HA8BE         59  15
QSO:  1800 PH 2009-10-24 2124 OH1O          59  15     HB9H          59  14
QSO:  1800 PH 2009-10-24 2125 OH1O          59  15     PI4COM        59  14
QSO:  1800 PH 2009-10-24 2125 OH1O          59  15     PF7M          59  14
QSO:  1800 PH 2009-10-24 2127 OH1O          59  15     OK1CDJ        59  15
QSO:  1800 PH 2009-10-24 2128 OH1O          59  15     9A7A          59  15
QSO:  1800 PH 2009-10-24 2129 OH1O          59  15     SK6D          59  14
QSO:  1800 PH 2009-10-24 2130 OH1O          59  15     YT9X          59  15
QSO:  1800 PH 2009-10-24 2131 OH1O          59  15     UT3UA         59  16
QSO:  3500 PH 2009-10-24 2135 OH1O          59  15     ES5RY         59  15
QSO:  3500 PH 2009-10-24 2135 OH1O          59  15     9A1P          59  15
QSO:  3500 PH 2009-10-24 2136 OH1O          59  15     M4A           59  14
QSO:  3500 PH 2009-10-24 2137 OH1O          59  15     E7DX          59  15
QSO:  3500 PH 2009-10-24 2139 OH1O          59  15     RK4FWX        59  16
QSO:  3500 PH 2009-10-24 2143 OH1O          59  15     9K2HN         59  21
QSO:  3500 PH 2009-10-24 2144 OH1O          59  15     SP9KDA        59  15
QSO:  3500 PH 2009-10-24 2145 OH1O          59  15     UW8M          59  16
QSO:  3500 PH 2009-10-24 2146 OH1O          59  15     S50A          59  15
QSO:  3500 PH 2009-10-24 2147 OH1O          59  15     LZ9W          59  20
QSO:  3500 PH 2009-10-24 2148 OH1O          59  15     LY2CO         59  15
QSO:  3500 PH 2009-10-24 2150 OH1O          59  15     9A7A          59  15
QSO:  3500 PH 2009-10-24 2152 OH1O          59  15     G5FZ          59  14
QSO:  3500 PH 2009-10-24 2152 OH1O          59  15     RX3APM        59  16
QSO:  3500 PH 2009-10-24 2153 OH1O          59  15     UW5U          59  16
QSO:  3500 PH 2009-10-24 2154 OH1O          59  15     4L3A          59  21
QSO:  3500 PH 2009-10-24 2155 OH1O          59  15     RX1CQ         59  16
QSO:  3500 PH 2009-10-24 2156 OH1O          59  15     OZ7A          59  14
QSO:  3500 PH 2009-10-24 2159 OH1O          59  15     SX5P          59  20
QSO:  3500 PH 2009-10-24 2200 OH1O          59  15     RK3DH         59  16
QSO:  3500 PH 2009-10-24 2200 OH1O          59  15     HG1S          59  15
QSO:  3500 PH 2009-10-24 2201 OH1O          59  15     UA4WI         59  16
QSO:  3500 PH 2009-10-24 2202 OH1O          59  15     ON3RPL        59  14
QSO:  3500 PH 2009-10-24 2203 OH1O          59  15     IQ2RK         59  15
QSO:  3500 PH 2009-10-24 2204 OH1O          59  15     EB1WW         59  14
QSO:  3500 PH 2009-10-24 2206 OH1O          59  15     RG9A          59  17
QSO:  3500 PH 2009-10-24 2207 OH1O          59  15     OL3X          59  15
QSO:  3500 PH 2009-10-24 2207 OH1O          59  15     S50L          59  15
QSO:  3500 PH 2009-10-24 2208 OH1O          59  15     RK3GYM        59  16
QSO:  3500 PH 2009-10-24 2212 OH1O          59  15     P33W          59  20
QSO:  3500 PH 2009-10-24 2213 OH1O          59  15     RN9SXX        59  16
QSO:  3500 PH 2009-10-24 2213 OH1O          59  15     OK1OUE        59  15
QSO:  3500 PH 2009-10-24 2214 OH1O          59  15     C4M           59  20
QSO:  3500 PH 2009-10-24 2215 OH1O          59  15     OL4A          59  15
QSO:  3500 PH 2009-10-24 2217 OH1O          59  15     UT3SA         59  16
QSO:  3500 PH 2009-10-24 2218 OH1O          59  15     LY4T          59  15
QSO:  3500 PH 2009-10-24 2218 OH1O          59  15     DO5OT         59  14
QSO:  3500 PH 2009-10-24 2220 OH1O          59  15     RZ3DJ         59  16
QSO:  3500 PH 2009-10-24 2220 OH1O          59  15     ES7GM         59  15
QSO:  3500 PH 2009-10-24 2221 OH1O          59  15     PI4W          59  14
QSO:  3500 PH 2009-10-24 2222 OH1O          59  15     LY2W          59  15
QSO:  3500 PH 2009-10-24 2223 OH1O          59  15     S56P          59  15
QSO:  3500 PH 2009-10-24 2224 OH1O          59  15     DL2EAB        59  14
QSO:  3500 PH 2009-10-24 2225 OH1O          59  15     LY7A          59  15
QSO:  3500 PH 2009-10-24 2225 OH1O          59  15     OL1X          59  15
QSO:  3500 PH 2009-10-24 2226 OH1O          59  15     G6PZ          59  14
QSO:  3500 PH 2009-10-24 2228 OH1O          59  15     IQ5MS         59  15
QSO:  3500 PH 2009-10-24 2228 OH1O          59  15     SK7OA         59  14
QSO:  3500 PH 2009-10-24 2229 OH1O          59  15     SP3HRN        59  15
QSO:  3500 PH 2009-10-24 2230 OH1O          59  15     DK9LB         59  14
QSO:  3500 PH 2009-10-24 2231 OH1O          59  15     PI4D          59  14
QSO:  3500 PH 2009-10-24 2231 OH1O          59  15     DO6SD         59  14
QSO:  3500 PH 2009-10-24 2233 OH1O          59  15     F4ASK         59  14
QSO: 14000 PH 2009-10-24 2304 OH1O          59  15     K8AZ          59  4
QSO:  7000 PH 2009-10-24 2312 OH1O          59  15     OT5P          59  14
QSO:  7000 PH 2009-10-24 2313 OH1O          59  15     9A7A          59  15
QSO:  7000 PH 2009-10-24 2314 OH1O          59  15     RK4FWX        59  16
QSO:  7000 PH 2009-10-24 2315 OH1O          59  15     OL7R          59  15
QSO:  7000 PH 2009-10-24 2317 OH1O          59  15     M0XXT         59  14
QSO:  7000 PH 2009-10-24 2317 OH1O          59  15     OE5T          59  15
QSO:  7000 PH 2009-10-24 2319 OH1O          59  15     S52ZW         59  15
QSO:  7000 PH 2009-10-24 2322 OH1O          59  15     OH0Z          59  15
QSO: 14000 PH 2009-10-24 2323 OH1O          59  15     OH0Z          59  15
QSO:  7000 PH 2009-10-24 2327 OH1O          59  15     PI4DX         59  14
QSO:  7000 PH 2009-10-24 2330 OH1O          59  15     M0WLF         59  14
QSO:  7000 PH 2009-10-24 2330 OH1O          59  15     UW1M          59  16
QSO:  7000 PH 2009-10-24 2332 OH1O          59  15     UT7L          59  16
QSO:  7000 PH 2009-10-24 2332 OH1O          59  15     UZ7M          59  16
QSO:  7000 PH 2009-10-24 2333 OH1O          59  15     HG6Y          59  15
QSO:  7000 PH 2009-10-24 2335 OH1O          59  15     RN6BY         59  16
QSO:  7000 PH 2009-10-24 2336 OH1O          59  15     YT1VP         59  15
QSO:  7000 PH 2009-10-24 2336 OH1O          59  15     LZ9W          59  20
QSO:  7000 PH 2009-10-24 2337 OH1O          59  15     OL5Q          59  15
QSO:  7000 PH 2009-10-24 2338 OH1O          59  15     IQ3RK         59  15
QSO:  7000 PH 2009-10-24 2342 OH1O          59  15     EK8WA         59  21
QSO:  7000 PH 2009-10-24 2343 OH1O          59  15     UA3R          59  16
QSO:  7000 PH 2009-10-24 2345 OH1O          59  15     CR3A          59  33
QSO:  7000 PH 2009-10-24 2348 OH1O          59  15     A73A          59  21
QSO:  7000 PH 2009-10-24 2349 OH1O          59  15     UP0L          59  17
QSO:  7000 PH 2009-10-24 2350 OH1O          59  15     OL1X          59  15
QSO:  7000 PH 2009-10-24 2354 OH1O          59  15     RW9USA        59  18
QSO:  7000 PH 2009-10-24 2354 OH1O          59  15     HA8LLK        59  15
QSO:  7000 PH 2009-10-24 2355 OH1O          59  15     YT3M          59  15
QSO:  7000 PH 2009-10-24 2356 OH1O          59  15     DK5DQ         59  14
QSO:  7000 PH 2009-10-24 2357 OH1O          59  15     HB9H          59  14
QSO:  7000 PH 2009-10-24 2359 OH1O          59  15     LZ7J          59  20
QSO:  7000 PH 2009-10-25 0542 OH1O          59  15     UW0K          59  16
QSO:  7000 PH 2009-10-25 0544 OH1O          59  15     OE9ICI        59  15
QSO:  7000 PH 2009-10-25 0546 OH1O          59  15     SN3S          59  15
QSO:  7000 PH 2009-10-25 0548 OH1O          59  15     EA5GI         59  14
QSO:  7000 PH 2009-10-25 0550 OH1O          59  15     HA8LNN        59  15
QSO:  7000 PH 2009-10-25 0552 OH1O          59  15     LY7Z          59  15
QSO:  7000 PH 2009-10-25 0553 OH1O          59  15     RX3FS/3       59  16
QSO:  7000 PH 2009-10-25 0553 OH1O          59  15     UV5U          59  16
QSO:  7000 PH 2009-10-25 0558 OH1O          59  15     CE1W          59  12
QSO:  7000 PH 2009-10-25 0559 OH1O          59  15     IG9R          59  33
QSO:  7000 PH 2009-10-25 0608 OH1O          59  15     PJ4K          59  9
QSO:  7000 PH 2009-10-25 0609 OH1O          59  15     EW4MM         59  16
QSO:  7000 PH 2009-10-25 0616 OH1O          59  15     MM0EAX        59  14
QSO:  7000 PH 2009-10-25 0617 OH1O          59  15     AO8A          59  33
QSO:  7000 PH 2009-10-25 0621 OH1O          59  15     EI6JK         59  14
QSO:  7000 PH 2009-10-25 0622 OH1O          59  15     LY2W          59  15
QSO:  7000 PH 2009-10-25 0625 OH1O          59  15     GJ2A          59  14
QSO:  7000 PH 2009-10-25 0627 OH1O          59  15     CR5T          59  14
QSO:  7000 PH 2009-10-25 0629 OH1O          59  15     VP5DX         59  8
QSO:  3500 PH 2009-10-25 0634 OH1O          59  15     K3LR          59  5
QSO:  3500 PH 2009-10-25 0635 OH1O          59  15     WE3C          59  5
QSO:  3500 PH 2009-10-25 0636 OH1O          59  15     K1TTT         59  5
QSO:  3500 PH 2009-10-25 0637 OH1O          59  15     K1DG          59  5
QSO:  3500 PH 2009-10-25 0641 OH1O          59  15     W3LPL         59  5
QSO:  1800 PH 2009-10-25 0645 OH1O          59  15     M0XXT         59  14
QSO:  1800 PH 2009-10-25 0646 OH1O          59  15     G4UJS         59  14
QSO:  1800 PH 2009-10-25 0650 OH1O          59  15     CR2X          59  14
QSO:  1800 PH 2009-10-25 0655 OH1O          59  15     DO5DGH        59  14
QSO:  7000 PH 2009-10-25 0716 OH1O          59  15     MW0JRX        59  14
QSO:  7000 PH 2009-10-25 0719 OH1O          59  15     S50L          59  15
QSO:  7000 PH 2009-10-25 0720 OH1O          59  15     9A2VJ         59  15
QSO:  7000 PH 2009-10-25 0720 OH1O          59  15     G6MC          59  14
QSO:  7000 PH 2009-10-25 0722 OH1O          59  15     EA3BFK        59  14
QSO:  7000 PH 2009-10-25 0724 OH1O          59  15     LY4CW         59  15
QSO:  7000 PH 2009-10-25 0724 OH1O          59  15     HB9LL         59  14
QSO:  7000 PH 2009-10-25 0725 OH1O          59  15     IZ6FXP        59  15
QSO:  7000 PH 2009-10-25 0727 OH1O          59  15     SP4TKR        59  15
QSO:  7000 PH 2009-10-25 0727 OH1O          59  15     DL0CS         59  14
QSO:  7000 PH 2009-10-25 0728 OH1O          59  15     LA9Z          59  14
QSO:  7000 PH 2009-10-25 0728 OH1O          59  15     DL0AT         59  14
QSO:  7000 PH 2009-10-25 0732 OH1O          59  15     IR5T          59  15
QSO:  7000 PH 2009-10-25 0733 OH1O          59  15     OL8W          59  15
QSO:  7000 PH 2009-10-25 0737 OH1O          59  15     W3LPL         59  5
QSO:  7000 PH 2009-10-25 0738 OH1O          59  15     OH0JFP        59  15
QSO:  7000 PH 2009-10-25 0740 OH1O          59  15     SN2K          59  15
QSO:  7000 PH 2009-10-25 0741 OH1O          59  15     PA6Z          59  14
QSO:  7000 PH 2009-10-25 0743 OH1O          59  15     OR1Z          59  14
QSO:  7000 PH 2009-10-25 0745 OH1O          59  15     E74IW         59  15
QSO:  7000 PH 2009-10-25 0746 OH1O          59  15     UT1KY         59  16
QSO:  7000 PH 2009-10-25 0747 OH1O          59  15     LY7A          59  15
QSO:  7000 PH 2009-10-25 0747 OH1O          59  15     GM0B          59  14
QSO:  7000 PH 2009-10-25 0748 OH1O          59  15     S57SU         59  15
QSO:  7000 PH 2009-10-25 0750 OH1O          59  15     GI4FUM        59  14
QSO:  7000 PH 2009-10-25 0753 OH1O          59  15     9A3XV         59  15
QSO:  7000 PH 2009-10-25 0755 OH1O          59  15     PB65BP        59  14
QSO:  7000 PH 2009-10-25 0756 OH1O          59  15     DF1IAQ        59  14
QSO:  7000 PH 2009-10-25 0756 OH1O          59  15     SP9KDA        59  15
QSO:  7000 PH 2009-10-25 0757 OH1O          59  15     M0BJL         59  14
QSO:  7000 PH 2009-10-25 0758 OH1O          59  15     UA3KA         59  16
QSO:  7000 PH 2009-10-25 0758 OH1O          59  15     7S7V          59  14
QSO:  7000 PH 2009-10-25 0800 OH1O          59  15     CR3L          59  33
QSO: 14000 PH 2009-10-25 0802 OH1O          59  15     RX9KD         59  17
QSO: 14000 PH 2009-10-25 0803 OH1O          59  15     UA9XL         59  17
QSO: 14000 PH 2009-10-25 0804 OH1O          59  15     LY9A          59  15
QSO: 14000 PH 2009-10-25 0804 OH1O          59  15     RW0A          59  18
QSO: 14000 PH 2009-10-25 0805 OH1O          59  15     UT4EK         59  16
QSO: 14000 PH 2009-10-25 0805 OH1O          59  15     RK4WWF        59  16
QSO: 14000 PH 2009-10-25 0806 OH1O          59  15     EI9HX         59  14
QSO: 14000 PH 2009-10-25 0808 OH1O          59  15     OT5A          59  14
QSO: 14000 PH 2009-10-25 0808 OH1O          59  15     RU9AC         59  17
QSO: 14000 PH 2009-10-25 0809 OH1O          59  15     G6PZ          59  14
QSO: 14000 PH 2009-10-25 0810 OH1O          59  15     AO8A          59  33
QSO: 14000 PH 2009-10-25 0812 OH1O          59  15     RC9O          59  18
QSO: 14000 PH 2009-10-25 0813 OH1O          59  15     DL2ARD        59  14
QSO: 14000 PH 2009-10-25 0813 OH1O          59  15     RO4W          59  16
QSO: 14000 PH 2009-10-25 0814 OH1O          59  15     BY4IO         59  24
QSO: 14000 PH 2009-10-25 0815 OH1O          59  15     YT1BB         59  15
QSO: 14000 PH 2009-10-25 0816 OH1O          59  15     HG4F          59  15
QSO: 14000 PH 2009-10-25 0816 OH1O          59  15     UA9JDP        59  17
QSO: 14000 PH 2009-10-25 0817 OH1O          59  15     UA9UZZ        59  18
QSO: 14000 PH 2009-10-25 0820 OH1O          59  15     F5VJK         59  14
QSO: 14000 PH 2009-10-25 0822 OH1O          59  15     M4A           59  14
QSO: 14000 PH 2009-10-25 0822 OH1O          59  15     G4IIY         59  14
QSO: 14000 PH 2009-10-25 0826 OH1O          59  15     UP2L          59  17
QSO: 14000 PH 2009-10-25 0827 OH1O          59  15     LX7I          59  14
QSO: 14000 PH 2009-10-25 0827 OH1O          59  15     YT3M          59  15
QSO: 14000 PH 2009-10-25 0828 OH1O          59  15     HA1VE         59  15
QSO: 14000 PH 2009-10-25 0829 OH1O          59  15     RZ9HG         59  18
QSO: 14000 PH 2009-10-25 0830 OH1O          59  15     HG1S          59  15
QSO: 14000 PH 2009-10-25 0831 OH1O          59  15     JA3YBK        59  25
QSO: 14000 PH 2009-10-25 0832 OH1O          59  15     RA9JM         59  17
QSO: 14000 PH 2009-10-25 0833 OH1O          59  15     DR5N          59  14
QSO: 14000 PH 2009-10-25 0833 OH1O          59  15     S53QD         59  15
QSO: 14000 PH 2009-10-25 0835 OH1O          59  15     M0XXT         59  14
QSO: 14000 PH 2009-10-25 0836 OH1O          59  15     JA0JHA        59  25
QSO: 14000 PH 2009-10-25 0836 OH1O          59  15     M4U           59  14
QSO: 14000 PH 2009-10-25 0838 OH1O          59  15     OK5W          59  15
QSO: 14000 PH 2009-10-25 0839 OH1O          59  15     UA9CLB        59  17
QSO: 14000 PH 2009-10-25 0841 OH1O          59  15     JA0QNJ        59  25
QSO: 14000 PH 2009-10-25 0842 OH1O          59  15     CQ9T          59  33
QSO: 14000 PH 2009-10-25 0843 OH1O          59  15     JH7XMO        59  25
QSO: 14000 PH 2009-10-25 0843 OH1O          59  15     DK1QH         59  14
QSO: 14000 PH 2009-10-25 0844 OH1O          59  15     JG2KKG        59  25
QSO: 14000 PH 2009-10-25 0844 OH1O          59  15     GW9T          59  14
QSO: 28000 PH 2009-10-25 0852 OH1O          59  15     YR9P          59  20
QSO: 28000 PH 2009-10-25 0852 OH1O          59  15     LZ1NG         59  20
QSO: 28000 PH 2009-10-25 0853 OH1O          59  15     LZ7J          59  20
QSO: 28000 PH 2009-10-25 0854 OH1O          59  15     YO3CZW        59  20
QSO: 28000 PH 2009-10-25 0855 OH1O          59  15     YO3JW         59  20
QSO: 28000 PH 2009-10-25 0855 OH1O          59  15     YO4ATW        59  20
QSO: 28000 PH 2009-10-25 0857 OH1O          59  15     HA8LNN        59  15
QSO: 28000 PH 2009-10-25 0859 OH1O          59  15     YT2B          59  15
QSO: 28000 PH 2009-10-25 0900 OH1O          59  15     HA7GN         59  15
QSO: 28000 PH 2009-10-25 0901 OH1O          59  15     LZ3FN         59  20
QSO: 28000 PH 2009-10-25 0909 OH1O          59  15     LZ9W          59  20
QSO: 28000 PH 2009-10-25 0909 OH1O          59  15     IT9WTY        59  15
QSO: 28000 PH 2009-10-25 0911 OH1O          59  15     HB9BQY        41  14
QSO: 28000 PH 2009-10-25 0913 OH1O          59  15     S52ZW         59  15
QSO: 28000 PH 2009-10-25 0914 OH1O          59  15     HA3FT         59  15
QSO: 28000 PH 2009-10-25 0915 OH1O          59  15     E7DX          59  15
QSO: 28000 PH 2009-10-25 0916 OH1O          59  15     Z37M          59  15
QSO: 28000 PH 2009-10-25 0917 OH1O          59  15     YT7R          59  15
QSO: 28000 PH 2009-10-25 0918 OH1O          59  15     HA1YI         59  15
QSO: 21000 PH 2009-10-25 0920 OH1O          59  15     IH9YMC        59  33
QSO: 21000 PH 2009-10-25 0924 OH1O          59  15     DC4A          59  14
QSO: 21000 PH 2009-10-25 0925 OH1O          59  15     B7M           59  24
QSO: 21000 PH 2009-10-25 0927 OH1O          59  15     AM1A          59  14
QSO: 21000 PH 2009-10-25 0927 OH1O          59  15     RC9O          59  18
QSO: 21000 PH 2009-10-25 0929 OH1O          59  15     IZ8GNR        59  15
QSO: 21000 PH 2009-10-25 0930 OH1O          59  15     UA9UZZ        59  18
QSO: 21000 PH 2009-10-25 0933 OH1O          59  15     F6IGS         59  14
QSO: 21000 PH 2009-10-25 0935 OH1O          59  15     LZ1BJ         59  20
QSO: 21000 PH 2009-10-25 0936 OH1O          59  15     EA3AV         59  14
QSO: 21000 PH 2009-10-25 0937 OH1O          59  15     Z37M          59  15
QSO: 21000 PH 2009-10-25 0941 OH1O          59  15     S53MM         59  15
QSO: 21000 PH 2009-10-25 0943 OH1O          59  15     SV9CVY        59  20
QSO: 21000 PH 2009-10-25 0946 OH1O          59  15     UZ4E          59  16
QSO: 21000 PH 2009-10-25 0947 OH1O          59  15     9A7A          59  15
QSO: 21000 PH 2009-10-25 0948 OH1O          59  15     EA3CI         59  14
QSO: 21000 PH 2009-10-25 0949 OH1O          59  15     EE2K          59  14
QSO: 21000 PH 2009-10-25 0953 OH1O          59  15     HG1S          59  15
QSO: 21000 PH 2009-10-25 0955 OH1O          59  15     LZ3HI         59  20
QSO: 21000 PH 2009-10-25 0956 OH1O          59  15     EA8MT         59  33
QSO: 21000 PH 2009-10-25 0958 OH1O          59  15     E77XZ         59  15
QSO: 21000 PH 2009-10-25 0958 OH1O          59  15     EF1W          59  14
QSO: 21000 PH 2009-10-25 1001 OH1O          59  15     RV0AL         59  18
QSO: 21000 PH 2009-10-25 1004 OH1O          59  15     CR3L          59  33
QSO: 21000 PH 2009-10-25 1004 OH1O          59  15     HB9H          59  14
QSO: 21000 PH 2009-10-25 1005 OH1O          59  15     TA2/DL7BC     59  20
QSO: 21000 PH 2009-10-25 1009 OH1O          59  15     RZ6HF         59  16
QSO: 21000 PH 2009-10-25 1010 OH1O          59  15     YT3PL         59  15
QSO: 21000 PH 2009-10-25 1010 OH1O          59  15     F6EXV         59  14
QSO: 21000 PH 2009-10-25 1011 OH1O          59  15     EA1FDI        59  14
QSO: 21000 PH 2009-10-25 1012 OH1O          59  15     DF9ZP         59  14
QSO: 21000 PH 2009-10-25 1013 OH1O          59  15     6V7Q          59  35
QSO: 28000 PH 2009-10-25 1016 OH1O          59  15     S58N          59  15
