START-OF-LOG: 3.0
CALLSIGN: PC2F
CLAIMED-SCORE:
CONTEST: CQ-WW-SSB
CREATED-BY: MixW 2.19
NAME: Frans de Bles
OPERATORS: Frans de Bles
SOAPBOX: Nice contest only to littletime to compete the hole time HI
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14138 PH 2009-10-24 0911 PC2F          59  14     EW8A          59  16     0
QSO: 14147 PH 2009-10-24 0912 PC2F          59  14     ED5R          59  14     0
QSO: 14227 PH 2009-10-24 0914 PC2F          59  14     SN8R          59  15     0
QSO: 21165 PH 2009-10-24 0922 PC2F          59  14     RK3GYM        59  16     0
QSO: 21130 PH 2009-10-24 0937 PC2F          59  14     UZ4E          59  16     0
QSO: 21318 PH 2009-10-24 0942 PC2F          59  14     UA3R          59  16     0
QSO: 21328 PH 2009-10-24 0943 PC2F          59  14     SX1L          59  20     0
QSO: 21302 PH 2009-10-24 0945 PC2F          59  14     UT7MW         59  16     0
QSO: 21234 PH 2009-10-24 0948 PC2F          59  14     LZ3FN         59  20     0
QSO: 21161 PH 2009-10-24 0949 PC2F          59  14     RK6LWA        59  16     0
QSO: 21153 PH 2009-10-24 0950 PC2F          59  14     RN3ZC         59  16     0
QSO: 14321 PH 2009-10-24 0952 PC2F          59  14     YU7ZZ         59  15     0
QSO: 14327 PH 2009-10-24 0953 PC2F          59  14     9A8M          59  15     0
QSO: 14336 PH 2009-10-24 0955 PC2F          59  14     RL3A          59  16     0
QSO: 14334 PH 2009-10-24 0956 PC2F          59  14     OH6MW         59  15     0
QSO: 14345 PH 2009-10-24 1007 PC2F          59  14     EA1GA         59  14     0
QSO: 14323 PH 2009-10-24 1008 PC2F          59  14     US5D          59  16     0
QSO: 14311 PH 2009-10-24 1011 PC2F          59  14     SI9AM         59  14     0
QSO: 14311 PH 2009-10-24 1012 PC2F          59  14     9A5DU         59  15     0
QSO: 14292 PH 2009-10-24 1015 PC2F          59  14     RN1NU         59  16     0
QSO: 14287 PH 2009-10-24 1016 PC2F          59  14     EE2K          59  14     0
QSO: 14277 PH 2009-10-24 1017 PC2F          59  14     EC1KV         59  14     0
QSO: 14278 PH 2009-10-24 1017 PC2F          59  14     OL9Z          59  15     0
QSO: 14269 PH 2009-10-24 1019 PC2F          59  14     CT1JLZ        59  14     0
QSO: 14247 PH 2009-10-24 1022 PC2F          59  14     TM9R          59  14     0
QSO: 14240 PH 2009-10-24 1024 PC2F          59  14     EB1WW         59  14     0
QSO: 14219 PH 2009-10-24 1027 PC2F          59  14     OL4A          59  15     0
QSO: 14207 PH 2009-10-24 1028 PC2F          59  14     EE2W          59  14     0
QSO: 14203 PH 2009-10-24 1029 PC2F          59  14     IQ1RY         59  15     0
QSO: 14197 PH 2009-10-24 1030 PC2F          59  14     UZ0U          59  16     0
QSO: 14192 PH 2009-10-24 1116 PC2F          59  14     IR4X          59  15     0
QSO: 14195 PH 2009-10-24 1117 PC2F          59  14     YT9X          59  15     0
QSO: 14100 PH 2009-10-24 1120 PC2F          59  14     YT6T          59  15     0
QSO: 14103 PH 2009-10-24 1122 PC2F          59  14     Z37M          59  15     0
QSO: 14108 PH 2009-10-24 1124 PC2F          59  14     VE2IM         59  02     0
QSO: 14109 PH 2009-10-24 1126 PC2F          59  14     UA6LUQ        59  16     0
QSO: 14113 PH 2009-10-24 1128 PC2F          59  14     CN4P          59  33     0
QSO: 14113 PH 2009-10-24 1139 PC2F          59  14     RN3QO         59  16     0
QSO: 14118 PH 2009-10-24 1140 PC2F          59  14     LZ5K          59  20     0
QSO: 14120 PH 2009-10-24 1142 PC2F          59  14     UP2L          59  17     0
QSO: 14125 PH 2009-10-24 1146 PC2F          59  14     IZ6GSQ        59  15     0
QSO: 14147 PH 2009-10-24 1149 PC2F          59  14     UT8IM         59  16     0
QSO: 14150 PH 2009-10-24 1153 PC2F          59  14     W3LPL         59  09     0
QSO: 14153 PH 2009-10-24 1154 PC2F          59  14     LN2T          59  14     0
QSO: 14158 PH 2009-10-24 1156 PC2F          59  14     RV6LVE        59  16     0
QSO: 14164 PH 2009-10-24 1159 PC2F          59  14     HG7T          59  15     0
QSO: 14179 PH 2009-10-24 1202 PC2F          59  14     HA8JV         59  15     0
QSO: 14201 PH 2009-10-24 1204 PC2F          59  14     YP3A          59  20     0
QSO: 14210 PH 2009-10-24 1205 PC2F          59  14     UW8I          59  16     0
QSO: 14212 PH 2009-10-24 1207 PC2F          59  14     LZ9W          59  20     0
QSO: 21227 PH 2009-10-24 1443 PC2F          59  14     K2LE          59  05     0
