START-OF-LOG: 2.0
CONTEST: EA-MAJESTAD-SSB
CALLSIGN: EE5O
CATEGORY: MULTI-MULTI ALL
OPERATORS: EA5HOX EA5HZZ EA5GVJ EA5GUM EA5HEW EB5FOJ EA5UI EA8CWF EB5ILI EB5ILJ
QSO: 21000 PH 2015-06-27 1212 EE5O          59  A      US5QUB        59  004    
QSO: 21000 PH 2015-06-27 1212 EE5O          59  A      EA5HJO        59  A    
QSO: 14000 PH 2015-06-27 1213 EE5O          59  A      9A1CFR        59  013    
QSO: 14000 PH 2015-06-27 1213 EE5O          59  A      LZ1OI         59  003    
QSO:  7000 PH 2015-06-27 1213 EE5O          59  A      EA7JTT        59  GR    
QSO: 21000 PH 2015-06-27 1213 EE5O          59  A      UR5EAF        59  002    
QSO: 21000 PH 2015-06-27 1213 EE5O          59  A      SP9CTW        59  001    
QSO: 21000 PH 2015-06-27 1214 EE5O          59  A      MM0GOR        59  007    
QSO:  7000 PH 2015-06-27 1214 EE5O          59  A      EA7EJF        59  GR    
QSO:  7000 PH 2015-06-27 1214 EE5O          59  A      EA5AEP        59  A    
QSO:  7000 PH 2015-06-27 1214 EE5O          59  A      EA4GOK        59  M    
QSO: 21000 PH 2015-06-27 1214 EE5O          59  A      IW3BBJ        59  001    
QSO:  7000 PH 2015-06-27 1215 EE5O          59  A      EA3HKY        59  B    
QSO:  7000 PH 2015-06-27 1215 EE5O          59  A      EA4FTV        59  M    
QSO: 14000 PH 2015-06-27 1215 EE5O          59  A      SV9FBG        59  001    
QSO: 21000 PH 2015-06-27 1216 EE5O          59  A      EA8AMY        59  GC    
QSO:  7000 PH 2015-06-27 1216 EE5O          59  A      EA7YA         59  CO    
QSO: 14000 PH 2015-06-27 1217 EE5O          59  A      EA1IQM        59  PO    
QSO:  7000 PH 2015-06-27 1217 EE5O          59  A      EA3HLM        59  B    
QSO:  7000 PH 2015-06-27 1218 EE5O          59  A      EB7CUZ        59  SE    
QSO: 21000 PH 2015-06-27 1218 EE5O          59  A      YU7AOP        59  009    
QSO:  7000 PH 2015-06-27 1219 EE5O          59  A      EA7YQT        59  SE    
QSO:  7000 PH 2015-06-27 1219 EE5O          59  A      EA7JQT        59  SE    
QSO:  7000 PH 2015-06-27 1220 EE5O          59  A      EB7AGW        59  CO    
QSO:  7000 PH 2015-06-27 1220 EE5O          59  A      EA5IKP        59  A    
QSO: 21000 PH 2015-06-27 1220 EE5O          59  A      UT3EK         59  004    
QSO: 14000 PH 2015-06-27 1221 EE5O          59  A      SM5NQB        59  007    
QSO:  7000 PH 2015-06-27 1221 EE5O          59  A      EA1IMQ        59  C    
QSO:  7000 PH 2015-06-27 1223 EE5O          59  A      EA1WD         59  S    
QSO: 21000 PH 2015-06-27 1224 EE5O          59  A      UA4S          59  002    
QSO: 21000 PH 2015-06-27 1224 EE5O          59  A      9A3B          59  006    
QSO: 21000 PH 2015-06-27 1226 EE5O          59  A      DK2BK         59  014    
QSO:  7000 PH 2015-06-27 1226 EE5O          59  A      EA5LG         59  V    
QSO: 14000 PH 2015-06-27 1226 EE5O          59  A      OM7AB         59  017    
QSO: 14000 PH 2015-06-27 1226 EE5O          59  A      EC1YL         59  PO    
QSO:  7000 PH 2015-06-27 1227 EE5O          59  A      EA7KK         59  SE    
QSO: 14000 PH 2015-06-27 1227 EE5O          59  A      DK1WU         59  021    
QSO: 21000 PH 2015-06-27 1227 EE5O          59  A      ON6GV         59  003    
QSO: 21000 PH 2015-06-27 1228 EE5O          59  A      HA4XH         59  016    
QSO:  7000 PH 2015-06-27 1228 EE5O          59  A      EA7HE         59  AL    
QSO: 14000 PH 2015-06-27 1228 EE5O          59  A      S55RD         59  002    
QSO: 14000 PH 2015-06-27 1228 EE5O          59  A      OH1TD         59  024    
QSO:  7000 PH 2015-06-27 1229 EE5O          59  A      EB2BZT        59  BI    
QSO:  7000 PH 2015-06-27 1230 EE5O          59  A      EA5HJO        59  A    
QSO: 21000 PH 2015-06-27 1230 EE5O          59  A      9A2TX         59  012    
QSO: 21000 PH 2015-06-27 1231 EE5O          59  A      DL5GCH        59  003    
QSO: 14000 PH 2015-06-27 1232 EE5O          59  A      DK4WO         59  016    
QSO: 21000 PH 2015-06-27 1232 EE5O          59  A      SO7O          59  023    
QSO:  7000 PH 2015-06-27 1232 EE5O          59  A      EC5EA         59  A    
QSO: 14000 PH 2015-06-27 1232 EE5O          59  A      R5FU          59  034    
QSO: 21000 PH 2015-06-27 1233 EE5O          59  A      UR5EDX        59  005    
QSO:  7000 PH 2015-06-27 1233 EE5O          59  A      EA5AJB        59  A    
QSO:  7000 PH 2015-06-27 1233 EE5O          59  A      EA1EN         59  SG    
QSO: 21000 PH 2015-06-27 1234 EE5O          59  A      DL0DX         59  001    
QSO:  7000 PH 2015-06-27 1235 EE5O          59  A      EA5HRV        59  V    
QSO:  7000 PH 2015-06-27 1235 EE5O          59  A      EA1ABT        59  S    
QSO: 21000 PH 2015-06-27 1236 EE5O          59  A      IN3HDE        59  014    
QSO:  7000 PH 2015-06-27 1236 EE5O          59  A      EA2BER        59  BI    
QSO:  7000 PH 2015-06-27 1237 EE5O          59  A      EA5FGK        59  A    
QSO: 14000 PH 2015-06-27 1237 EE5O          59  A      F4CHU         59  007    
QSO:  7000 PH 2015-06-27 1238 EE5O          59  A      EA5DX         59  CS    
QSO: 14000 PH 2015-06-27 1239 EE5O          59  A      PA1NL         59  029    
QSO:  7000 PH 2015-06-27 1240 EE5O          59  A      EA1MI         59  SG    
QSO: 14000 PH 2015-06-27 1241 EE5O          59  A      DL0ESA        59  012    
QSO:  7000 PH 2015-06-27 1241 EE5O          59  A      EA3FP         59  B    
QSO: 21000 PH 2015-06-27 1243 EE5O          59  A      OE3TAS        59  003    
QSO:  7000 PH 2015-06-27 1244 EE5O          59  A      EA3BCK        59  L    
QSO: 14000 PH 2015-06-27 1244 EE5O          59  A      SP3BES        59  004    
QSO:  7000 PH 2015-06-27 1245 EE5O          59  A      EA4AMS        59  M    
QSO:  7000 PH 2015-06-27 1246 EE5O          59  A      EA3CXM        59  L    
QSO: 14000 PH 2015-06-27 1246 EE5O          59  A      OK2BIQ        59  002    
QSO:  7000 PH 2015-06-27 1246 EE5O          59  A      EA7HHT        59  MA    
QSO:  7000 PH 2015-06-27 1247 EE5O          59  A      EE7Y          59  H    
QSO: 14000 PH 2015-06-27 1247 EE5O          59  A      EB1EB         59  S    
QSO:  7000 PH 2015-06-27 1247 EE5O          59  A      EA7FRX        59  CO    
QSO: 14000 PH 2015-06-27 1248 EE5O          59  A      EA5IMJ        59  A    
QSO:  7000 PH 2015-06-27 1248 EE5O          59  A      EB4SM         59  CU    
QSO: 14000 PH 2015-06-27 1249 EE5O          59  A      EA1DZ         59  A    
QSO:  7000 PH 2015-06-27 1251 EE5O          59  A      EA1IQM        59  PO    
QSO:  7000 PH 2015-06-27 1251 EE5O          59  A      EA2LMI        59  NA    
QSO: 21000 PH 2015-06-27 1251 EE5O          59  A      S51DX         59  021    
QSO:  7000 PH 2015-06-27 1252 EE5O          59  A      EA7IUK        59  GR    
QSO:  7000 PH 2015-06-27 1252 EE5O          59  A      EA1DZ         59  O    
QSO: 14000 PH 2015-06-27 1253 EE5O          59  A      SM3MTR        59  012    
QSO: 21000 PH 2015-06-27 1253 EE5O          59  A      F1BOQ         59  003    
QSO: 14000 PH 2015-06-27 1254 EE5O          59  A      RN3F          59  045    
QSO: 14000 PH 2015-06-27 1255 EE5O          59  A      SK6AW         59  013    
QSO:  7000 PH 2015-06-27 1256 EE5O          59  A      EB5AQB        59  A    
QSO:  7000 PH 2015-06-27 1256 EE5O          59  A      EA5GUQ        59  MU    
QSO: 14000 PH 2015-06-27 1256 EE5O          59  A      EF1W          59  O    
QSO: 14000 PH 2015-06-27 1256 EE5O          59  A      DL3FCG        59  017    
QSO:  7000 PH 2015-06-27 1257 EE5O          59  A      EA2BV         59  NA    
QSO:  7000 PH 2015-06-27 1257 EE5O          59  A      EA7AAL        59  CO    
QSO:  7000 PH 2015-06-27 1258 EE5O          59  A      EA7NL         59  AL    
QSO: 14000 PH 2015-06-27 1258 EE5O          59  A      OR3R          59  019    
QSO:  7000 PH 2015-06-27 1259 EE5O          59  A      EA5AWY        59  A    
QSO: 21000 PH 2015-06-27 1300 EE5O          59  A      HG3M          59  003    
QSO: 14000 PH 2015-06-27 1300 EE5O          59  A      EC8AXS        59  GC    
QSO:  7000 PH 2015-06-27 1301 EE5O          59  A      EA7HOU        59  AL    
QSO: 21000 PH 2015-06-27 1302 EE5O          59  A      TA2ANB        59  013    
QSO:  7000 PH 2015-06-27 1303 EE5O          59  A      EA1AOH        59  LO    
QSO:  7000 PH 2015-06-27 1304 EE5O          59  A      EA4CA         59  M    
QSO:  7000 PH 2015-06-27 1305 EE5O          59  A      EA5LD         59  V    
QSO: 21000 PH 2015-06-27 1306 EE5O          59  A      ON6GV         59  015    
QSO:  7000 PH 2015-06-27 1306 EE5O          59  A      EA2DPS        59  VI    
QSO: 14000 PH 2015-06-27 1307 EE5O          59  A      I1CCA         59  002    
QSO: 14000 PH 2015-06-27 1307 EE5O          59  A      IZ2QDC        59  004    
QSO: 21000 PH 2015-06-27 1308 EE5O          59  A      DJ3GE         59  009    
QSO: 14000 PH 2015-06-27 1308 EE5O          59  A      G3YRZ         59  002    
QSO: 21000 PH 2015-06-27 1309 EE5O          59  A      HB9DPY        59  011    
QSO: 14000 PH 2015-06-27 1310 EE5O          59  A      DG1FKA        59  001    
QSO: 21000 PH 2015-06-27 1311 EE5O          59  A      9A7DX         59  007    
QSO: 21000 PH 2015-06-27 1312 EE5O          59  A      RN3F          59  051    
QSO: 14000 PH 2015-06-27 1312 EE5O          59  A      R3DCS         59  003    
QSO:  7000 PH 2015-06-27 1313 EE5O          59  A      EA7IYE        59  H    
QSO:  7000 PH 2015-06-27 1313 EE5O          59  A      EA4EQ         59  M    
QSO: 21000 PH 2015-06-27 1313 EE5O          59  A      DL2SWR        59  030    
QSO: 21000 PH 2015-06-27 1313 EE5O          59  A      PA1NL         59  049    
QSO: 14000 PH 2015-06-27 1313 EE5O          59  A      MM0GOR        59  028    
QSO: 21000 PH 2015-06-27 1315 EE5O          59  A      DG1EA         59  025    
QSO: 14000 PH 2015-06-27 1315 EE5O          59  A      DL5ASK        59  005    
QSO: 21000 PH 2015-06-27 1316 EE5O          59  A      S56AX         59  009    
QSO: 21000 PH 2015-06-27 1316 EE5O          59  A      SK7K          59  041    
QSO: 21000 PH 2015-06-27 1321 EE5O          59  A      EA5DL         59  V    
QSO: 14000 PH 2015-06-27 1323 EE5O          59  A      HB9AUS        59  002    
QSO: 14000 PH 2015-06-27 1324 EE5O          59  A      PC4H          59  034    
QSO: 21000 PH 2015-06-27 1326 EE5O          59  A      DO8WA         59  025    
QSO:  7000 PH 2015-06-27 1326 EE5O          59  A      EA3HUX        59  B    
QSO: 21000 PH 2015-06-27 1327 EE5O          59  A      UW6M          59  022    
QSO:  7000 PH 2015-06-27 1327 EE5O          59  A      EA5IBY        59  A    
QSO:  7000 PH 2015-06-27 1328 EE5O          59  A      EA5GPI        59  A    
QSO:  7000 PH 2015-06-27 1328 EE5O          59  A      EA7JJZ        59  MA    
QSO:  7000 PH 2015-06-27 1328 EE5O          59  A      EC5NJ         59  V    
QSO:  7000 PH 2015-06-27 1328 EE5O          59  A      EA4FTE        59  BA    
QSO:  7000 PH 2015-06-27 1329 EE5O          59  A      EA7GMO        59  MA    
QSO:  7000 PH 2015-06-27 1329 EE5O          59  A      EA5IBY        59  A    
QSO:  7000 PH 2015-06-27 1330 EE5O          59  A      EA5GXH        59  MU    
QSO:  7000 PH 2015-06-27 1331 EE5O          59  A      EA7ANC        59  GR    
QSO:  7000 PH 2015-06-27 1331 EE5O          59  A      EA3ARP        59  B    
QSO: 21000 PH 2015-06-27 1332 EE5O          59  A      RW9USA        59  004    
QSO: 21000 PH 2015-06-27 1332 EE5O          59  A      RN4SC         59  016    
QSO: 21000 PH 2015-06-27 1333 EE5O          59  A      EC1DBO        59  PO    
QSO: 14000 PH 2015-06-27 1333 EE5O          59  A      YT2ISM        59  008    
QSO:  7000 PH 2015-06-27 1334 EE5O          59  A      EA4AAI        59  M    
QSO:  7000 PH 2015-06-27 1335 EE5O          59  A      EA3CEC        59  AV    
QSO:  7000 PH 2015-06-27 1335 EE5O          59  A      ED3S          59  GI    
QSO: 21000 PH 2015-06-27 1335 EE5O          59  A      DL2SWR        59  039    
QSO:  7000 PH 2015-06-27 1336 EE5O          59  A      EAYT          59  MA    
QSO:  7000 PH 2015-06-27 1336 EE5O          59  A      EA3GCT        59  B    
QSO: 21000 PH 2015-06-27 1337 EE5O          59  A      DK60ZAB       59  067    
QSO:  7000 PH 2015-06-27 1338 EE5O          59  A      EA2AF         59  SS    
QSO:  7000 PH 2015-06-27 1338 EE5O          59  A      EA4YT         59  M    
QSO: 14000 PH 2015-06-27 1338 EE5O          59  A      OK1DVA        59  023    
QSO: 14000 PH 2015-06-27 1339 EE5O          59  A      DK6EA         59  040    
QSO:  7000 PH 2015-06-27 1339 EE5O          59  A      EA7JSY        59  SE    
QSO:  7000 PH 2015-06-27 1340 EE5O          59  A      EA7HNM        59  CO    
QSO:  7000 PH 2015-06-27 1340 EE5O          59  A      EA5XY         59  TE    
QSO:  7000 PH 2015-06-27 1342 EE5O          59  A      EB5CUZ        59  CS    
QSO:  7000 PH 2015-06-27 1342 EE5O          59  A      EA1AJV        59  PO    
QSO:  7000 PH 2015-06-27 1343 EE5O          59  A      EA7BY         59  SE    
QSO:  7000 PH 2015-06-27 1344 EE5O          59  A      EA5GTY        59  V    
QSO:  7000 PH 2015-06-27 1345 EE5O          59  A      EA7RU         59  MA    
QSO:  7000 PH 2015-06-27 1345 EE5O          59  A      EA5III        59  A    
QSO:  7000 PH 2015-06-27 1346 EE5O          59  A      EA3HBD        59  T    
QSO:  7000 PH 2015-06-27 1347 EE5O          59  A      EA4FYX        59  M    
QSO:  7000 PH 2015-06-27 1348 EE5O          59  A      EA2FH         59  SS    
QSO:  7000 PH 2015-06-27 1348 EE5O          59  A      EA7NA         59  MA    
QSO:  7000 PH 2015-06-27 1349 EE5O          59  A      ED7B          59  CO    
QSO:  7000 PH 2015-06-27 1350 EE5O          59  A      EB3WH         59  B    
QSO: 21000 PH 2015-06-27 1354 EE5O          59  A      DL0DX         59  033    
QSO:  7000 PH 2015-06-27 1355 EE5O          59  A      EA1WM         59  S    
QSO:  7000 PH 2015-06-27 1356 EE5O          59  A      EA7JOK        59  J    
QSO: 28000 PH 2015-06-27 1356 EE5O          59  A      F6CWK         59  004    
QSO: 21000 PH 2015-06-27 1359 EE5O          59  A      RG5A          59  079    
QSO: 28000 PH 2015-06-27 1401 EE5O          59  A      MM0GOR        59  067    
QSO: 28000 PH 2015-06-27 1403 EE5O          59  A      DL2EF         59  005    
QSO: 21000 PH 2015-06-27 1403 EE5O          59  A      E0SSX         59  037    
QSO: 21000 PH 2015-06-27 1403 EE5O          59  A      2E0SSX        59  037    
QSO: 28000 PH 2015-06-27 1404 EE5O          59  A      DF9OB         59  007    
QSO:  7000 PH 2015-06-27 1405 EE5O          59  A      EB4ERS        59  M    
QSO: 28000 PH 2015-06-27 1405 EE5O          59  A      PA3DBS        59  003    
QSO: 28000 PH 2015-06-27 1408 EE5O          59  A      DG9MEH        59  013    
QSO:  7000 PH 2015-06-27 1410 EE5O          59  A      EA4GL         59  M    
QSO:  7000 PH 2015-06-27 1410 EE5O          59  A      EA4CRP        59  BA    
QSO: 28000 PH 2015-06-27 1413 EE5O          59  A      PO3GON        59  005    
QSO: 28000 PH 2015-06-27 1416 EE5O          59  A      PA0WJG        59  002    
QSO:  7000 PH 2015-06-27 1420 EE5O          59  A      EA7SS         59  SE    
QSO: 28000 PH 2015-06-27 1420 EE5O          59  A      M6EAM         59  020    
QSO:  7000 PH 2015-06-27 1420 EE5O          59  A      EA1ZW         59  VA    
QSO: 28000 PH 2015-06-27 1421 EE5O          59  A      EA5HJO        59  A    
QSO:  7000 PH 2015-06-27 1422 EE5O          59  A      EA7HZ         59  MA    
QSO: 28000 PH 2015-06-27 1422 EE5O          59  A      PA1NL         59  084    
QSO: 21000 PH 2015-06-27 1423 EE5O          59  A      R9AE          59  025    
QSO: 28000 PH 2015-06-27 1423 EE5O          59  A      M6WCZ         59  007    
QSO: 28000 PH 2015-06-27 1424 EE5O          59  A      G4KEE         59  001    
QSO:  7000 PH 2015-06-27 1426 EE5O          59  A      EA5HEP        59  A    
QSO: 28000 PH 2015-06-27 1426 EE5O          59  A      PA1CA         59  011    
QSO: 21000 PH 2015-06-27 1430 EE5O          59  A      EA1HVY        59  A    
QSO: 28000 PH 2015-06-27 1431 EE5O          59  A      EF5R          59  A    
QSO: 28000 PH 2015-06-27 1432 EE5O          59  A      EA1HVY        59  A    
QSO: 21000 PH 2015-06-27 1433 EE5O          59  A      RY6Y          59  192    
QSO: 28000 PH 2015-06-27 1435 EE5O          59  A      SO7O          59  073    
QSO: 28000 PH 2015-06-27 1436 EE5O          59  A      PD0WVB        59  006    
QSO: 28000 PH 2015-06-27 1437 EE5O          59  A      ON6ZK         59  001    
QSO:  7000 PH 2015-06-27 1438 EE5O          59  A      EA1GFE        59  BU    
QSO:  7000 PH 2015-06-27 1439 EE5O          59  A      EA5MV         59  V    
QSO: 28000 PH 2015-06-27 1439 EE5O          59  A      M6DJK         59  008    
QSO: 28000 PH 2015-06-27 1440 EE5O          59  A      EA5LD         59  V    
QSO: 28000 PH 2015-06-27 1441 EE5O          59  A      DF3SM         59  005    
QSO: 28000 PH 2015-06-27 1442 EE5O          59  A      DG7ACF        59  007    
QSO: 28000 PH 2015-06-27 1443 EE5O          59  A      DG4KBF        59  019    
QSO: 28000 PH 2015-06-27 1444 EE5O          59  A      PC2D          59  006    
QSO:  7000 PH 2015-06-27 1445 EE5O          59  A      EA2DCD        59  BI    
QSO:  7000 PH 2015-06-27 1445 EE5O          59  A      EC1ALT        59  O    
QSO: 28000 PH 2015-06-27 1445 EE5O          59  A      ON3ND         59  066    
QSO: 21000 PH 2015-06-27 1447 EE5O          59  A      HZ1DG         59  122    
QSO:  7000 PH 2015-06-27 1448 EE5O          59  A      EA4IF         59  TO    
QSO: 28000 PH 2015-06-27 1448 EE5O          59  A      G3OKA         59  015    
QSO: 28000 PH 2015-06-27 1449 EE5O          59  A      PA3TG         59  005    
QSO: 28000 PH 2015-06-27 1449 EE5O          59  A      DL0DX         59  019    
QSO: 28000 PH 2015-06-27 1449 EE5O          59  A      M6BOB         59  004    
QSO:  7000 PH 2015-06-27 1450 EE5O          59  A      EA4DFD        59  CR    
QSO: 21000 PH 2015-06-27 1450 EE5O          59  A      OK1RIG        59  026    
QSO:  7000 PH 2015-06-27 1451 EE5O          59  A      EA4FR         59  CR    
QSO:  7000 PH 2015-06-27 1452 EE5O          59  A      EA5HAY        59  A    
QSO:  7000 PH 2015-06-27 1453 EE5O          59  A      EC7TL         59  H    
QSO: 21000 PH 2015-06-27 1456 EE5O          59  A      RY3Y          59  220    
QSO:  7000 PH 2015-06-27 1458 EE5O          59  A      EA2EAI        59  Z    
QSO:  7000 PH 2015-06-27 1459 EE5O          59  A      EA4CUN        59  TO    
QSO: 28000 PH 2015-06-27 1503 EE5O          59  A      PD0RWL        59  011    
QSO: 21000 PH 2015-06-27 1504 EE5O          59  A      EA5BZ         59  A    
QSO: 28000 PH 2015-06-27 1506 EE5O          59  A      G4NFY         59  005    
QSO: 28000 PH 2015-06-27 1507 EE5O          59  A      PD0PMS        59  027    
QSO: 28000 PH 2015-06-27 1508 EE5O          59  A      PA3FBT        59  005    
QSO: 28000 PH 2015-06-27 1509 EE5O          59  A      M6FPG         59  003    
QSO: 21000 PH 2015-06-27 1513 EE5O          59  A      MU0GSY        59  091    
QSO:  7000 PH 2015-06-27 1517 EE5O          59  A      EA5BL         59  C    
QSO: 28000 PH 2015-06-27 1518 EE5O          59  A      PA3FBT        59  006    
QSO: 28000 PH 2015-06-27 1519 EE5O          59  A      EA5EV         59  MU    
QSO:  7000 PH 2015-06-27 1524 EE5O          59  A      ED1W          59  PO    
QSO:  7000 PH 2015-06-27 1526 EE5O          59  A      EA1HTF        59  PO    
QSO:  7000 PH 2015-06-27 1527 EE5O          59  A      EA1BEP        59  PO    
QSO:  7000 PH 2015-06-27 1527 EE5O          59  A      EA7JBG        59  GR    
QSO: 21000 PH 2015-06-27 1529 EE5O          59  A      ON6ZK         59  023    
QSO:  7000 PH 2015-06-27 1529 EE5O          59  A      EA5MX         59  CS    
QSO: 21000 PH 2015-06-27 1530 EE5O          59  A      EA8CTK        59  TF    
QSO: 21000 PH 2015-06-27 1530 EE5O          59  A      EA8JT         59  TF    
QSO:  7000 PH 2015-06-27 1531 EE5O          59  A      S51CK         59  009    
QSO: 21000 PH 2015-06-27 1531 EE5O          59  A      EA8BQM        59  GC    
QSO: 21000 PH 2015-06-27 1535 EE5O          59  A      EA8NB         59  TF    
QSO: 21000 PH 2015-06-27 1536 EE5O          59  A      EA8GP         59  TF    
QSO:  7000 PH 2015-06-27 1538 EE5O          59  A      EA1VM         59  P    
QSO: 21000 PH 2015-06-27 1540 EE5O          59  A      YB5BOY        59  062    
QSO:  7000 PH 2015-06-27 1542 EE5O          59  A      EA1ET         59  C    
QSO:  7000 PH 2015-06-27 1543 EE5O          59  A      EE2W          59  BI    
QSO: 14000 PH 2015-06-27 1544 EE5O          59  A      OD5PY         59  035    
QSO: 14000 PH 2015-06-27 1544 EE5O          59  A      FO3RR         59  037    
QSO:  7000 PH 2015-06-27 1544 EE5O          59  A      EA1RKF        59  C    
QSO: 14000 PH 2015-06-27 1546 EE5O          59  A      IZ8GUQ        59  054    
QSO:  7000 PH 2015-06-27 1546 EE5O          59  A      CT1ELF        59  010    
QSO: 14000 PH 2015-06-27 1547 EE5O          59  A      LZ3ZZ         59  216    
QSO: 14000 PH 2015-06-27 1548 EE5O          59  A      S57DX         59  265    
QSO:  7000 PH 2015-06-27 1549 EE5O          59  A      EA4DOC        59  CC    
QSO: 21000 PH 2015-06-27 1549 EE5O          59  A      EA8MT         59  GC    
QSO: 14000 PH 2015-06-27 1550 EE5O          59  A      Y5OBA         59  045    
QSO: 14000 PH 2015-06-27 1550 EE5O          59  A      HA8TP         59  123    
QSO: 14000 PH 2015-06-27 1551 EE5O          59  A      DL1WTE        59  008    
QSO: 14000 PH 2015-06-27 1551 EE5O          59  A      YT1A          59  129    
QSO:  7000 PH 2015-06-27 1552 EE5O          59  A      EA5JK         59  V    
QSO: 14000 PH 2015-06-27 1553 EE5O          59  A      SP9NSJ        59  040    
QSO:  7000 PH 2015-06-27 1553 EE5O          59  A      EA4DXP        59  TO    
QSO:  7000 PH 2015-06-27 1554 EE5O          59  A      EB1DJ         59  C    
QSO: 14000 PH 2015-06-27 1554 EE5O          59  A      DF2OU         59  002    
QSO:  7000 PH 2015-06-27 1554 EE5O          59  A      ED4R          59  GU    
QSO: 14000 PH 2015-06-27 1554 EE5O          59  A      N93B          59  186    
QSO:  7000 PH 2015-06-27 1554 EE5O          59  A      EB2RA         59  HU    
QSO: 14000 PH 2015-06-27 1555 EE5O          59  A      F1SKH         59  015    
QSO:  7000 PH 2015-06-27 1555 EE5O          59  A      EA3GJO        59  LE    
QSO:  7000 PH 2015-06-27 1556 EE5O          59  A      ED7P          59  SE    
QSO: 14000 PH 2015-06-27 1556 EE5O          59  A      EA7IZZ        59  CA    
QSO:  7000 PH 2015-06-27 1556 EE5O          59  A      EA3GXA        59  B    
QSO: 14000 PH 2015-06-27 1557 EE5O          59  A      SK2T          59  170    
QSO:  7000 PH 2015-06-27 1557 EE5O          59  A      EA5XC         59  A    
QSO: 14000 PH 2015-06-27 1558 EE5O          59  A      EA5HJB        59  A    
QSO: 14000 PH 2015-06-27 1559 EE5O          59  A      MM0DHQ        59  021    
QSO:  7000 PH 2015-06-27 1600 EE5O          59  A      EA4GE         59  CU    
QSO: 21000 PH 2015-06-27 1600 EE5O          59  A      EA8CSG        59  TF    
QSO:  7000 PH 2015-06-27 1600 EE5O          59  A      EA1MV         59  LU    
QSO: 14000 PH 2015-06-27 1601 EE5O          59  A      SK7K          59  144    
QSO:  7000 PH 2015-06-27 1601 EE5O          59  A      EA5GSY        59  AB    
QSO:  7000 PH 2015-06-27 1601 EE5O          59  A      EA4ZM         59  BA    
