START-OF-LOG: 	2.0
CREATED-BY:	PD0PMS
CONTEST: EA-MAJESTAD-SSB
CALLSIGN: PD0PMS
CATEGORY: SINGLE-OP ALL QRP
NAME: ADRIAN HILDERS
OPERATORS: PD0PMS
RADIOS:YAESU FT-817ND
ANTENNAS:MFJ-1778M
SOAPBOX: QRP STATION
QSO: 14000 PH 2015-06-27 1212 PD0PMS	    59	001    EA5GMB        59	MU
QSO: 14000 PH 2015-06-27 1213 PD0PMS	    59	002    S57DX         59	034
QSO: 14000 PH 2015-06-27 1215 PD0PMS	    59	003    ED4R	     59	RU
QSO: 14000 PH 2015-06-27 1217 PD0PMS	    59	004    HG4F	     59	040
QSO: 14000 PH 2015-06-27 1224 PD0PMS	    59	005    9A1CFR	     59	030
QSO: 14000 PH 2015-06-27 1227 PD0PMS	    59	006    EA5GX	     59	CS
QSO: 14000 PH 2015-06-27 1233 PD0PMS	    59	007    EF1W	     59	O
QSO: 14000 PH 2015-06-27 1235 PD0PMS	    59	008    ED1B	     59	O
QSO: 14000 PH 2015-06-27 1239 PD0PMS	    59	009    ED7B	     59	CO
QSO: 14000 PH 2015-06-27 1242 PD0PMS	    59	010    ED7R	     59	CA
QSO: 28000 PH 2015-06-27 1246 PD0PMS	    59	011    EA5LD	     59	V
QSO: 28000 PH 2015-06-27 1254 PD0PMS	    59	012    ED1R	     59	AV
QSO: 14000 PH 2015-06-27 1304 PD0PMS        59	013    F6DRP	     59	041
QSO: 14000 PH 2015-06-27 1306 PD0PMS	    59	014    LZ3ZZ	     59	020
QSO: 14000 PH 2015-06-27 1313 PD0PMS	    59	015    F5NBX	     59	010
QSO: 14000 PH 2015-06-27 1329 PD0PMS	    59	016    HG6V	     59	075
QSO: 14000 PH 2015-06-27 1338 PD0PMS	    59	017    HA8TP	     59	031
QSO: 14000 PH 2015-06-27 1340 PD0PMS	    59	018    EC7RC	     59	AL
QSO: 14000 PH 2015-06-27 1440 PD0PMS	    59	019    YT1A	     59	053
QSO: 14000 PH 2015-06-27 1444 PD0PMS	    59	020    EA1AUS	     59	SA
QSO: 14000 PH 2015-06-27 1447 PD0PMS	    59	021    UA4S	     59	144
QSO: 14000 PH 2015-06-27 1453 PD0PMS	    59	022    EA1AF	     59	P
QSO: 14000 PH 2015-06-27 1456 PD0PMS	    59	023    LZ8A	     59	010
QSO: 14000 PH 2015-06-27 1459 PD0PMS	    59	024    RN3F	     59	134
QSO: 14000 PH 2015-06-27 1502 PD0PMS	    59	025    SV9FBG	     59	165
QSO: 28000 PH 2015-06-27 1506 PD0PMS	    59	026    EF0F	     59	SMR
QSO: 28000 PH 2015-06-27 1508 PD0PMS	    59	027    EE5O	     59	A
QSO: 28000 PH 2015-06-27 1509 PD0PMS	    59	028    EF5R	     59	A
QSO: 14000 PH 2015-06-28 0550 PD0PMS	    59	029    US5D	     59	672
QSO: 14000 PH 2015-06-28 0553 PD0PMS	    59	030    EF0F	     59	SMR
QSO: 14000 PH 2015-06-28 0556 PD0PMS	    59	031    OM8AA	     59	059
QSO: 14000 PH 2015-06-28 0603 PD0PMS	    59	032    OH1TD	     59	235
QSO: 14000 PH 2015-06-28 0607 PD0PMS	    59	033    RY6Y	     59	762
QSO: 14000 PH 2015-06-28 0609 PD0PMS	    59	034    SO7O	     59	289
QSO: 14000 PH 2015-06-28 0611 PD0PMS	    59	035    SK7K	     59	519
QSO: 14000 PH 2015-06-28 0640 PD0PMS	    59	036    EC7WR	     59	CO
QSO: 14000 PH 2015-06-28 0700 PD0PMS	    59	037    EB2RA	     59	HU
QSO: 14000 PH 2015-06-28 0704 PD0PMS	    59	038    EB5AQB	     59	A
QSO: 14000 PH 2015-06-28 0705 PD0PMS	    59	039    SK6AW	     59	324
QSO: 14000 PH 2015-06-28 0708 PD0PMS	    59	040    EE2W	     59	BI
QSO: 14000 PH 2015-06-28 0715 PD0PMS	    59	041    EC5NJ	     59	V
QSO: 14000 PH 2015-06-28 0718 PD0PMS	    59	042    IN3HDE	     59	197
QSO: 14000 PH 2015-06-28 0720 PD0PMS	    59	043    EA5KB	     59	V
QSO: 14000 PH 2015-06-28 0724 PD0PMS	    59	044    HA4XH	     59	667
QSO: 14000 PH 2015-06-28 0730 PD0PMS	    59	045    IK8UND	     59	368
QSO: 14000 PH 2015-06-28 0732 PD0PMS	    59	046    RZ2D	     59	077
QSO: 14000 PH 2015-06-28 0739 PD0PMS	    59	047    SJ6A	     59	083
QSO: 14000 PH 2015-06-28 0745 PD0PMS	    59	048    EA7ITL	     59	CA
QSO: 14000 PH 2015-06-28 0747 PD0PMS	    59	049    CN4P	     59	464
QSO: 14000 PH 2015-06-28 0749 PD0PMS	    59	050    SP9LJD	     59	187
QSO: 14000 PH 2015-06-28 0751 PD0PMS	    59	051    EA5EE	     59	V
END-OF-LOG:
