START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rda-ubn-downloader
CONTEST: RDA
CALLSIGN: HA3OU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: HA3OU
QSO: 14024 CW 2019-08-17 0800 HA3OU         599 0001   RM1T          599 NV05  
QSO: 14011 CW 2019-08-17 0800 HA3OU         599 0002   R9LY          599 TN30  
QSO: 14012 CW 2019-08-17 0801 HA3OU         599 0003   R5FI          599 MO09  
QSO: 14015 CW 2019-08-17 0802 HA3OU         599 0004   RM7M/P        599 RO58  
QSO: 14016 CW 2019-08-17 0802 HA3OU         599 0005   RK3DWW/P      599 MO83  
QSO: 14016 CW 2019-08-17 0803 HA3OU         599 0006   RN4SS         599 MR01  
QSO: 14016 CW 2019-08-17 0804 HA3OU         599 0007   R8LA          599 TN01  
QSO: 14017 CW 2019-08-17 0805 HA3OU         599 0008   RT9A          599 CB28  
QSO: 14020 CW 2019-08-17 0807 HA3OU         599 0009   R4RN/P        599 TA58  
QSO: 14021 CW 2019-08-17 0808 HA3OU         599 0010   R5CA/P        599 TV44  
QSO: 14022 CW 2019-08-17 0808 HA3OU         599 0011   RX9CM         599 SV34  
QSO: 14023 CW 2019-08-17 0809 HA3OU         599 0012   RT5G/P        599 LP21  
QSO: 14025 CW 2019-08-17 0809 HA3OU         599 0013   RW9QA         599 KN01  
QSO: 14028 CW 2019-08-17 0811 HA3OU         599 0014   R1CA/P        599 LO30  
QSO: 14029 CW 2019-08-17 0811 HA3OU         599 0015   R5DC/P        599 MO67  
QSO: 14029 CW 2019-08-17 0812 HA3OU         599 0016   R3OR/P        599 BO26  
QSO: 14030 CW 2019-08-17 0812 HA3OU         599 0017   R6CO          599 KR12  
QSO: 14031 CW 2019-08-17 0813 HA3OU         599 0018   R8OM          599 NS15  
QSO: 14032 CW 2019-08-17 0814 HA3OU         599 0019   UC0A          599 KK18  
QSO: 14035 CW 2019-08-17 0815 HA3OU         599 0020   R4KO          599 SR42  
QSO: 14035 CW 2019-08-17 0816 HA3OU         599 0021   UA6LCN        599 RO22  
QSO: 14036 CW 2019-08-17 0818 HA3OU         599 0022   RA3UAG/P      599 IV18  
QSO: 14041 CW 2019-08-17 0825 HA3OU         599 0023   RA7KW/P       599 RK25  
QSO: 14041 CW 2019-08-17 0827 HA3OU         599 0024   UA6CT         599 KR51  
QSO: 14042 CW 2019-08-17 0827 HA3OU         599 0025   R4IO          599 SR13  
QSO: 14046 CW 2019-08-17 0829 HA3OU         599 0026   RM2T/P        599 NN06  
QSO: 14047 CW 2019-08-17 0831 HA3OU         599 0027   RU9CK/7       599 ST23  
QSO: 28016 CW 2019-08-17 0836 HA3OU         599 0028   RM7M/P        599 RO58  
QSO: 28028 CW 2019-08-17 0840 HA3OU         599 0029   RC3W          599 KU35  
QSO: 28028 CW 2019-08-17 0841 HA3OU         599 0030   UA6EC         599 KC01  
QSO: 28028 CW 2019-08-17 0843 HA3OU         599 0031   UA6LCJ        599 RO22  
QSO: 21010 CW 2019-08-17 0847 HA3OU         599 0032   UA5C          599 MO68  
QSO: 21012 CW 2019-08-17 0849 HA3OU         599 0033   R7AO/P        599 KR65  
QSO: 21013 CW 2019-08-17 0849 HA3OU         599 0034   RT5Z          599 BO27  
QSO: 21016 CW 2019-08-17 0850 HA3OU         599 0035   UA3EDQ        599 OR17  
QSO: 21018 CW 2019-08-17 0851 HA3OU         599 0036   UA9LAO        599 TN03  
QSO: 21020 CW 2019-08-17 0852 HA3OU         599 0037   RM9RZ         599 KN01  
QSO: 21021 CW 2019-08-17 0852 HA3OU         599 0038   R7AW          599 KR30  
QSO: 21023 CW 2019-08-17 0854 HA3OU         599 0039   RC3W          599 KU35  
QSO: 21028 CW 2019-08-17 0854 HA3OU         599 0040   RW1C          599 LO30  
QSO: 21031 CW 2019-08-17 0855 HA3OU         599 0041   RG9A          599 CB54  
QSO: 21042 CW 2019-08-17 0856 HA3OU         599 0042   RN9RF         599 KN26  
QSO: 21030 CW 2019-08-17 0858 HA3OU         599 0043   R1CA/P        599 LO30  
QSO: 21040 CW 2019-08-17 0901 HA3OU         599 0044   RK9AY/P       599 CB51  
QSO: 21041 CW 2019-08-17 0902 HA3OU         599 0045   R1DX          599 LO30  
QSO: 21017 CW 2019-08-17 0907 HA3OU         599 0046   UA6CC         599 KR35  
QSO: 21019 CW 2019-08-17 0908 HA3OU         599 0047   RF9C          599 SV03  
QSO: 21015 CW 2019-08-17 0916 HA3OU         599 0048   RM7M/P        599 RO58  
QSO: 21022 CW 2019-08-17 0921 HA3OU         599 0049   UA2FF         599 KA13  
QSO: 21022 CW 2019-08-17 0923 HA3OU         599 0050   R7MM          599 RO22  
QSO: 21022 CW 2019-08-17 0925 HA3OU         599 0051   RA4ACX        599 VG04  
QSO: 21024 CW 2019-08-17 0927 HA3OU         599 0052   RA6MQ         599 RO10  
QSO: 21026 CW 2019-08-17 0927 HA3OU         599 0053   RL4F          599 PE32  
QSO: 14054 CW 2019-08-17 0931 HA3OU         599 0054   RU5A/1        599 PS21  
QSO: 14054 CW 2019-08-17 0932 HA3OU         599 0055   RG3B          599 MA12  
QSO: 14054 CW 2019-08-17 0933 HA3OU         599 0056   RL6MF         599 RO06  
QSO: 14054 CW 2019-08-17 0934 HA3OU         599 0057   RU4A          599 VG36  
QSO: 14054 CW 2019-08-17 0934 HA3OU         599 0058   R3NAN         599 KS08  
QSO: 14054 CW 2019-08-17 0935 HA3OU         599 0059   R7AT          599 KR30  
QSO: 14003 CW 2019-08-17 0939 HA3OU         599 0060   RT4S/P        599 MR10  
QSO: 14005 CW 2019-08-17 0940 HA3OU         599 0061   R1DX          599 LO30  
QSO: 14006 CW 2019-08-17 0940 HA3OU         599 0062   R7AO/P        599 KR65  
QSO: 14015 CW 2019-08-17 0942 HA3OU         599 0063   UA3R/P        599 TB29  
QSO: 14017 CW 2019-08-17 0942 HA3OU         599 0064   UA3RW         599 TB01  
QSO: 14017 CW 2019-08-17 0943 HA3OU         599 0065   UA3RBR        599 TB02  
QSO: 14018 CW 2019-08-17 0944 HA3OU         599 0066   R0AK          599 KK08  
QSO: 14019 CW 2019-08-17 0945 HA3OU         599 0067   R0WC          599 HA01  
QSO: 14020 CW 2019-08-17 0945 HA3OU         599 0068   RN9C          599 SV54  
QSO: 14020 CW 2019-08-17 0946 HA3OU         599 0069   RK8I          599 TO23  
QSO: 14021 CW 2019-08-17 0946 HA3OU         599 0070   RT4G/P        599 MR12  
QSO: 14021 CW 2019-08-17 0947 HA3OU         599 0071   RA0FF         599 SL01  
QSO: 14025 CW 2019-08-17 0950 HA3OU         599 0072   R9OK          599 NS29  
QSO: 14026 CW 2019-08-17 0951 HA3OU         599 0073   R2ZA          599 BO01  
QSO: 14028 CW 2019-08-17 0952 HA3OU         599 0074   RN5X/1        599 NV06  
QSO: 14029 CW 2019-08-17 0952 HA3OU         599 0075   UA9LDD        599 TN24  
QSO: 14030 CW 2019-08-17 0953 HA3OU         599 0076   RT0F          599 SL13  
QSO: 14032 CW 2019-08-17 0954 HA3OU         599 0077   RT9S          599 OB34  
QSO: 14033 CW 2019-08-17 0955 HA3OU         599 0078   RK3MXT        599 YR07  
QSO: 14035 CW 2019-08-17 1001 HA3OU         599 0079   R3EA          599 OR03  
QSO: 14036 CW 2019-08-17 1001 HA3OU         599 0080   UA9MA         599 OM30  
QSO: 14037 CW 2019-08-17 1002 HA3OU         599 0081   RT4D/P        599 SA23  
QSO: 14038 CW 2019-08-17 1002 HA3OU         599 0082   UA4PDJ/P      599 TA35  
QSO: 14039 CW 2019-08-17 1003 HA3OU         599 0083   RV9WB         599 BA05  
QSO: 14040 CW 2019-08-17 1003 HA3OU         599 0084   RW9OW         599 AL27  
QSO: 14041 CW 2019-08-17 1005 HA3OU         599 0085   R9SS          599 OB28  
