START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: NA7TB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1326712
NAME: Lee Finkel
LOCATION: AZ
OPERATORS: KY7M AA7A NA2U KC7V
CLUB: Arizona Outlaws Contest Club
CREATED-BY: N1MM Logger+ 1.0.7954.0
QSO: 14098 RY 2019-09-28 0000 NA7TB         599 03 AZ  K2XA          599 05 NY  0
QSO: 14098 RY 2019-09-28 0001 NA7TB         599 03 AZ  W6SX          599 03 CA  0
QSO: 14098 RY 2019-09-28 0001 NA7TB         599 03 AZ  VE2RYY        599 05 QC  0
QSO: 14098 RY 2019-09-28 0002 NA7TB         599 03 AZ  K6BIR         599 03 CA  0
QSO: 14098 RY 2019-09-28 0002 NA7TB         599 03 AZ  K8LS          599 04 TX  0
QSO: 14098 RY 2019-09-28 0003 NA7TB         599 03 AZ  N9LYE         599 04 IL  0
QSO: 14098 RY 2019-09-28 0003 NA7TB         599 03 AZ  K9JWI         599 04 IN  0
QSO: 14098 RY 2019-09-28 0004 NA7TB         599 03 AZ  K3VAR         599 05 PA  0
QSO: 14098 RY 2019-09-28 0004 NA7TB         599 03 AZ  WA8CLT        599 04 OH  0
QSO: 14098 RY 2019-09-28 0005 NA7TB         599 03 AZ  W3RGA         599 05 PA  0
QSO: 14098 RY 2019-09-28 0005 NA7TB         599 03 AZ  AA4LS         599 05 NC  0
QSO: 14098 RY 2019-09-28 0006 NA7TB         599 03 AZ  KB1EFS        599 05 MA  0
QSO: 14098 RY 2019-09-28 0007 NA7TB         599 03 AZ  N7RCS         599 05 FL  0
QSO: 14098 RY 2019-09-28 0009 NA7TB         599 03 AZ  K3LR          599 05 PA  0
QSO: 14098 RY 2019-09-28 0009 NA7TB         599 03 AZ  AK6A          599 03 OR  0
QSO: 14098 RY 2019-09-28 0010 NA7TB         599 03 AZ  K2YG          599 05 NJ  0
QSO: 14098 RY 2019-09-28 0010 NA7TB         599 03 AZ  K3DMG         599 04 OH  0
QSO: 14098 RY 2019-09-28 0011 NA7TB         599 03 AZ  NV9L          599 04 IL  0
QSO: 14098 RY 2019-09-28 0011 NA7TB         599 03 AZ  N8WXQ         599 05 PA  0
QSO: 14098 RY 2019-09-28 0012 NA7TB         599 03 AZ  W7QDM         599 03 ID  0
QSO: 14098 RY 2019-09-28 0013 NA7TB         599 03 AZ  K7RB          599 05 ME  0
QSO: 14098 RY 2019-09-28 0014 NA7TB         599 03 AZ  KA5M          599 04 LA  0
QSO: 14098 RY 2019-09-28 0014 NA7TB         599 03 AZ  NS4X          599 04 TN  0
QSO: 14098 RY 2019-09-28 0015 NA7TB         599 03 AZ  LU7HN         599 13 DX  0
QSO: 14104 RY 2019-09-28 0017 NA7TB         599 03 AZ  N3RC          599 03 CA  0
