START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL2FQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 86275
NAME: Tsvetomir Tishevishki
LOCATION: DX
CLUB:
CREATED-BY: Win-Test 4.20.0
SOAPBOX: Not good condx here. Anyway I had fun trying for first time operating
QSO:  3588 RY 2019-09-28 1919 DL2FQ         599 14 DX  SN7Q          599 15 DX  0
QSO:  3591 RY 2019-09-28 1921 DL2FQ         599 14 DX  G4MKP         599 14 DX  0
QSO:  7071 RY 2019-09-28 1924 DL2FQ         599 14 DX  LZ5K          599 20 DX  0
QSO:  7085 RY 2019-09-28 1927 DL2FQ         599 14 DX  ED1MK         599 14 DX  0
QSO:  3613 RY 2019-09-28 1930 DL2FQ         599 14 DX  TM7Y          599 14 DX  0
QSO:  7093 RY 2019-09-28 1931 DL2FQ         599 14 DX  IK7NXU        599 15 DX  0
QSO: 14080 RY 2019-09-28 1934 DL2FQ         599 14 DX  CR3W          599 33 DX  0
QSO:  7061 RY 2019-09-28 1936 DL2FQ         599 14 DX  CR3W          599 33 DX  0
QSO:  7062 RY 2019-09-28 1937 DL2FQ         599 14 DX  S50A          599 15 DX  0
QSO:  7078 RY 2019-09-28 1939 DL2FQ         599 14 DX  CR3DX         599 33 DX  0
QSO:  3584 RY 2019-09-28 1940 DL2FQ         599 14 DX  LX7I          599 14 DX  0
QSO:  3590 RY 2019-09-28 1943 DL2FQ         599 14 DX  9A1A          599 15 DX  0
QSO:  7046 RY 2019-09-28 1945 DL2FQ         599 14 DX  IR9K          599 15 DX  0
QSO:  3602 RY 2019-09-28 1949 DL2FQ         599 14 DX  G8X           599 14 DX  0
QSO:  7053 RY 2019-09-28 1950 DL2FQ         599 14 DX  S53F          599 15 DX  0
QSO:  7059 RY 2019-09-28 1952 DL2FQ         599 14 DX  IQ4FA         599 15 DX  0
QSO:  3607 RY 2019-09-28 1952 DL2FQ         599 14 DX  S58M          599 15 DX  0
QSO:  3610 RY 2019-09-28 1953 DL2FQ         599 14 DX  DP9A          599 14 DX  0
QSO:  7000 RY 2019-09-28 1954 DL2FQ         599 14 DX  I2WIJ         599 15 DX  0
QSO:  7067 RY 2019-09-28 1955 DL2FQ         599 14 DX  A61EK         599 21 DX  0
QSO:  3612 RY 2019-09-28 1956 DL2FQ         599 14 DX  I1JTQ         599 15 DX  0
QSO:  7068 RY 2019-09-28 1956 DL2FQ         599 14 DX  I4JED         599 15 DX  0
QSO:  3580 RY 2019-09-28 1959 DL2FQ         599 14 DX  OK7O          599 15 DX  0
QSO:  7090 RY 2019-09-28 2000 DL2FQ         599 14 DX  S53S          599 15 DX  0
QSO:  7096 RY 2019-09-28 2001 DL2FQ         599 14 DX  Z33F          599 15 DX  0
QSO:  7047 RY 2019-09-28 2006 DL2FQ         599 14 DX  IQ4FC         599 15 DX  0
QSO:  7051 RY 2019-09-28 2010 DL2FQ         599 14 DX  IK4QJF        599 15 DX  0
QSO:  7077 RY 2019-09-28 2013 DL2FQ         599 14 DX  A44A          599 21 DX  0
QSO:  7042 RY 2019-09-28 2016 DL2FQ         599 14 DX  MW2I          599 14 DX  0
QSO:  7060 RY 2019-09-28 2019 DL2FQ         599 14 DX  LZ8E          599 20 DX  0
QSO:  7067 RY 2019-09-28 2020 DL2FQ         599 14 DX  RA6GW         599 16 DX  0
QSO:  7097 RY 2019-09-28 2038 DL2FQ         599 14 DX  S58M          599 15 DX  0
QSO:  7035 RY 2019-09-28 2039 DL2FQ         599 14 DX  S50W          599 15 DX  0
QSO:  7053 RY 2019-09-28 2041 DL2FQ         599 14 DX  UX7QV         599 16 DX  0
QSO:  7056 RY 2019-09-28 2043 DL2FQ         599 14 DX  3Z0R          599 15 DX  0
QSO:  7058 RY 2019-09-28 2044 DL2FQ         599 14 DX  EA1CJ         599 14 DX  0
QSO:  7045 RY 2019-09-28 2055 DL2FQ         599 14 DX  HG5D          599 15 DX  0
QSO:  7052 RY 2019-09-28 2057 DL2FQ         599 14 DX  CT1ILT        599 14 DX  0
QSO:  7083 RY 2019-09-28 2059 DL2FQ         599 14 DX  SP5IVC        599 15 DX  0
QSO:  7089 RY 2019-09-28 2101 DL2FQ         599 14 DX  SP8K          599 15 DX  0
QSO:  3597 RY 2019-09-28 2102 DL2FQ         599 14 DX  SP7AH         599 15 DX  0
QSO:  7056 RY 2019-09-28 2108 DL2FQ         599 14 DX  RY6Y          599 16 DX  0
QSO:  7062 RY 2019-09-28 2109 DL2FQ         599 14 DX  P33W          599 20 DX  0
QSO:  3576 RY 2019-09-28 2118 DL2FQ         599 14 DX  OK3C          599 15 DX  0
QSO:  7069 RY 2019-09-28 2119 DL2FQ         599 14 DX  LY1FW         599 15 DX  0
QSO:  7084 RY 2019-09-28 2120 DL2FQ         599 14 DX  CS5CRE        599 14 DX  0
QSO:  3582 RY 2019-09-29 0340 DL2FQ         599 14 DX  EA1AKS        599 14 DX  0
QSO:  7037 RY 2019-09-29 0342 DL2FQ         599 14 DX  LY1R          599 15 DX  0
QSO:  7042 RY 2019-09-29 0342 DL2FQ         599 14 DX  LY5W          599 15 DX  0
QSO:  3585 RY 2019-09-29 0343 DL2FQ         599 14 DX  IQ4FC         599 15 DX  0
QSO:  3610 RY 2019-09-29 0345 DL2FQ         599 14 DX  ED3M          599 14 DX  0
QSO:  7054 RY 2019-09-29 0347 DL2FQ         599 14 DX  EW6W          599 16 DX  0
QSO:  3590 RY 2019-09-29 0351 DL2FQ         599 14 DX  LZ5R          599 20 DX  0
QSO:  3598 RY 2019-09-29 0354 DL2FQ         599 14 DX  I1WXY         599 15 DX  0
QSO:  7044 RY 2019-09-29 0357 DL2FQ         599 14 DX  UY5ZZ         599 16 DX  0
QSO:  3602 RY 2019-09-29 0357 DL2FQ         599 14 DX  IZ0KBR        599 15 DX  0
QSO:  7052 RY 2019-09-29 0402 DL2FQ         599 14 DX  UW3U          599 15 DX  0
QSO:  7091 RY 2019-09-29 0407 DL2FQ         599 14 DX  SN7Q          599 15 DX  0
QSO:  3600 RY 2019-09-29 0407 DL2FQ         599 14 DX  3Z9M          599 15 DX  0
QSO:  3572 RY 2019-09-29 0411 DL2FQ         599 14 DX  TM6V          599 14 DX  0
QSO: 14090 RY 2019-09-29 0822 DL2FQ         599 14 DX  RD0A          599 18 DX  0
QSO:  7044 RY 2019-09-29 0823 DL2FQ         599 14 DX  OG70AD        599 14 DX  0
QSO: 14100 RY 2019-09-29 0824 DL2FQ         599 14 DX  RU5TT         599 16 DX  0
QSO: 14107 RY 2019-09-29 0826 DL2FQ         599 14 DX  RW3XZ         599 16 DX  0
QSO: 14116 RY 2019-09-29 0827 DL2FQ         599 14 DX  UW3U          599 16 DX  0
QSO: 14102 RY 2019-09-29 0900 DL2FQ         599 14 DX  UA6CE         599 16 DX  0
QSO:  7056 RY 2019-09-29 0901 DL2FQ         599 14 DX  EA3CI         599 14 DX  0
QSO: 14119 RY 2019-09-29 0905 DL2FQ         599 14 DX  7Z1SJ         599 21 DX  0
QSO: 14103 RY 2019-09-29 0909 DL2FQ         599 14 DX  EM2Q          599 16 DX  0
QSO: 14120 RY 2019-09-29 0915 DL2FQ         599 14 DX  SV9DJO        599 20 DX  0
QSO: 14134 RY 2019-09-29 0916 DL2FQ         599 14 DX  YP0C          599 20 DX  0
QSO: 21080 RY 2019-09-29 0917 DL2FQ         599 14 DX  YQ6A          599 20 DX  0
QSO: 14089 RY 2019-09-29 0921 DL2FQ         599 14 DX  LZ60KAA       599 20 DX  0
QSO: 14112 RY 2019-09-29 0923 DL2FQ         599 14 DX  HA8QZ         599 15 DX  0
QSO: 21096 RY 2019-09-29 0924 DL2FQ         599 14 DX  LX7I          599 14 DX  0
QSO: 14118 RY 2019-09-29 0926 DL2FQ         599 14 DX  RM3DA         599 16 DX  0
QSO: 14121 RY 2019-09-29 0927 DL2FQ         599 14 DX  UR2Y          599 16 DX  0
QSO: 14130 RY 2019-09-29 0929 DL2FQ         599 14 DX  LZ2JA         599 20 DX  0
QSO: 21097 RY 2019-09-29 0930 DL2FQ         599 14 DX  LZ1ND         599 20 DX  0
QSO: 21104 RY 2019-09-29 0933 DL2FQ         599 14 DX  YP0C          599 20 DX  0
QSO: 21107 RY 2019-09-29 0933 DL2FQ         599 14 DX  YT8A          599 15 DX  0
QSO: 14133 RY 2019-09-29 0934 DL2FQ         599 14 DX  UT8EL         599 16 DX  0
QSO: 14078 RY 2019-09-29 0935 DL2FQ         599 14 DX  UX1UX         599 16 DX  0
QSO: 21082 RY 2019-09-29 0936 DL2FQ         599 14 DX  UT2G          599 16 DX  0
QSO: 21088 RY 2019-09-29 0938 DL2FQ         599 14 DX  YU5R          599 15 DX  0
QSO: 14089 RY 2019-09-29 0939 DL2FQ         599 14 DX  LY9Y          599 15 DX  0
QSO: 21089 RY 2019-09-29 0940 DL2FQ         599 14 DX  9A5D          599 15 DX  0
QSO: 21093 RY 2019-09-29 0942 DL2FQ         599 14 DX  LZ5R          599 20 DX  0
QSO: 14100 RY 2019-09-29 0943 DL2FQ         599 14 DX  UA4M          599 16 DX  0
QSO: 21102 RY 2019-09-29 0943 DL2FQ         599 14 DX  YU1UN         599 15 DX  0
QSO: 14107 RY 2019-09-29 0944 DL2FQ         599 14 DX  UT3RS         599 16 DX  0
QSO: 14119 RY 2019-09-29 0945 DL2FQ         599 14 DX  LZ9R          599 20 DX  0
QSO: 14136 RY 2019-09-29 0947 DL2FQ         599 14 DX  LZ1ZM         599 20 DX  0
QSO: 14080 RY 2019-09-29 0949 DL2FQ         599 14 DX  OH2KW         599 15 DX  0
QSO:  7049 RY 2019-09-29 0951 DL2FQ         599 14 DX  G4DBW         599 14 DX  0
QSO: 14102 RY 2019-09-29 0952 DL2FQ         599 14 DX  UN6LN         599 17 DX  0
QSO:  7060 RY 2019-09-29 0953 DL2FQ         599 14 DX  F5QE          599 14 DX  0
QSO: 14116 RY 2019-09-29 0955 DL2FQ         599 14 DX  OH1XT         599 15 DX  0
QSO:  7066 RY 2019-09-29 0956 DL2FQ         599 14 DX  OK6T          599 15 DX  0
QSO: 14091 RY 2019-09-29 1028 DL2FQ         599 14 DX  IT9VCE        599 15 DX  0
QSO: 14094 RY 2019-09-29 1029 DL2FQ         599 14 DX  YL2UI         599 15 DX  0
QSO: 14104 RY 2019-09-29 1034 DL2FQ         599 14 DX  IQ4FA         599 15 DX  0
QSO: 21087 RY 2019-09-29 1042 DL2FQ         599 14 DX  ED2C          599 14 DX  0
QSO: 14121 RY 2019-09-29 1044 DL2FQ         599 14 DX  RG9A          599 17 DX  0
QSO: 28090 RY 2019-09-29 1049 DL2FQ         599 14 DX  LZ5R          599 20 DX  0
QSO: 28080 RY 2019-09-29 1050 DL2FQ         599 14 DX  IQ9UI         599 15 DX  0
QSO: 28096 RY 2019-09-29 1051 DL2FQ         599 14 DX  IT9BLB        599 15 DX  0
QSO: 21106 RY 2019-09-29 1053 DL2FQ         599 14 DX  LZ5QZ         599 20 DX  0
QSO: 21103 RY 2019-09-29 1056 DL2FQ         599 14 DX  LZ6K          599 20 DX  0
QSO: 14094 RY 2019-09-29 1059 DL2FQ         599 14 DX  LA1K          599 14 DX  0
QSO: 14105 RY 2019-09-29 1100 DL2FQ         599 14 DX  LY2NY         599 15 DX  0
QSO: 14079 RY 2019-09-29 1102 DL2FQ         599 14 DX  RA3E          599 16 DX  0
QSO: 14080 RY 2019-09-29 1103 DL2FQ         599 14 DX  RK9AX         599 17 DX  0
QSO: 14114 RY 2019-09-29 1106 DL2FQ         599 14 DX  RZ4AZ         599 16 DX  0
QSO: 14133 RY 2019-09-29 1107 DL2FQ         599 14 DX  YU2A          599 15 DX  0
QSO: 21086 RY 2019-09-29 1108 DL2FQ         599 14 DX  RU5X          599 14 DX  0
QSO: 14137 RY 2019-09-29 1111 DL2FQ         599 14 DX  RX0AE         599 18 DX  0
QSO: 21090 RY 2019-09-29 1116 DL2FQ         599 14 DX  EW7BA         599 16 DX  0
QSO: 21093 RY 2019-09-29 1116 DL2FQ         599 14 DX  CT1ILT        599 14 DX  0
QSO: 14089 RY 2019-09-29 1117 DL2FQ         599 14 DX  EA1BD         599 14 DX  0
QSO: 21096 RY 2019-09-29 1119 DL2FQ         599 14 DX  ER4A          599 16 DX  0
QSO: 14101 RY 2019-09-29 1120 DL2FQ         599 14 DX  EA1AP         599 14 DX  0
QSO: 14130 RY 2019-09-29 1201 DL2FQ         599 14 DX  OH2HAN        599 15 DX  0
QSO: 14141 RY 2019-09-29 1203 DL2FQ         599 14 DX  TA7MRL        599 20 DX  0
QSO: 14142 RY 2019-09-29 1203 DL2FQ         599 14 DX  US2YW         599 16 DX  0
QSO: 14086 RY 2019-09-29 1209 DL2FQ         599 14 DX  NR4M          599 05 VA  0
QSO:  7051 RY 2019-09-29 1210 DL2FQ         599 14 DX  SP5OXJ        599 15 DX  0
QSO: 14107 RY 2019-09-29 1211 DL2FQ         599 14 DX  EI7M          599 14 DX  0
QSO:  7053 RY 2019-09-29 1213 DL2FQ         599 14 DX  IU4CSS        599 15 DX  0
QSO: 14124 RY 2019-09-29 1215 DL2FQ         599 14 DX  SV2AEL        599 20 DX  0
QSO: 21092 RY 2019-09-29 1216 DL2FQ         599 14 DX  OM0M          599 15 DX  0
QSO: 14126 RY 2019-09-29 1217 DL2FQ         599 14 DX  UC8U          599 18 DX  0
QSO: 21102 RY 2019-09-29 1221 DL2FQ         599 14 DX  IT9BLB        599 15 DX  0
QSO: 14115 RY 2019-09-29 1229 DL2FQ         599 14 DX  RQ2Q          599 15 DX  0
QSO: 14120 RY 2019-09-29 1231 DL2FQ         599 14 DX  UA6BJY        599 16 DX  0
QSO: 14123 RY 2019-09-29 1232 DL2FQ         599 14 DX  OM5MX         599 15 DX  0
QSO: 21097 RY 2019-09-29 1233 DL2FQ         599 14 DX  HG7T          599 15 DX  0
QSO: 21085 RY 2019-09-29 1234 DL2FQ         599 14 DX  EI7M          599 14 DX  0
QSO: 14137 RY 2019-09-29 1235 DL2FQ         599 14 DX  UR5WCQ        599 16 DX  0
QSO: 14147 RY 2019-09-29 1236 DL2FQ         599 14 DX  N3QE          599 05 MD  0
QSO: 14101 RY 2019-09-29 1240 DL2FQ         599 14 DX  HA3OU         599 15 DX  0
QSO: 14103 RY 2019-09-29 1241 DL2FQ         599 14 DX  G3RLE         599 14 DX  0
QSO: 14111 RY 2019-09-29 1244 DL2FQ         599 14 DX  HQ9X          599 07 DX  0
QSO: 14118 RY 2019-09-29 1246 DL2FQ         599 14 DX  VE2RYY        599 05 QC  0
QSO: 14121 RY 2019-09-29 1248 DL2FQ         599 14 DX  K6DTT/1       599 05 ME  0
QSO: 14126 RY 2019-09-29 1249 DL2FQ         599 14 DX  NV9L          599 04 IL  0
QSO: 14090 RY 2019-09-29 1324 DL2FQ         599 14 DX  W1VE          599 05 VT  0
QSO: 14099 RY 2019-09-29 1326 DL2FQ         599 14 DX  9A1A          599 15 DX  0
QSO: 14101 RY 2019-09-29 1327 DL2FQ         599 14 DX  WW4LL         599 05 ME  0
QSO: 21084 RY 2019-09-29 1329 DL2FQ         599 14 DX  LZ4A          599 20 DX  0
QSO: 14118 RY 2019-09-29 1331 DL2FQ         599 14 DX  S55BA         599 15 DX  0
QSO:  7044 RY 2019-09-29 1335 DL2FQ         599 14 DX  I3PXN         599 15 DX  0
QSO: 14143 RY 2019-09-29 1338 DL2FQ         599 14 DX  K1SFA         599 05 MA  0
QSO:  7052 RY 2019-09-29 1339 DL2FQ         599 14 DX  I2CZQ         599 15 DX  0
QSO:  7052 RY 2019-09-29 1340 DL2FQ         599 14 DX  HB9FKL        599 14 DX  0
QSO: 14083 RY 2019-09-29 1342 DL2FQ         599 14 DX  AA2MF         599 05 FL  0
QSO:  7068 RY 2019-09-29 1344 DL2FQ         599 14 DX  HB9DHG        599 14 DX  0
QSO: 14088 RY 2019-09-29 1344 DL2FQ         599 14 DX  S50RY         599 15 DX  0
QSO: 14091 RY 2019-09-29 1346 DL2FQ         599 14 DX  HA8JV         599 15 DX  0
QSO:  7053 RY 2019-09-29 1349 DL2FQ         599 14 DX  EA1AKS        599 14 DX  0
QSO:  7054 RY 2019-09-29 1350 DL2FQ         599 14 DX  HA1AD         599 15 DX  0
QSO: 14128 RY 2019-09-29 1352 DL2FQ         599 14 DX  K5ZD          599 05 MA  0
QSO: 14132 RY 2019-09-29 1355 DL2FQ         599 14 DX  K4WW          599 04 KY  0
QSO: 14144 RY 2019-09-29 1356 DL2FQ         599 14 DX  VE2FK         599 05 QC  0
QSO: 14096 RY 2019-09-29 1402 DL2FQ         599 14 DX  VE2GSO        599 05 QC  0
QSO:  7059 RY 2019-09-29 1404 DL2FQ         599 14 DX  IW1PNJ        599 15 DX  0
QSO:  7062 RY 2019-09-29 1405 DL2FQ         599 14 DX  IQ2CJ         599 15 DX  0
QSO: 14106 RY 2019-09-29 1407 DL2FQ         599 14 DX  IU3BTY        599 15 DX  0
QSO:  7067 RY 2019-09-29 1408 DL2FQ         599 14 DX  IZ4GOL        599 15 DX  0
QSO: 14116 RY 2019-09-29 1410 DL2FQ         599 14 DX  S53S          599 15 DX  0
QSO: 14125 RY 2019-09-29 1411 DL2FQ         599 14 DX  AA3B          599 05 PA  0
QSO: 14126 RY 2019-09-29 1413 DL2FQ         599 14 DX  VE3CX         599 04 ON  0
QSO:  7048 RY 2019-09-29 1415 DL2FQ         599 14 DX  HB0/DL5YM     599 14 DX  0
QSO: 14126 RY 2019-09-29 1427 DL2FQ         599 14 DX  K3PP          599 05 PA  0
QSO: 14131 RY 2019-09-29 1428 DL2FQ         599 14 DX  IZ1PKV        599 15 DX  0
QSO:  7044 RY 2019-09-29 1428 DL2FQ         599 14 DX  9A2TN         599 15 DX  0
QSO: 14148 RY 2019-09-29 1432 DL2FQ         599 14 DX  K3LR          599 05 PA  0
QSO:  7055 RY 2019-09-29 1433 DL2FQ         599 14 DX  HB90DUR       599 14 DX  0
QSO:  7070 RY 2019-09-29 1457 DL2FQ         599 14 DX  IT9STX        599 15 DX  0
QSO: 14110 RY 2019-09-29 1459 DL2FQ         599 14 DX  R7CD          599 16 DX  0
QSO: 14119 RY 2019-09-29 1509 DL2FQ         599 14 DX  K9CT          599 04 IL  0
QSO: 14123 RY 2019-09-29 1511 DL2FQ         599 14 DX  WX8C/0        599 04 MO  0
QSO: 14133 RY 2019-09-29 1516 DL2FQ         599 14 DX  K8AC          599 05 NC  0
QSO: 14141 RY 2019-09-29 1524 DL2FQ         599 14 DX  TA7OTT        599 20 DX  0
QSO: 14093 RY 2019-09-29 1525 DL2FQ         599 14 DX  IQ9UI         599 15 DX  0
QSO: 14101 RY 2019-09-29 1526 DL2FQ         599 14 DX  LY7Z          599 15 DX  0
QSO: 14089 RY 2019-09-29 1554 DL2FQ         599 14 DX  EA8ZS         599 33 DX  0
QSO: 14121 RY 2019-09-29 1557 DL2FQ         599 14 DX  SV8DCY        599 20 DX  0
QSO: 14124 RY 2019-09-29 1559 DL2FQ         599 14 DX  W3FV          599 05 PA  0
QSO: 14128 RY 2019-09-29 1600 DL2FQ         599 14 DX  W3FIZ         599 05 PA  0
QSO:  7060 RY 2019-09-29 1601 DL2FQ         599 14 DX  PI4COM        599 14 DX  0
QSO: 14146 RY 2019-09-29 1603 DL2FQ         599 14 DX  NJ3I          599 05 PA  0
QSO:  7069 RY 2019-09-29 1606 DL2FQ         599 14 DX  OM0M          599 15 DX  0
QSO:  7079 RY 2019-09-29 1610 DL2FQ         599 14 DX  LZ3RR         599 20 DX  0
QSO:  7080 RY 2019-09-29 1611 DL2FQ         599 14 DX  IZ0UME        599 15 DX  0
QSO: 14113 RY 2019-09-29 1614 DL2FQ         599 14 DX  N3UA          599 05 VA  0
QSO:  7043 RY 2019-09-29 1615 DL2FQ         599 14 DX  US7KC         599 16 DX  0
QSO: 14134 RY 2019-09-29 1617 DL2FQ         599 14 DX  K3DMG         599 04 OH  0
QSO:  7043 RY 2019-09-29 1619 DL2FQ         599 14 DX  3Z50KP        599 15 DX  0
QSO:  3584 RY 2019-09-29 1623 DL2FQ         599 14 DX  OK2SFP        599 15 DX  0
QSO: 14133 RY 2019-09-29 1625 DL2FQ         599 14 DX  IT9ESW        599 15 DX  0
QSO: 14140 RY 2019-09-29 1626 DL2FQ         599 14 DX  WV4P          599 04 TN  0
QSO:  3579 RY 2019-09-29 1627 DL2FQ         599 14 DX  PC3T          599 14 DX  0
QSO:  7037 RY 2019-09-29 1634 DL2FQ         599 14 DX  YL2KF         599 15 DX  0
QSO: 14092 RY 2019-09-29 1635 DL2FQ         599 14 DX  EC7KW         599 14 DX  0
QSO:  7054 RY 2019-09-29 1640 DL2FQ         599 14 DX  S55BA         599 15 DX  0
QSO:  7062 RY 2019-09-29 1647 DL2FQ         599 14 DX  LZ9R          599 20 DX  0
QSO: 14120 RY 2019-09-29 1649 DL2FQ         599 14 DX  WT9U          599 04 IN  0
QSO: 14082 RY 2019-09-29 1718 DL2FQ         599 14 DX  CO2AME        599 08 DX  0
QSO:  7041 RY 2019-09-29 1753 DL2FQ         599 14 DX  ED3D          599 14 DX  0
QSO:  3571 RY 2019-09-29 1758 DL2FQ         599 14 DX  SP6IHE        599 15 DX  0
QSO:  3590 RY 2019-09-29 1801 DL2FQ         599 14 DX  PA4O          599 14 DX  0
QSO:  3593 RY 2019-09-29 1803 DL2FQ         599 14 DX  UX2X          599 16 DX  0
QSO:  3598 RY 2019-09-29 1804 DL2FQ         599 14 DX  HA8BE         599 15 DX  0
QSO:  3603 RY 2019-09-29 1806 DL2FQ         599 14 DX  DQ9Y          599 14 DX  0
QSO:  7032 RY 2019-09-29 1807 DL2FQ         599 14 DX  LN5O          599 14 DX  0
QSO:  3592 RY 2019-09-29 1808 DL2FQ         599 14 DX  PA7LV         599 14 DX  0
QSO:  3583 RY 2019-09-29 1809 DL2FQ         599 14 DX  S51A          599 15 DX  0
QSO:  7071 RY 2019-09-29 1812 DL2FQ         599 14 DX  TM7Y          599 14 DX  0
QSO:  7038 RY 2019-09-29 1814 DL2FQ         599 14 DX  YQ6A          599 20 DX  0
QSO:  7041 RY 2019-09-29 1816 DL2FQ         599 14 DX  EE5O          599 14 DX  0
QSO:  3590 RY 2019-09-29 1822 DL2FQ         599 14 DX  IQ2CJ         599 15 DX  0
QSO:  7067 RY 2019-09-29 1823 DL2FQ         599 14 DX  EM2Q          599 16 DX  0
QSO:  7047 RY 2019-09-29 1827 DL2FQ         599 14 DX  UT5YY         599 16 DX  0
QSO:  7047 RY 2019-09-29 1827 DL2FQ         599 14 DX  EV1R          599 16 DX  0
QSO:  7047 RY 2019-09-29 1828 DL2FQ         599 14 DX  CR5O          599 14 DX  0
QSO:  3605 RY 2019-09-29 1829 DL2FQ         599 14 DX  DO2XX         599 14 DX  0
