START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: G0MTN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 36359
NAME: Lee Volante
LOCATION: DX
OPERATORS: G0MTN
CLUB:
CREATED-BY: Win-Test 4.24.0
SOAPBOX: I had plans for a serious SO2R SOAB-LP, but local stormy weather and solar
SOAPBOX: weather put me off. This was some slow S&P with the "Plan B"
SOAPBOX: doublet-in-a-tree, whilst ironing out bugs in the station. Panadapter now
SOAPBOX: working reliably - I could immediately see the value of tuning by eye, and
SOAPBOX: stereo audio recording of the contest is now working. I spent time with the
SOAPBOX: family on the Sunday instead of any operating, but from the reports I
QSO:  7068 RY 2019-09-28 1140 G0MTN         599 14 DX  DM6DX         599 14 DX  0
QSO:  7065 RY 2019-09-28 1140 G0MTN         599 14 DX  DR5E          599 14 DX  0
QSO:  7053 RY 2019-09-28 1146 G0MTN         599 14 DX  DP8M          599 14 DX  0
QSO:  7050 RY 2019-09-28 1147 G0MTN         599 14 DX  OM3CW         599 15 DX  0
QSO:  7043 RY 2019-09-28 1148 G0MTN         599 14 DX  S53F          599 15 DX  0
QSO:  7041 RY 2019-09-28 1149 G0MTN         599 14 DX  LY7Z          599 15 DX  0
QSO:  7064 RY 2019-09-28 1206 G0MTN         599 14 DX  OZ/DF4ZL      599 14 DX  0
QSO:  7064 RY 2019-09-28 1206 G0MTN         599 14 DX  HG5D          599 15 DX  0
QSO:  7060 RY 2019-09-28 1207 G0MTN         599 14 DX  DP7D          599 14 DX  0
QSO:  7055 RY 2019-09-28 1207 G0MTN         599 14 DX  S50A          599 15 DX  0
QSO:  7052 RY 2019-09-28 1208 G0MTN         599 14 DX  LA6CF         599 14 DX  0
QSO: 14120 RY 2019-09-28 1211 G0MTN         599 14 DX  EW6W          599 16 DX  0
QSO: 14082 RY 2019-09-28 1236 G0MTN         599 14 DX  IQ4FC         599 15 DX  0
QSO: 14085 RY 2019-09-28 1244 G0MTN         599 14 DX  NR4M          599 05 VA  0
QSO: 14082 RY 2019-09-28 1255 G0MTN         599 14 DX  SN7Q          599 15 DX  0
QSO: 14113 RY 2019-09-28 1257 G0MTN         599 14 DX  IU4CHE        599 20 DX  0
QSO: 14143 RY 2019-09-28 1342 G0MTN         599 14 DX  W3MF          599 05 PA  0
QSO: 14143 RY 2019-09-28 1343 G0MTN         599 14 DX  EA3CI         599 14 DX  0
QSO: 14140 RY 2019-09-28 1343 G0MTN         599 14 DX  IQ5ZP         599 15 DX  0
QSO: 14138 RY 2019-09-28 1344 G0MTN         599 14 DX  N3QE          599 05 MD  0
QSO: 14137 RY 2019-09-28 1345 G0MTN         599 14 DX  HA6NL         599 15 DX  0
QSO: 14137 RY 2019-09-28 1348 G0MTN         599 14 DX  K3LR          599 05 PA  0
QSO: 14136 RY 2019-09-28 1349 G0MTN         599 14 DX  IU2IBU        599 15 DX  0
QSO: 14125 RY 2019-09-28 1356 G0MTN         599 14 DX  DL0WW         599 14 DX  0
QSO: 14121 RY 2019-09-28 1359 G0MTN         599 14 DX  TF2R          599 40 DX  0
QSO: 14119 RY 2019-09-28 1401 G0MTN         599 14 DX  LZ6Y          599 20 DX  0
QSO: 14117 RY 2019-09-28 1402 G0MTN         599 14 DX  HG1S          599 15 DX  0
QSO: 14114 RY 2019-09-28 1404 G0MTN         599 14 DX  IQ1RY         599 15 DX  0
QSO: 14113 RY 2019-09-28 1405 G0MTN         599 14 DX  OM0M          599 15 DX  0
QSO: 14104 RY 2019-09-28 1423 G0MTN         599 14 DX  DM5TI         599 14 DX  0
QSO: 14104 RY 2019-09-28 1421 G0MTN         599 14 DX  SV3EXU        599 20 DX  0
QSO: 14104 RY 2019-09-28 1430 G0MTN         599 14 DX  WW4LL         599 05 ME  0
QSO: 14094 RY 2019-09-28 1433 G0MTN         599 14 DX  EM2Q          599 16 DX  0
QSO: 14092 RY 2019-09-28 1435 G0MTN         599 14 DX  OE2LCM        599 15 DX  0
QSO: 14091 RY 2019-09-28 1436 G0MTN         599 14 DX  I2WIJ         599 15 DX  0
QSO: 14087 RY 2019-09-28 1438 G0MTN         599 14 DX  IZ3GOM        599 15 DX  0
QSO: 14082 RY 2019-09-28 1439 G0MTN         599 14 DX  HB90TOC       599 14 DX  0
QSO: 21087 RY 2019-09-28 1443 G0MTN         599 14 DX  S50W          599 15 DX  0
QSO: 21083 RY 2019-09-28 1446 G0MTN         599 14 DX  9A1A          599 15 DX  0
QSO:  7056 RY 2019-09-28 1455 G0MTN         599 14 DX  DL7YS         599 14 DX  0
QSO:  7060 RY 2019-09-28 1456 G0MTN         599 14 DX  S51A          599 15 DX  0
QSO:  7062 RY 2019-09-28 1458 G0MTN         599 14 DX  F4DVX         599 14 DX  0
QSO:  7067 RY 2019-09-28 1500 G0MTN         599 14 DX  DD5M          599 14 DX  0
QSO: 14100 RY 2019-09-28 1509 G0MTN         599 14 DX  IQ4FA         599 15 DX  0
QSO: 14106 RY 2019-09-28 1511 G0MTN         599 14 DX  IK3TPP        599 15 DX  0
QSO: 14109 RY 2019-09-28 1513 G0MTN         599 14 DX  K1SFA         599 05 MA  0
QSO: 14119 RY 2019-09-28 1522 G0MTN         599 14 DX  AA3B          599 05 PA  0
QSO: 14129 RY 2019-09-28 1528 G0MTN         599 14 DX  IV3WMS        599 15 DX  0
QSO: 14132 RY 2019-09-28 1529 G0MTN         599 14 DX  NV9L          599 04 IL  0
QSO: 14133 RY 2019-09-28 1530 G0MTN         599 14 DX  IW3RQT        599 15 DX  0
QSO: 14134 RY 2019-09-28 1530 G0MTN         599 14 DX  IV3XNF        599 15 DX  0
QSO: 14135 RY 2019-09-28 1532 G0MTN         599 14 DX  W4JAM         599 05 VA  0
QSO: 14138 RY 2019-09-28 1532 G0MTN         599 14 DX  S57AM         599 15 DX  0
QSO:  3587 RY 2019-09-28 1539 G0MTN         599 14 DX  DL3BQA        599 14 DX  0
QSO:  3587 RY 2019-09-28 1540 G0MTN         599 14 DX  G6N           599 14 DX  0
QSO:  3588 RY 2019-09-28 1541 G0MTN         599 14 DX  OK3C          599 15 DX  0
QSO: 14144 RY 2019-09-28 1555 G0MTN         599 14 DX  W3FIZ         599 05 PA  0
QSO: 14145 RY 2019-09-28 1556 G0MTN         599 14 DX  VE3DZ         599 04 ON  0
QSO: 14125 RY 2019-09-28 1601 G0MTN         599 14 DX  IZ1PKV        599 15 DX  0
QSO: 14113 RY 2019-09-28 1612 G0MTN         599 14 DX  S53M          599 15 DX  0
QSO: 14085 RY 2019-09-28 1622 G0MTN         599 14 DX  IT9ESW        599 15 DX  0
QSO:  7079 RY 2019-09-28 1624 G0MTN         599 14 DX  RM3DA         599 16 DX  0
QSO:  3577 RY 2019-09-28 1635 G0MTN         599 14 DX  DL9GTB        599 14 DX  0
QSO:  3577 RY 2019-09-28 1635 G0MTN         599 14 DX  F5BEG         599 14 DX  0
QSO:  3578 RY 2019-09-28 1636 G0MTN         599 14 DX  OZ30EU        599 14 DX  0
QSO:  3582 RY 2019-09-28 1640 G0MTN         599 14 DX  MI0SLE        599 14 DX  0
QSO:  3591 RY 2019-09-28 1644 G0MTN         599 14 DX  F1AKK         599 16 DX  0
QSO:  3596 RY 2019-09-28 1648 G0MTN         599 14 DX  M0HMJ         599 15 DX  0
QSO:  3598 RY 2019-09-28 1650 G0MTN         599 14 DX  SO9I          599 15 DX  0
QSO: 14078 RY 2019-09-28 1656 G0MTN         599 14 DX  K3MM          599 05 MD  0
QSO: 14095 RY 2019-09-28 1658 G0MTN         599 14 DX  SZ1A          599 20 DX  0
QSO: 14114 RY 2019-09-28 1700 G0MTN         599 14 DX  I3VRD         599 15 DX  0
QSO:  7072 RY 2019-09-28 1704 G0MTN         599 14 DX  OH1XT         599 15 DX  0
QSO:  7071 RY 2019-09-28 1705 G0MTN         599 14 DX  SM5FUG        599 14 DX  0
QSO:  7064 RY 2019-09-28 1707 G0MTN         599 14 DX  LA9TY         599 14 DX  0
QSO:  7063 RY 2019-09-28 1708 G0MTN         599 14 DX  OH1TM         599 15 DX  0
QSO:  7062 RY 2019-09-28 1709 G0MTN         599 14 DX  EA1AKS        599 14 DX  0
QSO:  7062 RY 2019-09-28 1710 G0MTN         599 14 DX  OE2E          599 15 DX  0
QSO:  7047 RY 2019-09-28 1721 G0MTN         599 14 DX  C37NL         599 14 DX  0
QSO:  7043 RY 2019-09-28 1723 G0MTN         599 14 DX  S50W          599 15 DX  0
QSO:  7040 RY 2019-09-28 1725 G0MTN         599 14 DX  S58Q          599 15 DX  0
QSO:  7039 RY 2019-09-28 1726 G0MTN         599 14 DX  Z35T          599 15 DX  0
QSO:  7037 RY 2019-09-28 1730 G0MTN         599 14 DX  EM0I          599 16 DX  0
QSO:  7035 RY 2019-09-28 1732 G0MTN         599 14 DX  S53M          599 15 DX  0
QSO:  3606 RY 2019-09-28 1734 G0MTN         599 14 DX  G0HDV         599 14 DX  0
QSO:  3602 RY 2019-09-28 1736 G0MTN         599 14 DX  IZ0KBR        599 15 DX  0
QSO:  3601 RY 2019-09-28 1737 G0MTN         599 14 DX  SN7Q          599 15 DX  0
QSO:  3600 RY 2019-09-28 1738 G0MTN         599 14 DX  HG1S          599 15 DX  0
QSO:  3598 RY 2019-09-28 1739 G0MTN         599 14 DX  G8X           599 14 DX  0
QSO:  3595 RY 2019-09-28 1740 G0MTN         599 14 DX  OU2PA         599 14 DX  0
QSO:  3588 RY 2019-09-28 1745 G0MTN         599 14 DX  PA0PIW        599 15 DX  0
QSO:  7078 RY 2019-09-28 1748 G0MTN         599 14 DX  OH2KW         599 15 DX  0
QSO:  7068 RY 2019-09-28 1754 G0MTN         599 14 DX  SN7Q          599 15 DX  0
QSO:  7066 RY 2019-09-28 1755 G0MTN         599 14 DX  LZ5QZ         599 20 DX  0
QSO:  7061 RY 2019-09-28 1759 G0MTN         599 14 DX  CR3W          599 33 DX  0
QSO:  7056 RY 2019-09-28 1801 G0MTN         599 14 DX  EM2Q          599 16 DX  0
QSO:  7055 RY 2019-09-28 1802 G0MTN         599 14 DX  IQ2CJ         599 15 DX  0
QSO:  7065 RY 2019-09-28 1910 G0MTN         599 14 DX  RY6Y          599 16 DX  0
QSO:  7093 RY 2019-09-28 1912 G0MTN         599 14 DX  IK7NXU        599 15 DX  0
QSO:  7092 RY 2019-09-28 1913 G0MTN         599 14 DX  EA3CI         599 14 DX  0
QSO:  7086 RY 2019-09-28 1916 G0MTN         599 14 DX  ED1R          599 14 DX  0
QSO:  7081 RY 2019-09-28 1918 G0MTN         599 14 DX  DL1AIW        599 14 DX  0
QSO:  7080 RY 2019-09-28 1919 G0MTN         599 14 DX  TF2R          599 40 DX  0
QSO:  7064 RY 2019-09-28 1928 G0MTN         599 14 DX  9A7T          599 15 DX  0
QSO:  7063 RY 2019-09-28 1929 G0MTN         599 14 DX  DP9A          599 14 DX  0
QSO:  7059 RY 2019-09-28 1932 G0MTN         599 14 DX  EA1BD         599 14 DX  0
QSO:  7059 RY 2019-09-28 1934 G0MTN         599 14 DX  IQ4FA         599 15 DX  0
QSO:  7055 RY 2019-09-28 1939 G0MTN         599 14 DX  HG1S          599 15 DX  0
QSO:  7052 RY 2019-09-28 1940 G0MTN         599 14 DX  S51CK         599 15 DX  0
QSO:  7046 RY 2019-09-28 1945 G0MTN         599 14 DX  LZ5R          599 20 DX  0
QSO:  3582 RY 2019-09-28 1950 G0MTN         599 14 DX  C37NL         599 15 DX  0
QSO:  3614 RY 2019-09-28 2002 G0MTN         599 14 DX  MM3AWD        599 14 DX  0
QSO:  7078 RY 2019-09-28 2010 G0MTN         599 14 DX  CR3DX         599 33 DX  0
QSO:  3577 RY 2019-09-28 2012 G0MTN         599 14 DX  EI7M          599 14 DX  0
QSO:  3583 RY 2019-09-28 2017 G0MTN         599 14 DX  S50W          599 15 DX  0
QSO:  3584 RY 2019-09-28 2018 G0MTN         599 14 DX  PA3GDD        599 14 DX  0
QSO:  3589 RY 2019-09-28 2022 G0MTN         599 14 DX  DP7D          599 14 DX  0
QSO:  3590 RY 2019-09-28 2023 G0MTN         599 14 DX  PA7LV         599 14 DX  0
QSO:  3595 RY 2019-09-28 2025 G0MTN         599 14 DX  DJ3NG         599 14 DX  0
QSO:  3596 RY 2019-09-28 2026 G0MTN         599 14 DX  SQ3MZ         599 15 DX  0
QSO:  3597 RY 2019-09-28 2027 G0MTN         599 14 DX  S57AW         599 15 DX  0
QSO:  3607 RY 2019-09-28 2033 G0MTN         599 14 DX  OZ11A         599 14 DX  0
QSO:  3608 RY 2019-09-28 2034 G0MTN         599 14 DX  DK5TX         599 14 DX  0
QSO:  3609 RY 2019-09-28 2034 G0MTN         599 14 DX  DL8OH         599 14 DX  0
QSO:  3612 RY 2019-09-28 2035 G0MTN         599 14 DX  IQ2CJ         599 15 DX  0
QSO:  7067 RY 2019-09-28 2038 G0MTN         599 14 DX  K1SFA         599 05 MA  0
QSO:  7061 RY 2019-09-28 2039 G0MTN         599 14 DX  HB9DHG        599 14 DX  0
QSO:  3576 RY 2019-09-28 2048 G0MTN         599 14 DX  HA8BT         599 15 DX  0
QSO:  3578 RY 2019-09-28 2049 G0MTN         599 14 DX  LX7I          599 14 DX  0
QSO:  3579 RY 2019-09-28 2050 G0MTN         599 14 DX  ON5GQ         599 14 DX  0
QSO:  3586 RY 2019-09-28 2053 G0MTN         599 14 DX  MJ0X          599 14 DX  0
QSO:  3593 RY 2019-09-28 2058 G0MTN         599 14 DX  EW6W          599 16 DX  0
QSO:  3594 RY 2019-09-28 2059 G0MTN         599 14 DX  R7AB          599 16 DX  0
QSO:  3601 RY 2019-09-28 2101 G0MTN         599 14 DX  SM5FUG        599 14 DX  0
QSO:  3601 RY 2019-09-28 2102 G0MTN         599 14 DX  UR5R          599 16 DX  0
QSO:  3604 RY 2019-09-28 2104 G0MTN         599 14 DX  DA2X          599 14 DX  0
QSO:  3617 RY 2019-09-28 2107 G0MTN         599 14 DX  DL5XJ         599 14 DX  0
QSO:  3583 RY 2019-09-28 2111 G0MTN         599 14 DX  OK1KSL        599 15 DX  0
QSO:  3591 RY 2019-09-28 2115 G0MTN         599 14 DX  9A1A          599 15 DX  0
END-OF-LOG:
