START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DJ3GE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 16133
NAME: Ferdinand Dahl
LOCATION: DX
OPERATORS: DJ3GE
CLUB:
CREATED-BY: UcxLog 7.96
SOAPBOX: QRP 5 WAtt from FT817 via tuner Z11 to off-center-fed dipole FD3
QSO:  7052 RY 2019-09-29 0806 DJ3GE         599 14 DX  IQ5ZP         599 15 DX
QSO:  7052 RY 2019-09-29 0807 DJ3GE         599 14 DX  SN7Q          599 15 DX
QSO: 14108 RY 2019-09-29 0809 DJ3GE         599 14 DX  UW1M          599 16 DX
QSO: 14108 RY 2019-09-29 0823 DJ3GE         599 14 DX  LZ6Y          599 20 DX
QSO: 14108 RY 2019-09-29 0826 DJ3GE         599 14 DX  EM2Q          599 16 DX
QSO: 14108 RY 2019-09-29 0832 DJ3GE         599 14 DX  HA8QZ         599 15 DX
QSO: 14108 RY 2019-09-29 0833 DJ3GE         599 14 DX  LZ9R          599 20 DX
QSO: 14108 RY 2019-09-29 0840 DJ3GE         599 14 DX  P33W          599 20 DX
QSO: 14108 RY 2019-09-29 0844 DJ3GE         599 14 DX  CR3W          599 33 DX
QSO: 14108 RY 2019-09-29 0846 DJ3GE         599 14 DX  HA1VHF        599 15 DX
QSO: 14108 RY 2019-09-29 0854 DJ3GE         599 14 DX  UA6CE         599 16 DX
QSO: 21094 RY 2019-09-29 0907 DJ3GE         599 14 DX  YU5R          599 15 DX
QSO: 21094 RY 2019-09-29 0911 DJ3GE         599 14 DX  LZ5R          599 20 DX
QSO: 21094 RY 2019-09-29 0912 DJ3GE         599 14 DX  LZ5QZ         599 20 DX
QSO: 21094 RY 2019-09-29 0915 DJ3GE         599 14 DX  LZ1ND         599 20 DX
QSO: 21094 RY 2019-09-29 0920 DJ3GE         599 14 DX  YU1UN         599 15 DX
QSO: 21094 RY 2019-09-29 0923 DJ3GE         599 14 DX  YQ6A          599 20 DX
QSO: 21094 RY 2019-09-29 0926 DJ3GE         599 14 DX  YT9A          599 15 DX
QSO: 21094 RY 2019-09-29 0928 DJ3GE         599 14 DX  UT2G          599 16 DX
QSO: 21094 RY 2019-09-29 0931 DJ3GE         599 14 DX  9A5D          599 15 DX
QSO: 21094 RY 2019-09-29 0938 DJ3GE         599 14 DX  LZ5RG         599 20 DX
QSO: 14108 RY 2019-09-29 0950 DJ3GE         599 14 DX  S50W          599 15 DX
QSO: 14108 RY 2019-09-29 1049 DJ3GE         599 14 DX  ED1R          599 14 DX
QSO: 14108 RY 2019-09-29 1057 DJ3GE         599 14 DX  EA1AP         599 14 DX
QSO: 14108 RY 2019-09-29 1108 DJ3GE         599 14 DX  EA1BD         599 14 DX
QSO: 14108 RY 2019-09-29 1111 DJ3GE         599 14 DX  RU5TT         599 16 DX
QSO: 21094 RY 2019-09-29 1118 DJ3GE         599 14 DX  CS5CRE        599 14 DX
QSO: 21094 RY 2019-09-29 1121 DJ3GE         599 14 DX  ED1MK         599 14 DX
QSO: 21094 RY 2019-09-29 1123 DJ3GE         599 14 DX  ED1R          599 14 DX
QSO: 21094 RY 2019-09-29 1126 DJ3GE         599 14 DX  CR6T          599 14 DX
QSO: 21094 RY 2019-09-29 1130 DJ3GE         599 14 DX  UR5R          599 16 DX
QSO: 14108 RY 2019-09-29 1135 DJ3GE         599 14 DX  CS25ARR       599 14 DX
QSO: 14108 RY 2019-09-29 1140 DJ3GE         599 14 DX  RL4F          599 16 DX
QSO: 14108 RY 2019-09-29 1143 DJ3GE         599 14 DX  EI8KF         599 14 DX
QSO: 14108 RY 2019-09-29 1404 DJ3GE         599 14 DX  IU3BTY        599 15 DX
QSO: 14108 RY 2019-09-29 1408 DJ3GE         599 14 DX  R7CD          599 16 DX
QSO: 14108 RY 2019-09-29 1413 DJ3GE         599 14 DX  IK3TPP        599 15 DX
QSO: 14108 RY 2019-09-29 1420 DJ3GE         599 14 DX  IQ2CJ         599 15 DX
QSO: 14108 RY 2019-09-29 1421 DJ3GE         599 14 DX  IZ1PKV        599 15 DX
QSO: 14108 RY 2019-09-29 1424 DJ3GE         599 14 DX  I7CSB         599 15 DX
QSO: 14108 RY 2019-09-29 1425 DJ3GE         599 14 DX  IT9BLB        599 15 DX
QSO: 14108 RY 2019-09-29 1434 DJ3GE         599 14 DX  K6DTT/1       599 05 ME
QSO: 14108 RY 2019-09-29 1438 DJ3GE         599 14 DX  TA7UZU        599 20 DX
QSO: 14108 RY 2019-09-29 1440 DJ3GE         599 14 DX  VE2FK         599 5 QC
QSO: 14108 RY 2019-09-29 1442 DJ3GE         599 14 DX  CR3DX         599 33 DX
QSO: 14108 RY 2019-09-29 1447 DJ3GE         599 14 DX  EA2XR         599 14 DX
QSO: 14108 RY 2019-09-29 1457 DJ3GE         599 14 DX  ED2C          599 14 DX
QSO:  7052 RY 2019-09-29 1542 DJ3GE         599 14 DX  OM4Q          599 15 DX
QSO:  7052 RY 2019-09-29 1546 DJ3GE         599 14 DX  I0GIA         599 15 DX
QSO:  7052 RY 2019-09-29 1548 DJ3GE         599 14 DX  SP5IVC        599 15 DX
QSO:  7052 RY 2019-09-29 1550 DJ3GE         599 14 DX  SM5FQQ        599 14 DX
QSO:  7052 RY 2019-09-29 1551 DJ3GE         599 14 DX  TM7Y          599 14 DX
QSO:  7052 RY 2019-09-29 1553 DJ3GE         599 14 DX  OM0M          599 15 DX
QSO:  7052 RY 2019-09-29 1554 DJ3GE         599 14 DX  SM5IMO        599 14 DX
QSO:  7052 RY 2019-09-29 1600 DJ3GE         599 14 DX  UA2CZ         599 15 DX
QSO:  7052 RY 2019-09-29 1607 DJ3GE         599 14 DX  IK5UAN        599 15 DX
QSO:  7052 RY 2019-09-29 1609 DJ3GE         599 14 DX  C37NL         599 14 DX
QSO:  7052 RY 2019-09-29 1612 DJ3GE         599 14 DX  SK7K          599 14 DX
QSO:  7052 RY 2019-09-29 1630 DJ3GE         599 14 DX  LY1FW         599 15 DX
QSO:  7052 RY 2019-09-29 1633 DJ3GE         599 14 DX  SP5OXJ        599 15 DX
QSO:  7052 RY 2019-09-29 1639 DJ3GE         599 14 DX  S50W          599 15 DX
QSO:  7052 RY 2019-09-29 1642 DJ3GE         599 14 DX  YO4FPF        599 20 DX
QSO:  7052 RY 2019-09-29 1644 DJ3GE         599 14 DX  IT9STX        599 15 DX
QSO:  7052 RY 2019-09-29 1650 DJ3GE         599 14 DX  IR9K          599 15 DX
QSO:  7052 RY 2019-09-29 1652 DJ3GE         599 14 DX  LY7Z          599 15 DX
QSO:  7052 RY 2019-09-29 1654 DJ3GE         599 14 DX  OG70AD        599 15 DX
QSO:  7052 RY 2019-09-29 1742 DJ3GE         599 14 DX  F4DVX         599 14 DX
QSO:  7052 RY 2019-09-29 1758 DJ3GE         599 14 DX  HB2U          599 14 DX
QSO:  3585 RY 2019-09-29 2019 DJ3GE         599 14 DX  DQ9Y          599 14 DX
QSO:  3585 RY 2019-09-29 2028 DJ3GE         599 14 DX  9A1A          599 15 DX
QSO:  3585 RY 2019-09-29 2040 DJ3GE         599 14 DX  OU2PA         599 14 DX
QSO:  3585 RY 2019-09-29 2042 DJ3GE         599 14 DX  F5BEG         599 14 DX
QSO:  3585 RY 2019-09-29 2044 DJ3GE         599 14 DX  OR3A          599 14 DX
QSO:  3585 RY 2019-09-29 2048 DJ3GE         599 14 DX  DM4X          599 14 DX
END-OF-LOG:
