START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL5KUD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 165495
NAME: Jo. Zillmann
LOCATION: DX
OPERATORS: DL5KUD
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: rig ic-7400 80w dipole at 5m - poor conds on 1st day
QSO: 14083 RY 2019-09-29 0746 DL5KUD        599 14 DX  EA8DED        599 33 DX
QSO: 14085 RY 2019-09-29 0747 DL5KUD        599 14 DX  KL7SB         599 01 DX
QSO: 14090 RY 2019-09-29 0753 DL5KUD        599 14 DX  UC0A          599 18 DX
QSO: 14094 RY 2019-09-29 0756 DL5KUD        599 14 DX  RM0W          599 18 DX
QSO: 21093 RY 2019-09-29 0840 DL5KUD        599 14 DX  LZ5R          599 20 DX
QSO: 21089 RY 2019-09-29 0842 DL5KUD        599 14 DX  YU5R          599 15 DX
QSO: 21097 RY 2019-09-29 0845 DL5KUD        599 14 DX  LZ1ND         599 20 DX
QSO: 21085 RY 2019-09-29 0849 DL5KUD        599 14 DX  LZ60KAA       599 20 DX
QSO: 21102 RY 2019-09-29 0856 DL5KUD        599 14 DX  YU1UN         599 15 DX
QSO: 21098 RY 2019-09-29 0858 DL5KUD        599 14 DX  IT9ESW        599 15 DX
QSO: 21083 RY 2019-09-29 0859 DL5KUD        599 14 DX  IW2MXY        599 15 DX
QSO: 21092 RY 2019-09-29 0903 DL5KUD        599 14 DX  HB9ODP        599 14 DX
QSO: 14092 RY 2019-09-29 0907 DL5KUD        599 14 DX  SV9COL        599 20 DX
QSO: 14093 RY 2019-09-29 0908 DL5KUD        599 14 DX  ED1R          599 14 DX
QSO: 14095 RY 2019-09-29 0909 DL5KUD        599 14 DX  UC5D          599 16 DX
QSO: 14097 RY 2019-09-29 0911 DL5KUD        599 14 DX  ED2C          599 14 DX
QSO: 14099 RY 2019-09-29 0912 DL5KUD        599 14 DX  RT9S          599 16 DX
QSO: 14101 RY 2019-09-29 0914 DL5KUD        599 14 DX  I2BRT         599 15 DX
QSO: 14103 RY 2019-09-29 1139 DL5KUD        599 14 DX  EA1GT/QRP     599 14 DX
QSO: 14109 RY 2019-09-29 1141 DL5KUD        599 14 DX  RL4F          599 16 DX
QSO: 14111 RY 2019-09-29 1142 DL5KUD        599 14 DX  EW6W          599 16 DX
QSO: 14115 RY 2019-09-29 1145 DL5KUD        599 14 DX  EA8LG         599 33 DX
QSO: 14115 RY 2019-09-29 1146 DL5KUD        599 14 DX  EA5HRT        599 14 DX
QSO: 14117 RY 2019-09-29 1206 DL5KUD        599 14 DX  LZ5R          599 20 DX
QSO: 14118 RY 2019-09-29 1207 DL5KUD        599 14 DX  K1SFA         599 05 MA
QSO: 14121 RY 2019-09-29 1210 DL5KUD        599 14 DX  RG4A          599 16 DX
QSO: 14125 RY 2019-09-29 1211 DL5KUD        599 14 DX  SV2AEL        599 20 DX
QSO: 21082 RY 2019-09-29 1215 DL5KUD        599 14 DX  9A2TN         599 15 DX
QSO: 14083 RY 2019-09-29 1220 DL5KUD        599 14 DX  RA6LIS        599 16 DX
QSO: 14088 RY 2019-09-29 1224 DL5KUD        599 14 DX  S50RY         599 15 DX
QSO: 14091 RY 2019-09-29 1227 DL5KUD        599 14 DX  RU5TT         599 16 DX
QSO: 14094 RY 2019-09-29 1229 DL5KUD        599 14 DX  IZ8JFL        599 15 DX
QSO: 14096 RY 2019-09-29 1232 DL5KUD        599 14 DX  IK4GNI        599 15 DX
QSO: 14098 RY 2019-09-29 1233 DL5KUD        599 14 DX  SV1DOO        599 20 DX
QSO: 14098 RY 2019-09-29 1234 DL5KUD        599 14 DX  S50W          599 15 DX
QSO: 14098 RY 2019-09-29 1235 DL5KUD        599 14 DX  RV3YR         599 16 DX
QSO: 14102 RY 2019-09-29 1247 DL5KUD        599 14 DX  WW4LL         599 05 ME
QSO: 14106 RY 2019-09-29 1249 DL5KUD        599 14 DX  R7MM          599 16 DX
QSO: 14112 RY 2019-09-29 1251 DL5KUD        599 14 DX  JR4OZR        599 25 DX
QSO: 14118 RY 2019-09-29 1253 DL5KUD        599 14 DX  SZ1A          599 20 DX
QSO: 14119 RY 2019-09-29 1253 DL5KUD        599 14 DX  VE2RYY        599 05 QC
QSO: 14133 RY 2019-09-29 1304 DL5KUD        599 14 DX  N6AR          599 05 FL
QSO: 14141 RY 2019-09-29 1309 DL5KUD        599 14 DX  JN4MMO        599 25 DX
QSO: 21096 RY 2019-09-29 1312 DL5KUD        599 14 DX  IQ4FA         599 15 DX
QSO: 21094 RY 2019-09-29 1313 DL5KUD        599 14 DX  IT9VCE        599 15 DX
QSO: 21091 RY 2019-09-29 1314 DL5KUD        599 14 DX  I4JED         599 15 DX
QSO: 21089 RY 2019-09-29 1316 DL5KUD        599 14 DX  IK0XBX        599 15 DX
QSO: 14080 RY 2019-09-29 1322 DL5KUD        599 14 DX  G4RS          599 14 DX
QSO: 14085 RY 2019-09-29 1357 DL5KUD        599 14 DX  SV1JFL        599 20 DX
QSO: 14146 RY 2019-09-29 1425 DL5KUD        599 14 DX  S58J          599 15 DX
QSO: 14136 RY 2019-09-29 1429 DL5KUD        599 14 DX  S51A          599 15 DX
QSO: 14120 RY 2019-09-29 1438 DL5KUD        599 14 DX  IK3TPP        599 15 DX
QSO: 14112 RY 2019-09-29 1442 DL5KUD        599 14 DX  MI0SAI        599 14 DX
QSO: 14111 RY 2019-09-29 1449 DL5KUD        599 14 DX  PZ5RA         599 09 DX
QSO:  7036 RY 2019-09-29 1453 DL5KUD        599 14 DX  LZ3RR         599 20 DX
QSO:  7044 RY 2019-09-29 1503 DL5KUD        599 14 DX  UX1CN         599 16 DX
QSO:  7046 RY 2019-09-29 1506 DL5KUD        599 14 DX  YE7SPN        599 28 DX
QSO:  7049 RY 2019-09-29 1508 DL5KUD        599 14 DX  9A7B          599 15 DX
QSO:  7051 RY 2019-09-29 1511 DL5KUD        599 14 DX  OM4Q          599 15 DX
QSO:  7037 RY 2019-09-29 1512 DL5KUD        599 14 DX  JT5DX         599 23 DX
QSO:  7052 RY 2019-09-29 1519 DL5KUD        599 14 DX  9A9TT         599 15 DX
QSO:  7054 RY 2019-09-29 1520 DL5KUD        599 14 DX  UX1VX         599 16 DX
QSO:  7058 RY 2019-09-29 1531 DL5KUD        599 14 DX  G4DBW         599 14 DX
QSO:  7058 RY 2019-09-29 1532 DL5KUD        599 14 DX  IZ3NVR        599 15 DX
QSO:  7058 RY 2019-09-29 1533 DL5KUD        599 14 DX  PD5JFK        599 14 DX
QSO:  7058 RY 2019-09-29 1534 DL5KUD        599 14 DX  PA4DN         599 14 DX
QSO:  7058 RY 2019-09-29 1534 DL5KUD        599 14 DX  EV1R          599 16 DX
QSO:  7058 RY 2019-09-29 1535 DL5KUD        599 14 DX  YO2LDU        599 20 DX
QSO:  7058 RY 2019-09-29 1536 DL5KUD        599 14 DX  EW8AP         599 16 DX
QSO:  7058 RY 2019-09-29 1537 DL5KUD        599 14 DX  DQ1200ASP     599 14 DX
QSO:  7058 RY 2019-09-29 1538 DL5KUD        599 14 DX  DL1THB        599 14 DX
QSO:  7058 RY 2019-09-29 1539 DL5KUD        599 14 DX  GM4UQG        599 14 DX
QSO:  7058 RY 2019-09-29 1539 DL5KUD        599 14 DX  IN3OWY        599 15 DX
QSO:  7058 RY 2019-09-29 1541 DL5KUD        599 14 DX  SE3X          599 14 DX
QSO: 14122 RY 2019-09-29 1649 DL5KUD        599 14 DX  EA8CNR        599 33 DX
QSO:  7081 RY 2019-09-29 1653 DL5KUD        599 14 DX  OR3A          599 14 DX
QSO:  7081 RY 2019-09-29 1655 DL5KUD        599 14 DX  DQ9Y          599 14 DX
QSO:  7081 RY 2019-09-29 1656 DL5KUD        599 14 DX  PE1FTV        599 14 DX
QSO:  7057 RY 2019-09-29 1657 DL5KUD        599 14 DX  LZ1QV         599 20 DX
QSO:  7059 RY 2019-09-29 1658 DL5KUD        599 14 DX  E2X           599 26 DX
QSO:  7062 RY 2019-09-29 1701 DL5KUD        599 14 DX  PA4O          599 14 DX
QSO:  7063 RY 2019-09-29 1702 DL5KUD        599 14 DX  LZ9R          599 20 DX
QSO:  7063 RY 2019-09-29 1703 DL5KUD        599 14 DX  GB1CAM        599 14 DX
QSO:  7066 RY 2019-09-29 1709 DL5KUD        599 14 DX  YT9VM         599 15 DX
QSO:  7068 RY 2019-09-29 1710 DL5KUD        599 14 DX  IV3XNF        599 15 DX
QSO:  7069 RY 2019-09-29 1711 DL5KUD        599 14 DX  DP7D          599 14 DX
QSO:  7072 RY 2019-09-29 1715 DL5KUD        599 14 DX  IN3BFW        599 15 DX
QSO:  7072 RY 2019-09-29 1716 DL5KUD        599 14 DX  SV5/DL3DRN    599 20 DX
QSO:  7073 RY 2019-09-29 1718 DL5KUD        599 14 DX  SP5IVC        599 15 DX
QSO:  7074 RY 2019-09-29 1719 DL5KUD        599 14 DX  UR7EC         599 16 DX
QSO:  7082 RY 2019-09-29 1723 DL5KUD        599 14 DX  YT2AAA        599 15 DX
QSO:  7086 RY 2019-09-29 1727 DL5KUD        599 14 DX  IQ3PN         599 15 DX
QSO:  7033 RY 2019-09-29 1733 DL5KUD        599 14 DX  YU4SMT        599 15 DX
QSO:  7033 RY 2019-09-29 1735 DL5KUD        599 14 DX  IZ2DII        599 15 DX
QSO:  7033 RY 2019-09-29 1737 DL5KUD        599 14 DX  OX3LX         599 40 DX
QSO:  7036 RY 2019-09-29 1739 DL5KUD        599 14 DX  4U1A          599 15 DX
QSO:  7038 RY 2019-09-29 1742 DL5KUD        599 14 DX  F5CVI         599 14 DX
QSO:  7038 RY 2019-09-29 1744 DL5KUD        599 14 DX  UT8EL         599 16 DX
QSO:  7039 RY 2019-09-29 1745 DL5KUD        599 14 DX  DK6WL         599 14 DX
QSO:  7040 RY 2019-09-29 1746 DL5KUD        599 14 DX  EM0I          599 16 DX
QSO:  7041 RY 2019-09-29 1748 DL5KUD        599 14 DX  EA7KI         599 14 DX
QSO:  7041 RY 2019-09-29 1749 DL5KUD        599 14 DX  EE5O          599 14 DX
QSO:  7043 RY 2019-09-29 1751 DL5KUD        599 14 DX  OH8WW         599 15 DX
QSO:  7044 RY 2019-09-29 1753 DL5KUD        599 14 DX  CR5O          599 14 DX
QSO:  7048 RY 2019-09-29 1801 DL5KUD        599 14 DX  I2WIJ         599 15 DX
QSO:  7052 RY 2019-09-29 1805 DL5KUD        599 14 DX  YO3GNF        599 20 DX
QSO:  7053 RY 2019-09-29 1807 DL5KUD        599 14 DX  EA5GIE        599 14 DX
QSO:  7055 RY 2019-09-29 1816 DL5KUD        599 14 DX  LZ5K          599 20 DX
QSO:  7056 RY 2019-09-29 1818 DL5KUD        599 14 DX  EA1AP         599 14 DX
QSO:  7057 RY 2019-09-29 1818 DL5KUD        599 14 DX  IK7NXU        599 15 DX
QSO:  7059 RY 2019-09-29 1822 DL5KUD        599 14 DX  SN7Q          599 15 DX
QSO:  7062 RY 2019-09-29 1846 DL5KUD        599 14 DX  IQ2CJ         599 15 DX
QSO:  7069 RY 2019-09-29 1849 DL5KUD        599 14 DX  IT9STX        599 15 DX
QSO:  7073 RY 2019-09-29 1851 DL5KUD        599 14 DX  LZ6K          599 20 DX
QSO:  7079 RY 2019-09-29 1852 DL5KUD        599 14 DX  LZ1MC         599 20 DX
QSO:  7082 RY 2019-09-29 1853 DL5KUD        599 14 DX  Z36N          599 15 DX
QSO:  7083 RY 2019-09-29 1854 DL5KUD        599 14 DX  G4MKP         599 14 DX
QSO:  7085 RY 2019-09-29 1855 DL5KUD        599 14 DX  TC2Y          599 20 DX
QSO:  7072 RY 2019-09-29 1903 DL5KUD        599 14 DX  TM7Y          599 14 DX
QSO:  7066 RY 2019-09-29 1907 DL5KUD        599 14 DX  US7IID        599 16 DX
QSO:  7065 RY 2019-09-29 1909 DL5KUD        599 14 DX  EM2Q          599 16 DX
QSO:  7063 RY 2019-09-29 1910 DL5KUD        599 14 DX  IT9BLB        599 15 DX
QSO:  7057 RY 2019-09-29 1922 DL5KUD        599 14 DX  UX7QV         599 16 DX
QSO:  7056 RY 2019-09-29 1923 DL5KUD        599 14 DX  ED1R          599 14 DX
QSO:  7047 RY 2019-09-29 1946 DL5KUD        599 14 DX  TA4RC         599 20 DX
QSO:  7045 RY 2019-09-29 1948 DL5KUD        599 14 DX  R7CD          599 16 DX
QSO:  3579 RY 2019-09-29 2006 DL5KUD        599 14 DX  I4JED         599 15 DX
QSO:  3577 RY 2019-09-29 2008 DL5KUD        599 14 DX  UR8RF         599 16 DX
QSO:  3572 RY 2019-09-29 2009 DL5KUD        599 14 DX  DQ9Y          599 14 DX
QSO:  3615 RY 2019-09-29 2011 DL5KUD        599 14 DX  DF1MM         599 14 DX
QSO:  3610 RY 2019-09-29 2014 DL5KUD        599 14 DX  GW5NF         599 14 DX
QSO:  3610 RY 2019-09-29 2015 DL5KUD        599 14 DX  IK2LFF        599 15 DX
QSO:  3608 RY 2019-09-29 2017 DL5KUD        599 14 DX  DL7YS         599 14 DX
QSO:  3607 RY 2019-09-29 2018 DL5KUD        599 14 DX  DK2OY         599 14 DX
QSO:  3606 RY 2019-09-29 2019 DL5KUD        599 14 DX  DD5M          599 14 DX
QSO:  3605 RY 2019-09-29 2020 DL5KUD        599 14 DX  DM5SB         599 14 DX
QSO:  3605 RY 2019-09-29 2021 DL5KUD        599 14 DX  G3RLE         599 14 DX
QSO:  3604 RY 2019-09-29 2024 DL5KUD        599 14 DX  LZ9R          599 20 DX
QSO:  3604 RY 2019-09-29 2025 DL5KUD        599 14 DX  IK3SSJ        599 15 DX
QSO:  3602 RY 2019-09-29 2027 DL5KUD        599 14 DX  LA9TY         599 14 DX
QSO:  3601 RY 2019-09-29 2030 DL5KUD        599 14 DX  ER1OO         599 16 DX
QSO:  3599 RY 2019-09-29 2032 DL5KUD        599 14 DX  HA0HL         599 15 DX
QSO:  3598 RY 2019-09-29 2032 DL5KUD        599 14 DX  OK6DJ         599 15 DX
QSO:  3597 RY 2019-09-29 2034 DL5KUD        599 14 DX  UT4RZ         599 16 DX
QSO:  3597 RY 2019-09-29 2035 DL5KUD        599 14 DX  UV5U          599 16 DX
QSO:  3596 RY 2019-09-29 2036 DL5KUD        599 14 DX  S51W          599 15 DX
QSO:  3596 RY 2019-09-29 2037 DL5KUD        599 14 DX  ON2CQ         599 14 DX
QSO:  3596 RY 2019-09-29 2047 DL5KUD        599 14 DX  OM4Q          599 15 DX
QSO:  3593 RY 2019-09-29 2057 DL5KUD        599 14 DX  UV2X          599 16 DX
QSO:  3590 RY 2019-09-29 2058 DL5KUD        599 14 DX  OR3A          599 14 DX
QSO:  3588 RY 2019-09-29 2059 DL5KUD        599 14 DX  F1AKK         599 14 DX
QSO:  3587 RY 2019-09-29 2100 DL5KUD        599 14 DX  EW6W          599 16 DX
QSO:  3587 RY 2019-09-29 2101 DL5KUD        599 14 DX  SO9I          599 15 DX
QSO:  3584 RY 2019-09-29 2102 DL5KUD        599 14 DX  IK2SND        599 15 DX
QSO:  3584 RY 2019-09-29 2104 DL5KUD        599 14 DX  DK2CX         599 14 DX
QSO:  3580 RY 2019-09-29 2106 DL5KUD        599 14 DX  OM3IAG        599 15 DX
QSO:  3576 RY 2019-09-29 2109 DL5KUD        599 14 DX  IV3AZV        599 15 DX
QSO:  3576 RY 2019-09-29 2110 DL5KUD        599 14 DX  IU3FBL        599 15 DX
QSO:  3594 RY 2019-09-29 2119 DL5KUD        599 14 DX  OK2SG         599 15 DX
QSO:  3600 RY 2019-09-29 2124 DL5KUD        599 14 DX  UX7QV         599 16 DX
QSO:  3602 RY 2019-09-29 2126 DL5KUD        599 14 DX  UT5PY         599 16 DX
QSO:  3602 RY 2019-09-29 2128 DL5KUD        599 14 DX  9A7T          599 15 DX
QSO:  3606 RY 2019-09-29 2131 DL5KUD        599 14 DX  4Z5UN         599 20 DX
QSO:  3610 RY 2019-09-29 2133 DL5KUD        599 14 DX  IZ3IBL        599 15 DX
QSO:  3612 RY 2019-09-29 2134 DL5KUD        599 14 DX  M0HMJ         599 14 DX
QSO:  3613 RY 2019-09-29 2135 DL5KUD        599 14 DX  OK4K          599 15 DX
QSO:  3615 RY 2019-09-29 2137 DL5KUD        599 14 DX  S57AW         599 15 DX
QSO:  3615 RY 2019-09-29 2138 DL5KUD        599 14 DX  4U1A          599 15 DX
QSO:  3615 RY 2019-09-29 2138 DL5KUD        599 14 DX  DF5BX         599 14 DX
QSO:  3615 RY 2019-09-29 2139 DL5KUD        599 14 DX  LZ6K          599 20 DX
QSO:  3615 RY 2019-09-29 2139 DL5KUD        599 14 DX  OM3KSI        599 15 DX
QSO:  3615 RY 2019-09-29 2140 DL5KUD        599 14 DX  HB90AWS       599 14 DX
QSO:  3615 RY 2019-09-29 2141 DL5KUD        599 14 DX  DK9ETM        599 14 DX
QSO:  3615 RY 2019-09-29 2142 DL5KUD        599 14 DX  DL4ZA         599 14 DX
QSO:  3615 RY 2019-09-29 2143 DL5KUD        599 14 DX  HF100PS       599 15 DX
QSO:  3621 RY 2019-09-29 2145 DL5KUD        599 14 DX  SP6IHE        599 15 DX
END-OF-LOG:
