START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: GU0SUP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 169155
NAME: Phil Cooper
LOCATION: DX
OPERATORS: GU0SUP
CLUB: Interest Group RTTY
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: The solar conditions did not play ball! It was hard going and made
SOAPBOX: staying in the chair a bit of a chore, so plenty of breaks were
SOAPBOX: taken. Sunday was a little better, and I managed to find a few
SOAPBOX: more mults, but still lacking a lot of States/Provinces.
SOAPBOX: Spent most of the time trawling the bands from the top down, searching
SOAPBOX: for mults, and noted some very poor operating practices on some of
SOAPBOX: the rarer DX stations.
SOAPBOX: I did spend some time CQ'ing, but runs were short, as low antennas
SOAPBOX: and 100W are not ideal in such poor conditions.
SOAPBOX: Thanks to all for the points, I did have fun.
QSO:  7071 RY 2019-09-28 0613 GU0SUP        599 14 DX  F4DVX         599 14 DX
QSO:  7069 RY 2019-09-28 0615 GU0SUP        599 14 DX  HG5D          599 15 DX
QSO:  7069 RY 2019-09-28 0616 GU0SUP        599 14 DX  3Z9M          599 15 DX
QSO:  7069 RY 2019-09-28 0617 GU0SUP        599 14 DX  SM5IMO        599 14 DX
QSO:  7068 RY 2019-09-28 0619 GU0SUP        599 14 DX  LY7Z          599 15 DX
QSO:  7067 RY 2019-09-28 0620 GU0SUP        599 14 DX  SP9KR         599 15 DX
QSO:  7065 RY 2019-09-28 0622 GU0SUP        599 14 DX  SN7Q          599 15 DX
QSO:  7065 RY 2019-09-28 0623 GU0SUP        599 14 DX  LY1FW         599 15 DX
QSO:  7064 RY 2019-09-28 0625 GU0SUP        599 14 DX  UV5U          599 16 DX
QSO:  7062 RY 2019-09-28 0626 GU0SUP        599 14 DX  LA1K          599 14 DX
QSO:  7061 RY 2019-09-28 0627 GU0SUP        599 14 DX  YQ6A          599 20 DX
QSO:  7060 RY 2019-09-28 0628 GU0SUP        599 14 DX  CR3W          599 33 DX
QSO:  7060 RY 2019-09-28 0629 GU0SUP        599 14 DX  I0WBX         599 15 DX
QSO:  7060 RY 2019-09-28 0630 GU0SUP        599 14 DX  OG3P          599 15 DX
