START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DJ9KM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 264936
NAME: Klaus Metternich
LOCATION: DX
CLUB:
CREATED-BY: Win-Test 4.29.0
QSO: 14112 RY 2019-09-28 0937 DJ9KM   599  14  DX R3BB          599 15  DX  0
QSO: 14115 RY 2019-09-28 0944 DJ9KM   599  14  DX RG9A          599 17  DX  0
QSO: 14088 RY 2019-09-28 0954 DJ9KM   599  14  DX UR3QM         599 16  DX  0
QSO: 14082 RY 2019-09-28 0957 DJ9KM   599  14  DX CR3W          599 33  DX  0
QSO: 14082 RY 2019-09-28 1002 DJ9KM   599  14  DX LZ5R          599 20  DX  0
QSO: 14082 RY 2019-09-28 1003 DJ9KM   599  14  DX YU1NR         599 15  DX  0
QSO: 14082 RY 2019-09-28 1004 DJ9KM   599  14  DX YO9BCM        599 20  DX  0
QSO: 14082 RY 2019-09-28 1004 DJ9KM   599  14  DX RW3LB         599 16  DX  0
QSO: 14082 RY 2019-09-28 1006 DJ9KM   599  14  DX UT5UML        599 16  DX  0
QSO: 14082 RY 2019-09-28 1007 DJ9KM   599  14  DX UY5UF         599 16  DX  0
QSO: 14082 RY 2019-09-28 1008 DJ9KM   599  14  DX ZM2B          599 32  DX  0
QSO: 14082 RY 2019-09-28 1008 DJ9KM   599  14  DX UA4SJO        599 16  DX  0
QSO: 14082 RY 2019-09-28 1009 DJ9KM   599  14  DX UY5VA         599 16  DX  0
QSO: 14082 RY 2019-09-28 1010 DJ9KM   599  14  DX RM4K          599 16  DX  0
QSO: 14082 RY 2019-09-28 1010 DJ9KM   599  14  DX R9AAL         599 17  DX  0
QSO: 14082 RY 2019-09-28 1011 DJ9KM   599  14  DX BX4AG         599 24  DX  0
QSO: 14082 RY 2019-09-28 1012 DJ9KM   599  14  DX UT2EF         599 16  DX  0
QSO: 14082 RY 2019-09-28 1012 DJ9KM   599  14  DX R7RIB         599 16  DX  0
QSO: 14083 RY 2019-09-28 1037 DJ9KM   599  14  DX EA3HKA        599 14  DX
QSO: 14085 RY 2019-09-28 1038 DJ9KM   599  14  DX ED2C          599 14  DX
QSO: 14119 RY 2019-09-28 1043 DJ9KM   599  14  DX EF3C          599 14  DX
QSO: 14119 RY 2019-09-28 1044 DJ9KM   599  14  DX UR2Y          599 16  DX  0
QSO: 14119 RY 2019-09-28 1045 DJ9KM   599  14  DX R3RAF         599 16  DX  0
QSO: 14119 RY 2019-09-28 1045 DJ9KM   599  14  DX OH2HAN        599 15  DX  0
QSO: 14119 RY 2019-09-28 1046 DJ9KM   599  14  DX SV8/PA1FJ/P   599 20  DX  0
QSO: 14119 RY 2019-09-28 1046 DJ9KM   599  14  DX RZ3AV         599 16  DX  0
QSO: 14119 RY 2019-09-28 1047 DJ9KM   599  14  DX RK2M          599 16  DX  0
QSO: 14119 RY 2019-09-28 1048 DJ9KM   599  14  DX RV3TG         599 16  DX  0
QSO: 14119 RY 2019-09-28 1048 DJ9KM   599  14  DX TA3NEB        599 20  DX  0
QSO: 14119 RY 2019-09-28 1049 DJ9KM   599  14  DX TA7UHS        599 20  DX  0
QSO: 14119 RY 2019-09-28 1050 DJ9KM   599  14  DX RU4SS         599 16  DX  0
QSO: 14119 RY 2019-09-28 1050 DJ9KM   599  14  DX UX4CR         599 16  DX  0
QSO: 14119 RY 2019-09-28 1051 DJ9KM   599  14  DX R3VL          599 16  DX  0
QSO: 14119 RY 2019-09-28 1051 DJ9KM   599  14  DX SV8OVH        599 20  DX  0
QSO: 14119 RY 2019-09-28 1053 DJ9KM   599  14  DX DU1JM         599 27  DX  0
QSO: 14119 RY 2019-09-28 1053 DJ9KM   599  14  DX HS5NMF        599 26  DX  0
QSO: 14119 RY 2019-09-28 1055 DJ9KM   599  14  DX UY5TE         599 16  DX  0
QSO: 14119 RY 2019-09-28 1055 DJ9KM   599  14  DX UW5U          599 16  DX  0
QSO: 14119 RY 2019-09-28 1056 DJ9KM   599  14  DX SV2BXA        599 20  DX  0
QSO: 14119 RY 2019-09-28 1056 DJ9KM   599  14  DX OK2CMW        599 15  DX  0
QSO: 14119 RY 2019-09-28 1057 DJ9KM   599  14  DX EW6DM         599 16  DX  0
QSO: 14119 RY 2019-09-28 1058 DJ9KM   599  14  DX DD1JN         599 14  DX
