START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: OK2UHP
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 129900
OPERATORS: OK2UHP
SOAPBOX: CQ WW RTTY DX Contest 2019-09-28 00:00 UTC - 2019-09-29 23:59 UTC
SOAPBOX: Transceiver  TS590S ( Power 100W )
SOAPBOX: vert.- CP6, FD4 , directional antenna ECO 14-21-28MHz
SOAPBOX:
NAME: Petr Hrabinec
CREATED-BY: N1MM Logger+ 1.0.7960.0
QSO:  3587 RY 2019-09-28 0145 OK2UHP        599 15 DX  IT9XTP        599 15 DX
QSO:  3587 RY 2019-09-28 0154 OK2UHP        599 15 DX  UW1M          599 16 DX
QSO:  3587 RY 2019-09-28 0156 OK2UHP        599 15 DX  OH2HAN        599 15 DX
QSO:  3587 RY 2019-09-28 0159 OK2UHP        599 15 DX  TM3Z          599 14 DX
QSO:  3587 RY 2019-09-28 0200 OK2UHP        599 15 DX  EM2Q          599 16 DX
QSO:  3588 RY 2019-09-28 0211 OK2UHP        599 15 DX  OM0M          599 15 DX
QSO:  3588 RY 2019-09-28 0212 OK2UHP        599 15 DX  OG3P          599 15 DX
QSO:  3588 RY 2019-09-28 0214 OK2UHP        599 15 DX  MI0SLE        599 14 DX
QSO:  3590 RY 2019-09-28 0216 OK2UHP        599 15 DX  UY5VA         599 16 DX
QSO:  3590 RY 2019-09-28 0217 OK2UHP        599 15 DX  RM3DA         599 16 DX
QSO:  3591 RY 2019-09-28 0219 OK2UHP        599 15 DX  OM4Q          599 15 DX
QSO:  3593 RY 2019-09-28 0221 OK2UHP        599 15 DX  CR3W          599 33 DX
QSO:  3596 RY 2019-09-28 0234 OK2UHP        599 15 DX  UT5EPP        599 16 DX
QSO:  3597 RY 2019-09-28 0253 OK2UHP        599 15 DX  G8VPE         599 14 DX
QSO:  3597 RY 2019-09-28 0253 OK2UHP        599 15 DX  EB3CW         599 14 DX
QSO:  3597 RY 2019-09-28 0255 OK2UHP        599 15 DX  EW8DX         599 16 DX
QSO:  3597 RY 2019-09-28 0255 OK2UHP        599 15 DX  DR7T          599 14 DX
QSO:  7065 RY 2019-09-28 0337 OK2UHP        599 15 DX  EM2Q          599 16 DX
QSO:  7065 RY 2019-09-28 0349 OK2UHP        599 15 DX  TM3Z          599 14 DX
QSO:  7065 RY 2019-09-28 0353 OK2UHP        599 15 DX  RA4FUN        599 16 DX
QSO:  7039 RY 2019-09-28 0429 OK2UHP        599 15 DX  EM0I          599 16 DX
