START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: K5BG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 186946
NAME: BOB GILL
LOCATION: TX
OPERATORS: K5BG
CLUB: DFW CONTEST GROUP
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: CQWWRTTY Summary Sheet
SOAPBOX: Start Date : 2019-09-28
SOAPBOX: CallSign Used : K5BG
SOAPBOX: Operator(s) : K5BG
SOAPBOX: Operator Category : SINGLE-OP
SOAPBOX: Assisted Category : ASSISTED
SOAPBOX: Band : ALL
SOAPBOX: Power : HIGH
SOAPBOX: Mode : RTTY
SOAPBOX: Default Exchange : 04 TX
SOAPBOX: Gridsquare : EM12BS
SOAPBOX: Name : BOB GILL
SOAPBOX: Address : 3832 GREENWOOD ROAD
SOAPBOX: City/State/Zip : WEATHERFORD  TX  76088
SOAPBOX: Country : USA
SOAPBOX: ARRL Section : NTX
SOAPBOX: Club/Team : DFW CONTEST GROUP
SOAPBOX: Software : N1MM Logger+ 1.0.7954.0
SOAPBOX: Band     QSOs     Pts  ZN   Cty  SP   Pt/Q
SOAPBOX: 3.5       6       7    2    2    5   1.2
SOAPBOX: 7     153     236   17   22   40   1.5
SOAPBOX: 14     324     598   21   46   36   1.8
SOAPBOX: 21      20      45    6    9    5   2.3
SOAPBOX: Total     503     886   46   79   86   1.8
SOAPBOX: Time On : 13 hours 40 minutes
SOAPBOX: Score : 186,946
SOAPBOX: Rig :Icom 7610 + Al82 @ 500 watts
SOAPBOX: Antennas :Mosley PRO 57 @ 70' / Cushcraft 402CD @ 50' / 80M vertical
SOAPBOX: Soapbox : Fun RTTY contest operating as time permitted. Lots of activity !!!
QSO:  7053 RY 2019-09-29 0259 K5BG          599 04 TX  NG7M          599 03 UT
QSO:  7053 RY 2019-09-29 0259 K5BG          599 04 TX  KO7SS         599 03 AZ
QSO:  7053 RY 2019-09-29 0300 K5BG          599 04 TX  VE7IO         599 03 BC
QSO:  7053 RY 2019-09-29 0300 K5BG          599 04 TX  WB6JJJ        599 03 OR
QSO:  7053 RY 2019-09-29 0301 K5BG          599 04 TX  W3OA          599 05 NC
QSO:  7053 RY 2019-09-29 0302 K5BG          599 04 TX  NT5V          599 04 TX
QSO:  7053 RY 2019-09-29 0302 K5BG          599 04 TX  K9NW          599 04 IN
QSO:  7053 RY 2019-09-29 0303 K5BG          599 04 TX  WA3LXD        599 05 FL
QSO:  7053 RY 2019-09-29 0305 K5BG          599 04 TX  K0FX          599 04 CO
QSO:  7053 RY 2019-09-29 0305 K5BG          599 04 TX  NF0N          599 04 NE
QSO:  7053 RY 2019-09-29 0306 K5BG          599 04 TX  KG9Z          599 04 OH
QSO:  7053 RY 2019-09-29 0307 K5BG          599 04 TX  W5UHQ         599 04 OH
QSO:  7053 RY 2019-09-29 0308 K5BG          599 04 TX  IQ2CJ         599 15 DX
QSO:  7053 RY 2019-09-29 0309 K5BG          599 04 TX  KQ4KX         599 05 FL
QSO:  7053 RY 2019-09-29 0309 K5BG          599 04 TX  W7XQ          599 03 OR
QSO:  7053 RY 2019-09-29 0309 K5BG          599 04 TX  W6IA          599 03 CA
QSO:  7053 RY 2019-09-29 0310 K5BG          599 04 TX  K7WP          599 03 AZ
QSO:  7053 RY 2019-09-29 0311 K5BG          599 04 TX  W6SX          599 03 CA
QSO:  7053 RY 2019-09-29 0312 K5BG          599 04 TX  KK4R          599 05 VA
QSO:  7053 RY 2019-09-29 0312 K5BG          599 04 TX  K6LL          599 03 AZ
QSO:  7053 RY 2019-09-29 0313 K5BG          599 04 TX  W4WWQ         599 05 VA
QSO:  7053 RY 2019-09-29 0314 K5BG          599 04 TX  NE1D          599 05 MA
QSO:  7053 RY 2019-09-29 0314 K5BG          599 04 TX  AA5JF         599 05 GA
QSO:  7055 RY 2019-09-29 0317 K5BG          599 04 TX  NX0I          599 04 MO
QSO:  7056 RY 2019-09-29 0318 K5BG          599 04 TX  K3LR          599 05 PA
QSO:  7056 RY 2019-09-29 0318 K5BG          599 04 TX  KH6ZM         599 31 DX
QSO:  7057 RY 2019-09-29 0320 K5BG          599 04 TX  WV4P          599 04 TN
QSO:  7058 RY 2019-09-29 0320 K5BG          599 04 TX  XE2OK         599 06 DX
QSO:  7060 RY 2019-09-29 0322 K5BG          599 04 TX  WT9U          599 04 IN
QSO:  7061 RY 2019-09-29 0323 K5BG          599 04 TX  VE3BR         599 04 ON
QSO:  7062 RY 2019-09-29 0323 K5BG          599 04 TX  CR3W          599 33 DX
QSO:  7064 RY 2019-09-29 0324 K5BG          599 04 TX  K0IP          599 03 ID
QSO:  7065 RY 2019-09-29 0325 K5BG          599 04 TX  W3TB          599 04 TN
QSO:  7067 RY 2019-09-29 0327 K5BG          599 04 TX  KU2M          599 05 NJ
QSO:  7068 RY 2019-09-29 0328 K5BG          599 04 TX  K3IE          599 04 TN
QSO:  7068 RY 2019-09-29 0330 K5BG          599 04 TX  NG7E          599 03 AZ
QSO:  3586 RY 2019-09-29 0335 K5BG          599 04 TX  VE2GSO        599 05 QC
QSO:  3586 RY 2019-09-29 0336 K5BG          599 04 TX  AA4DD         599 04 TN
QSO:  3585 RY 2019-09-29 0337 K5BG          599 04 TX  N9OK          599 04 IL
QSO:  3584 RY 2019-09-29 0338 K5BG          599 04 TX  NV9L          599 04 IL
QSO:  3580 RY 2019-09-29 0340 K5BG          599 04 TX  K0TC          599 04 MN
QSO:  3582 RY 2019-09-29 0342 K5BG          599 04 TX  KT0W          599 04 SD
QSO:  7050 RY 2019-09-29 1204 K5BG          599 04 TX  N2PA          599 05 NY
QSO:  7052 RY 2019-09-29 1205 K5BG          599 04 TX  VK4QH         599 30 DX
QSO:  7059 RY 2019-09-29 1305 K5BG          599 04 TX  KF7U          599 03 AZ
QSO:  7058 RY 2019-09-29 1307 K5BG          599 04 TX  ZM1A          599 32 DX
QSO:  7056 RY 2019-09-29 1308 K5BG          599 04 TX  KB1W          599 05 MA
QSO:  7056 RY 2019-09-29 1309 K5BG          599 04 TX  W7ZR          599 03 AZ
QSO:  7052 RY 2019-09-29 1313 K5BG          599 04 TX  VE5MX         599 04 SK
QSO:  7049 RY 2019-09-29 1314 K5BG          599 04 TX  KT9L          599 04 IN
QSO: 14116 RY 2019-09-29 1320 K5BG          599 04 TX  4U1A          599 15 DX
QSO: 14116 RY 2019-09-29 1321 K5BG          599 04 TX  LZ6Y          599 20 DX
QSO: 14113 RY 2019-09-29 1321 K5BG          599 04 TX  PA4O          599 14 DX
QSO: 14111 RY 2019-09-29 1323 K5BG          599 04 TX  PI4CC         599 14 DX
QSO: 14109 RY 2019-09-29 1325 K5BG          599 04 TX  OL9A          599 15 DX
QSO: 14108 RY 2019-09-29 1326 K5BG          599 04 TX  OM3RJB        599 15 DX
QSO: 14108 RY 2019-09-29 1327 K5BG          599 04 TX  DF6QV         599 14 DX
QSO: 14104 RY 2019-09-29 1328 K5BG          599 04 TX  DM4X          599 14 DX
QSO: 14104 RY 2019-09-29 1330 K5BG          599 04 TX  P33W          599 20 DX
QSO: 14126 RY 2019-09-29 1332 K5BG          599 04 TX  OR3A          599 14 DX
QSO: 14127 RY 2019-09-29 1334 K5BG          599 04 TX  V31VP         599 07 DX
QSO: 14131 RY 2019-09-29 1335 K5BG          599 04 TX  DR6K          599 14 DX
QSO: 14134 RY 2019-09-29 1338 K5BG          599 04 TX  S58J          599 15 DX
QSO: 14138 RY 2019-09-29 1340 K5BG          599 04 TX  M7T           599 14 DX
QSO: 14140 RY 2019-09-29 1342 K5BG          599 04 TX  DF3EH         599 14 DX
QSO: 14141 RY 2019-09-29 1343 K5BG          599 04 TX  PA5WT         599 14 DX
QSO: 14124 RY 2019-09-29 1347 K5BG          599 04 TX  DL9YAJ        599 14 DX
QSO: 14123 RY 2019-09-29 1347 K5BG          599 04 TX  VE2BVV        599 05 QC
QSO: 14122 RY 2019-09-29 1349 K5BG          599 04 TX  SV2ESW        599 20 DX
QSO: 14120 RY 2019-09-29 1351 K5BG          599 04 TX  HB90TOC       599 14 DX
QSO: 14113 RY 2019-09-29 1353 K5BG          599 04 TX  DL1QW         599 14 DX
QSO: 14146 RY 2019-09-29 1356 K5BG          599 04 TX  UV5U          599 16 DX
QSO: 14143 RY 2019-09-29 1359 K5BG          599 04 TX  FP/KV1J       599 05 DX
QSO: 14094 RY 2019-09-29 1403 K5BG          599 04 TX  S57AW         599 15 DX
QSO: 14095 RY 2019-09-29 1405 K5BG          599 04 TX  UW1M          599 16 DX
QSO: 14097 RY 2019-09-29 1407 K5BG          599 04 TX  UR2Y          599 16 DX
QSO: 14107 RY 2019-09-29 1412 K5BG          599 04 TX  ON5GQ         599 14 DX
QSO: 14108 RY 2019-09-29 1414 K5BG          599 04 TX  YV5AAX        599 09 DX
QSO: 14109 RY 2019-09-29 1415 K5BG          599 04 TX  DP9A          599 14 DX
QSO: 14115 RY 2019-09-29 1446 K5BG          599 04 TX  DL70AFUG      599 14 DX
QSO: 14115 RY 2019-09-29 1447 K5BG          599 04 TX  EW6W          599 16 DX
QSO: 14116 RY 2019-09-29 1448 K5BG          599 04 TX  VE3GYL        599 04 ON
QSO: 14120 RY 2019-09-29 1450 K5BG          599 04 TX  IK3TPP        599 15 DX
QSO: 14121 RY 2019-09-29 1451 K5BG          599 04 TX  DL9GTB        599 14 DX
QSO: 14121 RY 2019-09-29 1452 K5BG          599 04 TX  DQ1P          599 14 DX
QSO: 14122 RY 2019-09-29 1453 K5BG          599 04 TX  VE3UTT        599 04 ON
QSO: 14122 RY 2019-09-29 1454 K5BG          599 04 TX  NA3M          599 05 MD
QSO: 14122 RY 2019-09-29 1455 K5BG          599 04 TX  XE2B          599 06 DX
QSO: 14126 RY 2019-09-29 1457 K5BG          599 04 TX  VE3CX         599 04 ON
QSO: 14126 RY 2019-09-29 1458 K5BG          599 04 TX  K3PP          599 05 PA
QSO: 14127 RY 2019-09-29 1501 K5BG          599 04 TX  G4S           599 14 DX
QSO: 14116 RY 2019-09-29 1505 K5BG          599 04 TX  WT9U          599 04 IN
QSO: 14117 RY 2019-09-29 1506 K5BG          599 04 TX  S53S          599 15 DX
QSO: 14116 RY 2019-09-29 1839 K5BG          599 04 TX  W3KB          599 05 PA
QSO: 14118 RY 2019-09-29 1841 K5BG          599 04 TX  EA1CJ         599 14 DX
QSO: 14119 RY 2019-09-29 1842 K5BG          599 04 TX  K9CT          599 04 IL
QSO: 14124 RY 2019-09-29 1844 K5BG          599 04 TX  K6NR          599 03 CA
QSO: 14124 RY 2019-09-29 1845 K5BG          599 04 TX  NY6DX         599 05 NY
QSO: 14128 RY 2019-09-29 1846 K5BG          599 04 TX  VE6BBP        599 04 AB
QSO: 14128 RY 2019-09-29 1846 K5BG          599 04 TX  N6AR          599 05 FL
QSO: 14131 RY 2019-09-29 1848 K5BG          599 04 TX  W3RGA         599 05 PA
QSO: 14132 RY 2019-09-29 1848 K5BG          599 04 TX  XE1CQ         599 06 DX
QSO: 14132 RY 2019-09-29 1849 K5BG          599 04 TX  N4QS          599 04 KY
QSO: 14135 RY 2019-09-29 1850 K5BG          599 04 TX  S57DX         599 15 DX
QSO: 14141 RY 2019-09-29 1852 K5BG          599 04 TX  W3MF          599 05 PA
QSO: 14143 RY 2019-09-29 1852 K5BG          599 04 TX  AC9KW         599 04 IL
QSO: 14144 RY 2019-09-29 1855 K5BG          599 04 TX  KK8MM         599 04 MI
QSO: 14144 RY 2019-09-29 1856 K5BG          599 04 TX  N3RC          599 03 CA
QSO: 14144 RY 2019-09-29 1857 K5BG          599 04 TX  K4JKB         599 05 VA
QSO: 14144 RY 2019-09-29 1859 K5BG          599 04 TX  N0UR          599 04 MN
QSO: 14144 RY 2019-09-29 1859 K5BG          599 04 TX  IQ1RY         599 15 DX
QSO: 14144 RY 2019-09-29 1900 K5BG          599 04 TX  AB1J          599 05 MA
QSO: 14144 RY 2019-09-29 1925 K5BG          599 04 TX  KB7N          599 03 WA
QSO: 14144 RY 2019-09-29 1927 K5BG          599 04 TX  W8AKS         599 05 WV
QSO: 14144 RY 2019-09-29 1928 K5BG          599 04 TX  KX2S          599 05 PA
QSO: 14144 RY 2019-09-29 1928 K5BG          599 04 TX  K1JSM         599 05 RI
QSO: 14144 RY 2019-09-29 1929 K5BG          599 04 TX  W3IK          599 05 FL
QSO: 14144 RY 2019-09-29 1930 K5BG          599 04 TX  HB9ODP        599 14 DX
QSO: 14144 RY 2019-09-29 1931 K5BG          599 04 TX  W8AKS         599 05 WV
QSO: 14144 RY 2019-09-29 1931 K5BG          599 04 TX  W6RDF         599 03 CA
QSO: 14144 RY 2019-09-29 1932 K5BG          599 04 TX  KA3EHL        599 05 FL
QSO: 14144 RY 2019-09-29 1933 K5BG          599 04 TX  AA8SW         599 04 OH
QSO: 14144 RY 2019-09-29 1934 K5BG          599 04 TX  W7WW          599 03 AZ
QSO: 14144 RY 2019-09-29 1934 K5BG          599 04 TX  EA5FIV        599 14 DX
QSO: 14144 RY 2019-09-29 1935 K5BG          599 04 TX  AI4GR         599 05 NC
QSO: 14144 RY 2019-09-29 1936 K5BG          599 04 TX  NR4O          599 05 NC
QSO: 14144 RY 2019-09-29 1936 K5BG          599 04 TX  N9RVB         599 04 IN
QSO: 14144 RY 2019-09-29 1937 K5BG          599 04 TX  WB2COY        599 05 NY
QSO: 14144 RY 2019-09-29 1937 K5BG          599 04 TX  N6IE          599 03 CA
QSO: 14144 RY 2019-09-29 1938 K5BG          599 04 TX  KW9U          599 04 IL
QSO: 14144 RY 2019-09-29 1939 K5BG          599 04 TX  HB9VQQ        599 14 DX
QSO: 14144 RY 2019-09-29 1939 K5BG          599 04 TX  WB8JAY        599 04 OH
QSO: 14144 RY 2019-09-29 1941 K5BG          599 04 TX  WA9IVH        599 04 IL
QSO: 14144 RY 2019-09-29 1942 K5BG          599 04 TX  WB9O          599 04 IL
QSO: 14096 RY 2019-09-29 1949 K5BG          599 04 TX  CO6OV         599 08 DX
QSO: 14095 RY 2019-09-29 1953 K5BG          599 04 TX  WA3LXD        599 05 FL
QSO: 14093 RY 2019-09-29 1954 K5BG          599 04 TX  K5EK          599 05 NC
QSO: 14093 RY 2019-09-29 1955 K5BG          599 04 TX  K7VIC         599 04 MT
QSO: 14090 RY 2019-09-29 1957 K5BG          599 04 TX  CT1ILT        599 14 DX
QSO: 14090 RY 2019-09-29 1958 K5BG          599 04 TX  N7GP          599 03 AZ
QSO: 14089 RY 2019-09-29 1959 K5BG          599 04 TX  CS5CRE        599 14 DX
QSO: 14089 RY 2019-09-29 2004 K5BG          599 04 TX  EA8ZS         599 33 DX
QSO: 14088 RY 2019-09-29 2005 K5BG          599 04 TX  VE3TW         599 04 ON
QSO: 14085 RY 2019-09-29 2007 K5BG          599 04 TX  EA2XR         599 14 DX
QSO: 14084 RY 2019-09-29 2008 K5BG          599 04 TX  T48SC         599 08 DX
QSO: 14083 RY 2019-09-29 2008 K5BG          599 04 TX  K7BTW         599 03 WA
QSO: 14080 RY 2019-09-29 2010 K5BG          599 04 TX  EA1XT         599 14 DX
QSO: 14085 RY 2019-09-29 2011 K5BG          599 04 TX  K6LL          599 03 AZ
QSO: 14087 RY 2019-09-29 2017 K5BG          599 04 TX  N6RVI         599 03 CA
QSO: 14098 RY 2019-09-29 2021 K5BG          599 04 TX  YW1K          599 09 DX
QSO: 14098 RY 2019-09-29 2022 K5BG          599 04 TX  K6AW          599 03 CA
QSO: 14099 RY 2019-09-29 2023 K5BG          599 04 TX  KS2G          599 05 NY
QSO: 14103 RY 2019-09-29 2207 K5BG          599 04 TX  N3XL          599 05 MD
QSO: 14103 RY 2019-09-29 2207 K5BG          599 04 TX  PY2CAT        599 11 DX
QSO: 14103 RY 2019-09-29 2208 K5BG          599 04 TX  JA2HYD        599 25 DX
QSO: 14103 RY 2019-09-29 2209 K5BG          599 04 TX  W6JBR         599 03 CA
QSO: 14103 RY 2019-09-29 2209 K5BG          599 04 TX  JA7ZP         599 25 DX
QSO: 14103 RY 2019-09-29 2210 K5BG          599 04 TX  JR7IWL        599 25 DX
QSO: 14103 RY 2019-09-29 2211 K5BG          599 04 TX  N2YBB         599 05 NY
QSO: 14103 RY 2019-09-29 2212 K5BG          599 04 TX  W6RQ          599 03 CA
QSO: 14103 RY 2019-09-29 2212 K5BG          599 04 TX  N7AME         599 03 WA
QSO: 14103 RY 2019-09-29 2213 K5BG          599 04 TX  JH2FXK        599 25 DX
QSO: 14103 RY 2019-09-29 2214 K5BG          599 04 TX  K6RWM         599 03 CA
QSO: 14103 RY 2019-09-29 2214 K5BG          599 04 TX  K7LFY         599 03 WA
QSO: 14103 RY 2019-09-29 2217 K5BG          599 04 TX  N7JB          599 03 WA
QSO: 14103 RY 2019-09-29 2218 K5BG          599 04 TX  VE3PJ         599 04 ON
QSO: 14103 RY 2019-09-29 2218 K5BG          599 04 TX  JH1RFM        599 25 DX
QSO: 14103 RY 2019-09-29 2220 K5BG          599 04 TX  JG2REJ        599 25 DX
QSO: 14103 RY 2019-09-29 2220 K5BG          599 04 TX  K6UIP         599 03 CA
QSO: 14103 RY 2019-09-29 2221 K5BG          599 04 TX  AA7IH         599 03 OR
QSO: 14103 RY 2019-09-29 2222 K5BG          599 04 TX  NE1D          599 05 MA
QSO: 14103 RY 2019-09-29 2224 K5BG          599 04 TX  WB7BBQ        599 03 WA
QSO: 14103 RY 2019-09-29 2224 K5BG          599 04 TX  VA6RCN        599 04 AB
QSO: 14103 RY 2019-09-29 2225 K5BG          599 04 TX  WB6KDH        599 03 CA
QSO: 14103 RY 2019-09-29 2226 K5BG          599 04 TX  W3GVX         599 05 MD
QSO: 14103 RY 2019-09-29 2227 K5BG          599 04 TX  WA2DE         599 05 NY
QSO: 14103 RY 2019-09-29 2228 K5BG          599 04 TX  LU1WI         599 13 DX
QSO: 14103 RY 2019-09-29 2229 K5BG          599 04 TX  JA1WSK        599 25 DX
QSO: 14103 RY 2019-09-29 2230 K5BG          599 04 TX  NN6XX         599 03 CA
QSO: 14103 RY 2019-09-29 2230 K5BG          599 04 TX  K7WLX         599 03 NV
QSO: 14103 RY 2019-09-29 2231 K5BG          599 04 TX  JR2PMT        599 25 DX
QSO: 14103 RY 2019-09-29 2232 K5BG          599 04 TX  WU6W          599 03 NV
QSO: 14103 RY 2019-09-29 2232 K5BG          599 04 TX  AA3S          599 05 MD
QSO: 14103 RY 2019-09-29 2233 K5BG          599 04 TX  K3CCR         599 05 MD
QSO: 14103 RY 2019-09-29 2233 K5BG          599 04 TX  N2MUN         599 05 NY
QSO: 14103 RY 2019-09-29 2234 K5BG          599 04 TX  AC2OC         599 05 NY
QSO: 14103 RY 2019-09-29 2236 K5BG          599 04 TX  KF4DUE        599 05 VA
QSO: 14103 RY 2019-09-29 2237 K5BG          599 04 TX  KP4JRS        599 08 DX
QSO: 14102 RY 2019-09-29 2239 K5BG          599 04 TX  L77D          599 13 DX
QSO: 14097 RY 2019-09-29 2241 K5BG          599 04 TX  KL7SB         599 01 DX
QSO: 14098 RY 2019-09-29 2243 K5BG          599 04 TX  XE1EE         599 06 DX
QSO: 14102 RY 2019-09-29 2248 K5BG          599 04 TX  HI8PJP        599 08 DX
QSO: 14106 RY 2019-09-29 2249 K5BG          599 04 TX  VE7SZ         599 03 BC
QSO: 14108 RY 2019-09-29 2251 K5BG          599 04 TX  W0LSD         599 04 CO
QSO:  7048 RY 2019-09-29 2309 K5BG          599 04 TX  DJ8VH         599 14 DX
QSO:  7048 RY 2019-09-29 2310 K5BG          599 04 TX  WF7T          599 04 TN
QSO:  7048 RY 2019-09-29 2310 K5BG          599 04 TX  KC0ZNI        599 04 KS
QSO:  7048 RY 2019-09-29 2311 K5BG          599 04 TX  AB2ZY         599 05 NY
QSO:  7048 RY 2019-09-29 2312 K5BG          599 04 TX  VE2EBK        599 05 QC
QSO:  7048 RY 2019-09-29 2312 K5BG          599 04 TX  W2DXE         599 05 NY
QSO:  7048 RY 2019-09-29 2313 K5BG          599 04 TX  N7IVV         599 05 VA
QSO:  7048 RY 2019-09-29 2314 K5BG          599 04 TX  K6HGX         599 03 CA
QSO:  7048 RY 2019-09-29 2314 K5BG          599 04 TX  K4FJW         599 05 VA
QSO:  7048 RY 2019-09-29 2315 K5BG          599 04 TX  NN4RB         599 05 VA
QSO:  7048 RY 2019-09-29 2315 K5BG          599 04 TX  K2AL          599 05 NJ
QSO:  7048 RY 2019-09-29 2316 K5BG          599 04 TX  YB2IQ         599 28 DX
QSO:  7048 RY 2019-09-29 2316 K5BG          599 04 TX  KG4USN        599 05 MD
QSO:  7048 RY 2019-09-29 2317 K5BG          599 04 TX  K4FTO         599 05 VA
QSO:  7048 RY 2019-09-29 2318 K5BG          599 04 TX  K9OM          599 04 WI
QSO:  7048 RY 2019-09-29 2319 K5BG          599 04 TX  VE3GYL        599 04 ON
QSO:  7048 RY 2019-09-29 2320 K5BG          599 04 TX  K9CW          599 04 IL
QSO:  7048 RY 2019-09-29 2322 K5BG          599 04 TX  K5ZD          599 05 MA
QSO:  7048 RY 2019-09-29 2322 K5BG          599 04 TX  WB0N          599 04 MN
QSO:  7048 RY 2019-09-29 2323 K5BG          599 04 TX  W4BCG         599 04 TN
QSO:  7048 RY 2019-09-29 2324 K5BG          599 04 TX  K1ECU         599 05 CT
QSO:  7048 RY 2019-09-29 2324 K5BG          599 04 TX  KE3ZT         599 05 PA
QSO:  7048 RY 2019-09-29 2325 K5BG          599 04 TX  NN4NT         599 04 AL
QSO:  7048 RY 2019-09-29 2326 K5BG          599 04 TX  VA1XH         599 05 NS
QSO:  7048 RY 2019-09-29 2327 K5BG          599 04 TX  VA3LML        599 04 ON
QSO:  7048 RY 2019-09-29 2327 K5BG          599 04 TX  N9LYE         599 04 IL
QSO:  7048 RY 2019-09-29 2327 K5BG          599 04 TX  K1LTJ         599 05 FL
QSO:  7048 RY 2019-09-29 2328 K5BG          599 04 TX  PI4COM        599 14 DX
QSO:  7048 RY 2019-09-29 2329 K5BG          599 04 TX  LZ5R          599 20 DX
QSO:  7048 RY 2019-09-29 2330 K5BG          599 04 TX  VE3NZ         599 04 ON
QSO:  7048 RY 2019-09-29 2330 K5BG          599 04 TX  S50A          599 15 DX
QSO:  7048 RY 2019-09-29 2331 K5BG          599 04 TX  NY3B          599 05 PA
QSO:  7048 RY 2019-09-29 2331 K5BG          599 04 TX  9A7T          599 15 DX
QSO:  7048 RY 2019-09-29 2332 K5BG          599 04 TX  KF2TI         599 05 NJ
QSO:  7048 RY 2019-09-29 2333 K5BG          599 04 TX  W4ER          599 04 AL
QSO:  7048 RY 2019-09-29 2334 K5BG          599 04 TX  WB6KDT        599 03 CA
QSO:  7048 RY 2019-09-29 2335 K5BG          599 04 TX  KB4QZH        599 04 KY
QSO:  7048 RY 2019-09-29 2336 K5BG          599 04 TX  WB6TYP        599 03 AZ
QSO:  7048 RY 2019-09-29 2338 K5BG          599 04 TX  AA4DD         599 04 TN
QSO:  7048 RY 2019-09-29 2339 K5BG          599 04 TX  S53S          599 15 DX
QSO:  7048 RY 2019-09-29 2339 K5BG          599 04 TX  KB1EFS        599 05 MA
QSO:  7048 RY 2019-09-29 2340 K5BG          599 04 TX  KM4FO         599 04 KY
QSO:  7048 RY 2019-09-29 2341 K5BG          599 04 TX  AE7K          599 03 NV
QSO:  7048 RY 2019-09-29 2343 K5BG          599 04 TX  YV5ABR        599 09 DX
QSO:  7048 RY 2019-09-29 2345 K5BG          599 04 TX  N4YCI         599 04 AL
QSO:  7048 RY 2019-09-29 2345 K5BG          599 04 TX  IT9BLB        599 15 DX
QSO:  7048 RY 2019-09-29 2347 K5BG          599 04 TX  K3KZU         599 04 KY
QSO:  7048 RY 2019-09-29 2347 K5BG          599 04 TX  WA9LEY        599 04 IL
QSO:  7048 RY 2019-09-29 2348 K5BG          599 04 TX  K0TC          599 04 MN
QSO:  7048 RY 2019-09-29 2349 K5BG          599 04 TX  NN9DD         599 05 ME
QSO:  7048 RY 2019-09-29 2349 K5BG          599 04 TX  PT7BL/VE3     599 04 ON
END-OF-LOG:
