START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: K8AJS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 94656
NAME: John Bastin
LOCATION: OH
OPERATORS: K8AJS
CLUB: Mad River Radio Club
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: QSL with W5MMW 2019-09-28 1909Z I know the zone is incorrect, but
SOAPBOX: that is what he sent, so that is what I logged.
QSO: 14107 RY 2019-09-28 1808 K8AJS         599 04 OH  N6AR          599 05 FL
QSO: 14107 RY 2019-09-28 1811 K8AJS         599 04 OH  K4BX          599 04 TN
QSO: 14107 RY 2019-09-28 1813 K8AJS         599 04 OH  AK6A          599 03 OR
QSO: 14107 RY 2019-09-28 1813 K8AJS         599 04 OH  WS7V          599 03 WA
QSO: 14107 RY 2019-09-28 1815 K8AJS         599 04 OH  WI7N          599 03 OR
QSO: 14107 RY 2019-09-28 1816 K8AJS         599 04 OH  K6MM          599 03 CA
QSO: 14107 RY 2019-09-28 1817 K8AJS         599 04 OH  K7RBT         599 03 OR
QSO: 14107 RY 2019-09-28 1822 K8AJS         599 04 OH  N6GP          599 03 CA
QSO: 14107 RY 2019-09-28 1822 K8AJS         599 04 OH  K6BIR         599 03 CA
QSO: 14107 RY 2019-09-28 1823 K8AJS         599 04 OH  N3RC          599 03 CA
QSO: 14107 RY 2019-09-28 1824 K8AJS         599 04 OH  KC7CM         599 03 WA
QSO: 14107 RY 2019-09-28 1825 K8AJS         599 04 OH  K1LTJ         599 05 FL
QSO: 14107 RY 2019-09-28 1826 K8AJS         599 04 OH  W0JWY         599 04 IA
QSO: 14107 RY 2019-09-28 1827 K8AJS         599 04 OH  K5CKS         599 04 AR
QSO: 14107 RY 2019-09-28 1828 K8AJS         599 04 OH  N5TU          599 04 MO
QSO: 14109 RY 2019-09-28 1832 K8AJS         599 04 OH  W6IA          599 03 CA
QSO: 14109 RY 2019-09-28 1833 K8AJS         599 04 OH  KE7GKI        599 03 AZ
QSO: 14109 RY 2019-09-28 1833 K8AJS         599 04 OH  W7XQ          599 03 OR
QSO: 14109 RY 2019-09-28 1834 K8AJS         599 04 OH  VE6TK         599 04 AB
QSO: 14109 RY 2019-09-28 1835 K8AJS         599 04 OH  W7OM          599 03 WA
QSO: 14109 RY 2019-09-28 1836 K8AJS         599 04 OH  W8WEU         599 04 TX
QSO: 14109 RY 2019-09-28 1837 K8AJS         599 04 OH  W3SA          599 05 NC
QSO: 14109 RY 2019-09-28 1838 K8AJS         599 04 OH  WR4JW         599 04 AL
QSO: 14109 RY 2019-09-28 1839 K8AJS         599 04 OH  VE7FO         599 03 BC
QSO: 14109 RY 2019-09-28 1839 K8AJS         599 04 OH  AB8YZ         599 04 TX
QSO: 14109 RY 2019-09-28 1840 K8AJS         599 04 OH  AK7O          599 03 UT
QSO: 14109 RY 2019-09-28 1842 K8AJS         599 04 OH  KA4BVG        599 04 TN
QSO: 14109 RY 2019-09-28 1843 K8AJS         599 04 OH  KE5BZ         599 04 NM
QSO: 14109 RY 2019-09-28 1843 K8AJS         599 04 OH  VE6UM         599 04 AB
QSO: 14109 RY 2019-09-28 1844 K8AJS         599 04 OH  AA4LS         599 05 NC
QSO: 14109 RY 2019-09-28 1844 K8AJS         599 04 OH  NK5P          599 04 TX
QSO: 14109 RY 2019-09-28 1845 K8AJS         599 04 OH  K5IB          599 04 TX
QSO: 14109 RY 2019-09-28 1845 K8AJS         599 04 OH  N6WM          599 03 CA
QSO: 14109 RY 2019-09-28 1847 K8AJS         599 04 OH  K7EG          599 03 WA
QSO: 14109 RY 2019-09-28 1848 K8AJS         599 04 OH  VE7KAJ        599 03 BC
QSO: 14109 RY 2019-09-28 1849 K8AJS         599 04 OH  K5GDX         599 04 MS
QSO: 14109 RY 2019-09-28 1850 K8AJS         599 04 OH  K7AZT         599 03 AZ
QSO: 14109 RY 2019-09-28 1851 K8AJS         599 04 OH  AI6V          599 03 CA
QSO: 14109 RY 2019-09-28 1852 K8AJS         599 04 OH  WF8E          599 05 GA
QSO: 14109 RY 2019-09-28 1852 K8AJS         599 04 OH  KD4YDD        599 05 GA
QSO: 14109 RY 2019-09-28 1853 K8AJS         599 04 OH  K7VIT         599 03 OR
QSO: 14109 RY 2019-09-28 1853 K8AJS         599 04 OH  N7ESU         599 03 ID
QSO: 14109 RY 2019-09-28 1854 K8AJS         599 04 OH  W7SLS         599 03 WA
QSO: 14109 RY 2019-09-28 1856 K8AJS         599 04 OH  K2MK          599 05 FL
QSO: 14109 RY 2019-09-28 1856 K8AJS         599 04 OH  NA5NN         599 04 MS
QSO: 14109 RY 2019-09-28 1859 K8AJS         599 04 OH  K4REB         599 05 NC
QSO: 14109 RY 2019-09-28 1900 K8AJS         599 04 OH  N7ZUF         599 03 WA
QSO: 14109 RY 2019-09-28 1901 K8AJS         599 04 OH  W4TM          599 05 GA
QSO: 14109 RY 2019-09-28 1902 K8AJS         599 04 OH  N0KQ          599 04 CO
QSO: 14109 RY 2019-09-28 1902 K8AJS         599 04 OH  K5CI          599 04 TX
QSO: 14109 RY 2019-09-28 1903 K8AJS         599 04 OH  IQ1RY         599 15 DX
QSO: 14109 RY 2019-09-28 1904 K8AJS         599 04 OH  KC0ZNI        599 04 KS
QSO: 14109 RY 2019-09-28 1905 K8AJS         599 04 OH  KF5WCP        599 04 AR
QSO: 14109 RY 2019-09-28 1906 K8AJS         599 04 OH  KM4FO         599 04 KY
QSO: 14109 RY 2019-09-28 1907 K8AJS         599 04 OH  WB0MCO        599 04 IA
QSO: 14109 RY 2019-09-28 1909 K8AJS         599 04 OH  W5MMW         599 05 TN
QSO: 14109 RY 2019-09-28 1910 K8AJS         599 04 OH  K8OSF         599 05 NC
QSO: 14109 RY 2019-09-28 1911 K8AJS         599 04 OH  K6JF          599 03 CA
QSO: 14109 RY 2019-09-28 1912 K8AJS         599 04 OH  WB4HRL        599 05 SC
QSO: 14109 RY 2019-09-28 1912 K8AJS         599 04 OH  N5VU          599 04 LA
QSO: 14109 RY 2019-09-28 1913 K8AJS         599 04 OH  W0PI          599 04 MN
QSO: 14109 RY 2019-09-28 1913 K8AJS         599 04 OH  NK6A          599 03 CA
QSO: 14109 RY 2019-09-28 1914 K8AJS         599 04 OH  KW4J          599 04 AL
QSO: 14109 RY 2019-09-28 1915 K8AJS         599 04 OH  VA6RCN        599 04 AB
QSO: 14109 RY 2019-09-28 1916 K8AJS         599 04 OH  N7AME         599 03 WA
QSO: 14109 RY 2019-09-28 1917 K8AJS         599 04 OH  KG7VIZ        599 03 WA
QSO: 14109 RY 2019-09-28 1918 K8AJS         599 04 OH  KD0ZV         599 04 IA
QSO: 14109 RY 2019-09-28 1919 K8AJS         599 04 OH  WD9CIR        599 04 IL
QSO: 14109 RY 2019-09-28 1920 K8AJS         599 04 OH  K8ARY         599 05 SC
QSO: 14109 RY 2019-09-28 1920 K8AJS         599 04 OH  KD4FJ         599 04 TX
QSO: 14109 RY 2019-09-28 1921 K8AJS         599 04 OH  W7WP          599 03 UT
END-OF-LOG:
