START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: UT2UB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UT2UB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2009.
QSO:  7037 RY 2009-09-26 0013 UT2UB         599 16 RX4HZ         599 16 DX
QSO:  7053 RY 2009-09-26 0202 UT2UB         599 16 DX HA9PP         599 15 DX
QSO: 21084 RY 2009-09-26 0822 UT2UB         599 16 DX UN6P          599 17 DX
QSO: 21000 RY 2009-09-26 0826 UT2UB         599 16 DX FT5GA         599 39 DX
QSO: 21089 RY 2009-09-26 0830 UT2UB         599 16 DX CR3L          599 33 DX
QSO: 21092 RY 2009-09-26 0832 UT2UB         599 16 DX UN7PL         599 17 DX
QSO: 21098 RY 2009-09-26 0834 UT2UB         599 16 DX SV8RX         599 20 DX
QSO: 21099 RY 2009-09-26 0835 UT2UB         599 16 DX RA9FTM        599 17 DX
QSO: 21105 RY 2009-09-26 0838 UT2UB         599 16 DX RU9DD         599 17 DX
QSO: 21082 RY 2009-09-26 0841 UT2UB         599 16 DX UN4PG         599 17 DX
QSO: 21000 RY 2009-09-26 0842 UT2UB         599 16 DX A71FJ         599 21 DX
QSO: 21088 RY 2009-09-26 0845 UT2UB         599 16 DX EA5RM         599 14 DX
QSO: 21093 RY 2009-09-26 0850 UT2UB         599 16 DX IT9RGY        599 15 DX
QSO: 14073 RY 2009-09-26 0908 UT2UB         599 16 DX DR5N          599 14 DX
QSO: 14080 RY 2009-09-26 0909 UT2UB         599 16 DX JH4UYB        599 25 DX
QSO: 14075 RY 2009-09-26 0910 UT2UB         599 16 DX UN8LWF        599 17 DX
QSO: 14075 RY 2009-09-26 0911 UT2UB         599 16 DX OE2GEN        599 15 DX
QSO: 14077 RY 2009-09-26 0912 UT2UB         599 16 DX RW4WZ         599 16 DX
QSO: 14079 RY 2009-09-26 0914 UT2UB         599 16 DX RZ3TZZ        599 16 DX
QSO: 14080 RY 2009-09-26 0916 UT2UB         599 16 DX PI4CC         599 14 DX
QSO: 14088 RY 2009-09-26 0922 UT2UB         599 16 DX GI5K          599 14 14
QSO: 14088 RY 2009-09-26 0923 UT2UB         599 16 DX GI5K          599 14 14
QSO: 14089 RY 2009-09-26 0923 UT2UB         599 16 DX IK6VXO        599 15 DX
QSO: 14089 RY 2009-09-26 0926 UT2UB         599 16 DX CS1CRE        599 14 DX
QSO: 14000 RY 2009-09-26 0931 UT2UB         599 16 DX Z37M          599 15 DX
QSO: 14074 RY 2009-09-26 1020 UT2UB         599 16 DX JF1PJK        599 25 DX
QSO: 14074 RY 2009-09-26 1022 UT2UB         599 16 DX EE2K          599 14 DX
QSO: 14077 RY 2009-09-26 1024 UT2UB         599 16 DX YT0A          599 15 DX
QSO: 14088 RY 2009-09-26 1025 UT2UB         599 16 DX DR09ANT       599 14 DX
QSO: 14090 RY 2009-09-26 1026 UT2UB         599 16 DX DL0NS         599 14 DX
QSO: 14080 RY 2009-09-26 1029 UT2UB         599 16 DX OL3A          599 15 DX
QSO: 14098 RY 2009-09-26 1032 UT2UB         599 16 DX SX1L          599 20 DX
QSO: 21088 RY 2009-09-26 1034 UT2UB         599 16 DX UN7TDB        599 17 DX
QSO: 21000 RY 2009-09-26 1149 UT2UB         599 16 DX VR2009EAG     599 24 DX
QSO: 21088 RY 2009-09-26 1155 UT2UB         599 16 DX ZC4LI         599 20 DX
QSO: 21095 RY 2009-09-26 1156 UT2UB         599 16 DX IY1NGM        599 15 DX
QSO: 21095 RY 2009-09-26 1158 UT2UB         599 16 DX EF8M          599 33 DX
QSO: 21081 RY 2009-09-26 1203 UT2UB         599 16 DX DV1JM         599 27 DX
QSO: 14126 RY 2009-09-26 1218 UT2UB         599 16 DX TF3AM         599 40 TF
QSO: 14100 RY 2009-09-26 1340 UT2UB         599 16 DX RA9AAA        599 17 DX
QSO: 14099 RY 2009-09-26 1342 UT2UB         599 16 DX TF3AO         599 40 TF
QSO: 14098 RY 2009-09-26 1343 UT2UB         599 16 DX LX7I          599 14 DX
QSO: 14000 RY 2009-09-26 1344 UT2UB         599 16 DX MI0M          599 14 DX
QSO: 21083 RY 2009-09-26 1407 UT2UB         599 16 DX T70A          599 15 DX
