START-OF-LOG: 3.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
CREATED-BY: DXLog.net v2.6.20, modified by DXHF upload.
CALLSIGN: TM8K
GRID-LOCATOR: JN18AS
CLAIMED-SCORE: 298562
CLUB: Montigny les Bretonneux
CERTIFICATE: YES
OPERATORS: F4AFQ F4MAI
QSO: 28525 PH 2025-09-13 1227 TM8K          59  001    TC4DX         59  521
QSO: 28519 PH 2025-09-13 1228 TM8K          59  002    4X6FR         59  105
QSO: 28501 PH 2025-09-13 1232 TM8K          59  003    4X0T          59  586
QSO: 21290 PH 2025-09-13 1234 TM8K          59  004    FY5KE         59  416
QSO: 21328 PH 2025-09-13 1234 TM8K          59  005    TI1K          59  601
QSO: 21200 PH 2025-09-13 1236 TM8K          59  006    WX3B          59  142
QSO: 21212 PH 2025-09-13 1239 TM8K          59  007    W4IX          59  094
QSO: 21245 PH 2025-09-13 1248 TM8K          59  008    RM9I          59  640
QSO: 21312 PH 2025-09-13 1250 TM8K          59  009    A71AT         59  000
QSO: 21270 PH 2025-09-13 1252 TM8K          59  010    P3X           59  145
QSO: 21284 PH 2025-09-13 1253 TM8K          59  011    YB1RKT        59  067
QSO: 21295 PH 2025-09-13 1254 TM8K          59  012    TC4DX         59  541
QSO: 21318 PH 2025-09-13 1300 TM8K          59  013    HZ1TT         59  188
QSO: 28453 PH 2025-09-13 1301 TM8K          59  014    EX7CQ         59  628
QSO: 28505 PH 2025-09-13 1302 TM8K          59  015    A41CK         59  335
QSO: 28444 PH 2025-09-13 1302 TM8K          59  016    P3CR          59  960
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1253 F1TYV         001
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1253 PD3WL         016
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1254 ON9TT         001
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1255 DA6YMB        021
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1256 F4WEA         012
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1258 PD0HRY        003
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1259 MM0CIN        001
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1259 F1TEQ         008
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1259 OH3MZ         057
QTC: 28444 PH  2025-09-13 1305 TM8K          123/10     P3CR          1300 DK8TA         017
QSO: 28447 PH 2025-09-13 1306 TM8K          59  017    9J2FI         59  121
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1254 DM6LE         024
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1254 DM6G          076
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1255 TA1JA         006
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1255 DK9BTX        087
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1256 CT7BOD        045
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1256 DK9CK         023
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1257 DG1YBN        033
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1257 DG4MH         054
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1258 UA6YN         052
QTC: 28447 PH  2025-09-13 1308 TM8K          015/10     9J2FI         1258 9A5MX         052
QSO: 28433 PH 2025-09-13 1308 TM8K          59  018    ZZ2O          59  103
QTC: 28433 PH  2025-09-13 1310 TM8K          015/6      ZZ2O          1304 IV3ZXF        053
QTC: 28433 PH  2025-09-13 1310 TM8K          015/6      ZZ2O          1306 OT8M          199
