START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
CREATED-BY: DXLog.net v2.6.20, modified by DXHF upload.
CALLSIGN: 8S0C
GRID-LOCATOR: JO99AK
CLAIMED-SCORE: 200508
CLUB: SK0MT
ADDRESS-COUNTRY: SWEDEN
CERTIFICATE: YES
OPERATORS: SM0MPV
QSO: 14250 PH 2025-09-13 0733 8S0C          59  001    T32AZ         59  106
QSO: 14240 PH 2025-09-13 0735 8S0C          59  002    TI1K          59  232
QSO: 21283 PH 2025-09-13 0737 8S0C          59  003    P3CR          59  456
QSO: 21296 PH 2025-09-13 0742 8S0C          59  004    BH8GFN        59  062
QSO: 21308 PH 2025-09-13 0744 8S0C          59  005    JE6RPM        59  098
QSO: 21200 PH 2025-09-13 0745 8S0C          59  006    BY1RX         59  124
QTC: 21200 PH  2025-09-13 0746 8S0C          020/4      BY1RX         0742 IO8O          005
QTC: 21200 PH  2025-09-13 0746 8S0C          020/4      BY1RX         0744 DG4MH         005
QTC: 21200 PH  2025-09-13 0746 8S0C          020/4      BY1RX         0744 DL5XJ         030
QTC: 21200 PH  2025-09-13 0746 8S0C          020/4      BY1RX         0744 EW1I          014
QSO: 21330 PH 2025-09-13 0749 8S0C          59  007    JH1GEX        59  048
QSO: 21315 PH 2025-09-13 0750 8S0C          59  008    UN8PT         59  103
QSO: 21232 PH 2025-09-13 0753 8S0C          59  009    HZ7C          59  025
QSO: 21270 PH 2025-09-13 0755 8S0C          59  010    A60A          59  406
QSO: 21312 PH 2025-09-13 0756 8S0C          59  011    TC4DX         59  240
QTC: 21312 PH  2025-09-13 0756 8S0C          046/3      TC4DX         0753 LY5W          112
QTC: 21312 PH  2025-09-13 0756 8S0C          046/3      TC4DX         0754 DF8TT         005
QTC: 21312 PH  2025-09-13 0756 8S0C          046/3      TC4DX         0755 DL6RDR        017
QSO: 21246 PH 2025-09-13 0757 8S0C          59  012    4L2M          59  378
QTC: 21246 PH  2025-09-13 0758 8S0C          073/4      4L2M          0756 S32P          029
QTC: 21246 PH  2025-09-13 0758 8S0C          073/4      4L2M          0756 IO8O          007
QTC: 21246 PH  2025-09-13 0758 8S0C          073/4      4L2M          0756 SQ3DQ         003
QTC: 21246 PH  2025-09-13 0758 8S0C          073/4      4L2M          0757 UZ1WW         004
QSO: 21230 PH 2025-09-13 0800 8S0C          59  013    E2K           59  028
QSO: 21236 PH 2025-09-13 0802 8S0C          59  014    JG1ZUY        59  084
QSO: 21318 PH 2025-09-13 0815 8S0C          59  015    VK9A          59  063
QSO: 28448 PH 2025-09-13 0819 8S0C          59  016    BH8GFN        59  083
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0759 DL5XJ         038
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0800 PA3AAV        033
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0802 G3RCV         003
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0812 UW5U          010
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0813 LZ5R          228
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0814 IK0PHY        149
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0816 DK9IP         144
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0817 EW1I          028
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0817 LY5W          123
QTC: 28448 PH  2025-09-13 0823 8S0C          015/10     BG8GFN        0818 YO7VXD        013
QSO: 28427 PH 2025-09-13 0830 8S0C          59  017    E2M           59  020
QSO: 21225 PH 2025-09-13 0833 8S0C          59  018    JQ1BVI        59  120
QSO: 21335 PH 2025-09-13 0834 8S0C          59  019    BD6IUT        59  028
QSO: 21216 PH 2025-09-13 0834 8S0C          59  020    EX7CQ         59  308
QSO: 21259 PH 2025-09-13 0837 8S0C          59  021    TA7I          59  026
QSO: 21191 PH 2025-09-13 0838 8S0C          59  022    JH4UTP        59  016
QSO: 28444 PH 2025-09-13 0845 8S0C          59  023    P3CR          59  593
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0835 F6IRS         001
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0835 OH8CYV        005
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0837 DJ3HV         024
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0837 RU1A          396
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0838 OT7Q          175
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0838 DL1EAR        001
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0838 DC1AP/P       002
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0838 DO1KKP        004
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0830 DL5XJ         052
QTC: 28444 PH  2025-09-13 0848 8S0C          075/10     P3CR          0839 DR7X          005
QSO: 28470 PH 2025-09-13 0851 8S0C          59  024    4Z5ML         59  055
QSO: 28486 PH 2025-09-13 0854 8S0C          59  025    4X0T          59  360
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0829 OK1KKI        002
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0830 IU1IMC        002
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0831 DB5SM         018
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0831 DM5M          023
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0832 PE1RUS        003
QTC: 21280 PH  2025-09-13 0911 8S0C          027/6      BY1RX         0835 DK5EQ         007
QSO: 28510 PH 2025-09-13 0935 8S0C          59  026    VU2DED        59  028
QSO: 28472 PH 2025-09-13 0935 8S0C          59  027    4L2M          59  560
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0917 DG4OP         017
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0918 EI7M          523
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0918 DO2IK         023
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0918 SA7DXR        012
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0918 DM6G          029
QTC: 28472 PH  2025-09-13 0937 8S0C          093/6      4L2M          0918 DK4OX         026
QSO: 28435 PH 2025-09-13 0938 8S0C          59  028    HZ7C          59  187
QTC: 28435 PH  2025-09-13 0940 8S0C          015/10     HZ7C          0906 DL5L          150
QTC: 28435 PH  2025-09-13 0940 8S0C          015/10     HZ7C          0906 DL5XJ         059
QTC: 28435 PH  2025-09-13 0940 8S0C          015/10     HZ7C          0906 SO6X          057
