START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: DK6IM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DK6IM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2018.
QSO: 14078 RY 2018-09-29 1004 DK6IM         599 14 DX A44A          599 21 DX
QSO: 14000 RY 2018-09-29 1938 DK6IM         599 14 DX VE2GSO        599 05 QC
QSO: 14100 RY 2018-09-29 1940 DK6IM         599 14 DX K2RET         599 05 NJ
QSO: 14095 RY 2018-09-29 1942 DK6IM         599 14 DX PX2A          599 11 DX
QSO: 14092 RY 2018-09-29 1944 DK6IM         599 14 DX NP4AW         599 08 DX
QSO: 14093 RY 2018-09-29 1946 DK6IM         599 14 DX N4CO          599 05 SC
QSO: 14092 RY 2018-09-29 1948 DK6IM         599 14 DX KI6DY         599 04 KS
QSO: 14091 RY 2018-09-29 1949 DK6IM         599 14 DX K3RA          599 05 MD
QSO: 14088 RY 2018-09-29 1958 DK6IM         599 14 DX KI1G          599 05 RI
QSO: 14087 RY 2018-09-29 1959 DK6IM         599 14 DX K2QMF         599 05 NY
QSO: 14080 RY 2018-09-29 2014 DK6IM         599 14 DX VE5MX         599 04 SK
QSO: 14136 RY 2018-09-29 2022 DK6IM         599 14 DX N4SVC         599 05 FL
QSO: 14129 RY 2018-09-29 2027 DK6IM         599 14 DX P49X          599 9 DX
QSO: 14128 RY 2018-09-29 2028 DK6IM         599 14 DX K5ZD          599 05 MA
QSO: 14125 RY 2018-09-29 2032 DK6IM         599 14 DX NR4M          599 05 VA
QSO: 14123 RY 2018-09-29 2034 DK6IM         599 14 DX W4AAW         599 05 VA
QSO: 14122 RY 2018-09-29 2035 DK6IM         599 14 DX ZX2B          599 11 DX
QSO: 14119 RY 2018-09-29 2038 DK6IM         599 14 DX PY2NY         599 11 DX
QSO: 14113 RY 2018-09-29 2044 DK6IM         599 14 DX LU3HY         599 13 DX
QSO: 14110 RY 2018-09-29 2047 DK6IM         599 14 DX H88X          599 7 DX
QSO: 14000 RY 2018-09-29 2049 DK6IM         599 14 DX N6AR          599 05 FL
QSO: 14100 RY 2018-09-30 0825 DK6IM         599 14 DX UC8U          599 18 DX
QSO: 14129 RY 2018-09-30 0831 DK6IM         599 14 DX RZ9AD         599 17 DX
QSO: 14127 RY 2018-09-30 0834 DK6IM         599 14 DX UC0A          599 18 DX
QSO: 14126 RY 2018-09-30 0838 DK6IM         599 14 DX RU4LM         599 16 DX
QSO: 14111 RY 2018-09-30 0853 DK6IM         599 14 DX JR4OZR        599 25 DX
QSO: 14107 RY 2018-09-30 0858 DK6IM         599 14 DX R5AJ          599 16 DX
QSO: 14103 RY 2018-09-30 0905 DK6IM         599 14 DX EW6DM         599 16 DX
QSO: 14103 RY 2018-09-30 0906 DK6IM         599 14 DX RA9AU         599 17 DX
QSO: 14094 RY 2018-09-30 0911 DK6IM         599 14 DX 5C5W          599 33 DX
QSO: 14089 RY 2018-09-30 0914 DK6IM         599 14 DX RK3DXW        599 16 DX
QSO: 14093 RY 2018-09-30 0914 DK6IM         599 14 DX CS5CRE        599 14 DX
QSO: 14088 RY 2018-09-30 0917 DK6IM         599 14 DX R8XF          599 17 DX
QSO: 14088 RY 2018-09-30 0919 DK6IM         599 14 DX LA9TY         599 14 DX
QSO: 14081 RY 2018-09-30 0926 DK6IM         599 14 DX OH2XX         599 15 DX
QSO: 14000 RY 2018-09-30 0928 DK6IM         599 14 DX TA2EJ         599 20 DX
QSO: 14082 RY 2018-09-30 0934 DK6IM         599 14 DX OH8A          599 15 DX
QSO: 14083 RY 2018-09-30 0936 DK6IM         599 14 DX RW0A          599 18 DX
QSO: 14085 RY 2018-09-30 0951 DK6IM         599 14 DX TM6V          599 14 DX
QSO: 21082 RY 2018-09-30 0957 DK6IM         599 14 DX ED1LO         599 14 DX
QSO: 21081 RY 2018-09-30 0958 DK6IM         599 14 DX LZ4T          599 20 DX
QSO: 21100 RY 2018-09-30 1011 DK6IM         599 14 DX LZ9R          599 20 DX
QSO: 14135 RY 2018-09-30 1016 DK6IM         599 14 DX GW4MVA        599 14 DX
QSO: 14133 RY 2018-09-30 1017 DK6IM         599 14 DX LY5W          599 15 DX
QSO: 14134 RY 2018-09-30 1020 DK6IM         599 14 DX JH4UYB        599 25 DX
QSO: 14135 RY 2018-09-30 1021 DK6IM         599 14 DX GU3HFN        599 14 DX
QSO: 14129 RY 2018-09-30 1024 DK6IM         599 14 DX MW9W          599 14 DX
QSO: 14123 RY 2018-09-30 1027 DK6IM         599 14 DX RG9A          599 17 DX
QSO: 14000 RY 2018-09-30 1034 DK6IM         599 14 DX UA9CTT        599 17 DX
QSO: 14114 RY 2018-09-30 1036 DK6IM         599 14 DX UN6LN         599 17 DX
QSO: 14105 RY 2018-09-30 1051 DK6IM         599 14 DX OM100CSR      599 15 DX
QSO: 14151 RY 2018-09-30 1403 DK6IM         599 14 DX EW8AX         599 16 DX
QSO: 14148 RY 2018-09-30 1406 DK6IM         599 14 DX KG4SS         599 08 DX
QSO: 14147 RY 2018-09-30 1408 DK6IM         599 14 DX N4QS          599 04 KY
QSO: 14145 RY 2018-09-30 1410 DK6IM         599 14 DX K4WW          599 04 KY
QSO: 14138 RY 2018-09-30 1417 DK6IM         599 14 DX VE3CX         599 04 ON
QSO: 14080 RY 2018-09-30 1419 DK6IM         599 14 DX UT2QQ         599 16 DX
QSO: 14135 RY 2018-09-30 1422 DK6IM         599 14 DX AA5AU         599 4 LA
QSO: 21114 RY 2018-09-30 1425 DK6IM         599 14 DX VP2V/AA7V     599 8 DX
QSO: 21120 RY 2018-09-30 1428 DK6IM         599 14 DX LU1BJW        599 13 DX
QSO: 21115 RY 2018-09-30 1432 DK6IM         599 14 DX PY2KJ         599 11 DX
QSO: 21085 RY 2018-09-30 1439 DK6IM         599 14 DX CE1TT         599 12 DX
QSO: 21080 RY 2018-09-30 1440 DK6IM         599 14 DX LU5VV         599 13 DX
QSO: 21081 RY 2018-09-30 1454 DK6IM         599 14 DX CB1H          599 12 DX
QSO: 21089 RY 2018-09-30 1529 DK6IM         599 14 DX WT9U          599 04 IN
QSO: 21115 RY 2018-09-30 1549 DK6IM         599 14 DX AB8M          599 04 OH
QSO: 21112 RY 2018-09-30 1550 DK6IM         599 14 DX WB9Z          599 04 IL
QSO: 21109 RY 2018-09-30 1552 DK6IM         599 14 DX VE3DZ         599 04 ON
QSO: 21105 RY 2018-09-30 1555 DK6IM         599 14 DX VE3RZ         599 04 ON
QSO: 21101 RY 2018-09-30 1557 DK6IM         599 14 DX N8OO          599 04 LA
QSO: 21099 RY 2018-09-30 1559 DK6IM         599 14 DX W3GH          599 05 PA
QSO: 21097 RY 2018-09-30 1600 DK6IM         599 14 DX WW3S          599 05 PA
QSO: 21092 RY 2018-09-30 1602 DK6IM         599 14 DX K3DMG         599 04 OH
QSO: 21094 RY 2018-09-30 1602 DK6IM         599 14 DX KI1G          599 05 RI
QSO: 21092 RY 2018-09-30 1603 DK6IM         599 14 DX W3FV          599 05 PA
QSO: 21090 RY 2018-09-30 1605 DK6IM         599 14 DX VA3DF         599 04 ON
QSO: 21089 RY 2018-09-30 1606 DK6IM         599 14 DX K2RET         599 05 NJ
QSO: 21085 RY 2018-09-30 1608 DK6IM         599 14 DX NR4M          599 05 VA
QSO: 21084 RY 2018-09-30 1609 DK6IM         599 14 DX W4AAW         599 05 VA
QSO: 21000 RY 2018-09-30 1613 DK6IM         599 14 DX CW4MAX        599 13 DX
QSO: 14136 RY 2018-09-30 2018 DK6IM         599 14 DX W0JW          599 04 IA
QSO: 14137 RY 2018-09-30 2019 DK6IM         599 14 DX VE3TM         599 04 ON
QSO: 14139 RY 2018-09-30 2024 DK6IM         599 14 DX KE3GK         599 05 MD
QSO: 14144 RY 2018-09-30 2026 DK6IM         599 14 DX WW3S          599 05 PA
QSO: 14145 RY 2018-09-30 2027 DK6IM         599 14 DX KD8FS         599 04 MI
QSO: 14146 RY 2018-09-30 2029 DK6IM         599 14 DX CO2RQ         599 08 DX
QSO: 14148 RY 2018-09-30 2031 DK6IM         599 14 DX XE2B          599 06 DX
QSO: 14135 RY 2018-09-30 2042 DK6IM         599 14 DX W0LSD         599 4 CO
QSO: 14132 RY 2018-09-30 2044 DK6IM         599 14 DX V31MA         599 7 DX
QSO: 14130 RY 2018-09-30 2046 DK6IM         599 14 DX LU1BJW        599 13 DX
QSO: 14130 RY 2018-09-30 2047 DK6IM         599 14 DX W4GO          599 05 VA
QSO: 14126 RY 2018-09-30 2051 DK6IM         599 14 DX WB9Z          599 04 IL
QSO: 14124 RY 2018-09-30 2053 DK6IM         599 14 DX K9CT          599 04 IL
QSO: 14110 RY 2018-09-30 2056 DK6IM         599 14 DX W4MLB         599 05 FL
QSO: 14108 RY 2018-09-30 2058 DK6IM         599 14 DX W3GH          599 05 PA
QSO: 14086 RY 2018-09-30 2107 DK6IM         599 14 DX AC0C          599 04 KS
QSO:  7000 RY 2018-09-30 2110 DK6IM         599 14 DX LZ5T          599 20 DX
END-OF-LOG:
