START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: XE1CQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: XE1CQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2018.
QSO: 14129 RY 2018-09-29 1736 XE1CQ         599 06 DX N4VZ          599 05 SC
QSO: 14129 RY 2018-09-29 1737 XE1CQ         599 06 DX W4CU          599 05 FL
QSO: 14129 RY 2018-09-29 1741 XE1CQ         599 06 DX W4RM          599 05 VA
QSO: 14131 RY 2018-09-29 1748 XE1CQ         599 06 DX VE3KTB        599 04 ON
QSO: 21081 RY 2018-09-29 1928 XE1CQ         599 06 DX HK3JJB        599 09 DX
QSO: 14126 RY 2018-09-29 1950 XE1CQ         599 06 DX AE4WG         599 05 FL
QSO: 14126 RY 2018-09-29 1951 XE1CQ         599 06 DX K1JE          599 05 MA
QSO: 14127 RY 2018-09-29 1952 XE1CQ         599 06 DX KA1AF         599 05 FL
QSO: 14000 RY 2018-09-29 1953 XE1CQ         599 06 DX CO3VR         599 08 DX
QSO: 14128 RY 2018-09-29 1955 XE1CQ         599 06 DX WD5K          599 04 TX
QSO: 14128 RY 2018-09-29 1957 XE1CQ         599 06 DX N8BJQ         599 04 OH
QSO: 14126 RY 2018-09-29 1958 XE1CQ         599 06 DX K3WR          599 05 FL
QSO: 14128 RY 2018-09-29 1959 XE1CQ         599 06 DX AA3S          599 05 MD
QSO: 14128 RY 2018-09-29 2000 XE1CQ         599 06 DX W1AJT         599 05 NC
QSO: 14000 RY 2018-09-29 2002 XE1CQ         599 06 DX W9SE          599 04 IL
QSO: 14128 RY 2018-09-29 2003 XE1CQ         599 6 DX W7QDM         599 3 ID
QSO: 14128 RY 2018-09-29 2004 XE1CQ         599 06 DX W5CMM         599 04 LA
QSO: 14128 RY 2018-09-29 2005 XE1CQ         599 6 DX KS1J          599 5 RI
QSO: 14129 RY 2018-09-29 2037 XE1CQ         599 06 DX 9A1A          599 15 DX
QSO: 14000 RY 2018-09-29 2038 XE1CQ         599 6 DX WA2HIP        599 5 ME
QSO: 14129 RY 2018-09-29 2041 XE1CQ         599 06 DX N9TGR         599 04 IL
QSO: 14131 RY 2018-09-29 2042 XE1CQ         599 06 DX N6JV          599 03 CA
QSO: 14000 RY 2018-09-29 2043 XE1CQ         599 06 DX WA5LFD        599 04 TX
QSO: 14129 RY 2018-09-29 2044 XE1CQ         599 06 DX K2AL          599 05 NJ
QSO: 14129 RY 2018-09-29 2046 XE1CQ         599 6 DX AA5AU         599 4 LA
QSO: 14129 RY 2018-09-29 2047 XE1CQ         599 06 DX S53S          599 15 DX
QSO: 14000 RY 2018-09-29 2050 XE1CQ         599 06 DX W0YJT         599 04 KS
QSO: 14129 RY 2018-09-29 2051 XE1CQ         599 06 DX KE4KY         599 04 KY
QSO: 14121 RY 2018-09-29 2336 XE1CQ         599 06 DX KB1LRL        599 05 MA
QSO: 14121 RY 2018-09-29 2336 XE1CQ         599 06 DX W0RIC         599 03 AZ
QSO: 14121 RY 2018-09-29 2337 XE1CQ         599 06 DX VA3FF         599 04 ON
QSO: 14121 RY 2018-09-29 2338 XE1CQ         599 6 DX W0LSD         599 4 CO
QSO: 14121 RY 2018-09-29 2339 XE1CQ         599 06 DX K7SCX         599 04 CO
QSO: 14121 RY 2018-09-29 2342 XE1CQ         599 06 DX W3FV          599 05 PA
QSO: 14120 RY 2018-09-29 2343 XE1CQ         599 06 DX CE3DNP        599 12 DX
QSO: 14121 RY 2018-09-29 2344 XE1CQ         599 06 DX VE3MZD        599 04 ON
QSO: 14121 RY 2018-09-29 2346 XE1CQ         599 06 DX W1NU          599 05 MA
QSO: 14121 RY 2018-09-29 2348 XE1CQ         599 06 DX N4YDU         599 05 NC
QSO: 14123 RY 2018-09-29 2349 XE1CQ         599 06 DX WF7T          599 04 TN
QSO: 14072 RY 2018-09-29 2352 XE1CQ         599 06 DX K3ODX         599 05 PA
QSO: 14121 RY 2018-09-29 2352 XE1CQ         599 06 DX N7AT          599 03 AZ
QSO: 14121 RY 2018-09-29 2353 XE1CQ         599 06 DX AB1J          599 05 MA
QSO: 14121 RY 2018-09-29 2354 XE1CQ         599 06 DX NZ5O          599 04 LA
QSO: 14121 RY 2018-09-29 2355 XE1CQ         599 06 DX KS4S          599 05 NC
QSO: 14121 RY 2018-09-29 2359 XE1CQ         599 06 DX KI6DY         599 04 KS
QSO: 14000 RY 2018-09-30 0001 XE1CQ         599 06 DX LU1FM         599 13 DX
QSO: 14121 RY 2018-09-30 0001 XE1CQ         599 06 DX W0JW          599 04 IA
QSO: 14121 RY 2018-09-30 0002 XE1CQ         599 06 DX K7HP          599 03 AZ
QSO: 14121 RY 2018-09-30 0004 XE1CQ         599 06 DX K9IJ          599 04 IL
QSO: 14123 RY 2018-09-30 0006 XE1CQ         599 06 DX W7XQ          599 03 OR
QSO: 14000 RY 2018-09-30 0009 XE1CQ         599 06 DX K9ZO          599 04 IL
QSO: 14121 RY 2018-09-30 0010 XE1CQ         599 6 DX NN5T          599 04 TX
QSO: 14121 RY 2018-09-30 0011 XE1CQ         599 06 DX KC6X          599 04 NE
QSO: 14121 RY 2018-09-30 0011 XE1CQ         599 06 DX N7GP          599 03 AZ
QSO: 14121 RY 2018-09-30 0012 XE1CQ         599 06 DX N6RV          599 03 CA
QSO: 14121 RY 2018-09-30 0013 XE1CQ         599 06 DX K2MK          599 05 FL
QSO: 14121 RY 2018-09-30 0013 XE1CQ         599 06 DX WB0N          599 04 MN
QSO: 14121 RY 2018-09-30 0014 XE1CQ         599 06 DX K9ZM          599 04 IL
QSO: 14000 RY 2018-09-30 0019 XE1CQ         599 06 DX WA2JQZ        599 04 CO
QSO: 14121 RY 2018-09-30 0023 XE1CQ         599 06 DX CE1LTL        599 12 DX
QSO: 14121 RY 2018-09-30 0025 XE1CQ         599 06 DX W1GKT         599 04 AL
QSO: 14121 RY 2018-09-30 0026 XE1CQ         599 06 DX KC9K          599 04 IL
