START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SM5YRA
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JO89ia
CLAIMED-SCORE: 111370
NAME: Stephan Leeman
OPERATORS: SM5YRA
CLUB: SK5UM
CREATED-BY: N1MM Logger+ 1.0.7620.0
SOAPBOX: Lots of activities this weekend! Nice to work new countries and
SOAPBOX: stations in this big contest. Thanks everybody for the points
QSO: 21352 PH 2019-10-26 0848 SM5YRA        59  14     LZ9V          59  20
QSO: 21356 PH 2019-10-26 0849 SM5YRA        59  14     9A7A          59  15
QSO: 21373 PH 2019-10-26 0849 SM5YRA        59  14     S50G          59  15
QSO: 21380 PH 2019-10-26 0850 SM5YRA        59  14     S58Y          59  15
QSO: 21390 PH 2019-10-26 0850 SM5YRA        59  14     S50W          59  15
QSO: 21351 PH 2019-10-26 0851 SM5YRA        59  14     S53MM         59  15
QSO: 21339 PH 2019-10-26 0910 SM5YRA        59  14     9A7Z          59  15
QSO: 21326 PH 2019-10-26 0913 SM5YRA        59  14     V55A          59  38
QSO: 21246 PH 2019-10-26 0919 SM5YRA        59  14     TC2MK         59  20
QSO: 21256 PH 2019-10-26 0919 SM5YRA        59  14     IO9R          59  15
QSO: 21270 PH 2019-10-26 0927 SM5YRA        59  14     P33W          59  20
QSO: 21272 PH 2019-10-26 0927 SM5YRA        59  14     TC4A          59  20
QSO: 21282 PH 2019-10-26 0929 SM5YRA        59  14     A44A          59  21
QSO: 21287 PH 2019-10-26 0931 SM5YRA        59  14     ET3AA         59  37
QSO: 21290 PH 2019-10-26 0933 SM5YRA        59  14     CN3A          59  33
QSO: 21314 PH 2019-10-26 0939 SM5YRA        59  14     4Z7Z          59  20
QSO: 21323 PH 2019-10-26 0941 SM5YRA        59  14     A73A          59  21
QSO: 21375 PH 2019-10-26 0948 SM5YRA        59  14     ZS6TVB        59  38
QSO: 21365 PH 2019-10-26 0950 SM5YRA        59  14     CT3KN         59  33
QSO: 21385 PH 2019-10-26 0950 SM5YRA        59  14     IH9P          59  33
QSO: 21394 PH 2019-10-26 0951 SM5YRA        59  14     DH1TT         59  14
QSO: 21400 PH 2019-10-26 0952 SM5YRA        59  14     LY7Z          59  15
QSO: 21414 PH 2019-10-26 0954 SM5YRA        59  14     HZ1SK         59  21
QSO: 21368 PH 2019-10-26 0957 SM5YRA        59  14     ZS6MRK        59  38
QSO: 21315 PH 2019-10-26 0959 SM5YRA        59  14     D4C           59  35
QSO: 21294 PH 2019-10-26 1000 SM5YRA        59  14     M0BJL         59  14
QSO: 21336 PH 2019-10-26 1027 SM5YRA        59  14     6W1RY         59  35
QSO: 21310 PH 2019-10-26 1029 SM5YRA        59  14     TC3A          59  20
QSO: 21318 PH 2019-10-26 1030 SM5YRA        59  14     PR4T          59  11
QSO: 21234 PH 2019-10-26 1031 SM5YRA        59  14     PX2A          59  11
QSO: 21228 PH 2019-10-26 1034 SM5YRA        59  14     CR3DX         59  33
QSO: 21218 PH 2019-10-26 1034 SM5YRA        59  14     9A4W          59  15
QSO: 21251 PH 2019-10-26 1036 SM5YRA        59  14     EA7PP         59  14
QSO: 21261 PH 2019-10-26 1039 SM5YRA        59  14     ED7R          59  14
QSO: 21266 PH 2019-10-26 1043 SM5YRA        59  14     ZP5AA         59  11
QSO: 28420 PH 2019-10-26 1052 SM5YRA        59  14     E77A          59  15
QSO: 28427 PH 2019-10-26 1053 SM5YRA        59  14     D4C           59  35
QSO: 28524 PH 2019-10-26 1059 SM5YRA        59  14     V55A          59  38
QSO: 28494 PH 2019-10-26 1100 SM5YRA        59  14     YT5A          59  15
QSO: 28475 PH 2019-10-26 1101 SM5YRA        59  14     LZ1GU         59  20
QSO: 28483 PH 2019-10-26 1103 SM5YRA        59  14     S58D          59  15
QSO: 28470 PH 2019-10-26 1104 SM5YRA        59  14     F5OHM         59  14
QSO: 28460 PH 2019-10-26 1105 SM5YRA        59  14     EF8R          59  33
QSO: 28510 PH 2019-10-26 1114 SM5YRA        59  14     EA7PP         59  14
QSO: 28505 PH 2019-10-26 1116 SM5YRA        59  14     ED1B          59  14
QSO: 28518 PH 2019-10-26 1118 SM5YRA        59  14     M6T           59  14
QSO: 28435 PH 2019-10-26 1230 SM5YRA        59  14     CR3DX         59  33
QSO: 21336 PH 2019-10-26 1258 SM5YRA        59  14     PY2KJ         59  11
QSO: 21277 PH 2019-10-26 1306 SM5YRA        59  14     LS2D          59  13
QSO: 21353 PH 2019-10-26 1307 SM5YRA        59  14     CB1H          59  12
QSO: 21368 PH 2019-10-26 1309 SM5YRA        59  14     PY5QW         59  11
QSO: 21357 PH 2019-10-26 1310 SM5YRA        59  14     EF8R          59  33
QSO: 21417 PH 2019-10-26 1321 SM5YRA        59  14     ZZ2T          59  11
QSO: 21412 PH 2019-10-26 1323 SM5YRA        59  14     HC0T          59  10
QSO: 21431 PH 2019-10-26 1328 SM5YRA        59  14     KP4/KA1R      59  08
QSO: 21424 PH 2019-10-26 1329 SM5YRA        59  14     PS2T          59  11
QSO: 21304 PH 2019-10-26 1336 SM5YRA        59  14     7X2VFK        59  33
QSO: 21326 PH 2019-10-26 1338 SM5YRA        59  14     HZ1BL         59  21
QSO: 21183 PH 2019-10-26 1350 SM5YRA        59  14     TR8CA         59  36
QSO: 21288 PH 2019-10-26 1352 SM5YRA        59  14     PP1WW         59  11
QSO: 21176 PH 2019-10-26 1353 SM5YRA        59  14     LU8YE         59  13
QSO: 21238 PH 2019-10-26 1355 SM5YRA        59  14     LU5VV         59  13
QSO: 21359 PH 2019-10-26 1359 SM5YRA        59  14     PZ5K          59  09
QSO: 21217 PH 2019-10-26 1401 SM5YRA        59  14     FY5KE         59  09
QSO: 14336 PH 2019-10-26 1515 SM5YRA        59  14     D4C           59  35
