START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: PG1R
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR:
CLAIMED-SCORE: 71795
NAME: Ruud Ivens
OPERATORS: PG1R
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: Rig TS590S, barefoot, average output 80 Watts in this contest.
SOAPBOX: Antenna horizontal dipole for 15-80m bands 5m over ground 17m long.
SOAPBOX: Moderate propagation on 10 and 15M great activity on other bands.
SOAPBOX: Many thanks for the contest. I enjoyed it very much!
QSO: 21227 PH 2019-10-26 0903 PG1R          59  14     RM4HZ         59  16
QSO: 21270 PH 2019-10-26 0917 PG1R          59  14     P33W          59  20
QSO: 21282 PH 2019-10-26 0919 PG1R          59  14     A44A          59  21
QSO: 21310 PH 2019-10-26 0920 PG1R          59  14     UW5ZM         59  16
QSO: 21372 PH 2019-10-26 0922 PG1R          59  14     UB7K          59  16
QSO: 21174 PH 2019-10-26 0925 PG1R          59  14     RL6M          59  16
QSO: 21188 PH 2019-10-26 0929 PG1R          59  14     EF8R          59  33
QSO: 21223 PH 2019-10-26 0933 PG1R          59  14     UW2M          59  16
QSO: 21228 PH 2019-10-26 0933 PG1R          59  14     CR3DX         59  33
QSO: 21250 PH 2019-10-26 0940 PG1R          59  14     RA9P          59  18
QSO: 21308 PH 2019-10-26 0949 PG1R          59  14     YP0C          59  20
QSO: 21313 PH 2019-10-26 0953 PG1R          59  14     OH1VR         59  15
QSO: 21323 PH 2019-10-26 0955 PG1R          59  14     A73A          59  21
QSO: 21365 PH 2019-10-26 0958 PG1R          59  14     CT3KN         59  33
QSO: 14117 PH 2019-10-26 1006 PG1R          59  14     YL2CI         59  15
QSO: 14128 PH 2019-10-26 1010 PG1R          59  14     Z30A          59  15
QSO: 14130 PH 2019-10-26 1011 PG1R          59  14     UA2FZ         59  15
QSO: 14133 PH 2019-10-26 1012 PG1R          59  14     IR9Z          59  15
QSO: 14139 PH 2019-10-26 1013 PG1R          59  14     ED1R          59  14
QSO: 14141 PH 2019-10-26 1014 PG1R          59  14     S54K          59  15
QSO: 14144 PH 2019-10-26 1015 PG1R          59  14     EA7KB         59  14
QSO: 14149 PH 2019-10-26 1016 PG1R          59  14     RU1A          59  16
QSO: 14154 PH 2019-10-26 1018 PG1R          59  14     YT1A          59  15
QSO: 14167 PH 2019-10-26 1020 PG1R          59  14     S51YI         59  15
QSO: 14172 PH 2019-10-26 1022 PG1R          59  14     IR7T          59  15
QSO: 14175 PH 2019-10-26 1023 PG1R          59  14     YT5A          59  15
QSO: 14177 PH 2019-10-26 1023 PG1R          59  14     CS5SS         59  14
QSO: 14191 PH 2019-10-26 1027 PG1R          59  14     UW1M          59  16
QSO: 14197 PH 2019-10-26 1028 PG1R          59  14     YU7GMN        59  15
QSO: 14201 PH 2019-10-26 1028 PG1R          59  14     UR3GU         59  16
