START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M0LMK
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: JO01RI
CLAIMED-SCORE: 5600
NAME: Matt
OPERATORS: M0LMK
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: A casual entry to givbe away some points. Thanks all!
QSO: 14199 PH 2019-10-27 0843 M0LMK         59  14     CR6P          59  14
QSO: 14228 PH 2019-10-27 0845 M0LMK         59  14     9A9A          59  15
QSO: 14236 PH 2019-10-27 0845 M0LMK         59  14     RJ4P          59  16
QSO: 14279 PH 2019-10-27 0847 M0LMK         59  14     OH8X          59  15
QSO: 14274 PH 2019-10-27 0848 M0LMK         59  14     F5TRO         59  14
QSO: 14272 PH 2019-10-27 0850 M0LMK         59  14     LY2IJ         59  15
QSO: 14266 PH 2019-10-27 0851 M0LMK         59  14     SV9/SV0IG     59  20
QSO: 14258 PH 2019-10-27 0852 M0LMK         59  14     IZ2ODM        59  15
QSO: 14254 PH 2019-10-27 0854 M0LMK         59  14     OM0M          59  15
QSO: 14243 PH 2019-10-27 0855 M0LMK         59  14     EA5ON         59  14
QSO: 14237 PH 2019-10-27 0856 M0LMK         59  14     UZ3A          59  16
QSO: 14171 PH 2019-10-27 0900 M0LMK         59  14     UP2L          59  17
QSO: 14163 PH 2019-10-27 0902 M0LMK         59  14     UA4M          59  16
QSO: 14159 PH 2019-10-27 0904 M0LMK         59  14     UR3GU         59  16
QSO: 14139 PH 2019-10-27 1008 M0LMK         59  14     YL2BJ         59  15
QSO: 14128 PH 2019-10-27 1124 M0LMK         59  14     IR4E          59  15
QSO: 14290 PH 2019-10-27 1129 M0LMK         59  14     IR4M          59  15
QSO: 14235 PH 2019-10-27 1131 M0LMK         59  14     HG3N          59  15
QSO: 14225 PH 2019-10-27 1132 M0LMK         59  14     YT1X          59  15
QSO: 14195 PH 2019-10-27 1132 M0LMK         59  14     YT5A          59  15
QSO: 14186 PH 2019-10-27 1133 M0LMK         59  14     YL4U          59  15
QSO: 14185 PH 2019-10-27 1134 M0LMK         59  14     RW3XZ         59  16
QSO: 14209 PH 2019-10-27 1136 M0LMK         59  14     YT1A          59  15
QSO: 14196 PH 2019-10-27 1137 M0LMK         59  14     S57AL         59  15
QSO: 14176 PH 2019-10-27 1138 M0LMK         59  14     S57DX         59  15
QSO: 14165 PH 2019-10-27 1139 M0LMK         59  14     OH6RE         59  15
QSO: 14150 PH 2019-10-27 1140 M0LMK         59  14     HG7T          59  15
QSO: 14144 PH 2019-10-27 1141 M0LMK         59  14     9A3AG         59  15
QSO: 14136 PH 2019-10-27 1141 M0LMK         59  14     UP0L          59  17
QSO: 14131 PH 2019-10-27 1142 M0LMK         59  14     S54K          59  15
QSO: 14146 PH 2019-10-27 1147 M0LMK         59  14     UY3U          59  16
QSO: 14104 PH 2019-10-27 1152 M0LMK         59  14     R4RT          59  16
QSO: 14099 PH 2019-10-27 1153 M0LMK         59  14     IS0BSR        59  15
QSO: 14107 PH 2019-10-27 1201 M0LMK         59  14     4X63FR        59  20
QSO: 14126 PH 2019-10-27 1203 M0LMK         59  14     IQ4FA         59  15
QSO: 14249 PH 2019-10-27 1209 M0LMK         59  14     9A7A          59  15
QSO: 14269 PH 2019-10-27 1211 M0LMK         59  14     RM3DA         59  16
QSO: 14273 PH 2019-10-27 1212 M0LMK         59  14     LZ5R          59  20
QSO: 14280 PH 2019-10-27 1213 M0LMK         59  14     ES9C          59  15
QSO: 14295 PH 2019-10-27 1222 M0LMK         59  14     UB7K          59  16
QSO: 14300 PH 2019-10-27 1223 M0LMK         59  14     LG80T         59  14
QSO: 14302 PH 2019-10-27 1224 M0LMK         59  14     E7DX          59  15
QSO: 14310 PH 2019-10-27 1226 M0LMK         59  14     LZ60KAA       59  20
QSO: 14314 PH 2019-10-27 1227 M0LMK         59  14     YR8D          59  20
QSO: 14331 PH 2019-10-27 1228 M0LMK         59  14     YU5R          59  15
QSO: 14338 PH 2019-10-27 1234 M0LMK         59  14     R2AA          59  16
QSO: 14347 PH 2019-10-27 1237 M0LMK         59  14     9A5Y          59  15
QSO: 14303 PH 2019-10-27 1243 M0LMK         59  14     IK4LZH        59  15
QSO: 14297 PH 2019-10-27 1244 M0LMK         59  14     ES6RW         59  15
QSO: 14266 PH 2019-10-27 1245 M0LMK         59  14     IR3Z          59  15
QSO: 14242 PH 2019-10-27 1311 M0LMK         59  14     HA8A          59  15
QSO: 14313 PH 2019-10-27 1313 M0LMK         59  14     IR6T          59  15
QSO: 14307 PH 2019-10-27 1314 M0LMK         59  14     IF9A          59  15
QSO: 14281 PH 2019-10-27 1317 M0LMK         59  14     AA3B          59  05
QSO: 14254 PH 2019-10-27 1322 M0LMK         59  14     II2S          59  15
QSO: 14240 PH 2019-10-27 1323 M0LMK         59  14     RU1A          59  16
QSO: 14209 PH 2019-10-27 1325 M0LMK         59  14     US1I          59  16
QSO: 14182 PH 2019-10-27 1326 M0LMK         59  14     RT4G          59  16
QSO: 14120 PH 2019-10-27 1329 M0LMK         59  14     YU7ZZ         59  15
QSO: 14115 PH 2019-10-27 1330 M0LMK         59  14     ES1BH         59  15
QSO: 14102 PH 2019-10-27 1330 M0LMK         59  14     RA3Y          59  16
