START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: UR5WCQ
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: KN19
CLAIMED-SCORE: 270180
NAME: Pavel Sakhno
CLUB: Ukrainian Contest Club
CREATED-BY: MixW 2.19
SOAPBOX: FT1000mp  . .
QSO: 14102 PH 2019-10-26 0925 UR5WCQ        59  16     IS0BSR        59  15     0
QSO: 14104 PH 2019-10-26 0926 UR5WCQ        59  16     OR1Z          59  14     0
QSO: 14113 PH 2019-10-26 0927 UR5WCQ        59  16     I1NVU         59  15     0
QSO: 14114 PH 2019-10-26 0928 UR5WCQ        59  16     DJ5MW         59  14     0
QSO: 14121 PH 2019-10-26 0932 UR5WCQ        59  16     EA5ON         59  14     0
QSO: 14123 PH 2019-10-26 0933 UR5WCQ        59  16     G4R           59  14     0
QSO: 14129 PH 2019-10-26 0934 UR5WCQ        59  16     R1CAM         59  16     0
QSO: 14133 PH 2019-10-26 0935 UR5WCQ        59  16     IR9Z          59  15     0
QSO: 14136 PH 2019-10-26 0935 UR5WCQ        59  16     RX3N          59  16     0
QSO: 14142 PH 2019-10-26 0936 UR5WCQ        59  16     IR6T          59  15     0
QSO: 14145 PH 2019-10-26 0937 UR5WCQ        59  16     HB9H          59  14     0
QSO: 14156 PH 2019-10-26 0939 UR5WCQ        59  16     PI4COM        59  14     0
QSO: 14159 PH 2019-10-26 0940 UR5WCQ        59  16     ON4KCY        59  14     0
QSO: 14175 PH 2019-10-26 0942 UR5WCQ        59  16     YT5A          59  15     0
QSO: 14178 PH 2019-10-26 0943 UR5WCQ        59  16     C4W           59  20     0
QSO: 14183 PH 2019-10-26 0945 UR5WCQ        59  16     FY5KE         59  9      0
QSO: 14192 PH 2019-10-26 0947 UR5WCQ        59  16     F4ENK         59  14     0
QSO: 14194 PH 2019-10-26 0948 UR5WCQ        59  16     DR1A          59  14     0
QSO: 14200 PH 2019-10-26 0949 UR5WCQ        59  16     S51YI         59  15     0
QSO: 14204 PH 2019-10-26 0951 UR5WCQ        59  16     SZ3P          59  20     0
