START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: LC9A
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
GRID-LOCATOR:
CLAIMED-SCORE: 135330
NAME: Stian Eklund
OPERATORS: LC9A
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: TU for a great contest even though condx were rough.
QSO:  7084 PH 2019-10-27 0602 LC9A          59  14     IR2Q          59  15
QSO:  7081 PH 2019-10-27 0602 LC9A          59  14     R2AA          59  16
QSO:  7074 PH 2019-10-27 0602 LC9A          59  14     SP9KDA        59  15
QSO:  3685 PH 2019-10-27 0603 LC9A          59  14     PA3EWP        59  14
QSO:  7060 PH 2019-10-27 0604 LC9A          59  14     9A1PKC        59  15
QSO:  7057 PH 2019-10-27 0604 LC9A          59  14     LY5YY         59  15
QSO:  7128 PH 2019-10-27 0607 LC9A          59  14     OT5K          59  14
QSO: 14193 PH 2019-10-27 0610 LC9A          59  14     DR5N          59  14
QSO:  7174 PH 2019-10-27 0610 LC9A          59  14     LY1FW         59  15
QSO:  7187 PH 2019-10-27 0611 LC9A          59  14     IR4M          59  15
QSO:  7168 PH 2019-10-27 0620 LC9A          59  14     DL5JS         59  14
QSO: 14194 PH 2019-10-27 0621 LC9A          59  14     YU1DW         59  15
QSO:  7184 PH 2019-10-27 0622 LC9A          59  14     II2S          59  15
QSO: 14224 PH 2019-10-27 0624 LC9A          59  14     RC6U          59  16
QSO:  7163 PH 2019-10-27 0625 LC9A          59  14     UA2FF         59  15
QSO: 14259 PH 2019-10-27 0628 LC9A          59  14     LX7I          59  14
QSO:  7102 PH 2019-10-27 0633 LC9A          59  14     YQ8T          59  20
QSO: 14274 PH 2019-10-27 0637 LC9A          59  14     9K2HN         59  21
QSO: 14321 PH 2019-10-27 0640 LC9A          59  14     IZ3NYG        59  15
QSO: 14333 PH 2019-10-27 0641 LC9A          59  14     3Z50DVP       59  15
QSO: 14342 PH 2019-10-27 0641 LC9A          59  14     S50K          59  15
QSO: 14350 PH 2019-10-27 0642 LC9A          59  14     UA9TF         59  16
QSO:  7111 PH 2019-10-27 0642 LC9A          59  14     OH5Z          59  15
QSO:  7126 PH 2019-10-27 0645 LC9A          59  14     TM3R          59  14
QSO: 14154 PH 2019-10-27 0651 LC9A          59  14     UW1M          59  16
QSO: 14179 PH 2019-10-27 0652 LC9A          59  14     HA8M          59  15
QSO: 14188 PH 2019-10-27 0655 LC9A          59  14     YT0W          59  15
QSO: 14200 PH 2019-10-27 0714 LC9A          59  14     IK1TO         59  15
QSO:  3727 PH 2019-10-27 0718 LC9A          59  14     G0MTN         59  14
QSO:  7175 PH 2019-10-27 0721 LC9A          59  14     LY1LB         59  15
QSO:  7180 PH 2019-10-27 0722 LC9A          59  14     ES3V          59  15
QSO: 14115 PH 2019-10-27 0724 LC9A          59  14     HG6N          59  15
QSO:  7152 PH 2019-10-27 0725 LC9A          59  14     SQ1OD         59  15
QSO:  7120 PH 2019-10-27 0728 LC9A          59  14     IK3UNA        59  15
QSO: 14130 PH 2019-10-27 0730 LC9A          59  14     DL4SKF        59  14
QSO: 14149 PH 2019-10-27 0735 LC9A          59  14     DR3W          59  14
QSO: 14151 PH 2019-10-27 0735 LC9A          59  14     P33W          59  20
QSO: 14155 PH 2019-10-27 0736 LC9A          59  14     RN9S          59  16
QSO:  7177 PH 2019-10-27 0743 LC9A          59  14     PA7A          59  14
QSO: 21170 PH 2019-10-27 0745 LC9A          59  14     EA6AMM        59  14
QSO: 14200 PH 2019-10-27 0748 LC9A          59  14     IT9BDM        59  15
QSO: 14196 PH 2019-10-27 0749 LC9A          59  14     LZ2JA         59  20
QSO: 14171 PH 2019-10-27 0752 LC9A          59  14     HB9A          59  14
QSO:  7098 PH 2019-10-27 0753 LC9A          59  14     MM3T          59  14
QSO:  7167 PH 2019-10-27 0757 LC9A          59  14     OG7A          59  15
QSO:  7092 PH 2019-10-27 0806 LC9A          59  14     IV3UHL        59  15
QSO: 14297 PH 2019-10-27 0806 LC9A          59  14     OM0M          59  15
QSO: 14322 PH 2019-10-27 0810 LC9A          59  14     YO4BEX        59  20
QSO: 14335 PH 2019-10-27 0810 LC9A          59  14     OL3Z          59  15
QSO: 14213 PH 2019-10-27 0820 LC9A          59  14     EE7P          59  14
QSO:  7112 PH 2019-10-27 0824 LC9A          59  14     IZ5ILK        59  15
QSO: 14299 PH 2019-10-27 0825 LC9A          59  14     IV3CNZ        59  15
QSO: 14236 PH 2019-10-27 0827 LC9A          59  14     RJ4P          59  16
QSO: 21238 PH 2019-10-27 0831 LC9A          59  14     ED3X          59  14
QSO:  7151 PH 2019-10-27 0833 LC9A          59  14     SP1NY         59  15
QSO:  7159 PH 2019-10-27 0834 LC9A          59  14     SQ8LUU        59  15
QSO:  7163 PH 2019-10-27 0835 LC9A          59  14     SQ3M          59  15
QSO:  7179 PH 2019-10-27 0836 LC9A          59  14     DJ5MW         59  14
QSO: 21268 PH 2019-10-27 0838 LC9A          59  14     II9P          59  15
QSO: 14210 PH 2019-10-27 0841 LC9A          59  14     RW4W          59  16
QSO:  7123 PH 2019-10-27 0841 LC9A          59  14     OR2F          59  14
QSO: 14191 PH 2019-10-27 0842 LC9A          59  14     IW1RBI        59  15
QSO: 14181 PH 2019-10-27 0845 LC9A          59  14     LZ5R          59  20
QSO: 14163 PH 2019-10-27 0847 LC9A          59  14     UA4M          59  16
QSO: 14160 PH 2019-10-27 0849 LC9A          59  14     CR3DX         59  33
QSO: 14131 PH 2019-10-27 0850 LC9A          59  14     F2YT          59  14
QSO: 14122 PH 2019-10-27 0853 LC9A          59  14     TM3R          59  14
QSO: 14135 PH 2019-10-27 0855 LC9A          59  14     EF8R          59  33
QSO: 21272 PH 2019-10-27 0857 LC9A          59  14     LZ9W          59  20
QSO: 14153 PH 2019-10-27 0903 LC9A          59  14     II8M          59  15
QSO:  7066 PH 2019-10-27 0913 LC9A          59  14     LA4C          59  14
QSO: 14214 PH 2019-10-27 0923 LC9A          59  14     OQ5M          59  14
QSO: 14174 PH 2019-10-27 0926 LC9A          59  14     UR2Y          59  16
QSO: 14233 PH 2019-10-27 0927 LC9A          59  14     HG6L          59  15
QSO: 21178 PH 2019-10-27 0929 LC9A          59  14     IZ0VXY        59  15
QSO: 14341 PH 2019-10-27 0930 LC9A          59  14     GW5L          59  14
QSO: 14146 PH 2019-10-27 0931 LC9A          59  14     UY3U          59  16
QSO: 14203 PH 2019-10-27 0931 LC9A          59  14     OM1DK         59  15
QSO: 14272 PH 2019-10-27 0932 LC9A          59  14     ZX2V          59  11
QSO: 14290 PH 2019-10-27 0933 LC9A          59  14     ED4T          59  14
QSO: 14214 PH 2019-10-27 0946 LC9A          59  14     OP4K          59  14
QSO: 21280 PH 2019-10-27 0947 LC9A          59  14     EA1ACP        59  14
QSO: 21290 PH 2019-10-27 0949 LC9A          59  14     EA3KE         59  14
QSO: 21290 PH 2019-10-27 0953 LC9A          59  14     IZ5HQB        59  15
QSO: 21290 PH 2019-10-27 0954 LC9A          59  14     Z35W          59  15
QSO: 21277 PH 2019-10-27 0959 LC9A          59  14     IQ7JA         59  15
QSO: 21240 PH 2019-10-27 1001 LC9A          59  14     TM6M          59  14
QSO: 14128 PH 2019-10-27 1004 LC9A          59  14     OE3LZA        59  15
QSO: 14157 PH 2019-10-27 1005 LC9A          59  14     PI4COM        59  14
QSO: 14166 PH 2019-10-27 1013 LC9A          59  14     C4W           59  20
QSO: 21273 PH 2019-10-27 1018 LC9A          59  14     IQ4FA         59  15
QSO: 14209 PH 2019-10-27 1031 LC9A          59  14     EA7KB         59  14
QSO: 14217 PH 2019-10-27 1032 LC9A          59  14     G0MTN         59  14
QSO: 14100 PH 2019-10-27 1036 LC9A          59  14     OR1Z          59  14
QSO: 14119 PH 2019-10-27 1045 LC9A          59  14     PJ4NG         59  09
QSO: 14124 PH 2019-10-27 1046 LC9A          59  14     FY5KE         59  09
QSO: 14141 PH 2019-10-27 1049 LC9A          59  14     PJ4K          59  09
QSO: 14157 PH 2019-10-27 1053 LC9A          59  14     S53MM         59  15
QSO: 14212 PH 2019-10-27 1059 LC9A          59  14     RT6A          59  16
QSO: 14333 PH 2019-10-27 1104 LC9A          59  14     RL4F          59  16
QSO: 21171 PH 2019-10-27 1110 LC9A          59  14     ED2R          59  14
QSO: 14105 PH 2019-10-27 1114 LC9A          59  14     LX/G1TPA      59  14
QSO: 14127 PH 2019-10-27 1115 LC9A          59  14     DL4WA         59  14
QSO: 14107 PH 2019-10-27 1119 LC9A          59  14     C4T           59  20
QSO: 14132 PH 2019-10-27 1119 LC9A          59  14     V26B          59  08
QSO: 14173 PH 2019-10-27 1121 LC9A          59  14     YQ6A          59  20
QSO: 14103 PH 2019-10-27 1123 LC9A          59  14     E7DX          59  15
QSO: 14186 PH 2019-10-27 1130 LC9A          59  14     UT1DX         59  16
QSO: 21182 PH 2019-10-27 1134 LC9A          59  14     IS0BWM        59  15
QSO: 14251 PH 2019-10-27 1140 LC9A          59  14     DL2ARD        59  14
QSO: 21159 PH 2019-10-27 1141 LC9A          59  14     EA3HJO        59  14
QSO: 14122 PH 2019-10-27 1143 LC9A          59  14     VY2TT         59  05
QSO: 21169 PH 2019-10-27 1149 LC9A          59  14     CR2L          59  14
QSO: 21187 PH 2019-10-27 1157 LC9A          59  14     PJ4K          59  09
QSO: 14156 PH 2019-10-27 1213 LC9A          59  14     HB2K          59  14
QSO: 14210 PH 2019-10-27 1219 LC9A          59  14     IR4X          59  15
QSO: 21302 PH 2019-10-27 1225 LC9A          59  14     EC2DX         59  14
QSO: 14253 PH 2019-10-27 1229 LC9A          59  14     DR1A          59  14
QSO: 14238 PH 2019-10-27 1230 LC9A          59  14     UW5ZM         59  16
QSO: 21190 PH 2019-10-27 1236 LC9A          59  14     V26B          59  08
QSO: 14196 PH 2019-10-27 1238 LC9A          59  14     YT5A          59  15
QSO: 21197 PH 2019-10-27 1241 LC9A          59  14     EC5CR         59  14
QSO: 14127 PH 2019-10-27 1242 LC9A          59  14     RA7A          59  16
QSO: 21403 PH 2019-10-27 1243 LC9A          59  14     EC1DJ         59  14
QSO:  7131 PH 2019-10-27 1248 LC9A          59  14     G5O           59  14
QSO:  7145 PH 2019-10-27 1250 LC9A          59  14     DF8AE         59  14
QSO:  7195 PH 2019-10-27 1252 LC9A          59  14     UA4S          59  16
QSO:  7080 PH 2019-10-27 1255 LC9A          59  14     UI2F          59  15
QSO: 14237 PH 2019-10-27 1300 LC9A          59  14     UR6GU         59  16
QSO: 14232 PH 2019-10-27 1302 LC9A          59  14     IO3F          59  15
QSO: 14242 PH 2019-10-27 1302 LC9A          59  14     HA8A          59  15
QSO: 14246 PH 2019-10-27 1303 LC9A          59  14     9A2EU         59  15
QSO:  7142 PH 2019-10-27 1307 LC9A          59  14     YL7X          59  15
QSO: 14182 PH 2019-10-27 1311 LC9A          59  14     ON3LAD        59  14
QSO: 14102 PH 2019-10-27 1317 LC9A          59  14     OM6W          59  15
QSO: 14152 PH 2019-10-27 1321 LC9A          59  14     9A5CZK        59  15
QSO: 14152 PH 2019-10-27 1323 LC9A          59  14     OE5KKP        59  15
QSO: 14152 PH 2019-10-27 1325 LC9A          59  14     G8XTJ         59  14
QSO: 14286 PH 2019-10-27 1330 LC9A          59  14     DK8MZ         59  14
QSO: 14302 PH 2019-10-27 1330 LC9A          59  14     PC2T          59  14
QSO:  7185 PH 2019-10-27 1334 LC9A          59  14     DK6BA         59  14
QSO:  7166 PH 2019-10-27 1336 LC9A          59  14     SK0QO         59  14
QSO:  7166 PH 2019-10-27 1337 LC9A          59  14     SE6K          59  14
QSO: 21263 PH 2019-10-27 1342 LC9A          59  14     CN3A          59  33
QSO: 21348 PH 2019-10-27 1343 LC9A          59  14     CR3DX         59  33
QSO: 14308 PH 2019-10-27 1345 LC9A          59  14     OQ4Q          59  14
QSO: 14266 PH 2019-10-27 1347 LC9A          59  14     M4A           59  14
QSO: 14104 PH 2019-10-27 1350 LC9A          59  14     RL3QI         59  16
QSO: 14117 PH 2019-10-27 1350 LC9A          59  14     M0SQC         59  14
QSO: 14140 PH 2019-10-27 1357 LC9A          59  14     ED9B          59  33
QSO: 14130 PH 2019-10-27 1400 LC9A          59  14     DL8RDL        59  14
QSO: 14151 PH 2019-10-27 1405 LC9A          59  14     US0MS         59  16
QSO: 14151 PH 2019-10-27 1412 LC9A          59  14     MW6M          59  14
QSO: 14151 PH 2019-10-27 1415 LC9A          59  14     S51JQ         59  15
QSO: 14105 PH 2019-10-27 1419 LC9A          59  14     M0HMJ         59  14
QSO: 14151 PH 2019-10-27 1424 LC9A          59  14     F5DRD         59  14
QSO: 14151 PH 2019-10-27 1425 LC9A          59  14     F4ETG         59  14
QSO: 14151 PH 2019-10-27 1427 LC9A          59  14     GW0ARK        59  14
QSO: 14171 PH 2019-10-27 1436 LC9A          59  14     4Z7Z          59  20
QSO: 14100 PH 2019-10-27 1454 LC9A          59  14     MU0GSY        59  14
QSO: 14101 PH 2019-10-27 1454 LC9A          59  14     SV2ESW        59  20
QSO: 14105 PH 2019-10-27 1454 LC9A          59  14     MU2K          59  14
QSO: 14119 PH 2019-10-27 1455 LC9A          59  14     YO9HP         59  20
QSO: 14152 PH 2019-10-27 1456 LC9A          59  14     F5OHM         59  14
QSO:  7137 PH 2019-10-27 1515 LC9A          59  14     LY5AX         59  15
QSO: 14148 PH 2019-10-27 1531 LC9A          59  14     IK1JJM        59  15
QSO: 14181 PH 2019-10-27 1532 LC9A          59  14     IZ7NLJ        59  15
QSO: 14249 PH 2019-10-27 1534 LC9A          59  14     IZ2ODM        59  15
QSO: 14115 PH 2019-10-27 1537 LC9A          59  14     3V8SS         59  33
QSO: 14141 PH 2019-10-27 1539 LC9A          59  14     F6DZU         59  14
QSO:  7192 PH 2019-10-27 1543 LC9A          59  14     DD7CW         59  14
QSO:  7185 PH 2019-10-27 1545 LC9A          59  14     DL5GAC        59  14
QSO:  7153 PH 2019-10-27 1546 LC9A          59  14     YT7A          59  15
QSO:  7047 PH 2019-10-27 1550 LC9A          59  14     E77EA         59  15
QSO:  7061 PH 2019-10-27 1551 LC9A          59  14     DM6V          59  14
QSO:  7073 PH 2019-10-27 1553 LC9A          59  14     UA2FZ         59  15
QSO:  7084 PH 2019-10-27 1554 LC9A          59  14     SP2GMA        59  15
QSO:  7091 PH 2019-10-27 1554 LC9A          59  14     DL7UGN        59  14
QSO:  7184 PH 2019-10-27 1556 LC9A          59  14     DK5TX         59  14
QSO:  7184 PH 2019-10-27 1558 LC9A          59  14     M3P           59  14
QSO:  7184 PH 2019-10-27 1559 LC9A          59  14     DK2LO         59  14
QSO:  7184 PH 2019-10-27 1559 LC9A          59  14     DK9HN         59  14
QSO:  7184 PH 2019-10-27 1559 LC9A          59  14     R2AL          59  16
QSO:  7184 PH 2019-10-27 1600 LC9A          59  14     OK6AA         59  15
QSO:  7184 PH 2019-10-27 1611 LC9A          59  14     DL5BAW        59  14
QSO:  7184 PH 2019-10-27 1612 LC9A          59  14     M0HAO         59  14
QSO:  7070 PH 2019-10-27 1618 LC9A          59  14     RL3BZ         59  16
QSO:  7138 PH 2019-10-27 1634 LC9A          59  14     SZ1A          59  20
QSO:  7179 PH 2019-10-27 1638 LC9A          59  14     DK6VKO        59  14
QSO:  7098 PH 2019-10-27 1651 LC9A          59  14     RA3W          59  16
QSO:  7056 PH 2019-10-27 1704 LC9A          59  14     SQ2EAN        59  15
QSO:  7056 PH 2019-10-27 1705 LC9A          59  14     DF3TE         59  14
QSO:  7056 PH 2019-10-27 1706 LC9A          59  14     3Z50DVP       59  15
QSO:  7056 PH 2019-10-27 1708 LC9A          59  14     SP3UIW        59  15
QSO:  7056 PH 2019-10-27 1713 LC9A          59  14     SP5DRA        59  15
QSO:  7066 PH 2019-10-27 1719 LC9A          59  14     HB2K          59  14
QSO:  7120 PH 2019-10-27 1722 LC9A          59  14     DQ4W          59  14
QSO:  7145 PH 2019-10-27 1722 LC9A          59  14     DL3PWR        59  14
QSO:  7114 PH 2019-10-27 1737 LC9A          59  14     S51CK         59  15
QSO:  7047 PH 2019-10-27 1751 LC9A          59  14     GI4T          59  14
QSO:  7186 PH 2019-10-27 1757 LC9A          59  14     OE5KKP        59  15
QSO:  7073 PH 2019-10-27 1758 LC9A          59  14     E7CW          59  15
QSO:  7084 PH 2019-10-27 1805 LC9A          59  14     PD9Z          59  14
QSO:  7080 PH 2019-10-27 1806 LC9A          59  14     IZ3IBL        59  15
QSO:  7096 PH 2019-10-27 1807 LC9A          59  14     SV2CLJ        59  20
QSO:  7111 PH 2019-10-27 1808 LC9A          59  14     MD4K          59  14
QSO:  7139 PH 2019-10-27 1811 LC9A          59  14     DL1T          59  14
QSO:  7156 PH 2019-10-27 1812 LC9A          59  14     ED8W          59  33
QSO:  7164 PH 2019-10-27 1814 LC9A          59  14     EI7M          59  14
QSO:  7057 PH 2019-10-27 1832 LC9A          59  14     IO3F          59  15
QSO:  7129 PH 2019-10-27 1833 LC9A          59  14     IR3Z          59  15
QSO: 14157 PH 2019-10-27 1838 LC9A          59  14     EF5Y          59  14
QSO: 14271 PH 2019-10-27 1842 LC9A          59  14     ED7W          59  14
QSO: 14182 PH 2019-10-27 1846 LC9A          59  14     EA7PP         59  14
QSO:  3664 PH 2019-10-27 1853 LC9A          59  14     EF8R          59  33
QSO:  3790 PH 2019-10-27 1914 LC9A          59  14     LZ9W          59  20
QSO:  3667 PH 2019-10-27 1922 LC9A          59  14     GM2T          59  14
QSO:  3622 PH 2019-10-27 1926 LC9A          59  14     IR7T          59  15
QSO:  3607 PH 2019-10-27 1936 LC9A          59  14     OR1Z          59  14
QSO:  3722 PH 2019-10-27 1938 LC9A          59  14     DP6T          59  14
QSO:  7173 PH 2019-10-27 1954 LC9A          59  14     F1DHX         59  14
QSO:  3622 PH 2019-10-27 2000 LC9A          59  14     DJ5MW         59  14
QSO:  3631 PH 2019-10-27 2004 LC9A          59  14     SN5V          59  15
QSO:  3740 PH 2019-10-27 2007 LC9A          59  14     OK5D          59  15
QSO:  3709 PH 2019-10-27 2011 LC9A          59  14     DP7D          59  14
QSO:  3662 PH 2019-10-27 2028 LC9A          59  14     G5O           59  14
QSO:  7179 PH 2019-10-27 2030 LC9A          59  14     YT5A          59  15
QSO:  3707 PH 2019-10-27 2039 LC9A          59  14     SP8K          59  15
QSO:  7115 PH 2019-10-27 2045 LC9A          59  14     CR6P          59  14
QSO:  3603 PH 2019-10-27 2055 LC9A          59  14     DR7B          59  14
QSO:  3646 PH 2019-10-27 2058 LC9A          59  14     DM6V          59  14
QSO:  3669 PH 2019-10-27 2059 LC9A          59  14     G3Q           59  14
QSO:  7048 PH 2019-10-27 2106 LC9A          59  14     S53MM         59  15
QSO:  7052 PH 2019-10-27 2106 LC9A          59  14     IZ1OSP        59  15
QSO:  7116 PH 2019-10-27 2109 LC9A          59  14     EF1A          59  14
QSO:  3612 PH 2019-10-27 2118 LC9A          59  14     SP3P          59  15
QSO:  3616 PH 2019-10-27 2118 LC9A          59  14     PA6AA         59  14
QSO:  7056 PH 2019-10-27 2127 LC9A          59  14     F6IRA         59  14
QSO:  3639 PH 2019-10-27 2130 LC9A          59  14     TF3T          59  40
QSO:  3606 PH 2019-10-27 2152 LC9A          59  14     G2W           59  14
QSO:  3689 PH 2019-10-27 2158 LC9A          59  14     OH5Z          59  15
QSO:  3623 PH 2019-10-27 2201 LC9A          59  14     DL9UP         59  14
QSO:  3702 PH 2019-10-27 2207 LC9A          59  14     OK6T          59  15
QSO:  3714 PH 2019-10-27 2208 LC9A          59  14     9A3JB         59  15
QSO:  3766 PH 2019-10-27 2211 LC9A          59  14     HG7T          59  15
END-OF-LOG:
