START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: CT2JBD
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: IM58IR
CLAIMED-SCORE: 38860
NAME: Jaime
OPERATORS: CT2JBD
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7591.0
SOAPBOX: Good contest.
SOAPBOX: Equip. Yaesu FT-920
SOAPBOX: Ant: Cuhcraft MA-5B, Cushcraft R-6000 and Euro-comm SE-HF-360 (40m/80m).
QSO:  7117 PH 2019-10-26 1124 CT2JBD        59  14     F5KOK         59  14
QSO: 14200 PH 2019-10-26 1125 CT2JBD        59  14     YT1X          59  15
QSO: 14209 PH 2019-10-26 1127 CT2JBD        59  14     IT9BDM        59  15
QSO: 14189 PH 2019-10-26 1129 CT2JBD        59  14     D4C           59  35
QSO: 14180 PH 2019-10-26 1130 CT2JBD        59  14     N5DX          59  04
QSO: 14210 PH 2019-10-26 1141 CT2JBD        59  14     II2S          59  15
QSO: 14222 PH 2019-10-26 1144 CT2JBD        59  14     EV1R          59  16
QSO: 14225 PH 2019-10-26 1145 CT2JBD        59  14     OT5A          59  14
QSO: 14226 PH 2019-10-26 1147 CT2JBD        59  14     DR5N          59  14
QSO: 14240 PH 2019-10-26 1149 CT2JBD        59  14     TM6M          59  14
QSO: 14239 PH 2019-10-26 1154 CT2JBD        59  14     EA3AQ         59  14
QSO: 14243 PH 2019-10-26 1157 CT2JBD        59  14     OM0M          59  15
QSO: 14246 PH 2019-10-26 1159 CT2JBD        59  14     US1I          59  16
QSO: 14256 PH 2019-10-26 1202 CT2JBD        59  14     S54K          59  15
QSO: 14192 PH 2019-10-26 1207 CT2JBD        59  14     IK4LZH        59  15
QSO: 14185 PH 2019-10-26 1211 CT2JBD        59  14     DM4X          59  14
QSO: 14217 PH 2019-10-26 1214 CT2JBD        59  14     IK2YCW        59  15
