START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DF2LH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: jo53ar
CLAIMED-SCORE: 230044
NAME: Thomas Seibt
OPERATORS: DF2LH
CLUB: BAVARIAN CONTEST CLUB
CREATED-BY: UcxLog 7.97
SOAPBOX: 10-20m Antenna down, PA defect... what should go wrong with 100W
QSO: 21000 PH 2019-10-26 1106 DF2LH         59  14     EF8R          59  33     0
QSO: 21000 PH 2019-10-26 1108 DF2LH         59  14     ZS6TVB        59  38     0
QSO: 21000 PH 2019-10-26 1110 DF2LH         59  14     EA1NE         59  14     0
QSO: 21000 PH 2019-10-26 1112 DF2LH         59  14     D68CCC        59  39     0
QSO: 21000 PH 2019-10-26 1113 DF2LH         59  14     IR4X          59  15     0
QSO: 21000 PH 2019-10-26 1114 DF2LH         59  14     4X6FR         59  20     0
QSO: 21000 PH 2019-10-26 1118 DF2LH         59  14     ED7O          59  14     0
QSO: 21000 PH 2019-10-26 1128 DF2LH         59  14     9H6A          59  15     0
QSO: 21000 PH 2019-10-26 1130 DF2LH         59  14     TM0DX         59  14     0
QSO: 21000 PH 2019-10-26 1133 DF2LH         59  14     PS2T          59  11     0
QSO: 21000 PH 2019-10-26 1135 DF2LH         59  14     EA7IA         59  14     0
QSO: 21000 PH 2019-10-26 1143 DF2LH         59  14     CR6P          59  14     0
QSO: 21000 PH 2019-10-26 1207 DF2LH         59  14     8P5A          59  08     0
QSO: 21000 PH 2019-10-26 1229 DF2LH         59  14     P40T          59  09     0
QSO: 21000 PH 2019-10-26 1231 DF2LH         59  14     ZW8T          59  11     0
QSO: 21000 PH 2019-10-26 1246 DF2LH         59  14     KP3ZM         59  08     0
QSO: 21000 PH 2019-10-26 1248 DF2LH         59  14     P33W          59  20     0
QSO: 21000 PH 2019-10-26 1252 DF2LH         59  14     CR5CW         59  14     0
QSO: 21000 PH 2019-10-26 1255 DF2LH         59  14     FY5KE         59  09     0
QSO: 21000 PH 2019-10-26 1304 DF2LH         59  14     ED7R          59  14     0
QSO: 21000 PH 2019-10-26 1312 DF2LH         59  14     ED9E          59  33     0
QSO: 21000 PH 2019-10-26 1314 DF2LH         59  14     PY2UD         59  11     0
QSO: 21000 PH 2019-10-26 1356 DF2LH         59  14     HI3LT         59  08     0
QSO: 21000 PH 2019-10-26 1402 DF2LH         59  14     PJ2T          59  09     0
QSO: 21000 PH 2019-10-26 1405 DF2LH         59  14     V47T          59  08     0
QSO: 21000 PH 2019-10-26 1423 DF2LH         59  14     CR3DX         59  33     0
QSO: 21000 PH 2019-10-26 1426 DF2LH         59  14     CT3KN         59  33     0
QSO: 28000 PH 2019-10-26 1505 DF2LH         59  14     IB9T          59  15     0
QSO: 21000 PH 2019-10-26 1510 DF2LH         59  14     PY2KJ         59  11     0
QSO: 21000 PH 2019-10-26 1514 DF2LH         59  14     PZ5K          59  09     0
QSO: 21000 PH 2019-10-26 1521 DF2LH         59  14     IR6T          59  15     0
QSO: 21000 PH 2019-10-26 1528 DF2LH         59  14     IO5O          59  15     0
QSO: 21000 PH 2019-10-26 1534 DF2LH         59  14     9A4W          59  15     0
QSO: 21000 PH 2019-10-26 1535 DF2LH         59  14     IR4M          59  15     0
QSO: 21000 PH 2019-10-26 1535 DF2LH         59  14     9A7Z          59  15     0
QSO: 14000 PH 2019-10-26 1540 DF2LH         59  14     IR1G          59  15     0
QSO: 14000 PH 2019-10-26 1742 DF2LH         59  14     ED8H          59  33     0
QSO: 14000 PH 2019-10-26 1744 DF2LH         59  14     C4W           59  20     0
QSO: 14000 PH 2019-10-26 1750 DF2LH         59  14     V26B          59  08     0
QSO: 14000 PH 2019-10-26 1755 DF2LH         59  14     IO8T          59  15     0
QSO: 14000 PH 2019-10-26 1810 DF2LH         59  14     CN3A          59  33     0
QSO: 14000 PH 2019-10-26 1811 DF2LH         59  14     IO9A          59  15     0
QSO: 14000 PH 2019-10-26 1842 DF2LH         59  14     CR3DX         59  33     0
QSO:  3500 PH 2019-10-26 1853 DF2LH         59  14     SP8K          59  15     0
QSO:  3500 PH 2019-10-26 1854 DF2LH         59  14     OL9R          59  15     0
QSO:  3500 PH 2019-10-26 1858 DF2LH         59  14     DL1NKS        59  14     0
QSO:  3500 PH 2019-10-26 1900 DF2LH         59  14     OR1Z          59  14     0
QSO:  3500 PH 2019-10-26 1901 DF2LH         59  14     G5O           59  14     0
QSO:  3500 PH 2019-10-26 1902 DF2LH         59  14     ON4KCY        59  14     0
QSO:  3500 PH 2019-10-26 1903 DF2LH         59  14     OK1M          59  15     0
QSO:  3500 PH 2019-10-26 1903 DF2LH         59  14     OL3R          59  15     0
QSO:  3500 PH 2019-10-26 1905 DF2LH         59  14     PA9M          59  14     0
QSO:  3500 PH 2019-10-26 1906 DF2LH         59  14     YL2SW         59  15     0
QSO:  3500 PH 2019-10-26 1914 DF2LH         59  14     S58N          59  15     0
QSO:  3500 PH 2019-10-26 1917 DF2LH         59  14     PC2T          59  14     0
QSO:  3500 PH 2019-10-26 1918 DF2LH         59  14     OK5D          59  15     0
QSO:  3500 PH 2019-10-26 1919 DF2LH         59  14     PA3EWP        59  14     0
QSO:  3500 PH 2019-10-26 1919 DF2LH         59  14     S54ZZ         59  15     0
QSO:  3500 PH 2019-10-26 2027 DF2LH         59  14     SQ6H          59  15     0
QSO:  3500 PH 2019-10-26 2028 DF2LH         59  14     OK6T          59  15     0
QSO:  3500 PH 2019-10-26 2029 DF2LH         59  14     OM3IAG        59  15     0
QSO:  3500 PH 2019-10-26 2030 DF2LH         59  14     9A7A          59  15     0
QSO:  3500 PH 2019-10-26 2031 DF2LH         59  14     UX2X          59  16     0
QSO:  3500 PH 2019-10-26 2033 DF2LH         59  14     OL4C          59  15     0
QSO:  3500 PH 2019-10-26 2035 DF2LH         59  14     OM2VL         59  15     0
QSO:  3500 PH 2019-10-26 2036 DF2LH         59  14     HG8R          59  15     0
QSO:  3500 PH 2019-10-26 2037 DF2LH         59  14     HB9HLM        59  14     0
QSO:  3500 PH 2019-10-26 2038 DF2LH         59  14     EU1WW         59  16     0
QSO:  3500 PH 2019-10-26 2039 DF2LH         59  14     ES9C          59  15     0
QSO:  3500 PH 2019-10-26 2042 DF2LH         59  14     LZ9W          59  20     0
QSO:  3500 PH 2019-10-26 2045 DF2LH         59  14     R7AB          59  16     0
QSO:  3500 PH 2019-10-26 2046 DF2LH         59  14     YR8D          59  20     0
QSO:  3500 PH 2019-10-26 2114 DF2LH         59  14     OH2PQ         59  15     0
QSO:  3500 PH 2019-10-26 2114 DF2LH         59  14     LY7Z          59  15     0
QSO:  3500 PH 2019-10-26 2118 DF2LH         59  14     RW4W          59  16     0
QSO:  3500 PH 2019-10-26 2121 DF2LH         59  14     OM6TX         59  15     0
QSO:  3500 PH 2019-10-26 2123 DF2LH         59  14     G4OZG         59  14     0
QSO:  3500 PH 2019-10-26 2129 DF2LH         59  14     RK9AX         59  17     0
QSO:  3500 PH 2019-10-26 2132 DF2LH         59  14     UC5G          59  16     0
QSO:  3500 PH 2019-10-26 2133 DF2LH         59  14     UT0RS         59  16     0
QSO:  1800 PH 2019-10-26 2134 DF2LH         59  14     DA2X          59  14     0
QSO:  1800 PH 2019-10-26 2135 DF2LH         59  14     F6KOP         59  14     0
QSO:  1800 PH 2019-10-26 2138 DF2LH         59  14     HB90TOC       59  14     0
QSO:  1800 PH 2019-10-26 2138 DF2LH         59  14     LY5W          59  15     0
QSO:  1800 PH 2019-10-26 2141 DF2LH         59  14     LY7Z          59  15     0
QSO:  1800 PH 2019-10-26 2142 DF2LH         59  14     OT5A          59  14     0
QSO:  1800 PH 2019-10-26 2148 DF2LH         59  14     ES9C          59  15     0
QSO:  1800 PH 2019-10-26 2150 DF2LH         59  14     OH1XT         59  15     0
QSO:  1800 PH 2019-10-27 0404 DF2LH         59  14     EU1WW         59  16     0
QSO:  1800 PH 2019-10-27 0404 DF2LH         59  14     YT8A          59  15     0
QSO:  1800 PH 2019-10-27 0405 DF2LH         59  14     DL1NKS        59  14     0
QSO:  1800 PH 2019-10-27 0406 DF2LH         59  14     M6T           59  14     0
QSO:  1800 PH 2019-10-27 0406 DF2LH         59  14     OK1T          59  15     0
QSO:  1800 PH 2019-10-27 0410 DF2LH         59  14     IR3Z          59  15     0
QSO:  3500 PH 2019-10-27 0427 DF2LH         59  14     F8KLY         59  14     0
QSO:  3500 PH 2019-10-27 0428 DF2LH         59  14     SN5V          59  15     0
QSO:  3500 PH 2019-10-27 0430 DF2LH         59  14     IR3Z          59  15     0
QSO:  3500 PH 2019-10-27 0431 DF2LH         59  14     IZ1OSP        59  15     0
QSO:  3500 PH 2019-10-27 0432 DF2LH         59  14     IR2Q          59  15     0
QSO:  3500 PH 2019-10-27 0433 DF2LH         59  14     S51RBC        59  15     0
QSO:  3500 PH 2019-10-27 0435 DF2LH         59  14     YT1R          59  15     0
QSO:  3500 PH 2019-10-27 0436 DF2LH         59  14     II2S          59  15     0
QSO:  3500 PH 2019-10-27 0437 DF2LH         59  14     E7CW          59  15     0
QSO:  3500 PH 2019-10-27 0439 DF2LH         59  14     EF8R          59  33     0
QSO:  3500 PH 2019-10-27 0441 DF2LH         59  14     HA5PP         59  15     0
QSO:  3500 PH 2019-10-27 0442 DF2LH         59  14     IK2YCW        59  15     0
QSO:  3500 PH 2019-10-27 0443 DF2LH         59  14     HB9A          59  14     0
QSO:  3500 PH 2019-10-27 0454 DF2LH         59  14     S56Y          59  15     0
QSO:  3500 PH 2019-10-27 0455 DF2LH         59  14     EI7M          59  14     0
QSO:  3500 PH 2019-10-27 0456 DF2LH         59  14     HG7T          59  15     0
QSO:  3500 PH 2019-10-27 0458 DF2LH         59  14     IR4X          59  15     0
QSO:  3500 PH 2019-10-27 0503 DF2LH         59  14     W3LPL         59  05     0
QSO:  3500 PH 2019-10-27 0504 DF2LH         59  14     CR6P          59  14     0
QSO:  3500 PH 2019-10-27 0505 DF2LH         59  14     IQ3PN         59  15     0
QSO:  3500 PH 2019-10-27 0506 DF2LH         59  14     II9P          59  15     0
QSO:  3500 PH 2019-10-27 0507 DF2LH         59  14     IR1G          59  15     0
QSO:  7000 PH 2019-10-27 0526 DF2LH         59  14     Z35T          59  15     0
QSO:  7000 PH 2019-10-27 0526 DF2LH         59  14     9A7A          59  15     0
QSO:  7000 PH 2019-10-27 0527 DF2LH         59  14     LZ9W          59  20     0
QSO:  7000 PH 2019-10-27 0536 DF2LH         59  14     SO4R          59  15     0
QSO:  7000 PH 2019-10-27 0537 DF2LH         59  14     EU1WW         59  16     0
QSO:  7000 PH 2019-10-27 0538 DF2LH         59  14     LY1FW         59  15     0
QSO:  7000 PH 2019-10-27 0539 DF2LH         59  14     LY4ZF         59  15     0
QSO:  7000 PH 2019-10-27 0540 DF2LH         59  14     YT7A          59  15     0
QSO:  7000 PH 2019-10-27 0542 DF2LH         59  14     YT5A          59  15     0
QSO:  7000 PH 2019-10-27 0543 DF2LH         59  14     LY5Y          59  15     0
QSO:  7000 PH 2019-10-27 0543 DF2LH         59  14     OM7AT         59  15     0
QSO:  7000 PH 2019-10-27 0545 DF2LH         59  14     EU1A          59  16     0
QSO:  7000 PH 2019-10-27 0547 DF2LH         59  14     YP0C          59  20     0
QSO:  7000 PH 2019-10-27 0548 DF2LH         59  14     RM4HZ         59  16     0
QSO:  7000 PH 2019-10-27 0549 DF2LH         59  14     YQ8T          59  20     0
QSO:  7000 PH 2019-10-27 0550 DF2LH         59  14     EW6W          59  16     0
QSO:  7000 PH 2019-10-27 0552 DF2LH         59  14     LN1B          59  14     0
QSO:  7000 PH 2019-10-27 0553 DF2LH         59  14     S53M          59  15     0
QSO:  7000 PH 2019-10-27 0553 DF2LH         59  14     II4A          59  15     0
QSO: 14000 PH 2019-10-27 0558 DF2LH         59  14     RC6U          59  16     0
QSO: 14000 PH 2019-10-27 0600 DF2LH         59  14     UI5R          59  16     0
QSO: 14000 PH 2019-10-27 0600 DF2LH         59  14     SV9/SV0IG     59  20     0
QSO: 14000 PH 2019-10-27 0602 DF2LH         59  14     P33W          59  20     0
QSO: 14000 PH 2019-10-27 0607 DF2LH         59  14     LZ5R          59  20     0
QSO: 14000 PH 2019-10-27 0608 DF2LH         59  14     TC0F          59  20     0
QSO: 14000 PH 2019-10-27 0612 DF2LH         59  14     A44A          59  21     0
QSO: 14000 PH 2019-10-27 0619 DF2LH         59  14     ER1MM         59  16     0
QSO: 14000 PH 2019-10-27 0620 DF2LH         59  14     RW3XZ         59  16     0
QSO: 14000 PH 2019-10-27 0635 DF2LH         59  14     RW4W          59  16     0
QSO: 14000 PH 2019-10-27 0637 DF2LH         59  14     9K9A          59  21     0
QSO: 14000 PH 2019-10-27 0638 DF2LH         59  14     UA4M          59  16     0
QSO: 14000 PH 2019-10-27 0641 DF2LH         59  14     YT2ISM        59  15     0
QSO: 14000 PH 2019-10-27 0642 DF2LH         59  14     EA7PP         59  14     0
QSO: 14000 PH 2019-10-27 0644 DF2LH         59  14     LY4Q          59  15     0
QSO:  7000 PH 2019-10-27 0646 DF2LH         59  14     ES6RW         59  15     0
QSO:  7000 PH 2019-10-27 0647 DF2LH         59  14     LY7Z          59  15     0
QSO:  7000 PH 2019-10-27 0647 DF2LH         59  14     GI4T          59  14     0
QSO:  7000 PH 2019-10-27 0649 DF2LH         59  14     LY5XX         59  15     0
QSO:  7000 PH 2019-10-27 0653 DF2LH         59  14     4U1A          59  15     0
QSO:  7000 PH 2019-10-27 0654 DF2LH         59  14     SP7D          59  15     0
QSO:  7000 PH 2019-10-27 0655 DF2LH         59  14     IZ4REF        59  15     0
QSO:  7000 PH 2019-10-27 0656 DF2LH         59  14     OL5J          59  15     0
QSO:  7000 PH 2019-10-27 0656 DF2LH         59  14     IR7T          59  15     0
QSO:  7000 PH 2019-10-27 0658 DF2LH         59  14     RU1A          59  16     0
QSO:  7000 PH 2019-10-27 0659 DF2LH         59  14     OH5Z          59  15     0
QSO:  7000 PH 2019-10-27 0659 DF2LH         59  14     OL9Z          59  15     0
QSO:  7000 PH 2019-10-27 0700 DF2LH         59  14     SQ8LUU        59  15     0
QSO:  7000 PH 2019-10-27 0701 DF2LH         59  14     TM3R          59  14     0
QSO:  7000 PH 2019-10-27 0701 DF2LH         59  14     EI0R          59  14     0
QSO:  7000 PH 2019-10-27 0702 DF2LH         59  14     OT5K          59  14     0
QSO:  7000 PH 2019-10-27 0703 DF2LH         59  14     F5KOK         59  14     0
QSO:  7000 PH 2019-10-27 0703 DF2LH         59  14     CR6T          59  14     0
QSO:  7000 PH 2019-10-27 0713 DF2LH         59  14     E7DX          59  15     0
QSO:  7000 PH 2019-10-27 0714 DF2LH         59  14     OE5T          59  15     0
QSO:  7000 PH 2019-10-27 0716 DF2LH         59  14     IR6T          59  15     0
QSO:  7000 PH 2019-10-27 0716 DF2LH         59  14     PZ5K          59  09     0
QSO:  7000 PH 2019-10-27 0718 DF2LH         59  14     MM3T          59  14     0
QSO: 21000 PH 2019-10-27 0719 DF2LH         59  14     RZ3LC         59  16     0
QSO: 21000 PH 2019-10-27 0720 DF2LH         59  14     LZ5QZ         59  20     0
QSO: 21000 PH 2019-10-27 0720 DF2LH         59  14     EW2A          59  16     0
QSO: 21000 PH 2019-10-27 0722 DF2LH         59  14     TC0F          59  20     0
QSO: 21000 PH 2019-10-27 0722 DF2LH         59  14     RL3A          59  16     0
QSO: 21000 PH 2019-10-27 0723 DF2LH         59  14     EW6W          59  16     0
QSO: 21000 PH 2019-10-27 0724 DF2LH         59  14     7Z1IS         59  21     0
QSO: 21000 PH 2019-10-27 0725 DF2LH         59  14     SV1PMH        59  20     0
QSO: 21000 PH 2019-10-27 0728 DF2LH         59  14     V55A          59  38     0
QSO: 21000 PH 2019-10-27 0732 DF2LH         59  14     HZ1TT         59  21     0
QSO: 21000 PH 2019-10-27 0744 DF2LH         59  14     LY1R          59  15     0
QSO: 21000 PH 2019-10-27 0745 DF2LH         59  14     IB9T          59  15     0
QSO: 21000 PH 2019-10-27 0745 DF2LH         59  14     IH9P          59  33     0
QSO: 21000 PH 2019-10-27 0745 DF2LH         59  14     LZ9V          59  20     0
QSO: 21000 PH 2019-10-27 0748 DF2LH         59  14     4X0T          59  20     0
QSO: 21000 PH 2019-10-27 0748 DF2LH         59  14     GM2T          59  14     0
QSO: 21000 PH 2019-10-27 0749 DF2LH         59  14     RU1A          59  16     0
QSO: 21000 PH 2019-10-27 0751 DF2LH         59  14     YL4U          59  15     0
QSO: 21000 PH 2019-10-27 0752 DF2LH         59  14     LY7Z          59  15     0
QSO: 21000 PH 2019-10-27 0755 DF2LH         59  14     UN9GD         59  17     0
QSO: 21000 PH 2019-10-27 0759 DF2LH         59  14     TC2MK         59  20     0
QSO: 21000 PH 2019-10-27 0803 DF2LH         59  14     EU1TL         59  16     0
QSO: 21000 PH 2019-10-27 0805 DF2LH         59  14     LY2TS         59  15     0
QSO: 21000 PH 2019-10-27 0812 DF2LH         59  14     EF1W          59  14     0
QSO: 21000 PH 2019-10-27 0813 DF2LH         59  14     SV9COL        59  20     0
QSO: 21000 PH 2019-10-27 0814 DF2LH         59  14     RW3DU         59  16     0
QSO: 28000 PH 2019-10-27 0820 DF2LH         59  14     RL3A          59  16     0
QSO: 28000 PH 2019-10-27 0821 DF2LH         59  14     F8NAN         59  14     0
QSO: 28000 PH 2019-10-27 0822 DF2LH         59  14     EC2DX         59  14     0
QSO: 28000 PH 2019-10-27 0823 DF2LH         59  14     EW6W          59  16     0
QSO: 28000 PH 2019-10-27 0823 DF2LH         59  14     EW2W          59  16     0
QSO: 28000 PH 2019-10-27 0826 DF2LH         59  14     LY5I          59  15     0
QSO: 28000 PH 2019-10-27 0828 DF2LH         59  14     DK2LO         59  14     0
QSO: 28000 PH 2019-10-27 0830 DF2LH         59  14     EU1WW         59  16     0
QSO: 28000 PH 2019-10-27 0830 DF2LH         59  14     F1AGR         59  14     0
QSO: 28000 PH 2019-10-27 0832 DF2LH         59  14     F5MSB         59  14     0
QSO: 28000 PH 2019-10-27 0834 DF2LH         59  14     EA2DMH        59  14     0
QSO: 28000 PH 2019-10-27 0835 DF2LH         59  14     EU1A          59  16     0
QSO: 28000 PH 2019-10-27 0836 DF2LH         59  14     R2AA          59  16     0
QSO: 28000 PH 2019-10-27 0846 DF2LH         59  14     ED1R          59  14     0
QSO: 28000 PH 2019-10-27 0847 DF2LH         59  14     EV1R          59  16     0
QSO: 28000 PH 2019-10-27 0848 DF2LH         59  14     F5USK         59  14     0
QSO: 28000 PH 2019-10-27 0850 DF2LH         59  14     EA1ACP        59  14     0
QSO: 28000 PH 2019-10-27 0851 DF2LH         59  14     EE3A          59  14     0
QSO: 28000 PH 2019-10-27 0855 DF2LH         59  14     CN3A          59  33     0
QSO: 28000 PH 2019-10-27 0856 DF2LH         59  14     EE5T          59  14     0
QSO: 28000 PH 2019-10-27 0902 DF2LH         59  14     EA4TD         59  14     0
QSO: 28000 PH 2019-10-27 0905 DF2LH         59  14     EF8R          59  33     0
QSO: 28000 PH 2019-10-27 0909 DF2LH         59  14     EA5KL         59  14     0
QSO: 28000 PH 2019-10-27 0910 DF2LH         59  14     F5RAG         59  14     0
QSO: 28000 PH 2019-10-27 0916 DF2LH         59  14     M0YRX         59  14     0
QSO: 28000 PH 2019-10-27 0919 DF2LH         59  14     2E0CVN        59  14     0
QSO: 28000 PH 2019-10-27 0919 DF2LH         59  14     OK2BZE        59  15     0
QSO: 28000 PH 2019-10-27 0920 DF2LH         59  14     EA4AA         59  14     0
QSO: 28000 PH 2019-10-27 0920 DF2LH         59  14     MW0DNF        59  14     0
QSO: 28000 PH 2019-10-27 0921 DF2LH         59  14     G3ZGC         59  14     0
QSO: 28000 PH 2019-10-27 0924 DF2LH         59  14     TM0DX         59  14     0
QSO: 28000 PH 2019-10-27 0926 DF2LH         59  14     MW6M          59  14     0
QSO: 28000 PH 2019-10-27 0927 DF2LH         59  14     M0MCV         59  14     0
QSO: 28000 PH 2019-10-27 0931 DF2LH         59  14     G4R           59  14     0
QSO: 28000 PH 2019-10-27 0932 DF2LH         59  14     DK0HAT        59  14     0
QSO: 28000 PH 2019-10-27 0932 DF2LH         59  14     G6HUI         59  14     0
QSO: 28000 PH 2019-10-27 0934 DF2LH         59  14     EF1W          59  14     0
QSO: 28000 PH 2019-10-27 0942 DF2LH         59  14     EE1I          59  14     0
QSO: 28000 PH 2019-10-27 0943 DF2LH         59  14     ED1B          59  14     0
QSO: 28000 PH 2019-10-27 0946 DF2LH         59  14     G8A           59  14     0
