START-OF-LOG: 2.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: F17
CALLSIGN: DF0FFH
CLUB: DARC
CLAIMED-SCORE: 270408
OPERATORS: DL3CB DL7FL DO1HYL DG4FCJ DL1LBX DG3FH DH1TZ DL5ML DF0FFH DL5FH DK8FA
QSO:  3734 PH 2017-10-21 2308 DF0FFH        59  F17  DL6AL         59  H44      1
QSO:  3734 PH 2017-10-21 2309 DF0FFH        59  F17  DR1B          59  I02      1
QSO:  3734 PH 2017-10-21 2310 DF0FFH        59  F17  DJ7YA         59  O05      1
QSO:  3734 PH 2017-10-21 2311 DF0FFH        59  F17  DL5LS         59  M01      1
QSO:  3734 PH 2017-10-21 2312 DF0FFH        59  F17  DL6KWN        59  V07      1
QSO:  3734 PH 2017-10-21 2312 DF0FFH        59  F17  DK0GSM        59  A47      1
QSO:  3734 PH 2017-10-21 2313 DF0FFH        59  F17  DB1RUL        59  A22      1
QSO:  3734 PH 2017-10-21 2313 DF0FFH        59  F17  DL0HDB        59  L11      1
QSO:  3734 PH 2017-10-21 2314 DF0FFH        59  F17  DJ7MH         59  I49      1
QSO:  3734 PH 2017-10-21 2314 DF0FFH        59  F17  DL1JGO        59  S64      1
QSO:  3734 PH 2017-10-21 2317 DF0FFH        59  F17  DJ4BO         59  I49      1
QSO:  3733 PH 2017-10-21 2319 DF0FFH        59  F17  DM1517L       59  X11      1
QSO: 28500 PH 2017-10-21 2325 DF0FFH        59  F17  DG4FCG        59  F17      1
QSO:  7153 PH 2017-10-21 2340 DF0FFH        59  F17  DP9A          59  Y37      1
QSO:  7158 PH 2017-10-21 2347 DF0FFH        59  F17  EC5NJ         59  223      1
QSO:  7188 PH 2017-10-21 2354 DF0FFH        59  F17  DR4A          59  F27      1
QSO:  7175 PH 2017-10-21 2358 DF0FFH        59  F17  DL1A          59  C30      1
QSO:  7159 PH 2017-10-22 0003 DF0FFH        59  F17  K0OO          59  171      1
QSO:  7150 PH 2017-10-22 0007 DF0FFH        59  F17  DR1D          59  G20      1
QSO:  7028 CW 2017-10-22 0014 DF0FFH        599 F17  9A3VM         599 494      1
QSO:  7025 CW 2017-10-22 0016 DF0FFH        599 F17  CR3W          599 837      1
QSO:  7025 CW 2017-10-22 0016 DF0FFH        599 F17  DL1ZAL        599 NM       1
QSO:  7025 CW 2017-10-22 0017 DF0FFH        599 F17  KE0ZZ         599 101      1
QSO:  7025 CW 2017-10-22 0018 DF0FFH        599 F17  YT1A          599 003      1
QSO:  7025 CW 2017-10-22 0018 DF0FFH        599 F17  K1ZZ          599 445      1
QSO:  7025 CW 2017-10-22 0019 DF0FFH        599 F17  N6UM          599 204      1
QSO:  7025 CW 2017-10-22 0020 DF0FFH        599 F17  UT4U          599 494      1
QSO:  7025 CW 2017-10-22 0021 DF0FFH        599 F17  YT6W          599 103      1
QSO:  7025 CW 2017-10-22 0021 DF0FFH        599 F17  DG6FCW        599 F17      1
QSO:  7025 CW 2017-10-22 0022 DF0FFH        599 F17  S52JW         599 309      1
QSO:  7025 CW 2017-10-22 0023 DF0FFH        599 F17  UW1M          599 639      1
QSO:  7025 CW 2017-10-22 0024 DF0FFH        599 F17  UT8AS         599 199      1
QSO:  7025 CW 2017-10-22 0025 DF0FFH        599 F17  UC7A          599 104      1
QSO:  7025 CW 2017-10-22 0025 DF0FFH        599 F17  UX7IW         599 246      1
QSO:  7025 CW 2017-10-22 0026 DF0FFH        599 F17  RD0A          599 106      1
QSO:  7025 CW 2017-10-22 0027 DF0FFH        599 F17  DL0A          599 T16      1
QSO:  3783 PH 2017-10-22 0033 DF0FFH        59  F17  DF2F          59  L06      1
QSO:  3795 PH 2017-10-22 0035 DF0FFH        59  F17  HB9CNY        59  023      1
QSO:  3795 PH 2017-10-22 0036 DF0FFH        59  F17  S57S          59  049      1
QSO:  3795 PH 2017-10-22 0036 DF0FFH        59  F17  RK3AW         59  572      1
QSO:  3795 PH 2017-10-22 0038 DF0FFH        59  F17  DA0WFF        59  O39      1
QSO:  3795 PH 2017-10-22 0038 DF0FFH        59  F17  DL7FUA        59  D17      1
QSO:  3795 PH 2017-10-22 0039 DF0FFH        59  F17  DR2G          59  B02      1
QSO:  3795 PH 2017-10-22 0039 DF0FFH        59  F17  DK0FR         59  A05      1
QSO:  3795 PH 2017-10-22 0040 DF0FFH        59  F17  OV1RR         59  103      1
QSO:  3795 PH 2017-10-22 0041 DF0FFH        59  F17  E71EEE        59  355      1
QSO:  3795 PH 2017-10-22 0042 DF0FFH        59  F17  DG4FBC        59  F29      1
QSO:  7020 CW 2017-10-22 0049 DF0FFH        599 F17  VE1RTA        599 000      1
QSO:  3786 PH 2017-10-22 0050 DF0FFH        59  F17  F4HCK         59  44       1
QSO:  7029 CW 2017-10-22 0050 DF0FFH        599 F17  CP6PL         599 003      1
QSO:  3786 PH 2017-10-22 0051 DF0FFH        59  F17  S54MI         59  028      1
QSO:  3786 PH 2017-10-22 0051 DF0FFH        59  F17  SK3W          59  743      1
QSO:  3786 PH 2017-10-22 0052 DF0FFH        59  F17  DK2WU         59  U14      1
QSO:  3786 PH 2017-10-22 0056 DF0FFH        59  F17  UT5EOX        59  058      1
QSO:  7002 CW 2017-10-22 0057 DF0FFH        599 F17  ZW8A          599 138      1
QSO:  3786 PH 2017-10-22 0058 DF0FFH        59  F17  EA8/RW4WR     59  087      1
QSO:  3786 PH 2017-10-22 0058 DF0FFH        59  F17  DL1YAF        59  L03      1
QSO:  3786 PH 2017-10-22 0101 DF0FFH        59  F17  LY4O          59  33       1
QSO:  3786 PH 2017-10-22 0101 DF0FFH        59  F17  DL7UMA        59  D17      1
QSO:  3786 PH 2017-10-22 0102 DF0FFH        59  F17  DM3B          59  Y14      1
QSO:  3786 PH 2017-10-22 0103 DF0FFH        59  F17  DO9REF        59  O12      1
QSO:  3786 PH 2017-10-22 0104 DF0FFH        59  F17  DG4DX         59  C26      1
QSO:  3786 PH 2017-10-22 0105 DF0FFH        59  F17  DD7BW         59  I43      1
QSO:  3786 PH 2017-10-22 0108 DF0FFH        59  F17  DK0TU         59  D01      1
QSO:  3786 PH 2017-10-22 0109 DF0FFH        59  F17  HB2C          59  129      1
QSO:  3786 PH 2017-10-22 0110 DF0FFH        59  F17  DO2MRO        59  F23      1
QSO:  3786 PH 2017-10-22 0112 DF0FFH        59  F17  DO5JD         59  B32      1
QSO:  3786 PH 2017-10-22 0113 DF0FFH        59  F17  DL1WA         59  X28      1
QSO:  7003 CW 2017-10-22 0115 DF0FFH        599 F17  ZL8T          599 003      1
QSO:  7008 CW 2017-10-22 0118 DF0FFH        599 F17  CT1WA         599 141      1
QSO:  3785 PH 2017-10-22 0123 DF0FFH        59  F17  DL1A          59  C30      1
QSO:  3775 PH 2017-10-22 0125 DF0FFH        59  F17  DD1A          59  A25      1
QSO:  3773 PH 2017-10-22 0129 DF0FFH        59  F17  DL8DYL        59  S01      1
QSO:  3773 PH 2017-10-22 0130 DF0FFH        59  F17  DF5DY         59  O30      1
QSO:  3773 PH 2017-10-22 0134 DF0FFH        59  F17  DO1YHN        59  N04      1
QSO:  3773 PH 2017-10-22 0135 DF0FFH        59  F17  DL0FA         59  H07      1
QSO:  3773 PH 2017-10-22 0136 DF0FFH        59  F17  OE3TWA        59  041      1
QSO:  3773 PH 2017-10-22 0137 DF0FFH        59  F17  DM5TS         59  E06      1
QSO:  3773 PH 2017-10-22 0139 DF0FFH        59  F17  DL0C          59  Y13      1
QSO:  3773 PH 2017-10-22 0141 DF0FFH        59  F17  DP4M          59  I38      1
QSO:  3773 PH 2017-10-22 0141 DF0FFH        59  F17  DH0F          59  B09      1
QSO:  3773 PH 2017-10-22 0142 DF0FFH        59  F17  EW6W          59  743      1
QSO:  3773 PH 2017-10-22 0143 DF0FFH        59  F17  DL5GSM        59  X01      1
QSO:  3773 PH 2017-10-22 0149 DF0FFH        59  F17  5Q4X          59  461      1
QSO:  3773 PH 2017-10-22 0153 DF0FFH        59  F17  DD2ML         59  C15      1
QSO:  3773 PH 2017-10-22 0154 DF0FFH        59  F17  DL3FCG        59  F31      1
QSO:  3773 PH 2017-10-22 0158 DF0FFH        59  F17  DL5L          59  X23      1
QSO:  3773 PH 2017-10-22 0158 DF0FFH        59  F17  CR3W          59  897      1
QSO:  3773 PH 2017-10-22 0159 DF0FFH        59  F17  DG1GHS        59  P13      1
QSO:  3773 PH 2017-10-22 0202 DF0FFH        59  F17  DL0RD         59  L16      1
QSO:  3773 PH 2017-10-22 0203 DF0FFH        59  F17  DO2MAH        59  A45      1
QSO:  3773 PH 2017-10-22 0204 DF0FFH        59  F17  DL6ON         59  Z84      1
QSO:  3773 PH 2017-10-22 0205 DF0FFH        59  F17  DM2X          59  Y15      1
QSO:  3773 PH 2017-10-22 0206 DF0FFH        59  F17  G4MLA         59  006      1
QSO:  3773 PH 2017-10-22 0216 DF0FFH        59  F17  DO1RGI        59  X31      1
QSO:  3773 PH 2017-10-22 0217 DF0FFH        59  F17  DK5LC         59  O22      1
QSO:  3773 PH 2017-10-22 0227 DF0FFH        59  F17  DB4IE         59  A06      1
QSO:  3773 PH 2017-10-22 0230 DF0FFH        59  F17  DL2LRT        59  S36      1
QSO:  3773 PH 2017-10-22 0231 DF0FFH        59  F17  UR5GCM        59  006      1
QSO:  7155 PH 2017-10-22 0234 DF0FFH        59  F17  OM2VL         59  000      1
QSO:  3773 PH 2017-10-22 0236 DF0FFH        59  F17  UW6M          59  114      1
QSO:  3773 PH 2017-10-22 0238 DF0FFH        59  F17  DL6JWN        59  S48      1
QSO:  3773 PH 2017-10-22 0246 DF0FFH        59  F17  DK4FW         59  F17      1
QSO:  3773 PH 2017-10-22 0247 DF0FFH        59  F17  DO5GAR        59  F17      1
QSO:  3773 PH 2017-10-22 0248 DF0FFH        59  F17  DO2FBS        59  F69      1
QSO:  3773 PH 2017-10-22 0249 DF0FFH        59  F17  DO4BBJ        59  F69      1
QSO:  3773 PH 2017-10-22 0252 DF0FFH        59  F17  G4Q           59  045      1
QSO:  3773 PH 2017-10-22 0253 DF0FFH        59  F17  DM5R          59  D20      1
QSO:  3773 PH 2017-10-22 0256 DF0FFH        59  F17  DF6MK         59  U12      1
QSO:  3773 PH 2017-10-22 0257 DF0FFH        59  F17  DJ3WE         59  C01      1
QSO:  3773 PH 2017-10-22 0259 DF0FFH        59  F17  OZ2ABI        59  001      1
QSO:  3773 PH 2017-10-22 0300 DF0FFH        59  F17  SV3RPQ        59  072      1
QSO:  3773 PH 2017-10-22 0304 DF0FFH        59  F17  DL0XM         59  S41      1
QSO:  3773 PH 2017-10-22 0306 DF0FFH        59  F17  DM3ZF         59  Y28      1
QSO:  3773 PH 2017-10-22 0313 DF0FFH        59  F17  DL5XL         59  E20      1
QSO:  3773 PH 2017-10-22 0315 DF0FFH        59  F17  DL0SN         59  O16      1
QSO:  3773 PH 2017-10-22 0317 DF0FFH        59  F17  DL0NG         59  Z15      1
QSO:  3773 PH 2017-10-22 0337 DF0FFH        59  F17  DO1ATR        59  X20      1
QSO:  3773 PH 2017-10-22 0339 DF0FFH        59  F17  SW44M         59  166      1
QSO:  3773 PH 2017-10-22 0343 DF0FFH        59  F17  DF5A          59  V11      1
QSO:  3793 PH 2017-10-22 0345 DF0FFH        59  F17  K1LZ          59  105      1
QSO:  3773 PH 2017-10-22 0358 DF0FFH        59  F17  LY5G          59  032      1
QSO:  3773 PH 2017-10-22 0401 DF0FFH        59  F17  LY9Y          59  049      1
QSO:  3773 PH 2017-10-22 0402 DF0FFH        59  F17  UY5ZZ         59  271      1
QSO:  3773 PH 2017-10-22 0408 DF0FFH        59  F17  RV7M          59  032      1
QSO:  3773 PH 2017-10-22 0412 DF0FFH        59  F17  EU6DX         59  096      1
QSO:  3773 PH 2017-10-22 0414 DF0FFH        59  F17  YO9AGI        59  207      1
QSO:  3773 PH 2017-10-22 0417 DF0FFH        59  F17  GM9C          59  002      1
QSO:  3773 PH 2017-10-22 0420 DF0FFH        59  F17  IW0HLZ        59  041      1
QSO:  3773 PH 2017-10-22 0424 DF0FFH        59  F17  LY5XX         59  055      1
QSO:  3773 PH 2017-10-22 0426 DF0FFH        59  F17  2E0EFS        59  011      1
QSO:  3775 PH 2017-10-22 0430 DF0FFH        59  F17  YO9HG         59  007      1
QSO:  3775 PH 2017-10-22 0433 DF0FFH        59  F17  DL7ATR        59  G26      1
QSO:  3775 PH 2017-10-22 0434 DF0FFH        59  F17  9A7DX         59  102      1
QSO:  3506 CW 2017-10-22 0444 DF0FFH        599 F17  DJ3ME         599 C03      1
QSO:  3516 CW 2017-10-22 0447 DF0FFH        599 F17  SM7ZDI        599 056      1
QSO:  3516 CW 2017-10-22 0447 DF0FFH        599 F17  DF1MP         599 000      1
QSO:  3516 CW 2017-10-22 0449 DF0FFH        599 F17  SK3W          599 823      1
QSO:  3516 CW 2017-10-22 0450 DF0FFH        599 F17  SP3CW         599 027      1
QSO:  3516 CW 2017-10-22 0450 DF0FFH        599 F17  YT6W          599 13       1
QSO:  3516 CW 2017-10-22 0451 DF0FFH        599 F17  G2KW          599 000      1
QSO:  3516 CW 2017-10-22 0452 DF0FFH        599 F17  4U1A          599 000      1
QSO:  3516 CW 2017-10-22 0452 DF0FFH        599 F17  N2KW          599 541      1
QSO:  3516 CW 2017-10-22 0453 DF0FFH        599 F17  SP9PKZ        599 155      1
QSO:  3516 CW 2017-10-22 0454 DF0FFH        599 F17  JE4RTZ        599 241      1
QSO:  3516 CW 2017-10-22 0454 DF0FFH        599 F17  OH0JA         599 210      1
QSO:  3516 CW 2017-10-22 0455 DF0FFH        599 F17  GM4SID        599 175      1
QSO:  3516 CW 2017-10-22 0456 DF0FFH        599 F17  OK1K          599 14       1
QSO:  3516 CW 2017-10-22 0456 DF0FFH        599 F17  DK1FD         599 NM       1
QSO:  3516 CW 2017-10-22 0458 DF0FFH        599 F17  OK1KTI        599 089      1
QSO:  3516 CW 2017-10-22 0459 DF0FFH        599 F17  RO5F          599 127      1
QSO:  3516 CW 2017-10-22 0500 DF0FFH        599 F17  YT1A          599 559      1
QSO:  3516 CW 2017-10-22 0501 DF0FFH        599 F17  YO9A          599 223      1
QSO:  3516 CW 2017-10-22 0501 DF0FFH        599 F17  DK3RW         599 F07      1
QSO:  3516 CW 2017-10-22 0502 DF0FFH        599 F17  KW9WZA        599 000      1
QSO:  3516 CW 2017-10-22 0503 DF0FFH        599 F17  IZ2FOS        599 305      1
QSO:  3516 CW 2017-10-22 0504 DF0FFH        599 F17  OK2MBP        599 345      1
QSO:  3516 CW 2017-10-22 0505 DF0FFH        599 F17  DK5PP         599 F07      1
QSO:  3516 CW 2017-10-22 0506 DF0FFH        599 F17  OM7LW         599 293      1
QSO:  3516 CW 2017-10-22 0506 DF0FFH        599 F17  OH1FAS        599 034      1
QSO:  3516 CW 2017-10-22 0508 DF0FFH        599 F17  CR3W          599 105      1
QSO:  3516 CW 2017-10-22 0509 DF0FFH        599 F17  T6G           599 002      1
QSO:  3516 CW 2017-10-22 0510 DF0FFH        599 F17  RW1QE         599 000      1
QSO:  3516 CW 2017-10-22 0511 DF0FFH        599 F17  K1ZZ          599 609      1
QSO:  3516 CW 2017-10-22 0512 DF0FFH        599 F17  DJ5EW         599 T12      1
QSO:  3516 CW 2017-10-22 0513 DF0FFH        599 F17  K1RF          599 145      1
QSO:  3516 CW 2017-10-22 0513 DF0FFH        599 F17  OK1JVS        599 085      1
QSO:  3516 CW 2017-10-22 0514 DF0FFH        599 F17  OK2HOF        599 004      1
QSO:  3516 CW 2017-10-22 0515 DF0FFH        599 F17  OL4W          599 234      1
QSO:  3516 CW 2017-10-22 0516 DF0FFH        599 F17  DL1NKS        599 B24      1
QSO:  3516 CW 2017-10-22 0517 DF0FFH        599 F17  OM3BA         599 148      1
QSO:  3516 CW 2017-10-22 0517 DF0FFH        599 F17  DO1ALF        599 NM       1
QSO:  3516 CW 2017-10-22 0518 DF0FFH        599 F17  ES2MC         599 070      1
QSO:  3516 CW 2017-10-22 0525 DF0FFH        599 F17  DL0MER        599 W21      1
QSO:  3516 CW 2017-10-22 0525 DF0FFH        599 F17  DK3DUA        599 S07      1
QSO:  3516 CW 2017-10-22 0526 DF0FFH        599 F17  DM4EE         599 Y19      1
QSO:  3516 CW 2017-10-22 0527 DF0FFH        599 F17  DJ2FR         599 C06      1
QSO:  3516 CW 2017-10-22 0527 DF0FFH        599 F17  S53V          599 318      1
QSO:  3516 CW 2017-10-22 0528 DF0FFH        599 F17  DK1KC         599 B10      1
QSO:  3516 CW 2017-10-22 0528 DF0FFH        599 F17  DH8BQA        599 W19      1
QSO:  3516 CW 2017-10-22 0529 DF0FFH        599 F17  DD1A          599 A25      1
QSO:  3516 CW 2017-10-22 0530 DF0FFH        599 F17  DK7HA         599 E02      1
QSO:  3516 CW 2017-10-22 0533 DF0FFH        599 F17  YT8HG         599 105      1
QSO:  3516 CW 2017-10-22 0534 DF0FFH        599 F17  TG1NQN        599 000      1
QSO:  3516 CW 2017-10-22 0535 DF0FFH        599 F17  E1NQN         599 242      1
QSO:  3516 CW 2017-10-22 0536 DF0FFH        599 F17  IZ1KHD        599 013      1
QSO:  3516 CW 2017-10-22 0537 DF0FFH        599 F17  DL4JWU        599 S54      1
QSO:  3516 CW 2017-10-22 0538 DF0FFH        599 F17  S57EA         599 232      1
QSO:  3516 CW 2017-10-22 0538 DF0FFH        599 F17  UT4U          599 543      1
QSO:  3516 CW 2017-10-22 0539 DF0FFH        599 F17  LY2CO         599 088      1
QSO:  3516 CW 2017-10-22 0540 DF0FFH        599 F17  G3ZGC         599 05       1
QSO:  3516 CW 2017-10-22 0540 DF0FFH        599 F17  DL3AVI        599 X11      1
QSO:  3516 CW 2017-10-22 0542 DF0FFH        599 F17  IW3ILM        599 055      1
QSO:  3516 CW 2017-10-22 0543 DF0FFH        599 F17  DF0RW         599 R17      1
QSO:  3516 CW 2017-10-22 0544 DF0FFH        599 F17  YL3GAZ        599 054      1
QSO:  3516 CW 2017-10-22 0545 DF0FFH        599 F17  OK4RQ         599 104      1
QSO:  3516 CW 2017-10-22 0546 DF0FFH        599 F17  DL3HQN        599 NM       1
QSO:  3516 CW 2017-10-22 0546 DF0FFH        599 F17  DL8CO         599 F33      1
QSO:  3516 CW 2017-10-22 0547 DF0FFH        599 F17  DF1DN         599 O47      1
QSO:  3516 CW 2017-10-22 0548 DF0FFH        599 F17  OK2SGY        599 100      1
QSO:  3516 CW 2017-10-22 0549 DF0FFH        599 F17  PA0WKI        599 038      1
QSO:  3516 CW 2017-10-22 0550 DF0FFH        599 F17  9A7DX         599 193      1
QSO:  3516 CW 2017-10-22 0550 DF0FFH        599 F17  DG8HJ         599 DVE      1
QSO:  3516 CW 2017-10-22 0552 DF0FFH        599 F17  DK4AZL        599 000      1
QSO:  3516 CW 2017-10-22 0553 DF0FFH        599 F17  DF4ZL         599 F16      1
QSO:  3516 CW 2017-10-22 0553 DF0FFH        599 F17  DL0BX         599 P17      1
QSO:  3516 CW 2017-10-22 0554 DF0FFH        599 F17  DF1MM         599 I18      1
QSO:  3516 CW 2017-10-22 0555 DF0FFH        599 F17  DK2FG         599 N05      1
QSO:  3516 CW 2017-10-22 0556 DF0FFH        599 F17  CT7AJL        599 041      1
QSO:  3516 CW 2017-10-22 0556 DF0FFH        599 F17  DJ9DZ         599 N06      1
QSO:  3516 CW 2017-10-22 0557 DF0FFH        599 F17  PA5FN         599 047      1
QSO:  3516 CW 2017-10-22 0558 DF0FFH        599 F17  DL2RNF        599 Y35      1
QSO:  3516 CW 2017-10-22 0559 DF0FFH        599 F17  TG4AWE        599 153      1
QSO:  3516 CW 2017-10-22 0600 DF0FFH        599 F17  DL4MHA        599 T06      1
QSO:  3516 CW 2017-10-22 0600 DF0FFH        599 F17  DF1BW         599 V19      1
QSO:  3516 CW 2017-10-22 0601 DF0FFH        599 F17  OK1FKD        599 025      1
QSO:  3516 CW 2017-10-22 0602 DF0FFH        599 F17  PA9M          599 579      1
QSO:  3516 CW 2017-10-22 0603 DF0FFH        599 F17  DL0RKF        599 S27      1
QSO:  3516 CW 2017-10-22 0603 DF0FFH        599 F17  DL1CW         599 P51      1
QSO:  3516 CW 2017-10-22 0604 DF0FFH        599 F17  DJ9RR         599 E03      1
QSO:  3516 CW 2017-10-22 0605 DF0FFH        599 F17  DJ2IA         599 F43      1
QSO:  3516 CW 2017-10-22 0605 DF0FFH        599 F17  DK0HR         599 F32      1
QSO:  3516 CW 2017-10-22 0606 DF0FFH        599 F17  DM3W          599 M24      1
QSO:  3516 CW 2017-10-22 0606 DF0FFH        599 F17  OM5VS         599 113      1
QSO:  3516 CW 2017-10-22 0608 DF0FFH        599 F17  PA3DBS        599 064      1
QSO:  3516 CW 2017-10-22 0609 DF0FFH        599 F17  SD1A          599 148      1
QSO:  7013 CW 2017-10-22 0612 DF0FFH        599 F17  OM3RWB        599 196      1
QSO:  7013 CW 2017-10-22 0613 DF0FFH        599 F17  R2AB          599 135      1
QSO:  7013 CW 2017-10-22 0614 DF0FFH        599 F17  YP5A          599 222      1
QSO:  7013 CW 2017-10-22 0615 DF0FFH        599 F17  SP4AWE        599 162      1
QSO:  7013 CW 2017-10-22 0615 DF0FFH        599 F17  LY5T          599 134      1
QSO:  7013 CW 2017-10-22 0616 DF0FFH        599 F17  EU8F          599 064      1
QSO:  7013 CW 2017-10-22 0616 DF0FFH        599 F17  UA3QGT        599 183      1
QSO:  7013 CW 2017-10-22 0617 DF0FFH        599 F17  GA7DX         599 229      1
QSO:  7013 CW 2017-10-22 0618 DF0FFH        599 F17  LZ1ND         599 105      1
QSO:  7013 CW 2017-10-22 0618 DF0FFH        599 F17  EA5/DK5IM     599 191      1
QSO:  7013 CW 2017-10-22 0620 DF0FFH        599 F17  RL3T          599 086      1
QSO:  7013 CW 2017-10-22 0620 DF0FFH        599 F17  S51W          599 461      1
QSO:  7013 CW 2017-10-22 0621 DF0FFH        599 F17  EW6EN         599 000      1
QSO:  7013 CW 2017-10-22 0621 DF0FFH        599 F17  IW6EN         599 138      1
QSO:  7013 CW 2017-10-22 0622 DF0FFH        599 F17  EW6EN         599 138      1
QSO:  7013 CW 2017-10-22 0622 DF0FFH        599 F17  CD3RF         599 231      1
QSO:  7013 CW 2017-10-22 0623 DF0FFH        599 F17  IT9RT         599 000      1
QSO:  7013 CW 2017-10-22 0624 DF0FFH        599 F17  YT2RX         599 361      1
QSO:  7013 CW 2017-10-22 0625 DF0FFH        599 F17  ES4RD         599 306      1
QSO:  7013 CW 2017-10-22 0626 DF0FFH        599 F17  SP1AEN        599 249      1
QSO:  7013 CW 2017-10-22 0627 DF0FFH        599 F17  LA2HFA        599 186      1
QSO:  7013 CW 2017-10-22 0628 DF0FFH        599 F17  SP5Y          599 156      1
QSO:  7013 CW 2017-10-22 0629 DF0FFH        599 F17  DM2X          599 Y15      1
QSO:  7013 CW 2017-10-22 0629 DF0FFH        599 F17  HB9CTU        599 105      1
QSO:  7013 CW 2017-10-22 0630 DF0FFH        599 F17  HB9ATU        599 105      1
QSO:  7013 CW 2017-10-22 0631 DF0FFH        599 F17  OF1RX         599 170      1
QSO:  7013 CW 2017-10-22 0631 DF0FFH        599 F17  OM6AL         599 163      1
QSO:  7013 CW 2017-10-22 0632 DF0FFH        599 F17  D1A           599 1605     1
QSO:  7013 CW 2017-10-22 0633 DF0FFH        599 F17  M4SID         599 203      1
QSO:  7013 CW 2017-10-22 0633 DF0FFH        599 F17  DK1FD         599 NM       1
QSO:  7013 CW 2017-10-22 0634 DF0FFH        599 F17  I6FDJ         599 035      1
QSO:  7013 CW 2017-10-22 0635 DF0FFH        599 F17  TG9M          599 008      1
QSO:  7013 CW 2017-10-22 0636 DF0FFH        599 F17  SM6FPC        599 245      1
QSO: 14006 CW 2017-10-22 0729 DF0FFH        599 F17  TA3X          599 047      1
QSO: 14007 CW 2017-10-22 0729 DF0FFH        599 F17  RK3AW         599 644      1
QSO: 14007 CW 2017-10-22 0730 DF0FFH        599 F17  EA5/DK5IM     599 206      1
QSO: 14014 CW 2017-10-22 0733 DF0FFH        599 F17  EU8F          599 109      1
QSO: 14014 CW 2017-10-22 0734 DF0FFH        599 F17  YT6W          599 097      1
QSO: 14014 CW 2017-10-22 0734 DF0FFH        599 F17  DG6FCW        599 F17      1
QSO: 14014 CW 2017-10-22 0736 DF0FFH        599 F17  CT7AJL        599 082      1
QSO: 14014 CW 2017-10-22 0737 DF0FFH        599 F17  I7AT          599 000      1
QSO: 14014 CW 2017-10-22 0737 DF0FFH        599 F17  EV6Z          599 281      1
QSO: 14014 CW 2017-10-22 0738 DF0FFH        599 F17  RE7AT         599 1023     1
QSO: 14014 CW 2017-10-22 0739 DF0FFH        599 F17  R7AT          599 316      1
QSO: 14014 CW 2017-10-22 0739 DF0FFH        599 F17  UC7A          599 356      1
QSO: 14014 CW 2017-10-22 0740 DF0FFH        599 F17  TC7A          599 316      1
QSO: 14014 CW 2017-10-22 0742 DF0FFH        599 F17  EA8GJ         599 00       1
QSO: 14014 CW 2017-10-22 0744 DF0FFH        599 F17  LZ1ND         599 053      1
QSO: 14014 CW 2017-10-22 0744 DF0FFH        599 F17  9A3SM         599 177      1
QSO: 14014 CW 2017-10-22 0744 DF0FFH        599 F17  TS9CT         599 142      1
QSO: 14014 CW 2017-10-22 0745 DF0FFH        599 F17  UA6CC         599 490      1
QSO: 14014 CW 2017-10-22 0746 DF0FFH        599 F17  RA3NC         599 391      1
QSO: 14014 CW 2017-10-22 0746 DF0FFH        599 F17  YP5A          599 291      1
QSO: 14014 CW 2017-10-22 0747 DF0FFH        599 F17  W1TT          599 102      1
QSO: 14014 CW 2017-10-22 0747 DF0FFH        599 F17  UW1M          599 83       1
QSO: 14014 CW 2017-10-22 0748 DF0FFH        599 F17  YY2NY         599 297      1
QSO: 14014 CW 2017-10-22 0749 DF0FFH        599 F17  UX1IW         599 409      1
QSO: 14014 CW 2017-10-22 0749 DF0FFH        599 F17  KD51W         599 000      1
QSO: 14014 CW 2017-10-22 0750 DF0FFH        599 F17  RA0UF/8       599 024      1
QSO: 14014 CW 2017-10-22 0751 DF0FFH        599 F17  RU5TT         599 018      1
QSO: 14014 CW 2017-10-22 0752 DF0FFH        599 F17  LY3CY         599 220      1
QSO: 14014 CW 2017-10-22 0753 DF0FFH        599 F17  R1TE          599 344      1
QSO: 14014 CW 2017-10-22 0754 DF0FFH        599 F17  F6HDI         599 168      1
QSO: 14014 CW 2017-10-22 0754 DF0FFH        599 F17  LZ2AU         599 040      1
QSO: 14014 CW 2017-10-22 0756 DF0FFH        599 F17  UR5GAW        599 226      1
QSO: 14014 CW 2017-10-22 0756 DF0FFH        599 F17  SV9RPE        599 036      1
QSO: 14014 CW 2017-10-22 0758 DF0FFH        599 F17  YL2NK         599 076      1
QSO: 14014 CW 2017-10-22 0759 DF0FFH        599 F17  LZ2RS         599 16       1
QSO: 14014 CW 2017-10-22 0759 DF0FFH        599 F17  YU7KW         599 136      1
QSO: 14014 CW 2017-10-22 0800 DF0FFH        599 F17  ES2MC         599 452      1
QSO: 14014 CW 2017-10-22 0800 DF0FFH        599 F17  YO3GNF        599 066      1
QSO: 14014 CW 2017-10-22 0801 DF0FFH        599 F17  CT1ELZ        599 216      1
QSO: 14014 CW 2017-10-22 0802 DF0FFH        599 F17  S57NL         599 213      1
QSO: 14014 CW 2017-10-22 0802 DF0FFH        599 F17  UT7HM         599 105      1
QSO: 14014 CW 2017-10-22 0803 DF0FFH        599 F17  UT0KUR        599 013      1
QSO: 14014 CW 2017-10-22 0803 DF0FFH        599 F17  SM5D          599 023      1
QSO: 14014 CW 2017-10-22 0804 DF0FFH        599 F17  EA5YU         599 005      1
