START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: B30
CALLSIGN: DL4TL
LOCATION: DX
CLAIMED-SCORE: 14940
CREATED-BY: HAM OFFICE 5  REL. 9.7D HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC
OPERATORS: DL4TL
QSO: 21000 PH  2017-10-21 1502 DL4TL 59  B30               DL2SAX       59  P05
QSO: 21000 PH  2017-10-21 1504 DL4TL 59  B30               EA7GX        59  001
QSO: 21000 PH  2017-10-21 1507 DL4TL 59  B30               EA7ATX       59  012
QSO: 14000 PH  2017-10-21 1512 DL4TL 59  B30               RW3XZ        59  006
QSO: 14000 PH  2017-10-21 1515 DL4TL 59  B30               EI8IU        59  026
QSO: 14000 PH  2017-10-21 1518 DL4TL 59  B30               F6DRP        59  023
QSO: 14000 PH  2017-10-21 1521 DL4TL 59  B30               LZ3ZZ        59  038
QSO: 7000  PH  2017-10-21 1529 DL4TL 59  B30               5Q4X         59  042
QSO: 7000  PH  2017-10-21 1530 DL4TL 59  B30               DL0GEO       59  GEO20
QSO: 21000 PH  2017-10-21 1540 DL4TL 59  B30               EA5IJG       59  033
QSO: 14000 PH  2017-10-21 1542 DL4TL 59  B30               EI88WAW      59  039
QSO: 14000 PH  2017-10-21 1545 DL4TL 59  B30               EA7EU        59  037
QSO: 7000  PH  2017-10-21 1550 DL4TL 59  B30               SQ7OTK       59  014
QSO: 7000  PH  2017-10-22 0736 DL4TL 59  B30               DA0CCC       59  D23
QSO: 7000  PH  2017-10-22 0737 DL4TL 59  B30               S57DX        59  599
QSO: 7000  PH  2017-10-22 0737 DL4TL 59  B30               DL1MHJ       59  C12
QSO: 7000  PH  2017-10-22 0738 DL4TL 59  B30               DL3DRN       59  S27
QSO: 7000  PH  2017-10-22 0741 DL4TL 59  B30               DM5TI        59  C15
QSO: 7000  PH  2017-10-22 0742 DL4TL 59  B30               DK2YL        59  Q05
QSO: 7000  PH  2017-10-22 0742 DL4TL 59  B30               DK0HF        59  N08
QSO: 7000  PH  2017-10-22 0744 DL4TL 59  B30               DL4RCE       59  U14
QSO: 7000  PH  2017-10-22 0744 DL4TL 59  B30               PA9M         59  654
QSO: 7000  PH  2017-10-22 0745 DL4TL 59  B30               SK3W         59  986
QSO: 7000  PH  2017-10-22 0746 DL4TL 59  B30               DL4MFR       59  C05
QSO: 7000  PH  2017-10-22 0747 DL4TL 59  B30               IZ2FOS       59  456
QSO: 7000  PH  2017-10-22 0748 DL4TL 59  B30               HB0/DL1GLO   59  221
QSO: 7000  PH  2017-10-22 0750 DL4TL 59  B30               SP9YFF       59  105
QSO: 7000  PH  2017-10-22 0752 DL4TL 59  B30               DK7DU        59  X38
QSO: 7000  PH  2017-10-22 0754 DL4TL 59  B30               F2FTA        59  134
QSO: 7000  PH  2017-10-22 0757 DL4TL 59  B30               DL2NC        59  DVH
QSO: 14000 PH  2017-10-22 0758 DL4TL 59  B30               EC5NJ        59  259
QSO: 14000 PH  2017-10-22 0800 DL4TL 59  B30               EA8/RA5A     59  005
QSO: 14000 PH  2017-10-22 0802 DL4TL 59  B30               EW6W         59  887
QSO: 14000 PH  2017-10-22 0802 DL4TL 59  B30               UN6LN        59  143
QSO: 14000 PH  2017-10-22 0803 DL4TL 59  B30               RK4FD        59  074
QSO: 14000 PH  2017-10-22 0803 DL4TL 59  B30               RZ3Z         59  216
QSO: 14000 PH  2017-10-22 0805 DL4TL 59  B30               TC10S        59  001
QSO: 14000 PH  2017-10-22 0808 DL4TL 59  B30               E71EEE       59  534
QSO: 14000 PH  2017-10-22 0809 DL4TL 59  B30               IT9SSI       59  265
QSO: 14000 PH  2017-10-22 0810 DL4TL 59  B30               LZ5DD        59  093
QSO: 14000 PH  2017-10-22 0811 DL4TL 59  B30               R2AB         59  206
QSO: 14000 PH  2017-10-22 0815 DL4TL 59  B30               U1BD         59  052
QSO: 14000 PH  2017-10-22 0815 DL4TL 59  B30               OF1TD        59  092
QSO: 14000 PH  2017-10-22 0817 DL4TL 59  B30               IW0HLZ       59  099
QSO: 14000 PH  2017-10-22 0818 DL4TL 59  B30               YL3CW        59  616
QSO: 21000 PH  2017-10-22 0825 DL4TL 59  B30               RC7A         59  146
QSO: 21000 PH  2017-10-22 0826 DL4TL 59  B30               RM4F         59  822
QSO: 21000 PH  2017-10-22 0826 DL4TL 59  B30               R4HC         59  529
QSO: 3500  PH  2017-10-22 0831 DL4TL 59  B30               DH0F         59  B09
QSO: 3500  PH  2017-10-22 0832 DL4TL 59  B30               DO5JD        59  B32
QSO: 7000  PH  2017-10-22 0833 DL4TL 59  B30               DK0BM        59  C04
QSO: 7000  PH  2017-10-22 0836 DL4TL 59  B30               DD0VU        59  S19
QSO: 7000  PH  2017-10-22 0837 DL4TL 59  B30               HA7SBQ       59  228
QSO: 7000  PH  2017-10-22 0838 DL4TL 59  B30               DL0PE        59  70OVH
QSO: 7000  PH  2017-10-22 0841 DL4TL 59  B30               DF3IS        59  A36
QSO: 7000  PH  2017-10-22 0848 DL4TL 59  B30               DL1WA        59  X28
QSO: 7000  PH  2017-10-22 0850 DL4TL 59  B30               DF0ID        59  F22
QSO: 7000  PH  2017-10-22 0850 DL4TL 59  B30               DH5MK        59  N04
QSO: 7000  PH  2017-10-22 0853 DL4TL 59  B30               OM4M         59  283
QSO: 7000  PH  2017-10-22 0855 DL4TL 59  B30               OK1LRD       59  043
QSO: 7000  PH  2017-10-22 0859 DL4TL 59  B30               DB2AG        59  H09
QSO: 7000  PH  2017-10-22 0906 DL4TL 59  B30               DK0TU        59  D01
QSO: 7000  PH  2017-10-22 0907 DL4TL 59  B30               DG6SA        59  R24
QSO: 7000  PH  2017-10-22 0907 DL4TL 59  B30               DM5B         59  Y26
QSO: 7000  PH  2017-10-22 0908 DL4TL 59  B30               DR1X         59  N01
QSO: 21000 PH  2017-10-22 0910 DL4TL 59  B30               RA3RLJ       59  092
QSO: 21000 PH  2017-10-22 0914 DL4TL 59  B30               EA7EU        59  190
QSO: 21000 PH  2017-10-22 0915 DL4TL 59  B30               UA6GO        59  431
QSO: 21000 PH  2017-10-22 0917 DL4TL 59  B30               R4BZ         59  289
QSO: 21000 PH  2017-10-22 0917 DL4TL 59  B30               R6RA         59  086
QSO: 21000 PH  2017-10-22 0918 DL4TL 59  B30               UT3RN        59  263
QSO: 21000 PH  2017-10-22 0920 DL4TL 59  B30               RK4FD        59  209
QSO: 21000 PH  2017-10-22 0924 DL4TL 59  B30               UT5EOX       59  107
QSO: 21000 PH  2017-10-22 0925 DL4TL 59  B30               UY0CA        59  093
QSO: 14000 PH  2017-10-22 0930 DL4TL 59  B30               RK9LWA       59  229
QSO: 14000 PH  2017-10-22 0932 DL4TL 59  B30               TC10A        59  074
QSO: 14000 PH  2017-10-22 0936 DL4TL 59  B30               RX9CM        59  164
QSO: 14000 PH  2017-10-22 0936 DL4TL 59  B30               CR3W         59  1357
QSO: 14000 PH  2017-10-22 0937 DL4TL 59  B30               ER3CT        59  134
QSO: 14000 PH  2017-10-22 0946 DL4TL 59  B30               RN9T         59  115
QSO: 14000 PH  2017-10-22 0948 DL4TL 59  B30               DR25MDK      59  25MDK
QSO: 7000  PH  2017-10-22 0951 DL4TL 59  B30               DK0CD        59  40H46
QSO: 7000  PH  2017-10-22 0952 DL4TL 59  B30               DK1RU        59  P11
QSO: 7000  PH  2017-10-22 0954 DL4TL 59  B30               DK0UE        59  70OVH
QSO: 7000  PH  2017-10-22 0955 DL4TL 59  B30               HB2C         59  255
QSO: 7000  PH  2017-10-22 0957 DL4TL 59  B30               DJ1FZ        59  F16
QSO: 7000  PH  2017-10-22 1002 DL4TL 59  B30               DL0BX        59  N17
QSO: 7000  PH  2017-10-22 1005 DL4TL 59  B30               DK60HERTEN   59  60N20
QSO: 7000  PH  2017-10-22 1007 DL4TL 59  B30               DL0HI        59  70OVH
QSO: 7000  PH  2017-10-22 1202 DL4TL 59  B30               DF9OO        59  H01
QSO: 7000  PH  2017-10-22 1204 DL4TL 59  B30               DL4HWM       59  W26
QSO: 7000  PH  2017-10-22 1207 DL4TL 59  B30               DK5DQ        59  O32
