START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: I40
CALLSIGN: DL1PQ
LOCATION: DX
CLAIMED-SCORE: 27468
CREATED-BY: HAM OFFICE 5  REL. 9.7B HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
QSO: 14000 CW  2017-10-21 1649 DL1PQ 599 I40               UY5ZZ        599 013
QSO: 14000 CW  2017-10-21 1655 DL1PQ 599 I40               VE9HF        599 070
QSO: 14000 CW  2017-10-21 1658 DL1PQ 599 I40               EA1FA        599 097
QSO: 7000  CW  2017-10-21 1707 DL1PQ 599 I40               S53EO        599 100
QSO: 14000 CW  2017-10-21 1729 DL1PQ 599 I40               LZ1ZJ        599 041
QSO: 3500  CW  2017-10-21 1743 DL1PQ 599 I40               OK1VK        599 039
QSO: 3500  CW  2017-10-21 1748 DL1PQ 599 I40               DL2R         599 60P20
QSO: 3500  CW  2017-10-21 1750 DL1PQ 599 I40               DL4ME        599 X30
QSO: 3500  CW  2017-10-21 1751 DL1PQ 599 I40               DL8UD        599 E38
QSO: 3500  CW  2017-10-21 1752 DL1PQ 599 I40               DL3GA        599 A04
QSO: 3500  CW  2017-10-21 1756 DL1PQ 599 I40               DL6JZ        599 S07
QSO: 3500  CW  2017-10-21 1759 DL1PQ 599 I40               HA7SBQ       599 106
QSO: 3500  CW  2017-10-21 1804 DL1PQ 599 I40               DK3DUA       599 S07
QSO: 3500  CW  2017-10-21 1806 DL1PQ 599 I40               DL9SUB       599 V14
QSO: 3500  CW  2017-10-21 1809 DL1PQ 599 I40               DF4ZL        599 F16
QSO: 3500  CW  2017-10-21 1812 DL1PQ 599 I40               SD6M         599 071
QSO: 3500  CW  2017-10-21 1815 DL1PQ 599 I40               DL1AKP       599 X19
QSO: 3500  CW  2017-10-21 1818 DL1PQ 599 I40               DL8CO        599 F33
QSO: 3500  CW  2017-10-21 1956 DL1PQ 599 I40               DL2AWA       599 X10
QSO: 14000 CW  2017-10-21 2000 DL1PQ 599 I40               N2KW         599 264
QSO: 14000 CW  2017-10-21 2003 DL1PQ 599 I40               IT9SSI       599 182
QSO: 14000 CW  2017-10-21 2008 DL1PQ 599 I40               N4BP         599 266
QSO: 14000 CW  2017-10-21 2013 DL1PQ 599 I40               VE2BWL       599 082
QSO: 7000  CW  2017-10-21 2019 DL1PQ 599 I40               EW6W         599 445
QSO: 7000  CW  2017-10-21 2023 DL1PQ 599 I40               DK5SF        599 Z46
QSO: 7000  CW  2017-10-21 2033 DL1PQ 599 I40               OH2KW        599 217
QSO: 7000  CW  2017-10-21 2035 DL1PQ 599 I40               S52AW        599 184
QSO: 7000  CW  2017-10-21 2042 DL1PQ 599 I40               DD1A         599 A25
QSO: 7000  CW  2017-10-21 2045 DL1PQ 599 I40               YT1A         599 322
QSO: 3500  CW  2017-10-21 2054 DL1PQ 599 I40               DM4MN        599 R03
QSO: 3500  CW  2017-10-21 2058 DL1PQ 599 I40               EU5C         599 310
QSO: 14000 CW  2017-10-21 2115 DL1PQ 599 I40               AA3B         599 212
QSO: 3500  CW  2017-10-21 2156 DL1PQ 599 I40               DF4UM        599 P07
QSO: 3500  CW  2017-10-21 2157 DL1PQ 599 I40               DM1517L      599 X11
QSO: 3500  CW  2017-10-21 2227 DL1PQ 599 I40               HB9/DJ4MX    599 049
QSO: 14000 CW  2017-10-22 0602 DL1PQ 599 I40               R3QA         599 478
QSO: 14000 CW  2017-10-22 0607 DL1PQ 599 I40               R4HC         599 370
QSO: 7000  CW  2017-10-22 0618 DL1PQ 599 I40               YL3CW        599 537
QSO: 14000 CW  2017-10-22 0626 DL1PQ 599 I40               RK9LWA       599 112
QSO: 14000 CW  2017-10-22 0629 DL1PQ 599 I40               SV1ENG       599 391
QSO: 14000 CW  2017-10-22 0635 DL1PQ 599 I40               R3OM         599 229
QSO: 14000 CW  2017-10-22 0636 DL1PQ 599 I40               R3OR         599 052
QSO: 14000 CW  2017-10-22 0637 DL1PQ 599 I40               UA4S         599 042
QSO: 14000 CW  2017-10-22 0639 DL1PQ 599 I40               RX9AF        599 268
QSO: 14000 CW  2017-10-22 0643 DL1PQ 599 I40               DL8BV        599 I50
QSO: 7000  CW  2017-10-22 0701 DL1PQ 599 I40               F5IN         599 239
QSO: 7000  CW  2017-10-22 0706 DL1PQ 599 I40               CR3W         599 1086
QSO: 7000  CW  2017-10-22 0712 DL1PQ 599 I40               YL3GAZ       599 224
QSO: 7000  CW  2017-10-22 0718 DL1PQ 599 I40               4U1A         599 281
QSO: 14000 CW  2017-10-22 0724 DL1PQ 599 I40               DF4UM        599 P07
QSO: 21000 CW  2017-10-22 0731 DL1PQ 599 I40               IT9SSI       599 217
QSO: 21000 CW  2017-10-22 0733 DL1PQ 599 I40               SV1ENG       599 472
QSO: 21000 CW  2017-10-22 0738 DL1PQ 599 I40               UW1M         599 865
QSO: 21000 CW  2017-10-22 0743 DL1PQ 599 I40               IT9RZU       599 344
QSO: 14000 CW  2017-10-22 0750 DL1PQ 599 I40               RW3YA        599 332
QSO: 14000 CW  2017-10-22 0753 DL1PQ 599 I40               UF5D         599 128
QSO: 14000 CW  2017-10-22 0757 DL1PQ 599 I40               I0ZUT        599 065
QSO: 14000 CW  2017-10-22 0800 DL1PQ 599 I40               UW6M         599 188
QSO: 14000 CW  2017-10-22 0803 DL1PQ 599 I40               OH8MBN       599 192
QSO: 21000 CW  2017-10-22 0807 DL1PQ 599 I40               RK3P         599 130
QSO: 14000 CW  2017-10-22 0810 DL1PQ 599 I40               YT2RX        599 410
QSO: 14000 CW  2017-10-22 0812 DL1PQ 599 I40               ES2MC        599 475
QSO: 14000 CW  2017-10-22 0816 DL1PQ 599 I40               YT6W         599 737
QSO: 14000 CW  2017-10-22 0818 DL1PQ 599 I40               RK3AW        599 698
QSO: 14000 CW  2017-10-22 0820 DL1PQ 599 I40               TA3X         599 055
QSO: 14000 CW  2017-10-22 0824 DL1PQ 599 I40               OH2KW        599 402
QSO: 21000 CW  2017-10-22 0839 DL1PQ 599 I40               RN4AO        599 058
QSO: 21000 CW  2017-10-22 0843 DL1PQ 599 I40               RA3RLJ       599 167
QSO: 28000 CW  2017-10-22 0848 DL1PQ 599 I40               IT9RZU       599 396
QSO: 28000 CW  2017-10-22 0850 DL1PQ 599 I40               UC7A         599 730
QSO: 14000 CW  2017-10-22 0857 DL1PQ 599 I40               F5PTI        599 244
QSO: 14000 CW  2017-10-22 0903 DL1PQ 599 I40               SE2T         599 236
QSO: 14000 CW  2017-10-22 0933 DL1PQ 599 I40               RD1A         599 010
QSO: 14000 CW  2017-10-22 0935 DL1PQ 599 I40               RK3P         599 204
QSO: 14000 CW  2017-10-22 0939 DL1PQ 599 I40               EI8JX        599 212
QSO: 14000 CW  2017-10-22 0941 DL1PQ 599 I40               YO3KST       599 244
QSO: 14000 CW  2017-10-22 0942 DL1PQ 599 I40               UA6GF        599 180
QSO: 14000 CW  2017-10-22 0944 DL1PQ 599 I40               UX1VX        599 157
QSO: 14000 CW  2017-10-22 0948 DL1PQ 599 I40               YT7AR        599 141
QSO: 14000 CW  2017-10-22 0950 DL1PQ 599 I40               F8KLY        599 345
QSO: 7000  CW  2017-10-22 0954 DL1PQ 599 I40               HA7SBQ       599 265
QSO: 7000  CW  2017-10-22 0957 DL1PQ 599 I40               5Q4Q         599 648
QSO: 28000 CW  2017-10-22 1003 DL1PQ 599 I40               RW7F         599 080
QSO: 28000 CW  2017-10-22 1006 DL1PQ 599 I40               IT9SSI       599 365
QSO: 28000 CW  2017-10-22 1007 DL1PQ 599 I40               R6CC         599 484
QSO: 21000 CW  2017-10-22 1010 DL1PQ 599 I40               F5IN         599 433
QSO: 21000 CW  2017-10-22 1014 DL1PQ 599 I40               RW3YA        599 420
QSO: 21000 CW  2017-10-22 1016 DL1PQ 599 I40               LZ7Y         599 495
QSO: 21000 CW  2017-10-22 1042 DL1PQ 599 I40               RC7A         599 255
QSO: 28000 CW  2017-10-22 1044 DL1PQ 599 I40               CR3W         599 1474
QSO: 14000 CW  2017-10-22 1047 DL1PQ 599 I40               Z33RW        599 099
QSO: 14000 CW  2017-10-22 1051 DL1PQ 599 I40               YO2YEQ       599 164
QSO: 14000 CW  2017-10-22 1054 DL1PQ 599 I40               RO5F         599 1055
QSO: 14000 CW  2017-10-22 1059 DL1PQ 599 I40               UV5QQ        599 137
QSO: 21000 CW  2017-10-22 1112 DL1PQ 599 I40               EA5GX        599 147
QSO: 21000 CW  2017-10-22 1116 DL1PQ 599 I40               VU2TMP       599 180
QSO: 21000 CW  2017-10-22 1121 DL1PQ 599 I40               EA4FL        599 237
QSO: 21000 CW  2017-10-22 1125 DL1PQ 599 I40               EA8BQM       599 123
QSO: 21000 CW  2017-10-22 1131 DL1PQ 599 I40               EA8/DL5JAN   599 414
QSO: 21000 CW  2017-10-22 1145 DL1PQ 599 I40               R4HC         599 781
QSO: 14000 CW  2017-10-22 1202 DL1PQ 599 I40               IK3UNA       599 341
QSO: 14000 CW  2017-10-22 1203 DL1PQ 599 I40               R1TE         599 528
QSO: 21000 CW  2017-10-22 1308 DL1PQ 599 I40               UY5VA        599 467
QSO: 21000 CW  2017-10-22 1312 DL1PQ 599 I40               4X0A         599 332
QSO: 21000 CW  2017-10-22 1315 DL1PQ 599 I40               R4BZ         599 438
QSO: 14000 CW  2017-10-22 1323 DL1PQ 599 I40               N4AF         599 278
QSO: 14000 CW  2017-10-22 1327 DL1PQ 599 I40               UA4PT        599 107
QSO: 14000 CW  2017-10-22 1330 DL1PQ 599 I40               VU2TMP       599 206
QSO: 14000 CW  2017-10-22 1332 DL1PQ 599 I40               K1RX         599 178
QSO: 14000 CW  2017-10-22 1337 DL1PQ 599 I40               N3QE         599 353
QSO: 14000 CW  2017-10-22 1341 DL1PQ 599 I40               P40EU        599 1122
QSO: 14000 CW  2017-10-22 1342 DL1PQ 599 I40               W4CB         599 154
QSO: 14000 CW  2017-10-22 1354 DL1PQ 599 I40               IK8UND       599 406
QSO: 21000 CW  2017-10-22 1407 DL1PQ 599 I40               TF3GB        599 323
QSO: 14000 CW  2017-10-22 1419 DL1PQ 599 I40               4X0A         599 396
QSO: 21000 CW  2017-10-22 1425 DL1PQ 599 I40               CT1BQH       599 054
QSO: 28000 CW  2017-10-22 1434 DL1PQ 599 I40               VE9HF        599 340
QSO: 14000 CW  2017-10-22 1445 DL1PQ 599 I40               YT2AAA       599 227
END-OF-LOG:
