START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE RTTY
CALLSIGN: JO7KMB
CLAIMED-SCORE: 6630
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO:  7051 RY 2020-11-14 1650 JO7KMB        599   0001 SP9KR         599   0271
QSO:  7042 RY 2020-11-14 1654 JO7KMB        599   0002 EM0I          599   0781
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1219 N2WK          139
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1221 SP1TJ         100
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1221 DF7JC         167
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1222 CO6WD         039
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1223 AB3XJ         018
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1225 W3FIZ         098
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1226 MM9I          319
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1226 LA2HFA        102
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1227 N4TB          8
QTC:  7042 RY 2020-11-14 1656 JO7KMB        052/10     EM0I          1229 SQ6PLE        114
QSO:  7052 RY 2020-11-14 1712 JO7KMB        599   0003 IK0GDG        599   0457
QSO:  7051 RY 2020-11-14 1720 JO7KMB        599   0004 UY5ZZ         599   0317
QSO:  7050 RY 2020-11-14 1724 JO7KMB        599   0005 LZ1QV         599   0136
QSO:  7045 RY 2020-11-14 1730 JO7KMB        599   0006 YQ6A          599   0751
QSO:  7042 RY 2020-11-14 1732 JO7KMB        599   0007 UY5VA         599   0489
QSO:  7044 RY 2020-11-14 1735 JO7KMB        599   0008 R9MJ          599   0440
QSO:  7041 RY 2020-11-14 2025 JO7KMB        599   0009 DM6DX         599   0477
QSO:  7045 RY 2020-11-14 2036 JO7KMB        599   0010 IT9VCE        599   0501
QSO:  7046 RY 2020-11-14 2038 JO7KMB        599   0011 RA0ACM        599   0043
QSO:  7048 RY 2020-11-14 2041 JO7KMB        599   0012 LY5W          599   0248
QSO:  7043 RY 2020-11-14 2048 JO7KMB        599   0013 DF8XC         599   0510
QSO: 14084 RY 2020-11-14 2129 JO7KMB        599   0014 AI9T          599   0236
QSO: 14085 RY 2020-11-14 2131 JO7KMB        599   0015 W7RN          599   0899
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0449 K4HRK         007
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0454 AI6O          064
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0456 AA8OY         3
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0456 KS0AA         074
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0457 WU0B          4
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0457 VE7AX         2
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0501 K0KX          7
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0502 W4GKM         085
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0507 N7UVH         14
QTC: 14085 RY 2020-11-14 2133 JO7KMB        034/10     W7RN          0509 N1SNB         158
QSO: 14098 RY 2020-11-14 2143 JO7KMB        599   0016 W7OM          599   0046
QSO: 14110 RY 2020-11-14 2145 JO7KMB        599   0017 VE7KAJ        599   0101
QSO: 14112 RY 2020-11-14 2149 JO7KMB        599   0018 NT5V          599   0136
QSO: 14114 RY 2020-11-14 2150 JO7KMB        599   0019 KO7SS         599   0400
QSO: 14114 RY 2020-11-14 2151 JO7KMB        599   0020 W0LSD         599   0561
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1231 JA2JNC/1      046
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1232 DS5DNO        019
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1232 AA8SW         041
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1232 KI8I          11
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1233 JI4WHS        024
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1235 N9NA          053
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1236 JH1BHW        074
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1237 YB4KAR        045
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1238 KU2M          082
QTC: 14114 RY 2020-11-14 2153 JO7KMB        023/10     W0LSD         1239 K1MK          360
QSO: 14115 RY 2020-11-14 2156 JO7KMB        599   0021 NG7M          599   0229
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1650 SP9KR         271
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1654 EM0I          781
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1712 IK0GDG        457
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1720 UY5ZZ         317
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1724 LZ1QV         136
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1730 YQ6A          751
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1732 UY5VA         489
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        1735 R9MJ          440
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        2025 DM6DX         477
QTC: 14115 RY 2020-11-14 2158 NG7M          001/10     JO7KMB        2036 IT9VCE        501
QSO: 14115 RY 2020-11-14 2158 JO7KMB        599   0022 KS9W          599   0108
QSO: 14115 RY 2020-11-14 2159 JO7KMB        599   0023 K5CKS         599   0115
QSO: 14115 RY 2020-11-14 2200 JO7KMB        599   0024 N0AJN         599   0082
QSO: 14108 RY 2020-11-14 2207 JO7KMB        599   0025 KD8FS         599   0183
