START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE RTTY
CALLSIGN: JO7KMB
CLAIMED-SCORE: 6630
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14097 RY 2020-11-14 2209 JO7KMB        599   0026 RU0LL         599   0068
QSO: 14093 RY 2020-11-14 2210 JO7KMB        599   0027 N7WY          599   0436
QSO: 14090 RY 2020-11-14 2212 JO7KMB        599   0028 JH1RFM        599   0087
QSO: 14085 RY 2020-11-14 2215 JO7KMB        599   0029 4D3X          599   0269
QSO: 14083 RY 2020-11-14 2216 JO7KMB        599   0030 VE5MX         599   0733
QSO:  7045 RY 2020-11-15 1057 JO7KMB        599   0031 JH4UYB        599   0769
QSO:  7042 RY 2020-11-15 1102 JO7KMB        599   0032 N7NM          599   0382
QSO:  7042 RY 2020-11-15 1103 JO7KMB        599   0033 K1MK          599   0183
QSO:  7042 RY 2020-11-15 1104 JO7KMB        599   0034 W0LSD         599   0808
QSO:  7047 RY 2020-11-15 1327 JO7KMB        599   0035 W7GES         599   0379
QSO:  7041 RY 2020-11-15 1347 JO7KMB        599   0036 NG7M          599   0329
QSO:  7041 RY 2020-11-15 1349 JO7KMB        599   0037 W7DR          599   0034
QSO:  7041 RY 2020-11-15 1352 JO7KMB        599   0038 VE5MX         599   0853
END-OF-LOG:
