START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: JA3JM
CLAIMED-SCORE: 19500
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14089 RY 2020-11-14 0040 JA3JM         599   0001 YB6RMT        599   0024
QSO: 14111 RY 2020-11-14 0045 JA3JM         599   0002 AK6A          599   0024
QSO: 14084 RY 2020-11-14 0047 JA3JM         599   0003 BA2BA         599   0018
QSO: 14084 RY 2020-11-14 0048 JA3JM         599   0004 4D3X          599   0029
QSO: 14086 RY 2020-11-14 0049 JA3JM         599   0005 R0CW          599   0010
QSO: 14087 RY 2020-11-14 0055 JA3JM         599   0006 YB7XMR        599   0008
QSO: 14087 RY 2020-11-14 0056 JA3JM         599   0007 RG0S          599   0007
QSO: 14092 RY 2020-11-14 0058 JA3JM         599   0008 W6OQI         599   0029
QSO: 14095 RY 2020-11-14 0100 JA3JM         599   0009 YB4FIK        599   0017
QSO: 14104 RY 2020-11-14 0102 JA3JM         599   0010 JE8CLT        599   0020
QSO: 14086 RY 2020-11-14 0104 JA3JM         599   0011 9M2TDX        599   0015
QSO: 14089 RY 2020-11-14 0105 JA3JM         599   0012 W7RN          599   0108
QSO: 14094 RY 2020-11-14 0105 JA3JM         599   0013 BU2BE         599   0025
QSO: 14083 RY 2020-11-14 0108 JA3JM         599   0014 YB2HAF        599   0010
QSO: 14092 RY 2020-11-14 0128 JA3JM         599   0015 JM8FEI        599   0019
QSO: 14104 RY 2020-11-14 0132 JA3JM         599   0016 KH6CJJ        599   0027
QSO: 14103 RY 2020-11-14 0137 JA3JM         599   0017 JH4UYB        599   0061
QSO: 21085 RY 2020-11-14 0141 JA3JM         599   0018 4D3X          599   0052
QSO: 14089 RY 2020-11-14 0217 JA3JM         599   0019 BD7BW         599   0021
QSO: 14094 RY 2020-11-14 0219 JA3JM         599   0020 B9/BA4TB      599   0016
QSO: 14094 RY 2020-11-14 0235 JA3JM         599   0021 UC0A          599   0008
QSO: 14092 RY 2020-11-14 0239 JA3JM         599   0022 BV2A/3        599   0001
QSO: 14083 RY 2020-11-14 0240 JA3JM         599   0023 RD0A          599   0032
QSO: 14086 RY 2020-11-14 0255 JA3JM         599   0024 R9MJ          599   0046
QSO: 21088 RY 2020-11-14 0408 JA3JM         599   0025 ZM2B          599   0005
