START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
CALLSIGN: SP4AAZ
LOCATION: DX
CLUB: SP DX Club
CLAIMED-SCORE:
OPERATORS: SP4AAZ
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO: 14000 PH 2017-09-09 1603 SP4AAZ        59          001 A61FK           59          263
QSO: 14000 PH 2017-09-09 1607 SP4AAZ        59          002 4X6FR           59          736
QSO: 14000 PH 2017-09-09 1610 SP4AAZ        59          003 H2X             59          415
QSO: 14000 PH 2017-09-09 1616 SP4AAZ        59          004 4L2M            59          279
QSO: 14000 PH 2017-09-09 1623 SP4AAZ        59          005 CR3W            59          863
QSO: 14000 PH 2017-09-09 1627 SP4AAZ        59          006 YM7KA           59          405
QSO: 14000 PH 2017-09-09 1646 SP4AAZ        59          007 9K2HN           59          943
QSO: 14000 PH 2017-09-09 1654 SP4AAZ        59          008 A41ZZ           59          099
QSO: 14000 PH 2017-09-09 1718 SP4AAZ        59          009 CT9/OM3BH       59          043
QSO:  7000 PH 2017-09-09 1931 SP4AAZ        59          010 9K2HN           59         1128
QSO:  7000 PH 2017-09-09 1935 SP4AAZ        59          011 JE6RPM          59          556
QSO:  7000 PH 2017-09-09 1939 SP4AAZ        59          012 RF9C            59          199
QSO:  7000 PH 2017-09-09 2000 SP4AAZ        59          013 7Z1SJ           59          590
QSO:  7000 PH 2017-09-09 2024 SP4AAZ        59          014 YM7KA           59          544
QSO:  7000 PH 2017-09-09 2028 SP4AAZ        59          015 P3X             59          570
QSO:  7000 PH 2017-09-09 2035 SP4AAZ        59          016 UN3M            59          175
QSO: 14000 PH 2017-09-09 2045 SP4AAZ        59          017 CG3AT           59          337
QSO: 14000 PH 2017-09-09 2048 SP4AAZ        59          018 N2RJ            59          313
QSO: 14000 PH 2017-09-09 2100 SP4AAZ        59          019 WA1J            59          428
QSO: 14000 PH 2017-09-09 2118 SP4AAZ        59          020 N2MM            59          156
QSO: 14000 PH 2017-09-09 2141 SP4AAZ        59          021 ZX5J            59          946
QSO: 14000 PH 2017-09-09 2151 SP4AAZ        59          022 CT9/OM3GI       59          042
QSO:  7000 PH 2017-09-09 2209 SP4AAZ        59          023 CT9/OM3GI       59          071
QSO: 14000 PH 2017-09-09 2215 SP4AAZ        59          024 PJ4DX           59          255
QSO: 21000 PH 2017-09-10 1003 SP4AAZ        59          025 4X0T            59          638
QSO: 21000 PH 2017-09-10 1007 SP4AAZ        59          026 CR3W            59         1590
QSO: 21000 PH 2017-09-10 1013 SP4AAZ        59          027 9K2HN           59         1596
QSO: 21000 PH 2017-09-10 1055 SP4AAZ        59          028 PR7AA           59          779
QSO: 21000 PH 2017-09-10 1100 SP4AAZ        59          029 H2X             59          531
QSO: 21000 PH 2017-09-10 1101 SP4AAZ        59          030 4X6FR           59         1155
QSO: 14000 PH 2017-09-10 1151 SP4AAZ        59          031 JE6RPM          59          697
QSO: 14000 PH 2017-09-10 1152 SP4AAZ        59          032 UN3M            59          504
QSO: 14000 PH 2017-09-10 1201 SP4AAZ        59          033 A62A            59          155
QSO: 14000 PH 2017-09-10 1203 SP4AAZ        59          034 TA4RC           59          270
QSO: 14000 PH 2017-09-10 1450 SP4AAZ        59          035 TA3AWS          59          424
QSO: 14000 PH 2017-09-10 1458 SP4AAZ        59          036 E2A             59          509
QSO: 14000 PH 2017-09-10 1506 SP4AAZ        59          037 7Z1SJ           59          905
QSO: 14000 PH 2017-09-10 1512 SP4AAZ        59          038 A61HA           59          663
QSO: 14000 PH 2017-09-10 1538 SP4AAZ        59          039 VU2YVK          59          430
QSO:  7000 PH 2017-09-10 1925 SP4AAZ        59          040 TC4A            59          109
QSO:  7000 PH 2017-09-10 1944 SP4AAZ        59          041 A61HA           59          818
QSO:  7000 PH 2017-09-10 2011 SP4AAZ        59          042 4L2M            59          871
QSO: 14000 PH 2017-09-10 2029 SP4AAZ        59          043 PR7AA           59         1040
QSO:  7000 PH 2017-09-10 2114 SP4AAZ        59          044 CR3W            59         2156
END-OF-LOG:
