START-OF-LOG: 3.0
CATEGORY: Single-OP, high
CONTEST: WAE SSB
CREATED-BY: TR4W v.4.58.0, modified by DXHF upload.
CALLSIGN: RF9C
CLAIMED-SCORE: 50096
OPERATORS: UA9CIR
CLUB: URAL CONTEST GROUP
ADDRESS-CITY: Ekaterinburg
ADDRESS-POSTALCODE: 620002
ADDRESS-COUNTRY: Russia
QSO: 14241 PH 2017-09-09 1203 RF9C          59  0001 UZ2I          59  0068
QSO: 14241 PH 2017-09-09 1204 RF9C          59  0002 UT0CK         59  0019
QSO: 14241 PH 2017-09-09 1204 RF9C          59  0003 DP4M          59  0067
QSO: 14241 PH 2017-09-09 1205 RF9C          59  0004 OH2ECG        59  0001
QSO: 14241 PH 2017-09-09 1206 RF9C          59  0005 OK1MKU        59  0018
QSO: 14241 PH 2017-09-09 1207 RF9C          59  0006 DL0CS         59  0064
QSO: 14241 PH 2017-09-09 1207 RF9C          59  0007 UR3QTN        59  0012
QSO: 14241 PH 2017-09-09 1207 RF9C          59  0008 DF8XC         59  0027
QSO: 14241 PH 2017-09-09 1208 RF9C          59  0009 DL0RD         59  0017
QSO: 14241 PH 2017-09-09 1208 RF9C          59  0010 S57DX         59  0099
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1203 UZ2I          68
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1204 UT0CK         19
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1204 DP4M          67
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1205 OH2ECG        1
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1206 OK1MKU        18
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1207 DL0CS         64
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1207 UR3QTN        12
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1207 DF8XC         27
QTC: 14000 PH 2017-09-09 1209 S57DX         1/9        RF9C          1208 DL0RD         17
QSO: 14241 PH 2017-09-09 1210 RF9C          59  0011 DF3TE         59  0031
QSO: 14241 PH 2017-09-09 1211 RF9C          59  0012 SO1TH         59  0002
QSO: 14241 PH 2017-09-09 1211 RF9C          59  0013 DK6VCO        59  0008
QSO: 14241 PH 2017-09-09 1211 RF9C          59  0014 LA8CJ         59  0002
QSO: 14241 PH 2017-09-09 1212 RF9C          59  0015 E71CQ         59  0005
QSO: 14241 PH 2017-09-09 1213 RF9C          59  0016 DJ6OZ         59  0019
QSO: 14241 PH 2017-09-09 1213 RF9C          59  0017 DF2AJ         59  0038
QSO: 14241 PH 2017-09-09 1213 RF9C          59  0018 F5BBD         59  0016
QSO: 14241 PH 2017-09-09 1214 RF9C          59  0019 UV7V          59  0011
QSO: 14241 PH 2017-09-09 1214 RF9C          59  0020 UA7K          59  0249
