START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
CALLSIGN: SP6DVP
LOCATION: DX
CLUB: SP DXC
CLAIMED-SCORE:
OPERATORS: SP6DVP
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
OFFTIME: 2017-09-09 0014 2017-09-09 0858
OFFTIME: 2017-09-09 1732 2017-09-10 0128
QSO:  7000 PH 2017-09-09 0010 SP6DVP        59          001 9K2HN           59          025
QSO:  7000 PH 2017-09-09 0013 SP6DVP        59          002 P3X             59          023
QSO: 21000 PH 2017-09-09 0859 SP6DVP        59          003 P3X             59          260
QSO: 21000 PH 2017-09-09 0901 SP6DVP        59          004 HZ1FS           59          235
QSO: 21000 PH 2017-09-09 0907 SP6DVP        59          005 9K2HN           59          413
QSO: 21000 PH 2017-09-09 0912 SP6DVP        59          006 HZ1BW           59          016
QSO: 14000 PH 2017-09-09 0941 SP6DVP        59          007 H2X             59          200
QSO: 14000 PH 2017-09-09 0942 SP6DVP        59          008 P3X             59          314
QSO: 14000 PH 2017-09-09 0947 SP6DVP        59          009 4X6FR           59          358
QSO: 14000 PH 2017-09-09 0950 SP6DVP        59          010 RT9L            59          091
QSO: 14000 PH 2017-09-09 1048 SP6DVP        59          011 CR3W            59          507
QSO: 14000 PH 2017-09-09 1050 SP6DVP        59          012 7Z1SJ           59          255
QSO: 14000 PH 2017-09-09 1235 SP6DVP        59          013 RF9C            59          033
QSO: 14000 PH 2017-09-09 1250 SP6DVP        59          014 WA1J            59          103
QSO: 14000 PH 2017-09-09 1311 SP6DVP        59          015 HZ1FS           59          400
QSO: 14000 PH 2017-09-09 1326 SP6DVP        59          016 JH1EAQ          59          105
QSO: 14000 PH 2017-09-09 1330 SP6DVP        59          017 JE6RPM          59          182
QSO: 14000 PH 2017-09-09 1421 SP6DVP        59          018 JG1VGX          59          083
QSO: 14000 PH 2017-09-09 1430 SP6DVP        59          019 BD7DT           59          082
QSO: 14000 PH 2017-09-09 1432 SP6DVP        59          020 A71AE           59          154
QSO: 14000 PH 2017-09-09 1433 SP6DVP        59          021 A61FK           59          173
QSO: 14000 PH 2017-09-09 1436 SP6DVP        59          022 4X0T            59          242
QSO: 14000 PH 2017-09-09 1438 SP6DVP        59          023 JR4VEV          59          084
QSO: 14000 PH 2017-09-09 1441 SP6DVP        59          024 9K2HN           59          782
QSO: 14000 PH 2017-09-09 1445 SP6DVP        59          025 YB1AR           59          132
QSO: 14000 PH 2017-09-09 1534 SP6DVP        59          026 A61HA           59          070
QSO:  7000 PH 2017-09-09 1654 SP6DVP        59          027 JH4UTP          59          153
QSO:  7000 PH 2017-09-09 1658 SP6DVP        59          028 JH1EAQ          59          266
QSO:  7000 PH 2017-09-09 1659 SP6DVP        59          029 JE6RPM          59          458
QSO:  7000 PH 2017-09-09 1702 SP6DVP        59          030 UN7ZAF          59          149
QSO:  7000 PH 2017-09-09 1706 SP6DVP        59          031 YB6UAK          59          009
QSO:  7000 PH 2017-09-09 1713 SP6DVP        59          032 UN3M            59          009
QSO:  7000 PH 2017-09-09 1729 SP6DVP        59          033 4L2M            59          380
QSO:  7000 PH 2017-09-09 1731 SP6DVP        59          034 JG1VGX          59          119
QSO:  7000 PH 2017-09-10 0129 SP6DVP        59          035 ZW8T            59          584
QSO:  7000 PH 2017-09-10 0134 SP6DVP        59          036 PR7AA           59          668
