START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DQ5M
CLAIMED-SCORE: 782782
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ3MY DK5MB DK6SP DL1MAJ DL3BY DO4DXA
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1019 DJ7R           154
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1021 G4ELJ          007
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1022 OM3LK          006
QSO: 21275 PH 2017-09-10 1257 DQ5M          59  0484   PY2ZR         59  019
QSO: 21209 PH 2017-09-10 1257 DQ5M          59  0485   YE3AA         59  049
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1019 DK5DQ          121
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1021 DF7ZS          021
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1022 DL8FAJ         086
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1022 OH2PM          018
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1022 OK1DPU         108
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1023 F4FYE          009
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1023 OG55W          085
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1024 UA6YN          092
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1024 UY5ZZ          203
QTC: 21281 PH 2017-09-10 1302 DQ5M          055/10     PY2YU         1025 DL6HH          017
QSO: 21305 PH 2017-09-10 1308 DQ5M          59  0486   CN8VO         59  272
QTC: 21296 PH 2017-09-10 1310 DQ5M          028/4      PY5EG         1308 DL7CX          016
QTC: 21296 PH 2017-09-10 1310 DQ5M          028/4      PY5EG         1308 IT9BYS         008
QTC: 21296 PH 2017-09-10 1310 DQ5M          028/4      PY5EG         1309 G4PVM          030
QTC: 21296 PH 2017-09-10 1310 DQ5M          028/4      PY5EG         1309 DL7ON          213
QSO: 21261 PH 2017-09-10 1317 DQ5M          59  0487   CE8EIO        59  296
QSO: 21289 PH 2017-09-10 1321 DQ5M          59  0488   PY2RTB        59  004
QSO: 21232 PH 2017-09-10 1342 DQ5M          59  0489   K9KA          59  001
QSO: 28444 PH 2017-09-10 1346 DQ5M          59  0490   ZS6CCY        59  000
QSO: 21232 PH 2017-09-10 1350 DQ5M          59  0491   ZS6CCY        59  000
QSO: 21213 PH 2017-09-10 1359 DQ5M          59  0492   KD4D          59  741
QSO: 21232 PH 2017-09-10 1401 DQ5M          59  0493   WJ2D          59  037
QSO: 21232 PH 2017-09-10 1409 DQ5M          59  0494   WE0J          59  006
QSO: 21232 PH 2017-09-10 1410 DQ5M          59  0495   PY4RGS        59  074
QTC: 21232 PH 2017-09-10 1411 DQ5M          008/1      PY4RGS        0949 DF8XC          009
QSO: 21220 PH 2017-09-10 1412 DQ5M          59  0496   ZW8T          59  747
QSO: 21232 PH 2017-09-10 1415 DQ5M          59  0497   W3LL          59  248
QSO: 21232 PH 2017-09-10 1416 DQ5M          59  0498   PJ4DX         59  276
QSO: 21232 PH 2017-09-10 1417 DQ5M          59  0499   K4JAF         59  006
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1413 DL8DBW         095
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1414 DH0GHU         002
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1414 DL8UI          108
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1414 OK1MKU         066
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1415 DL0MET         094
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1415 DL1DTL         025
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1418 DL6USA         033
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1418 UA6YN          114
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1418 IT9GQB         053
QTC: 14182 PH 2017-09-10 1423 DQ5M          015/10     HZ1DG         1419 IZ0DIO         057
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1919 UX1VX          116
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1920 OR1Z           001
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1921 DL7OO          145
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1922 ED7R           056
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1923 DL4RCE         015
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1924 DK5QN          065
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1924 EA3/4X4DX      013
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1925 RN4NF          051
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1926 DL2DUA         035
QTC: 14225 PH 2017-09-10 1424 DQ5M          028/10     A61HA         1927 OK2EQ          008
QSO: 14244 PH 2017-09-10 1429 DQ5M          59  0500   HS5SRH        59  067
QSO: 14240 PH 2017-09-10 1430 DQ5M          59  0501   VU2RBI        59  189
QSO: 14260 PH 2017-09-10 1433 DQ5M          59  0502   VE3TM         59  015
QSO: 14260 PH 2017-09-10 1438 DQ5M          59  0503   K0CL          59  001
QSO: 14296 PH 2017-09-10 1441 DQ5M          59  0504   VA2WA         59  092
QTC: 14296 PH 2017-09-10 1441 DQ5M          010/3      VA2WA         1438 9A7DX          103
QTC: 14296 PH 2017-09-10 1441 DQ5M          010/3      VA2WA         1440 S51MA          009
QTC: 14296 PH 2017-09-10 1441 DQ5M          010/3      VA2WA         1440 HB9CIC         055
QSO: 14260 PH 2017-09-10 1445 DQ5M          59  0505   W2GTR         59  006
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1442 DL6RAI         097
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1444 DJ1XT          093
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1444 DM3HZN         064
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1445 IN3BJU         008
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1445 F1MMT/P        001
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1445 EW7M           144
QTC: 14296 PH 2017-09-10 1447 DQ5M          011/7      VA2WA         1446 F6BLZ          194
QSO: 14260 PH 2017-09-10 1451 DQ5M          59  0506   W3FIZ         59  016
QSO: 14260 PH 2017-09-10 1452 DQ5M          59  0507   W4CB          59  017
QSO: 14260 PH 2017-09-10 1456 DQ5M          59  0508   KC1GGP        59  002
QSO: 14260 PH 2017-09-10 1457 DQ5M          59  0509   VE2AYK        59  001
QSO: 14260 PH 2017-09-10 1501 DQ5M          59  0510   K2YGM         59  016
QSO: 14260 PH 2017-09-10 1504 DQ5M          59  0511   WJ2D          59  053
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1421 UA7K           869
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1424 C32KC          001
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1425 S52OT          161
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1426 DL5RBW         063
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1430 RZ1O           015
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1432 SB6A           056
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1434 UY5ZZ          233
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1434 DL7BC          217
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1503 8S0C           249
QTC: 14260 PH 2017-09-10 1505 DQ5M          007/10     WJ2D          1504 IK2YCW         083
QSO: 14260 PH 2017-09-10 1507 DQ5M          59  0512   K2CD          59  020
QSO: 14235 PH 2017-09-10 1508 DQ5M          59  0513   HS3XVP        59  020
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1446 DL0CS          300
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1455 S52OT          166
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1501 S51CK          016
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1504 OK2QA          080
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1505 E73ESP         182
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1505 DR6R           010
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1506 DK4EF          024
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1506 I3MBG          005
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1507 OE3DXA         178
QTC: 14235 PH 2017-09-10 1508 DQ5M          002/10     HS3XVP        1507 DL6RBH         042
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2231 SN7D           041
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2231 LA4C           008
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2232 ON8PU          003
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2232 F4HXJ          010
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2233 CT7AKW         050
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2234 DK2BK          075
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2236 G0HEU          030
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         2238 PA1FD          050
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         1153 DL5WW          345
QTC: 14260 PH 2017-09-10 1513 DQ5M          005/10     VE3DZ         1153 DL7BC          188
QSO: 14260 PH 2017-09-10 1516 DQ5M          59  0514   W5GN          59  009
QSO: 14260 PH 2017-09-10 1518 DQ5M          59  0515   KC1HSE        59  006
QSO: 21229 PH 2017-09-10 1527 DQ5M          59  0516   PY1FI         59  078
QSO: 21310 PH 2017-09-10 1528 DQ5M          59  0517   PS7RSA        59  034
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1512 DL0ESA         134
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1514 YO9HP          233
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1516 HB9BAS         118
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1517 F6DRP          083
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1522 DL9GS          015
QTC: 21310 PH 2017-09-10 1529 DQ5M          005/6      PS7RSA        1523 DK6WL          006
QSO: 21250 PH 2017-09-10 1533 DQ5M          59  0518   PP5RT         59  000
QSO: 21275 PH 2017-09-10 1534 DQ5M          55  0519   XR1SDC        55  000
QTC: 21310 PH 2017-09-10 1538 DQ5M          006/4      PS7RSA        1528 DQ5M           517
QTC: 21310 PH 2017-09-10 1538 DQ5M          006/4      PS7RSA        1532 DL5WW          363
QTC: 21310 PH 2017-09-10 1538 DQ5M          006/4      PS7RSA        1533 IZ2DJP         004
QTC: 21310 PH 2017-09-10 1538 DQ5M          006/4      PS7RSA        1533 DL0SN          485
QSO: 14216 PH 2017-09-10 1544 DQ5M          59  0520   4U1WB         59  008
QTC: 14202 PH 2017-09-10 1545 DQ5M          011/3      N1API         1541 IZ5JMZ         002
QTC: 14202 PH 2017-09-10 1545 DQ5M          011/3      N1API         1543 EW1V           134
QTC: 14202 PH 2017-09-10 1545 DQ5M          011/3      N1API         1545 DG0OM          010
QSO: 14241 PH 2017-09-10 1629 DQ5M          59  0521   UN9LW         59  036
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1237 IK2BVN         008
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1239 IU4FNO         006
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1241 DO2USA         102
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1241 DG1OJ          041
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1243 DF3TE          136
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1245 DL1DTC         010
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1246 RG6G           028
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1248 F4HQK          004
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1249 IK2RHH         001
QTC: 14177 PH 2017-09-10 1637 DQ5M          034/10     E28AD         1250 OE3EMC         004
QSO:  7172 PH 2017-09-10 1705 DQ5M          59  0522   RW9QA         59  117
QSO:  7175 PH 2017-09-10 1707 DQ5M          59  0523   JG1VGX        59  393
QSO:  7162 PH 2017-09-10 1707 DQ5M          59  0524   UN9LW         59  113
QSO:  7172 PH 2017-09-10 1708 DQ5M          59  0525   TA4RC         59  335
QSO:  7172 PH 2017-09-10 1713 DQ5M          59  0526   VR20XNL       59  010
QSO:  7150 PH 2017-09-10 1718 DQ5M          59  0527   YB6UAK        59  058
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1722 IU4FLO         151
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1722 HG7T           668
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1724 S57AV          020
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1724 OE8HIK         027
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1724 DL1HBD         019
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1724 OK2ZO          021
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1725 RK7KB          024
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1725 PA5X           003
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1725 DL7ACN         053
QTC:  7162 PH 2017-09-10 1726 DQ5M          017/10     UN9LW         1726 IK2QBA         015
QSO:  7165 PH 2017-09-10 1730 DQ5M          59  0528   A61EK         59  421
QSO:  7143 PH 2017-09-10 1732 DQ5M          59  0529   YB6DE         59  222
QSO:  7165 PH 2017-09-10 1734 DQ5M          59  0530   YB1AR         59  380
QSO:  7140 PH 2017-09-10 1742 DQ5M          59  0531   TA2LP         59  020
QSO:  7140 PH 2017-09-10 1745 DQ5M          59  0532   UA9SMU        59  016
QSO:  7127 PH 2017-09-10 1749 DQ5M          59  0533   E2A           59  569
QSO:  7170 PH 2017-09-10 1758 DQ5M          59  0534   HS5SRH        59  144
QSO:  7170 PH 2017-09-10 1813 DQ5M          59  0535   4X4OE         59  001
QSO: 14180 PH 2017-09-10 1822 DQ5M          59  0536   EA9ABC        59  000
QSO: 14170 PH 2017-09-10 1826 DQ5M          59  0537   CN8HQ         59  000
QSO:  3796 PH 2017-09-10 1835 DQ5M          59  0538   ZL1IU         59  004
QSO:  3774 PH 2017-09-10 1852 DQ5M          59  0539   4L2M          59  782
QSO:  7130 PH 2017-09-10 1852 DQ5M          59  0540   JA0PI         59  000
QSO: 14240 PH 2017-09-10 1901 DQ5M          59  0541   S01WS         59  000
QSO: 14248 PH 2017-09-10 1902 DQ5M          59  0542   N1UL          59  001
QSO: 14270 PH 2017-09-10 1911 DQ5M          59  0543   7X3WPL        59  000
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         0722 OM2VL          577
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         0724 OM2VL          578
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1909 DF0HQ          853
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1910 S57DX          320
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1910 DJ8OG          050
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1910 DP4M           442
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1911 DL5L           294
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1911 DK5DQ          150
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1911 DK6WL          076
QTC: 14280 PH 2017-09-10 1922 DQ5M          002/10     V53DX         1912 DL9BBE         012
QSO: 14175 PH 2017-09-10 1931 DQ5M          59  0544   CN8PQ         59  000
QSO: 14242 PH 2017-09-10 1942 DQ5M          59  0545   N1FDX         59  008
QSO: 14242 PH 2017-09-10 1945 DQ5M          59  0546   K1YWW         59  003
QSO: 14192 PH 2017-09-10 1958 DQ5M          59  0547   LU2DX         59  005
QSO: 14192 PH 2017-09-10 1959 DQ5M          59  0548   PY2LPM        59  037
QSO: 14192 PH 2017-09-10 2004 DQ5M          59  0549   PY2DV         59  070
QSO: 14250 PH 2017-09-10 2011 DQ5M          59  0550   PP1CZ         59  260
QTC: 14250 PH 2017-09-10 2011 DQ5M          039/2      PP1CZ         2010 DK0V           350
QTC: 14250 PH 2017-09-10 2011 DQ5M          039/2      PP1CZ         2011 DL7BC          265
QSO:  7114 PH 2017-09-10 2014 DQ5M          59  0551   EH9SDC        59  000
QSO: 14165 PH 2017-09-10 2016 DQ5M          59  0552   VA3GA         59  000
QSO:  7096 PH 2017-09-10 2018 DQ5M          59  0553   V53DX         59  045
QSO: 14209 PH 2017-09-10 2022 DQ5M          59  0554   PY1ZV         59  026
QSO: 14192 PH 2017-09-10 2022 DQ5M          59  0555   PY2YZB        59  002
QTC: 14192 PH 2017-09-10 2023 DQ5M          017/4      L77D          2015 DL0SN          519
QTC: 14192 PH 2017-09-10 2023 DQ5M          017/4      L77D          2019 9A2EU          147
QTC: 14192 PH 2017-09-10 2023 DQ5M          017/4      L77D          2020 DK7C           372
QTC: 14192 PH 2017-09-10 2023 DQ5M          017/4      L77D          2022 DL7RC          269
QSO: 14192 PH 2017-09-10 2025 DQ5M          59  0556   L77D          59  103
QSO: 14192 PH 2017-09-10 2025 DQ5M          59  0557   PY5FO         59  124
QSO: 14192 PH 2017-09-10 2026 DQ5M          59  0558   K3BT          59  002
QSO: 14192 PH 2017-09-10 2027 DQ5M          59  0559   K4AB          59  002
QSO:  7118 PH 2017-09-10 2028 DQ5M          59  0560   S01WS         59  000
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2006 DR7B           207
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2008 OM2VL          796
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2010 EH1SDC         001
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2011 UA7K           946
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2012 IU4FLO         178
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2015 DL7BC          267
QTC: 14192 PH 2017-09-10 2029 DQ5M          004/7      KQ4LA         2017 LY5W           088
QSO: 14192 PH 2017-09-10 2031 DQ5M          59  0561   KQ4LA         59  043
QSO: 14192 PH 2017-09-10 2031 DQ5M          59  0562   KB1DK         59  007
QSO: 14192 PH 2017-09-10 2032 DQ5M          59  0563   KC2Q          59  003
QSO: 14192 PH 2017-09-10 2033 DQ5M          59  0564   KE2CK         59  001
QSO: 14192 PH 2017-09-10 2034 DQ5M          59  0565   VO1OE         59  001
QSO: 14192 PH 2017-09-10 2035 DQ5M          59  0566   AB1PA/M       59  000
QSO: 14295 PH 2017-09-10 2039 DQ5M          59  0567   PY4XX         59  081
QSO: 14165 PH 2017-09-10 2041 DQ5M          59  0568   PY2YU         59  696
QSO: 14192 PH 2017-09-10 2043 DQ5M          59  0569   KK6L          59  012
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2002 DL0SN          516
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2005 DL5L           301
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2031 HG7T           706
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2033 DL1DAW         346
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2034 LA4C           048
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2035 DK7C           383
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2036 DP4M           451
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2039 LY4T           069
QTC: 14192 PH 2017-09-10 2046 DQ5M          005/9      PY5DC         2044 DF2F           277
QSO: 14192 PH 2017-09-10 2047 DQ5M          59  0570   PY5DC         59  028
QSO: 14215 PH 2017-09-10 2049 DQ5M          59  0571   WX3B          59  007
QSO: 14192 PH 2017-09-10 2051 DQ5M          59  0572   N8II          59  047
QSO: 14192 PH 2017-09-10 2052 DQ5M          59  0573   OA6Q          59  004
QSO: 14192 PH 2017-09-10 2052 DQ5M          59  0574   PP5DZ         59  129
QSO: 14192 PH 2017-09-10 2053 DQ5M          59  0575   N4GEB         59  002
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1341 DL1DAW         285
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1342 DK7C           333
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1343 OH2KW          015
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1344 PI4AMF         222
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1346 DL5WW          351
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1347 HB9BAS         111
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1349 UA7K           659
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1355 DL5KLT         183
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1357 OZ1ADL         030
QTC: 14192 PH 2017-09-10 2054 DQ5M          001/10     K3PP          1357 DA0AA          012
QSO: 14192 PH 2017-09-10 2056 DQ5M          59  0576   K3PP          59  013
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2037 HB9HAS         139
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2039 DL9RAR         143
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2041 DF2F           275
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2042 HG7T           713
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2044 DL8AAE         010
QTC: 14192 PH 2017-09-10 2057 DQ5M          018/6      L77D          2047 F4IVV          032
QSO: 14192 PH 2017-09-10 2059 DQ5M          59  0577   K4RUM         59  019
QSO: 14192 PH 2017-09-10 2059 DQ5M          59  0578   PY2TKB        59  156
QSO: 14192 PH 2017-09-10 2100 DQ5M          59  0579   KP4/K7GM      59  013
QSO: 14192 PH 2017-09-10 2101 DQ5M          59  0580   PY2ZR         59  061
QSO:  3707 PH 2017-09-10 2102 DQ5M          59  0581   S01WS         59  000
QSO: 14192 PH 2017-09-10 2102 DQ5M          59  0582   W1LEM         57  005
QSO: 14192 PH 2017-09-10 2104 DQ5M          59  0583   W2YMZ         59  000
QSO: 14192 PH 2017-09-10 2105 DQ5M          59  0584   NK2Q          59  027
QSO: 14192 PH 2017-09-10 2106 DQ5M          59  0585   WG4O          59  002
QSO: 14192 PH 2017-09-10 2106 DQ5M          59  0586   AA4NP         59  007
QSO: 14192 PH 2017-09-10 2107 DQ5M          59  0587   HK3C          59  011
QSO: 14192 PH 2017-09-10 2108 DQ5M          59  0588   L33M          59  002
QSO: 14192 PH 2017-09-10 2109 DQ5M          59  0589   PY2YZB        59  010
QSO: 14192 PH 2017-09-10 2110 DQ5M          59  0590   WE4JL         59  007
QSO: 14192 PH 2017-09-10 2113 DQ5M          59  0591   W2PNJ         59  001
QSO: 14192 PH 2017-09-10 2120 DQ5M          59  0592   PY2LSM        59  102
QSO: 14282 PH 2017-09-10 2121 DQ5M          59  0593   PY5AB         59  411
QSO: 14166 PH 2017-09-10 2123 DQ5M          59  0594   KC1XX         59  036
QSO: 14268 PH 2017-09-10 2128 DQ5M          59  0595   K2MFY         59  010
QTC: 14215 PH 2017-09-10 2130 DQ5M          011/3      WX3B          2128 TM5N           335
QTC: 14215 PH 2017-09-10 2130 DQ5M          011/3      WX3B          2129 CT1BXT         024
QTC: 14215 PH 2017-09-10 2130 DQ5M          011/3      WX3B          2130 HB9/DL9PB      005
QSO: 14268 PH 2017-09-10 2134 DQ5M          59  0596   N2TRX         59  004
QSO: 14268 PH 2017-09-10 2138 DQ5M          59  0597   KE3LA         59  002
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2114 DL0IN          543
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2118 DK5DQ          191
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2118 DJ9MH          073
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2119 DL5WW          231
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2120 OM2VL          844
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2123 ED3D           103
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2135 DP4M           494
QTC: 14268 PH 2017-09-10 2138 DQ5M          002/8      L33M          2136 LA4C           064
QSO: 14268 PH 2017-09-10 2143 DQ5M          59  0598   WB4MSG        59  019
QSO: 14237 PH 2017-09-10 2147 DQ5M          59  0599   PY1FI         59  137
QSO: 14268 PH 2017-09-10 2156 DQ5M          59  0600   WA4TMJ        59  011
QTC: 14268 PH 2017-09-10 2201 DQ5M          053/5      PP1CZ         2127 EU1A           008
QTC: 14268 PH 2017-09-10 2201 DQ5M          053/5      PP1CZ         2135 F5XX           095
QTC: 14268 PH 2017-09-10 2201 DQ5M          053/5      PP1CZ         2141 CS7AGI         002
QTC: 14268 PH 2017-09-10 2201 DQ5M          053/5      PP1CZ         2152 F4IVV          115
QTC: 14268 PH 2017-09-10 2201 DQ5M          053/5      PP1CZ         2154 F6ARC          131
QSO: 14268 PH 2017-09-10 2205 DQ5M          59  0601   EA8BQM        59  152
QSO: 14268 PH 2017-09-10 2211 DQ5M          59  0602   CO8SJ         59  013
QSO: 14268 PH 2017-09-10 2216 DQ5M          59  0603   K3QID         59  004
QSO: 14268 PH 2017-09-10 2218 DQ5M          59  0604   AK4TW         59  008
QSO: 14268 PH 2017-09-10 2231 DQ5M          59  0605   K3IE          59  023
QSO: 14268 PH 2017-09-10 2232 DQ5M          59  0606   AH2O          59  003
QSO: 14268 PH 2017-09-10 2233 DQ5M          59  0607   KE3ZT         59  006
QSO: 14268 PH 2017-09-10 2234 DQ5M          59  0608   KM4EKW        59  007
QSO: 14268 PH 2017-09-10 2236 DQ5M          59  0609   WD4KGC        59  007
QSO: 14268 PH 2017-09-10 2237 DQ5M          59  0610   N4XUS         59  000
QSO: 14268 PH 2017-09-10 2238 DQ5M          59  0611   AK4TW         59  011
