START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.4.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: GM0B
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 9190300
OPERATORS: MM0GPZ, GM0OQV, MM0BHX, GM0LIR, MM0FCM, GM0EGI, M0BUL, G0JJL,
OPERATORS: GM6VVG, GM0KMJ
CLUB: Mid Lanark Amateur Radio Society
NAME: Gordon Paterson
SOAPBOX: Another year and as always, terrible weather for CQWW SSB. The wind
SOAPBOX: broke the rotator on the 5 ele 20m monobander during Saturday morning.
SOAPBOX: It was spinning freely for a while, then we managed to anchor it in a
SOAPBOX: single direction before the rotator was replaced later on Saturday
SOAPBOX: afternoon. A problem on the 15m monobander on Sunday morning was the
SOAPBOX: other main problem that lost a couple of hours fixing it. However,
SOAPBOX: everyone thoroughly enjoyed the contest although we think we think we
QSO:  1881 PH 2010-10-30 0033 GM0B          59  14     OM8A          59  15     0
QSO:  1881 PH 2010-10-30 0033 GM0B          59  14     GW3R          59  14     0
QSO:  1881 PH 2010-10-30 0033 GM0B          59  14     EE2W          59  14     0
QSO:  1881 PH 2010-10-30 0034 GM0B          59  14     G4EIM         59  14     0
QSO:  7000 PH 2010-10-30 0034 GM0B          59  14     S56A          59  15     0
QSO:  1881 PH 2010-10-30 0034 GM0B          59  14     ED1RCM        59  14     0
QSO:  1881 PH 2010-10-30 0037 GM0B          59  14     G3VAO         59  14     0
QSO:  3758 PH 2010-10-30 0038 GM0B          59  14     CR3A          59  33     0
QSO:  1881 PH 2010-10-30 0039 GM0B          59  14     IN3ASW        59  15     0
QSO:  1881 PH 2010-10-30 0039 GM0B          59  14     DL4MCF        59  14     0
QSO:  3746 PH 2010-10-30 0039 GM0B          59  14     LN8W          59  14     0
QSO:  3753 PH 2010-10-30 0039 GM0B          59  14     EE2W          59  14     0
QSO:  3755 PH 2010-10-30 0040 GM0B          59  14     DB2B          59  14     0
QSO:  1881 PH 2010-10-30 0040 GM0B          59  14     LN5O          59  14     0
QSO:  1881 PH 2010-10-30 0041 GM0B          59  14     DR2P          59  14     0
QSO: 14218 PH 2010-10-30 0041 GM0B          59  14     OH0B          59  15     0
QSO:  7188 PH 2010-10-30 0042 GM0B          59  14     SO8A          59  15     0
QSO:  1881 PH 2010-10-30 0042 GM0B          59  14     EI3ENB        59  14     0
QSO:  7180 PH 2010-10-30 0042 GM0B          59  14     KC1XX         59  05     0
QSO:  7168 PH 2010-10-30 0043 GM0B          59  14     OM8A          59  15     0
QSO: 14218 PH 2010-10-30 0043 GM0B          59  14     KD0S          59  04     0
QSO:  3749 PH 2010-10-30 0043 GM0B          59  14     DL2F          59  14     0
QSO:  7156 PH 2010-10-30 0044 GM0B          59  14     HG1S          59  15     0
QSO:  3744 PH 2010-10-30 0044 GM0B          59  14     GM7A          59  14     0
QSO:  7151 PH 2010-10-30 0044 GM0B          59  14     UZ2M          59  16     0
QSO:  1881 PH 2010-10-30 0045 GM0B          59  14     DK0ED         59  14     0
QSO:  7146 PH 2010-10-30 0045 GM0B          59  14     C4W           59  20     0
QSO:  3744 PH 2010-10-30 0045 GM0B          59  14     LY2K          59  15     0
QSO:  1881 PH 2010-10-30 0046 GM0B          59  14     OK1WCF        59  15     0
QSO:  7115 PH 2010-10-30 0047 GM0B          59  14     EE2K          59  14     0
QSO:  3743 PH 2010-10-30 0048 GM0B          59  14     DL0IL         59  14     0
QSO:  1881 PH 2010-10-30 0048 GM0B          59  14     MD2C          59  14     0
QSO:  7067 PH 2010-10-30 0048 GM0B          59  14     OY6A          59  14     0
QSO: 14218 PH 2010-10-30 0049 GM0B          59  14     OL9Z          59  15     0
QSO:  7047 PH 2010-10-30 0049 GM0B          59  14     8P5A          59  08     0
QSO:  7054 PH 2010-10-30 0049 GM0B          59  14     PY1NB         59  11     0
QSO:  7058 PH 2010-10-30 0049 GM0B          59  14     HK1T          59  09     0
QSO:  1881 PH 2010-10-30 0049 GM0B          59  14     OE9ICI        59  15     0
QSO:  7043 PH 2010-10-30 0050 GM0B          59  14     PJ2T          59  09     0
QSO:  1881 PH 2010-10-30 0050 GM0B          59  14     OE4A          59  15     0
QSO:  7060 PH 2010-10-30 0050 GM0B          59  14     P49Y          59  09     0
QSO:  1881 PH 2010-10-30 0051 GM0B          59  14     P33W          59  20     0
QSO:  7072 PH 2010-10-30 0051 GM0B          59  14     YW4D          59  09     0
QSO:  1881 PH 2010-10-30 0052 GM0B          59  14     TM2Y          59  14     0
QSO:  1881 PH 2010-10-30 0054 GM0B          59  14     AM3SSB        59  14     0
QSO:  1881 PH 2010-10-30 0056 GM0B          59  14     KM1W          59  05     0
QSO:  3755 PH 2010-10-30 0056 GM0B          59  14     VO1TA         59  05     0
QSO:  7141 PH 2010-10-30 0057 GM0B          59  14     SN3R          59  15     0
QSO:  3769 PH 2010-10-30 0058 GM0B          59  14     DF0HQ         59  14     0
QSO: 14218 PH 2010-10-30 0058 GM0B          59  14     EI9HX         59  14     0
QSO:  1881 PH 2010-10-30 0058 GM0B          59  14     DD2LL         59  14     0
QSO:  1881 PH 2010-10-30 0058 GM0B          59  14     DL5AN         59  14     0
QSO:  7100 PH 2010-10-30 0100 GM0B          59  14     RK9AX         59  17     0
QSO:  7108 PH 2010-10-30 0100 GM0B          59  14     RG3K          59  16     0
QSO:  3778 PH 2010-10-30 0100 GM0B          59  14     SN3A          59  15     0
QSO:  7093 PH 2010-10-30 0101 GM0B          59  14     J48OV         59  20     0
QSO:  3781 PH 2010-10-30 0102 GM0B          59  14     OH0B          59  15     0
QSO: 21248 PH 2010-10-30 0103 GM0B          59  14     DF0HQ         59  14     0
QSO:  7059 PH 2010-10-30 0104 GM0B          59  14     SI9AM         59  14     0
QSO:  3780 PH 2010-10-30 0104 GM0B          59  14     T70A          59  15     0
QSO: 14218 PH 2010-10-30 0104 GM0B          59  14     RZ1ZZ         59  16     0
QSO:  3773 PH 2010-10-30 0104 GM0B          59  14     RW2F          59  15     0
QSO:  3789 PH 2010-10-30 0104 GM0B          59  14     EF8R          59  33     0
QSO:  1881 PH 2010-10-30 0105 GM0B          59  14     DR5N          59  14     0
QSO:  1881 PH 2010-10-30 0106 GM0B          59  14     HG1S          59  15     0
QSO:  3748 PH 2010-10-30 0107 GM0B          59  14     LY5E          59  15     0
QSO:  1881 PH 2010-10-30 0107 GM0B          59  14     PI4DX         59  14     0
QSO:  1881 PH 2010-10-30 0107 GM0B          59  14     EA5RU         59  14     0
QSO:  7122 PH 2010-10-30 0108 GM0B          59  14     DM5T          59  14     0
QSO:  3735 PH 2010-10-30 0108 GM0B          59  14     OL7M          59  15     0
QSO:  7122 PH 2010-10-30 0108 GM0B          59  14     IW3RQL        59  15     0
QSO:  1881 PH 2010-10-30 0108 GM0B          59  14     SM6FJY        59  14     0
QSO:  7122 PH 2010-10-30 0108 GM0B          59  14     I3VJW         59  15     0
QSO:  7122 PH 2010-10-30 0109 GM0B          59  14     RL6M          59  16     0
QSO:  3718 PH 2010-10-30 0110 GM0B          59  14     LZ5R          59  20     0
QSO:  7122 PH 2010-10-30 0110 GM0B          59  14     S58N          59  15     0
QSO:  3716 PH 2010-10-30 0110 GM0B          59  14     RL3A          59  16     0
QSO:  7122 PH 2010-10-30 0110 GM0B          59  14     US0HZ         59  16     0
QSO:  1881 PH 2010-10-30 0110 GM0B          59  14     G4IIY         59  14     0
QSO:  3705 PH 2010-10-30 0111 GM0B          59  14     M4A           59  14     0
QSO:  3701 PH 2010-10-30 0111 GM0B          59  14     LY9Y          59  15     0
QSO:  1881 PH 2010-10-30 0111 GM0B          59  14     E7DX          59  15     0
QSO:  1881 PH 2010-10-30 0111 GM0B          59  14     GW4BLE        59  14     0
QSO:  3687 PH 2010-10-30 0112 GM0B          59  14     OZ5GX         59  14     0
QSO:  1881 PH 2010-10-30 0112 GM0B          59  14     GM6NX         14  14     0
QSO:  7122 PH 2010-10-30 0112 GM0B          59  14     DQ4W          59  14     0
QSO:  3686 PH 2010-10-30 0113 GM0B          59  14     TM2S          59  14     0
QSO:  7122 PH 2010-10-30 0113 GM0B          59  14     RA3EA         59  16     0
QSO:  3681 PH 2010-10-30 0113 GM0B          59  14     G6PZ          59  14     0
QSO:  1881 PH 2010-10-30 0113 GM0B          59  14     DF2UU         59  14     0
QSO:  3672 PH 2010-10-30 0113 GM0B          59  14     M9X           59  14     0
QSO:  1881 PH 2010-10-30 0114 GM0B          59  14     G3TBK         59  14     0
QSO:  7122 PH 2010-10-30 0114 GM0B          59  14     RT3F          59  16     0
QSO:  3675 PH 2010-10-30 0114 GM0B          59  14     RZ3AXX        59  16     0
QSO:  3666 PH 2010-10-30 0115 GM0B          59  14     OE2GEN        59  15     0
QSO:  3659 PH 2010-10-30 0115 GM0B          59  14     G5G           59  14     0
QSO:  7122 PH 2010-10-30 0115 GM0B          59  14     EB2GMS        59  14     0
QSO:  7122 PH 2010-10-30 0116 GM0B          59  14     EW2A          59  16     0
QSO:  3654 PH 2010-10-30 0116 GM0B          59  14     ON6TR         59  14     0
QSO:  3651 PH 2010-10-30 0117 GM0B          59  14     OK2RRR        59  15     0
QSO:  3648 PH 2010-10-30 0118 GM0B          59  14     9A3B          59  15     0
QSO:  7121 PH 2010-10-30 0118 GM0B          59  14     TA2/DL7BC     59  20     0
QSO:  3644 PH 2010-10-30 0118 GM0B          59  14     EU1UN         59  16     0
QSO:  7113 PH 2010-10-30 0119 GM0B          59  14     HB9EE         59  14     0
QSO:  3641 PH 2010-10-30 0119 GM0B          59  14     LN3Z          59  14     0
QSO:  7091 PH 2010-10-30 0119 GM0B          59  14     KP3Z          59  08     0
QSO:  3636 PH 2010-10-30 0120 GM0B          59  14     2E0CPT        59  14     0
QSO:  3636 PH 2010-10-30 0120 GM0B          59  14     PI4W          59  14     0
QSO:  3636 PH 2010-10-30 0120 GM0B          59  14     F6FTB         59  14     0
QSO:  7114 PH 2010-10-30 0121 GM0B          59  14     4M6CQ         59  09     0
QSO:  3636 PH 2010-10-30 0121 GM0B          59  14     PA8KW         59  14     0
QSO:  1881 PH 2010-10-30 0122 GM0B          59  14     DL0CS         59  14     0
QSO:  7124 PH 2010-10-30 0122 GM0B          59  14     AM1A          59  14     0
QSO:  3636 PH 2010-10-30 0123 GM0B          59  14     F2AR          59  14     0
QSO:  3636 PH 2010-10-30 0124 GM0B          59  14     AN5C          59  14     0
QSO:  7184 PH 2010-10-30 0124 GM0B          59  14     CS2P          59  14     0
QSO:  3636 PH 2010-10-30 0125 GM0B          59  14     EF1W          59  14     0
QSO:  3636 PH 2010-10-30 0126 GM0B          59  14     LY2TS         59  15     0
QSO:  3636 PH 2010-10-30 0126 GM0B          59  14     WY3P          59  05     0
QSO:  7175 PH 2010-10-30 0126 GM0B          59  14     V48M          59  08     0
QSO:  1881 PH 2010-10-30 0126 GM0B          59  14     HG6N          59  15     0
QSO:  3636 PH 2010-10-30 0127 GM0B          59  14     IQ1NO         59  15     0
QSO:  3636 PH 2010-10-30 0127 GM0B          59  14     TM1O          59  14     0
QSO:  3636 PH 2010-10-30 0127 GM0B          59  14     M0HFC         59  14     0
QSO:  1881 PH 2010-10-30 0128 GM0B          59  14     G4ADJ         59  14     0
QSO:  3636 PH 2010-10-30 0128 GM0B          59  14     DL4MCF        59  14     0
QSO:  7150 PH 2010-10-30 0130 GM0B          59  14     4L0A          59  21     0
QSO:  1881 PH 2010-10-30 0131 GM0B          59  14     DK1KC         59  14     0
QSO:  3636 PH 2010-10-30 0132 GM0B          59  14     DJ3WE         59  14     0
QSO:  1881 PH 2010-10-30 0132 GM0B          59  14     CN3A          59  33     0
QSO:  1881 PH 2010-10-30 0133 GM0B          59  14     G3RXQ         59  14     0
QSO:  1881 PH 2010-10-30 0134 GM0B          59  14     SN9P          59  15     0
QSO:  3636 PH 2010-10-30 0134 GM0B          59  14     PA5W          59  14     0
QSO:  3636 PH 2010-10-30 0135 GM0B          59  14     K3LR          59  05     0
QSO:  1881 PH 2010-10-30 0136 GM0B          59  14     SI9AM         59  14     0
QSO:  3636 PH 2010-10-30 0136 GM0B          59  14     DK0ED         59  14     0
QSO:  7167 PH 2010-10-30 0136 GM0B          59  14     YU1FW         59  15     0
QSO:  3636 PH 2010-10-30 0137 GM0B          59  14     TM2B          59  14     0
QSO:  1881 PH 2010-10-30 0138 GM0B          59  14     LZ4TL         59  20     0
QSO: 14217 PH 2010-10-30 0139 GM0B          59  14     F1AKK         59  14     0
QSO:  3636 PH 2010-10-30 0141 GM0B          59  14     SE6Y          59  14     0
QSO:  7163 PH 2010-10-30 0141 GM0B          59  14     SO6I          59  15     0
QSO:  3636 PH 2010-10-30 0142 GM0B          59  14     UR5XMM        59  16     0
QSO:  7163 PH 2010-10-30 0142 GM0B          59  14     RT5Z          59  16     0
QSO:  1881 PH 2010-10-30 0143 GM0B          59  14     F5KAR/P       59  14     0
QSO: 14217 PH 2010-10-30 0143 GM0B          59  14     GM2V          59  14     0
QSO:  7171 PH 2010-10-30 0144 GM0B          59  14     IW2LLH        59  15     0
QSO:  1881 PH 2010-10-30 0144 GM0B          59  14     GM2T          59  14     0
QSO:  3636 PH 2010-10-30 0145 GM0B          59  14     SK3W          59  14     0
QSO:  1881 PH 2010-10-30 0146 GM0B          59  14     F5BBD         59  14     0
QSO:  3636 PH 2010-10-30 0146 GM0B          59  14     LY1G          59  15     0
QSO:  3636 PH 2010-10-30 0146 GM0B          59  14     DP4W          59  14     0
QSO:  1881 PH 2010-10-30 0146 GM0B          59  14     MM0SJH        59  14     0
QSO:  3636 PH 2010-10-30 0147 GM0B          59  14     K8AZ          59  04     0
QSO:  7155 PH 2010-10-30 0147 GM0B          59  14     OL1X          59  15     0
QSO:  3636 PH 2010-10-30 0147 GM0B          59  14     GI0MXT        59  14     0
QSO:  3636 PH 2010-10-30 0147 GM0B          59  14     N3RS          59  05     0
QSO:  7152 PH 2010-10-30 0148 GM0B          59  14     UW1M          59  16     0
QSO:  3636 PH 2010-10-30 0148 GM0B          59  14     LA9BM         59  14     0
QSO: 14218 PH 2010-10-30 0148 GM0B          59  14     M9C           59  14     0
QSO:  3636 PH 2010-10-30 0148 GM0B          59  14     CQ3L          59  33     0
QSO:  3636 PH 2010-10-30 0149 GM0B          59  14     TM2Y          59  14     0
QSO:  3636 PH 2010-10-30 0149 GM0B          59  14     IR2C          59  15     0
QSO:  7146 PH 2010-10-30 0149 GM0B          59  14     SP5LS         59  15     0
QSO:  3636 PH 2010-10-30 0150 GM0B          59  14     IZ0BVU        59  15     0
QSO:  3636 PH 2010-10-30 0150 GM0B          59  14     OT5A          59  14     0
QSO:  3636 PH 2010-10-30 0151 GM0B          59  14     W3NO          59  05     0
QSO:  3636 PH 2010-10-30 0151 GM0B          59  14     OE4A          59  15     0
QSO:  7130 PH 2010-10-30 0151 GM0B          59  14     K1LZ          59  05     0
QSO:  3636 PH 2010-10-30 0151 GM0B          59  14     S56A          59  15     0
QSO:  3636 PH 2010-10-30 0152 GM0B          59  14     IR4M          59  15     0
QSO:  3636 PH 2010-10-30 0152 GM0B          59  14     HB9H          59  14     0
QSO:  3636 PH 2010-10-30 0152 GM0B          59  14     SP9NWN        59  15     0
QSO:  7131 PH 2010-10-30 0152 GM0B          59  14     W3LPL         59  05     0
QSO:  3636 PH 2010-10-30 0152 GM0B          59  14     LN9Z          59  14     0
QSO:  7127 PH 2010-10-30 0153 GM0B          59  14     CR2X          59  14     0
QSO:  3636 PH 2010-10-30 0153 GM0B          59  14     DQ4W          59  14     0
QSO:  3636 PH 2010-10-30 0154 GM0B          59  14     GW9T          59  14     0
QSO:  3636 PH 2010-10-30 0154 GM0B          59  14     RT3F          59  16     0
QSO:  3636 PH 2010-10-30 0154 GM0B          59  14     HG10P         59  15     0
QSO:  3636 PH 2010-10-30 0154 GM0B          59  14     UX4U          59  16     0
QSO:  1857 PH 2010-10-30 0154 GM0B          59  14     C37N          59  14     0
QSO:  3636 PH 2010-10-30 0155 GM0B          59  14     LZ9W          59  20     0
QSO:  7115 PH 2010-10-30 0155 GM0B          59  14     IZ1GAR        59  15     0
QSO:  3636 PH 2010-10-30 0155 GM0B          59  14     K5ZD          59  05     0
QSO:  3636 PH 2010-10-30 0155 GM0B          59  14     OK5W          59  15     0
QSO:  3636 PH 2010-10-30 0156 GM0B          59  14     DM5T          59  14     0
QSO:  3636 PH 2010-10-30 0156 GM0B          59  14     K9RS          59  05     0
QSO:  3636 PH 2010-10-30 0157 GM0B          59  14     HA6VH         59  15     0
QSO:  3636 PH 2010-10-30 0157 GM0B          59  14     P33W          59  20     0
QSO:  3636 PH 2010-10-30 0158 GM0B          59  14     EF8R          59  33     0
QSO:  1881 PH 2010-10-30 0158 GM0B          59  14     AM1W          59  14     0
QSO:  3636 PH 2010-10-30 0158 GM0B          59  14     K2XA          59  05     0
QSO:  3636 PH 2010-10-30 0200 GM0B          59  14     RA1N          59  16     0
QSO:  1881 PH 2010-10-30 0200 GM0B          59  14     EE2K          59  14     0
QSO:  3636 PH 2010-10-30 0200 GM0B          59  14     ED1T          59  14     0
QSO:  1881 PH 2010-10-30 0200 GM0B          59  14     M8M           59  14     0
QSO:  3636 PH 2010-10-30 0201 GM0B          59  14     HA7JTR        59  15     0
QSO:  3636 PH 2010-10-30 0203 GM0B          59  14     ED1RCM        59  14     0
QSO:  3636 PH 2010-10-30 0203 GM0B          59  14     F8AEE         59  14     0
QSO:  3636 PH 2010-10-30 0203 GM0B          59  14     G5O           59  14     0
QSO:  3636 PH 2010-10-30 0204 GM0B          59  14     YT9A          59  15     0
QSO:  3636 PH 2010-10-30 0204 GM0B          59  14     DK7FP         59  14     0
QSO:  7090 PH 2010-10-30 0205 GM0B          59  14     PD3LHS        59  14     0
QSO:  3636 PH 2010-10-30 0205 GM0B          59  14     EM7L          59  16     0
QSO:  3636 PH 2010-10-30 0205 GM0B          59  14     DF2UU         59  14     0
QSO:  3636 PH 2010-10-30 0205 GM0B          59  14     RT6A          59  16     0
QSO: 14218 PH 2010-10-30 0207 GM0B          59  14     TF3CW         59  40     0
QSO:  3636 PH 2010-10-30 0207 GM0B          59  14     IW2LLH        59  15     0
QSO:  3636 PH 2010-10-30 0208 GM0B          59  14     EF7W          59  14     0
QSO:  3636 PH 2010-10-30 0208 GM0B          59  14     DK5D          59  14     0
QSO:  3636 PH 2010-10-30 0208 GM0B          59  14     IU9T          59  15     0
QSO:  3636 PH 2010-10-30 0208 GM0B          59  14     IR4X          59  15     0
QSO:  3636 PH 2010-10-30 0209 GM0B          59  14     WE3C          59  05     0
QSO:  7069 PH 2010-10-30 0210 GM0B          59  14     OE4A          59  15     0
QSO:  1866 PH 2010-10-30 0210 GM0B          59  14     HB0/HB9AON    59  14     0
QSO:  3636 PH 2010-10-30 0212 GM0B          59  14     EI8GS         59  14     0
QSO:  3636 PH 2010-10-30 0212 GM0B          59  14     M9C           59  14     0
QSO:  3636 PH 2010-10-30 0212 GM0B          59  14     DP4M          59  14     0
QSO:  3636 PH 2010-10-30 0213 GM0B          59  14     RT4RO         59  16     0
QSO:  3636 PH 2010-10-30 0213 GM0B          59  14     W3LL          59  05     0
QSO:  3636 PH 2010-10-30 0213 GM0B          59  14     IK1RQQ        59  15     0
QSO:  3636 PH 2010-10-30 0214 GM0B          59  14     DK7CH         59  14     0
QSO:  7078 PH 2010-10-30 0214 GM0B          59  14     HG7T          59  15     0
