START-OF-LOG: 3.0
CALLSIGN: VK3FRC
CONTEST: CQ-WW-SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 341317
CLUB:
CREATED-BY: VK3AVV VK Contest Log (Ver 2.25bis)
NAME: Frankston And Mornington Peninsula Amateur Radio Club   FAMPARC
OPERATORS: VK3GB   VK3EW   VK3WF   VK3LDR   VK3BPN   VK3AEJ
SOAPBOX: FAMPARC's first time entry in cqww ssb contest. Everyone enjoyed
QSO:  7000 PH 2010-10-30 0846 VK3FRC        59  30     K9RM          59  04
QSO:  7000 PH 2010-10-30 0846 VK3FRC        59  30     N4ZZ          59  04
QSO:  7000 PH 2010-10-30 0846 VK3FRC        59  30     N1LN          59  05
QSO:  7000 PH 2010-10-30 0847 VK3FRC        59  30     K1DG          59  05
QSO: 14000 PH 2010-10-30 0847 VK3FRC        59  30     V84CQ         59  28
QSO:  7000 PH 2010-10-30 0847 VK3FRC        59  30     K3ZO          59  05
QSO:  7000 PH 2010-10-30 0848 VK3FRC        59  30     W5FP          59  04
QSO:  7000 PH 2010-10-30 0848 VK3FRC        59  30     N4CU          59  05
QSO:  7000 PH 2010-10-30 0848 VK3FRC        59  30     KB1H          59  05
QSO:  7000 PH 2010-10-30 0849 VK3FRC        59  30     K8PO          59  05
QSO:  3500 PH 2010-10-30 0849 VK3FRC        59  30     ZL1AAO        59  32
QSO:  7000 PH 2010-10-30 0850 VK3FRC        59  30     N4PF          59  04
QSO:  7000 PH 2010-10-30 0850 VK3FRC        59  30     RC0F          59  19
QSO: 14000 PH 2010-10-30 0850 VK3FRC        59  30     UP2L          59  17
QSO:  3500 PH 2010-10-30 0851 VK3FRC        59  30     ZL1CHS        59  32
QSO:  7000 PH 2010-10-30 0851 VK3FRC        59  30     KH1W          59  05
QSO: 14000 PH 2010-10-30 0853 VK3FRC        59  30     YE0X          59  28
QSO:  3500 PH 2010-10-30 0853 VK3FRC        59  30     ZL4U          59  32
QSO: 14000 PH 2010-10-30 0854 VK3FRC        59  30     BY4RRR        59  24
QSO:  3500 PH 2010-10-30 0854 VK3FRC        59  30     ZL3OYY        59  32
QSO:  3500 PH 2010-10-30 0855 VK3FRC        59  30     W6LH          59  03
QSO:  3500 PH 2010-10-30 0855 VK3FRC        59  30     ZL4RO         59  32
QSO:  3500 PH 2010-10-30 0855 VK3FRC        59  30     VK4KW         59  30
QSO:  7000 PH 2010-10-30 0856 VK3FRC        59  30     W1BV          59  05
QSO:  3500 PH 2010-10-30 0856 VK3FRC        59  30     VK4TU         59  30
QSO:  7000 PH 2010-10-30 0856 VK3FRC        59  30     N8DV          59  04
QSO:  7000 PH 2010-10-30 0858 VK3FRC        59  30     N5RZ          59  04
QSO:  7000 PH 2010-10-30 0859 VK3FRC        59  30     N7TM          59  03
QSO:  3500 PH 2010-10-30 0859 VK3FRC        59  30     VK1SV         59  30
QSO:  7000 PH 2010-10-30 0859 VK3FRC        59  30     VE7GL         59  03
QSO:  7000 PH 2010-10-30 0900 VK3FRC        59  30     WX3B          59  05
QSO:  7000 PH 2010-10-30 0900 VK3FRC        59  30     W7TSQ         59  03
QSO:  7000 PH 2010-10-30 0901 VK3FRC        59  30     K3MRG         59  05
QSO:  3500 PH 2010-10-30 0901 VK3FRC        59  30     AH3R          59  27
QSO:  7000 PH 2010-10-30 0901 VK3FRC        59  30     K3TN          59  05
QSO:  7000 PH 2010-10-30 0902 VK3FRC        59  30     W5RU          59  04
QSO:  7000 PH 2010-10-30 0902 VK3FRC        59  30     JA3YBK        59  25
QSO:  7000 PH 2010-10-30 0903 VK3FRC        59  30     K1LU          59  05
QSO:  3500 PH 2010-10-30 0904 VK3FRC        59  30     ZL2AFT        59  32
QSO:  7000 PH 2010-10-30 0905 VK3FRC        59  30     K5NA          59  04
QSO:  7000 PH 2010-10-30 0905 VK3FRC        59  30     W4RM          59  05
QSO:  7000 PH 2010-10-30 0905 VK3FRC        59  30     KV4T          59  04
QSO:  7000 PH 2010-10-30 0905 VK3FRC        59  30     W7RN          59  03
QSO:  7000 PH 2010-10-30 0906 VK3FRC        59  30     W2RD          59  05
QSO:  7000 PH 2010-10-30 0906 VK3FRC        59  30     NE3F          59  05
QSO:  7000 PH 2010-10-30 0906 VK3FRC        59  30     VE3JM         59  04
QSO:  7000 PH 2010-10-30 0907 VK3FRC        59  30     WA6KHK        59  03
QSO:  7000 PH 2010-10-30 0907 VK3FRC        59  30     N2LT          59  05
QSO:  7000 PH 2010-10-30 0908 VK3FRC        59  30     VE7SV         59  03
QSO:  7000 PH 2010-10-30 0908 VK3FRC        59  30     VE3OI         59  04
QSO:  7000 PH 2010-10-30 0908 VK3FRC        59  30     W0GJ          59  04
QSO:  7000 PH 2010-10-30 0909 VK3FRC        59  30     N8BJQ         59  04
QSO:  7000 PH 2010-10-30 0911 VK3FRC        59  30     KF4ZS         59  05
QSO:  7000 PH 2010-10-30 0911 VK3FRC        59  30     K3BZ          59  05
QSO:  7000 PH 2010-10-30 0912 VK3FRC        59  30     W2CG          59  05
QSO:  7000 PH 2010-10-30 0912 VK3FRC        59  30     K2TE          59  05
QSO:  3500 PH 2010-10-30 0913 VK3FRC        59  30     KL7RA         59  01
QSO:  7000 PH 2010-10-30 0913 VK3FRC        59  30     N4TZ          59  04
QSO:  7000 PH 2010-10-30 0913 VK3FRC        59  30     KI7MT         59  04
QSO:  7000 PH 2010-10-30 0914 VK3FRC        59  30     W5WZ          59  04
QSO:  7000 PH 2010-10-30 0914 VK3FRC        59  30     AA1V          59  05
QSO:  7000 PH 2010-10-30 0914 VK3FRC        59  30     W2YC          59  05
QSO:  7000 PH 2010-10-30 0914 VK3FRC        59  30     K5ZD          59  05
QSO:  7000 PH 2010-10-30 0915 VK3FRC        59  30     K3JWI         59  05
QSO:  7000 PH 2010-10-30 0916 VK3FRC        59  30     KA2KON        59  05
QSO:  3500 PH 2010-10-30 0917 VK3FRC        59  30     VK3KE         59  30
QSO:  7000 PH 2010-10-30 0917 VK3FRC        59  30     K1TTT         59  05
QSO:  7000 PH 2010-10-30 0917 VK3FRC        59  30     N0NI          59  04
QSO:  7000 PH 2010-10-30 0917 VK3FRC        59  30     W1GD          59  05
QSO:  7000 PH 2010-10-30 0918 VK3FRC        59  30     WJ2D          59  05
QSO:  7000 PH 2010-10-30 0918 VK3FRC        59  30     W8BLA         59  05
QSO:  7000 PH 2010-10-30 0919 VK3FRC        59  30     W1DX          59  05
QSO:  7000 PH 2010-10-30 0919 VK3FRC        59  30     KY5R          59  04
QSO:  7000 PH 2010-10-30 0919 VK3FRC        59  30     W4PHS         59  04
QSO:  7000 PH 2010-10-30 0920 VK3FRC        59  30     N0IJ          59  04
QSO:  7000 PH 2010-10-30 0920 VK3FRC        59  30     AA1K          59  05
QSO:  7000 PH 2010-10-30 0921 VK3FRC        59  30     K1LPS         59  05
QSO:  7000 PH 2010-10-30 0921 VK3FRC        59  30     W4NC          59  05
QSO:  7000 PH 2010-10-30 0922 VK3FRC        59  30     WK1J          59  05
QSO:  7000 PH 2010-10-30 0922 VK3FRC        59  30     W3MF          59  05
QSO:  7000 PH 2010-10-30 0923 VK3FRC        59  30     K4AB          59  04
QSO:  7000 PH 2010-10-30 0923 VK3FRC        59  30     AA4ES         59  05
QSO:  7000 PH 2010-10-30 0924 VK3FRC        59  30     K4ZW          59  05
QSO:  7000 PH 2010-10-30 0924 VK3FRC        59  30     K5KG          59  05
QSO:  7000 PH 2010-10-30 0925 VK3FRC        59  30     K7WP          59  03
QSO:  3500 PH 2010-10-30 0925 VK3FRC        59  30     VE8EV         59  01
QSO:  7000 PH 2010-10-30 0925 VK3FRC        59  30     W1OX          59  05
QSO:  7000 PH 2010-10-30 0926 VK3FRC        59  30     W5VQ          59  04
QSO:  7000 PH 2010-10-30 0926 VK3FRC        59  30     K1RM          59  05
QSO:  7000 PH 2010-10-30 0927 VK3FRC        59  30     N6AR          59  05
QSO:  7000 PH 2010-10-30 0928 VK3FRC        59  30     K0TV          59  05
QSO:  7000 PH 2010-10-30 0928 VK3FRC        59  30     K1VV          59  05
QSO:  3500 PH 2010-10-30 0928 VK3FRC        59  30     N7ZG          59  03
QSO:  7000 PH 2010-10-30 0929 VK3FRC        59  30     N1DD          59  05
QSO:  3500 PH 2010-10-30 0930 VK3FRC        59  30     N7BT          59  03
QSO:  7000 PH 2010-10-30 0931 VK3FRC        59  30     W2XL          59  05
QSO:  3500 PH 2010-10-30 0931 VK3FRC        59  30     E51CG         59  32
QSO:  7000 PH 2010-10-30 0932 VK3FRC        59  30     K2JMY         59  05
QSO:  7000 PH 2010-10-30 0937 VK3FRC        59  30     W4JAM         59  05
QSO:  3500 PH 2010-10-30 0937 VK3FRC        59  30     JH1OGC        59  25
QSO:  7000 PH 2010-10-30 0938 VK3FRC        59  30     VE3EJ         59  04
QSO:  3500 PH 2010-10-30 0938 VK3FRC        59  30     ZM4T          59  32
QSO:  7000 PH 2010-10-30 0940 VK3FRC        59  30     VK8AA         59  29
QSO:  7000 PH 2010-10-30 0942 VK3FRC        59  30     RA0FU         59  19
QSO: 14000 PH 2010-10-30 0943 VK3FRC        59  30     E2E           59  26
QSO:  7000 PH 2010-10-30 0944 VK3FRC        59  30     V6B           59  27
QSO: 14000 PH 2010-10-30 0945 VK3FRC        59  30     DU1LC         59  27
QSO:  7000 PH 2010-10-30 0946 VK3FRC        59  30     DU1IVT        59  27
QSO: 14000 PH 2010-10-30 0947 VK3FRC        59  30     UI9I          59  18
QSO:  3500 PH 2010-10-30 0949 VK3FRC        59  30     VK4NH         59  30
QSO: 14000 PH 2010-10-30 0949 VK3FRC        59  30     8J1RL         59  39
QSO: 14000 PH 2010-10-30 0951 VK3FRC        59  30     BV1EL         59  24
QSO: 14000 PH 2010-10-30 0953 VK3FRC        59  30     JK2VOC        59  25
QSO:  7000 PH 2010-10-30 0953 VK3FRC        59  30     W3UA          59  05
QSO: 14000 PH 2010-10-30 0954 VK3FRC        59  30     JA1IRH        59  25
QSO: 14000 PH 2010-10-30 0955 VK3FRC        59  30     JR6GIM        59  25
QSO: 14000 PH 2010-10-30 0956 VK3FRC        59  30     JH1EAQ        59  25
QSO: 14000 PH 2010-10-30 0959 VK3FRC        59  30     JI2HVT        59  25
QSO:  3500 PH 2010-10-30 0959 VK3FRC        59  30     VK3TDX        59  30
QSO: 14000 PH 2010-10-30 0959 VK3FRC        59  30     BW2/KU1CW     59  24
QSO:  7000 PH 2010-10-30 1000 VK3FRC        59  30     K7SD          59  03
QSO:  7000 PH 2010-10-30 1002 VK3FRC        59  30     WB2REM        59  05
QSO: 14000 PH 2010-10-30 1003 VK3FRC        59  30     JE6TUU        59  25
QSO:  3500 PH 2010-10-30 1003 VK3FRC        59  30     W0UA          59  04
QSO: 14000 PH 2010-10-30 1004 VK3FRC        59  30     JA7CXL        59  25
QSO: 14000 PH 2010-10-30 1005 VK3FRC        59  30     JI3KGS        59  25
QSO: 14000 PH 2010-10-30 1005 VK3FRC        59  30     JA2ZJW        59  25
QSO:  7000 PH 2010-10-30 1006 VK3FRC        59  30     JA7NVF        59  25
QSO: 14000 PH 2010-10-30 1008 VK3FRC        59  30     RK0SWB        59  18
QSO:  3500 PH 2010-10-30 1008 VK3FRC        59  30     VK4BL         59  30
QSO:  7000 PH 2010-10-30 1008 VK3FRC        59  30     YE0X          59  28
QSO:  7000 PH 2010-10-30 1010 VK3FRC        59  30     NK7U          59  03
QSO:  3500 PH 2010-10-30 1014 VK3FRC        59  30     VK4UT         59  30
QSO:  3500 PH 2010-10-30 1017 VK3FRC        59  30     VK6LK         59  29
QSO: 14000 PH 2010-10-30 1017 VK3FRC        59  30     JA1BWD        59  25
QSO:  7000 PH 2010-10-30 1018 VK3FRC        59  30     JA2BNN        59  25
QSO:  7000 PH 2010-10-30 1019 VK3FRC        59  30     4B2EX         59  06
QSO:  7000 PH 2010-10-30 1020 VK3FRC        59  30     JH1HIC        59  25
QSO: 14000 PH 2010-10-30 1021 VK3FRC        59  30     JH1ACA        59  25
QSO:  3500 PH 2010-10-30 1021 VK3FRC        59  30     9M8Z          59  28
QSO:  7000 PH 2010-10-30 1022 VK3FRC        59  30     JA5ARW        59  25
QSO:  7000 PH 2010-10-30 1022 VK3FRC        59  30     JA0AXV        59  25
QSO:  7000 PH 2010-10-30 1024 VK3FRC        59  30     VE3MIS        59  04
QSO:  7000 PH 2010-10-30 1024 VK3FRC        59  30     VE1VOX        59  05
QSO:  7000 PH 2010-10-30 1025 VK3FRC        59  30     VE6FI         59  04
QSO: 14000 PH 2010-10-30 1026 VK3FRC        59  30     EI2CN         59  14
QSO:  7000 PH 2010-10-30 1026 VK3FRC        59  30     JG1ZUY        59  25
QSO:  7000 PH 2010-10-30 1027 VK3FRC        59  30     JA5BVO        59  25
QSO:  7000 PH 2010-10-30 1027 VK3FRC        59  30     N1WR          59  05
QSO:  3500 PH 2010-10-30 1028 VK3FRC        59  30     VK1CC         59  30
QSO:  3500 PH 2010-10-30 1031 VK3FRC        59  30     W3LPL         59  05
QSO:  7000 PH 2010-10-30 1031 VK3FRC        59  30     JH1EAQ        59  25
QSO:  7000 PH 2010-10-30 1032 VK3FRC        59  30     VE3EXY        59  04
QSO:  7000 PH 2010-10-30 1034 VK3FRC        59  30     JH0INP        59  25
QSO:  3500 PH 2010-10-30 1034 VK3FRC        59  30     FO8RZ         59  32
QSO:  7000 PH 2010-10-30 1035 VK3FRC        59  30     ZL2MM         59  32
QSO: 14000 PH 2010-10-30 1035 VK3FRC        59  30     LU1YY         59  13
QSO:  7000 PH 2010-10-30 1035 VK3FRC        59  30     JA0UMV        59  25
QSO:  7000 PH 2010-10-30 1036 VK3FRC        59  30     VK3YE         59  30
QSO:  3500 PH 2010-10-30 1038 VK3FRC        59  30     VK2IO         59  30
QSO:  3500 PH 2010-10-30 1039 VK3FRC        59  30     RU0LQ         59  19
