START-OF-LOG: 3.0
CALLSIGN: VK3FRC
CONTEST: CQ-WW-SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 341317
CLUB:
CREATED-BY: VK3AVV VK Contest Log (Ver 2.25bis)
NAME: Frankston And Mornington Peninsula Amateur Radio Club   FAMPARC
OPERATORS: VK3GB   VK3EW   VK3WF   VK3LDR   VK3BPN   VK3AEJ
SOAPBOX: FAMPARC's first time entry in cqww ssb contest. Everyone enjoyed
SOAPBOX: the experience and learning curve and hope to improve next year. We
SOAPBOX: had no problems with the equipment but the very heavy static rain
SOAPBOX: prevented opertating at times. Thanks to all who gave us points and
SOAPBOX: enjoyment.
SOAPBOX: Roy VK3GB  famparc contest manager
SOAPBOX:
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO: 14000 PH 2010-10-30 0238 VK3FRC        59  30     ZL1T          59  32
QSO: 14000 PH 2010-10-30 0239 VK3FRC        59  30     K6TA          59  30
QSO: 14000 PH 2010-10-30 0239 VK3FRC        59  30     N6WM          59  03
QSO: 14000 PH 2010-10-30 0240 VK3FRC        59  30     ZL4NG         59  32
QSO: 14000 PH 2010-10-30 0241 VK3FRC        59  30     ZL2TZE        59  32
QSO: 21000 PH 2010-10-30 0244 VK3FRC        59  30     HC8A          59  10
QSO: 21000 PH 2010-10-30 0246 VK3FRC        59  30     9V1YC         59  28
QSO: 14000 PH 2010-10-30 0250 VK3FRC        59  30     ZL4NR         59  32
QSO: 14000 PH 2010-10-30 0250 VK3FRC        59  30     ZL3DXT        59  32
QSO: 14000 PH 2010-10-30 0252 VK3FRC        59  30     R1ANP         59  39
QSO: 14000 PH 2010-10-30 0304 VK3FRC        59  30     VK4KW         59  30
QSO: 14000 PH 2010-10-30 0304 VK3FRC        59  30     VK4HH         59  30
QSO: 14000 PH 2010-10-30 0305 VK3FRC        59  30     ZM4T          59  32
QSO: 14000 PH 2010-10-30 0313 VK3FRC        59  30     S79K          59  20
QSO: 21000 PH 2010-10-30 0326 VK3FRC        59  30     BY4QA         59  24
QSO: 14000 PH 2010-10-30 0328 VK3FRC        59  30     BA4RF         59  24
QSO: 14000 PH 2010-10-30 0334 VK3FRC        59  30     CE3G          59  12
QSO:  7000 PH 2010-10-30 0336 VK3FRC        59  30     VK3OM         59  30
QSO:  7000 PH 2010-10-30 0336 VK3FRC        59  30     VK1RJ         59  30
QSO: 14000 PH 2010-10-30 0340 VK3FRC        59  30     LU1UM         59  13
QSO: 21000 PH 2010-10-30 0354 VK3FRC        59  30     KH7Y          59  31
QSO: 21000 PH 2010-10-30 0358 VK3FRC        59  30     JR1CBC        59  25
QSO: 21000 PH 2010-10-30 0404 VK3FRC        59  30     DX1M          59  27
QSO: 21000 PH 2010-10-30 0415 VK3FRC        59  30     P29TL         59  28
QSO: 21000 PH 2010-10-30 0418 VK3FRC        59  30     BW2/JH1RIW    59  24
QSO: 21000 PH 2010-10-30 0419 VK3FRC        59  30     RC0F          59  19
QSO: 21000 PH 2010-10-30 0422 VK3FRC        59  30     RA0FU         59  19
QSO: 21000 PH 2010-10-30 0423 VK3FRC        59  30     BV100         59  24
QSO: 21000 PH 2010-10-30 0425 VK3FRC        59  30     R9DX          59  17
QSO: 21000 PH 2010-10-30 0427 VK3FRC        59  30     8N5A          59  25
QSO: 21000 PH 2010-10-30 0430 VK3FRC        59  30     JH4UYB        59  25
QSO:  7000 PH 2010-10-30 0441 VK3FRC        59  30     VK3CKL        59  30
QSO: 14000 PH 2010-10-30 0457 VK3FRC        59  30     OA4SS         59  10
QSO: 14000 PH 2010-10-30 0503 VK3FRC        59  30     WD5COV        59  04
QSO: 14000 PH 2010-10-30 0510 VK3FRC        59  30     UA7A          59  16
QSO: 14000 PH 2010-10-30 0519 VK3FRC        59  30     VK4EMM        59  30
QSO: 14000 PH 2010-10-30 0521 VK3FRC        59  30     A73A          59  21
QSO: 14000 PH 2010-10-30 0528 VK3FRC        59  30     R3KM          59  16
QSO: 14000 PH 2010-10-30 0530 VK3FRC        59  30     C4W           59  20
QSO:  7000 PH 2010-10-30 0535 VK3FRC        59  30     K7RL          59  03
QSO: 14000 PH 2010-10-30 0537 VK3FRC        59  30     ZM1A          59  32
QSO: 14000 PH 2010-10-30 0539 VK3FRC        59  30     P33W          59  20
QSO: 14000 PH 2010-10-30 0542 VK3FRC        59  30     LZ3CB         59  20
QSO:  7000 PH 2010-10-30 0543 VK3FRC        59  30     W7WA          59  03
QSO: 14000 PH 2010-10-30 0550 VK3FRC        59  30     VK3ZER        59  30
QSO: 14000 PH 2010-10-30 0552 VK3FRC        59  30     JA7YRR        59  25
QSO: 21000 PH 2010-10-30 0553 VK3FRC        59  30     9M8Z          59  28
QSO:  7000 PH 2010-10-30 0557 VK3FRC        59  30     K3LR          59  05
QSO: 14000 PH 2010-10-30 0557 VK3FRC        59  30     RN3ZC         59  16
QSO: 14000 PH 2010-10-30 0601 VK3FRC        59  30     CN2R          59  33
QSO:  7000 PH 2010-10-30 0607 VK3FRC        59  30     CR3A          59  33
QSO:  3500 PH 2010-10-30 0608 VK3FRC        59  30     VK3FVCY       59  30
QSO: 14000 PH 2010-10-30 0610 VK3FRC        59  30     YO8RZZ        59  20
QSO:  7000 PH 2010-10-30 0613 VK3FRC        59  30     DJ4PT         59  14
QSO:  3500 PH 2010-10-30 0614 VK3FRC        59  30     VK3FPSR       59  30
QSO: 14000 PH 2010-10-30 0619 VK3FRC        59  30     YT0A          59  15
QSO: 14000 PH 2010-10-30 0620 VK3FRC        59  30     E73E          59  15
QSO:  7000 PH 2010-10-30 0621 VK3FRC        59  30     PJ4X          59  09
QSO: 14000 PH 2010-10-30 0621 VK3FRC        59  30     4L0A          59  21
QSO: 14000 PH 2010-10-30 0624 VK3FRC        59  30     LP1H          59  13
QSO: 14000 PH 2010-10-30 0630 VK3FRC        59  30     IR9W          59  15
QSO: 14000 PH 2010-10-30 0631 VK3FRC        59  30     HA3DX         59  15
QSO: 14000 PH 2010-10-30 0639 VK3FRC        59  30     LY7A          59  15
QSO:  7000 PH 2010-10-30 0640 VK3FRC        59  30     N7BT          59  03
QSO: 14000 PH 2010-10-30 0641 VK3FRC        59  30     S50K          59  15
QSO:  7000 PH 2010-10-30 0642 VK3FRC        59  30     NR5M          59  04
QSO:  7000 PH 2010-10-30 0643 VK3FRC        59  30     N6TV          59  03
QSO:  7000 PH 2010-10-30 0644 VK3FRC        59  30     N6QQ          59  03
QSO: 14000 PH 2010-10-30 0644 VK3FRC        59  30     SN9V          59  15
QSO:  7000 PH 2010-10-30 0645 VK3FRC        59  30     K4JPD         59  05
QSO:  7000 PH 2010-10-30 0654 VK3FRC        59  30     K2AX          59  05
QSO:  7000 PH 2010-10-30 0654 VK3FRC        59  30     W0AIH         59  04
QSO:  7000 PH 2010-10-30 0658 VK3FRC        59  30     KH7CW         59  31
QSO:  7000 PH 2010-10-30 0700 VK3FRC        59  30     K7EDX         59  03
QSO:  7000 PH 2010-10-30 0701 VK3FRC        59  30     NH6JC         59  31
QSO:  7000 PH 2010-10-30 0701 VK3FRC        59  30     K5TR          59  04
QSO:  7000 PH 2010-10-30 0702 VK3FRC        59  30     N6WM          59  03
QSO:  7000 PH 2010-10-30 0703 VK3FRC        59  30     WE3C          59  05
QSO:  7000 PH 2010-10-30 0706 VK3FRC        59  30     ZM4T          59  32
QSO:  7000 PH 2010-10-30 0708 VK3FRC        59  30     W6YI          59  03
QSO:  7000 PH 2010-10-30 0709 VK3FRC        59  30     N7TT          59  03
QSO:  7000 PH 2010-10-30 0711 VK3FRC        59  30     K4SSU         59  05
QSO: 14000 PH 2010-10-30 0711 VK3FRC        59  30     OM8A          59  15
QSO:  7000 PH 2010-10-30 0712 VK3FRC        59  30     VE7POH        59  03
QSO: 14000 PH 2010-10-30 0713 VK3FRC        59  30     HG1S          59  15
QSO: 14000 PH 2010-10-30 0715 VK3FRC        59  30     US5D          59  16
QSO:  7000 PH 2010-10-30 0719 VK3FRC        59  30     AA4V/VP9      59  05
QSO:  7000 PH 2010-10-30 0723 VK3FRC        59  30     VE7SZ         59  03
QSO: 14000 PH 2010-10-30 0724 VK3FRC        59  30     YT0W          59  15
QSO:  7000 PH 2010-10-30 0727 VK3FRC        59  30     K6IDX         59  03
QSO: 14000 PH 2010-10-30 0728 VK3FRC        59  30     AM3SSB        59  14
QSO:  7000 PH 2010-10-30 0728 VK3FRC        59  30     W3LPL         59  03
QSO: 14000 PH 2010-10-30 0729 VK3FRC        59  30     EA3AV         59  14
QSO:  7000 PH 2010-10-30 0729 VK3FRC        59  30     FO8RZ         59  32
QSO: 14000 PH 2010-10-30 0730 VK3FRC        59  30     DR1A          59  14
QSO:  7000 PH 2010-10-30 0731 VK3FRC        59  30     W7AT          59  03
QSO: 14000 PH 2010-10-30 0732 VK3FRC        59  30     DL2ARD        59  14
QSO: 14000 PH 2010-10-30 0734 VK3FRC        59  30     SX5P          59  20
QSO:  7000 PH 2010-10-30 0735 VK3FRC        59  30     W5WMU         59  04
QSO:  7000 PH 2010-10-30 0741 VK3FRC        59  30     NH2T          59  27
QSO: 14000 PH 2010-10-30 0741 VK3FRC        59  30     B7P           59  24
QSO: 14000 PH 2010-10-30 0742 VK3FRC        59  30     ZL3M          59  32
QSO: 14000 PH 2010-10-30 0743 VK3FRC        59  30     JA3YBK        59  25
QSO:  3500 PH 2010-10-30 0744 VK3FRC        59  30     VK4NKX        59  30
QSO: 14000 PH 2010-10-30 0746 VK3FRC        59  30     BT4EXPO       59  24
QSO: 14000 PH 2010-10-30 0748 VK3FRC        59  30     BT4WZH        59  24
QSO: 14000 PH 2010-10-30 0749 VK3FRC        59  30     T88DL         59  27
QSO:  7000 PH 2010-10-30 0753 VK3FRC        59  30     W9RE          59  04
QSO: 14000 PH 2010-10-30 0756 VK3FRC        59  30     JR2NTC        59  25
QSO: 14000 PH 2010-10-30 0757 VK3FRC        59  30     JH4RUF        59  25
QSO: 14000 PH 2010-10-30 0757 VK3FRC        59  30     JA4BSZ        59  25
QSO: 14000 PH 2010-10-30 0758 VK3FRC        59  30     DT8A          59  13
QSO:  3500 PH 2010-10-30 0759 VK3FRC        59  30     CR2X          59  14
QSO: 14000 PH 2010-10-30 0800 VK3FRC        59  30     JA2KPW        59  25
QSO:  7000 PH 2010-10-30 0801 VK3FRC        59  30     NQ4I          59  05
QSO: 14000 PH 2010-10-30 0802 VK3FRC        59  30     JA3EY         59  25
QSO:  7000 PH 2010-10-30 0802 VK3FRC        59  30     JH4UTP        59  25
QSO:  3500 PH 2010-10-30 0803 VK3FRC        59  30     VK4UC         59  30
QSO:  7000 PH 2010-10-30 0803 VK3FRC        59  30     VK1CC         59  30
QSO: 14000 PH 2010-10-30 0803 VK3FRC        59  30     JA3AYX        59  25
QSO: 14000 PH 2010-10-30 0804 VK3FRC        59  30     JA6DIJ        59  25
QSO: 14000 PH 2010-10-30 0807 VK3FRC        59  30     7N4CPT        59  25
QSO: 14000 PH 2010-10-30 0807 VK3FRC        59  30     JG1OWV        59  25
QSO: 14000 PH 2010-10-30 0808 VK3FRC        59  30     JN3DSH        59  25
QSO: 14000 PH 2010-10-30 0809 VK3FRC        59  30     JA2FJP        59  25
QSO: 14000 PH 2010-10-30 0809 VK3FRC        59  30     JG7MFN        59  25
QSO:  7000 PH 2010-10-30 0809 VK3FRC        59  30     KC3XX         59  05
QSO:  7000 PH 2010-10-30 0810 VK3FRC        59  30     K1LZ          59  05
QSO: 14000 PH 2010-10-30 0811 VK3FRC        59  30     FO5JV         59  32
QSO: 14000 PH 2010-10-30 0813 VK3FRC        59  30     DS5USH        59  25
QSO:  7000 PH 2010-10-30 0814 VK3FRC        59  30     W0UA          59  04
QSO: 14000 PH 2010-10-30 0814 VK3FRC        59  30     JE1FQV        59  25
QSO:  7000 PH 2010-10-30 0815 VK3FRC        59  30     UA0CM         59  19
QSO: 14000 PH 2010-10-30 0816 VK3FRC        59  30     YE2R          59  28
QSO:  7000 PH 2010-10-30 0817 VK3FRC        59  30     JR9NVB        59  25
QSO: 14000 PH 2010-10-30 0818 VK3FRC        59  30     9M8Z          59  28
QSO:  7000 PH 2010-10-30 0818 VK3FRC        59  30     NN3W          59  05
QSO:  7000 PH 2010-10-30 0819 VK3FRC        59  30     K1RX          59  05
QSO:  7000 PH 2010-10-30 0820 VK3FRC        59  30     NN2W          59  05
QSO:  7000 PH 2010-10-30 0821 VK3FRC        59  30     VK4UC         59  30
QSO:  7000 PH 2010-10-30 0824 VK3FRC        59  30     KC1XX         59  05
QSO: 14000 PH 2010-10-30 0833 VK3FRC        59  30     B5A           59  24
QSO:  7000 PH 2010-10-30 0833 VK3FRC        59  30     N3RS          59  05
QSO: 14000 PH 2010-10-30 0834 VK3FRC        59  30     BY3CQ         59  24
QSO:  7000 PH 2010-10-30 0835 VK3FRC        59  30     JA0JHA        59  25
QSO:  7000 PH 2010-10-30 0836 VK3FRC        59  30     N5DX          59  04
QSO:  3500 PH 2010-10-30 0838 VK3FRC        59  30     VK4KX         59  30
QSO: 14000 PH 2010-10-30 0838 VK3FRC        59  30     DU1JI         59  27
QSO:  3500 PH 2010-10-30 0840 VK3FRC        59  30     N6WM          59  03
QSO:  7000 PH 2010-10-30 0842 VK3FRC        59  30     W7GET         59  04
QSO:  7000 PH 2010-10-30 0843 VK3FRC        59  30     W3BGN         59  05
QSO:  3500 PH 2010-10-30 0844 VK3FRC        59  30     KH6MB         59  31
QSO:  7000 PH 2010-10-30 0845 VK3FRC        59  30     VK2FVKG       59  30
QSO:  7000 PH 2010-10-30 0846 VK3FRC        59  30     K3CR          59  05
