START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WW-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 380688
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars Purinsh
SOAPBOX: TRX: Yaesu FT-920, Acom1000, antennas:GAP Titan DX, W-735, HF Sloper
QSO: 21200 PH 2010-10-30 1353 YL3DR         59  15     NP2B          59  08     0
QSO: 14246 PH 2010-10-30 1400 YL3DR         59  15     IQ1NO         59  15     0
QSO: 14246 PH 2010-10-30 1405 YL3DR         59  15     HB9H          59  14     0
QSO: 14246 PH 2010-10-30 1406 YL3DR         59  15     IZ8OGR        59  15     0
QSO: 14246 PH 2010-10-30 1408 YL3DR         59  15     SX5P          59  20     0
QSO: 14246 PH 2010-10-30 1409 YL3DR         59  15     RA6AR         59  16     0
QSO: 14246 PH 2010-10-30 1410 YL3DR         59  15     PI4W          59  14     0
QSO: 14246 PH 2010-10-30 1417 YL3DR         59  15     4L0A          59  21     0
QSO: 14246 PH 2010-10-30 1419 YL3DR         59  15     UN1O          59  17     0
QSO: 14246 PH 2010-10-30 1420 YL3DR         59  15     MW0JRX        59  14     0
QSO: 21200 PH 2010-10-30 1422 YL3DR         59  15     EA1GY         59  14     0
QSO: 21200 PH 2010-10-30 1422 YL3DR         59  15     EA3RR         59  14     0
QSO: 21200 PH 2010-10-30 1423 YL3DR         59  15     PW7T          59  11     0
QSO: 21200 PH 2010-10-30 1425 YL3DR         59  15     AO7O          59  14     0
QSO: 21200 PH 2010-10-30 1426 YL3DR         59  15     EA1OT         59  14     0
QSO: 21200 PH 2010-10-30 1429 YL3DR         59  15     LS1D          59  13     0
QSO: 21200 PH 2010-10-30 1432 YL3DR         59  15     IH9YMC        59  33     0
QSO: 21200 PH 2010-10-30 1505 YL3DR         59  15     AM1A          59  14     0
QSO: 14246 PH 2010-10-30 1508 YL3DR         59  15     GW9T          59  14     0
QSO: 14246 PH 2010-10-30 1511 YL3DR         59  15     IQ1BP         59  15     0
QSO: 14246 PH 2010-10-30 1515 YL3DR         59  15     IZ0PAU        59  15     0
QSO: 14246 PH 2010-10-30 1517 YL3DR         59  15     IT9HBT        59  15     0
QSO: 14246 PH 2010-10-30 1519 YL3DR         59  15     KK9A          59  05     0
QSO: 14246 PH 2010-10-30 1519 YL3DR         59  15     IK2EGL        59  15     0
QSO: 14246 PH 2010-10-30 1522 YL3DR         59  15     VE7SV         59  03     0
QSO:  7119 PH 2010-10-30 1525 YL3DR         59  15     RK9AX         59  17     0
QSO:  7119 PH 2010-10-30 1527 YL3DR         59  15     RW9USA        59  18     0
QSO:  7119 PH 2010-10-30 1529 YL3DR         59  15     EK6TA         59  21     0
QSO:  7119 PH 2010-10-30 1534 YL3DR         59  15     HB0/HB9AON    59  14     0
QSO:  7119 PH 2010-10-30 1540 YL3DR         59  15     LN2T          59  14     0
QSO:  7119 PH 2010-10-30 1542 YL3DR         59  15     EA3BOX        59  14     0
QSO:  7119 PH 2010-10-30 1544 YL3DR         59  15     UW5ZM         59  16     0
QSO:  7119 PH 2010-10-30 1545 YL3DR         59  15     RW4W          59  16     0
QSO:  7119 PH 2010-10-30 1546 YL3DR         59  15     ON4CT         59  14     0
QSO:  7119 PH 2010-10-30 1549 YL3DR         59  15     PA6Z          59  14     0
QSO: 14246 PH 2010-10-30 1550 YL3DR         59  15     4Z4DX         59  20     0
QSO: 14246 PH 2010-10-30 1551 YL3DR         59  15     SV3AQR        59  20     0
QSO: 14246 PH 2010-10-30 1554 YL3DR         59  15     SM2EKM        59  14     0
QSO: 14246 PH 2010-10-30 1559 YL3DR         59  15     KC1XX         59  05     0
QSO: 14246 PH 2010-10-30 1600 YL3DR         59  15     TM2C          59  14     0
QSO:  3778 PH 2010-10-30 1601 YL3DR         59  15     YL2CI         59  15     0
QSO:  3778 PH 2010-10-30 1602 YL3DR         59  15     OH0K          59  15     0
QSO:  3778 PH 2010-10-30 1603 YL3DR         59  15     OH3ET         59  15     0
QSO:  3778 PH 2010-10-30 1605 YL3DR         59  15     DM7C          59  14     0
QSO:  3778 PH 2010-10-30 1607 YL3DR         59  15     UN4L          59  17     0
QSO:  3778 PH 2010-10-30 1609 YL3DR         59  15     R9DX          59  17     0
QSO:  3778 PH 2010-10-30 1612 YL3DR         59  15     UX2X          59  16     0
QSO:  1847 PH 2010-10-30 1615 YL3DR         59  15     OG2A          59  15     0
QSO:  1847 PH 2010-10-30 1616 YL3DR         59  15     RZ3EC         59  16     0
QSO:  1847 PH 2010-10-30 1618 YL3DR         59  15     LY7A          59  15     0
QSO:  1847 PH 2010-10-30 1620 YL3DR         59  15     UT1AN         59  16     0
QSO:  1847 PH 2010-10-30 1621 YL3DR         59  15     RZ3DJ         59  16     0
QSO:  1847 PH 2010-10-30 1622 YL3DR         59  15     EU3AR         59  16     0
QSO:  3778 PH 2010-10-30 1626 YL3DR         59  15     UW5U          59  16     0
QSO:  3778 PH 2010-10-30 1627 YL3DR         59  15     RW3GW         59  16     0
QSO:  3778 PH 2010-10-30 1628 YL3DR         59  15     DR1A          59  14     0
QSO:  3778 PH 2010-10-30 1629 YL3DR         59  15     RU9CK         59  17     0
QSO:  3778 PH 2010-10-30 1632 YL3DR         59  15     OM3IAG        59  15     0
QSO:  3778 PH 2010-10-30 1633 YL3DR         59  15     RW1CW         59  16     0
QSO:  3778 PH 2010-10-30 1634 YL3DR         59  15     DB2B          59  14     0
QSO: 21200 PH 2010-10-30 1642 YL3DR         59  15     IR2C          59  15     0
QSO: 21200 PH 2010-10-30 1643 YL3DR         59  15     IR6T          59  15     0
QSO: 14246 PH 2010-10-30 1649 YL3DR         59  15     CQ3L          59  33     0
QSO: 14246 PH 2010-10-30 1650 YL3DR         59  15     IG9S          59  33     0
QSO: 14246 PH 2010-10-30 1656 YL3DR         59  15     OL3R          59  15     0
QSO:  7119 PH 2010-10-30 1709 YL3DR         59  15     YU5R          59  15     0
QSO:  7119 PH 2010-10-30 1711 YL3DR         59  15     SN6Z          59  15     0
QSO:  7119 PH 2010-10-30 1714 YL3DR         59  15     P3N           59  20     0
QSO:  7119 PH 2010-10-30 1715 YL3DR         59  15     UW1M          59  16     0
QSO:  7119 PH 2010-10-30 1719 YL3DR         59  15     HG1S          59  15     0
QSO:  7119 PH 2010-10-30 1720 YL3DR         59  15     UZ2M          59  16     0
QSO:  7119 PH 2010-10-30 1724 YL3DR         59  15     SN3R          59  15     0
QSO:  3778 PH 2010-10-30 1727 YL3DR         59  15     SN2K          59  15     0
QSO:  3778 PH 2010-10-30 1729 YL3DR         59  15     UT3SA         59  16     0
QSO:  3778 PH 2010-10-30 1732 YL3DR         59  15     ER0WW         59  16     0
QSO:  1847 PH 2010-10-30 1734 YL3DR         59  15     YL8M          59  15     0
QSO:  3778 PH 2010-10-30 1742 YL3DR         59  15     E73ESP        59  15     0
QSO:  3778 PH 2010-10-30 1746 YL3DR         59  15     LZ9W          59  20     0
QSO:  3778 PH 2010-10-30 1747 YL3DR         59  15     OH1TX         59  15     0
QSO:  3778 PH 2010-10-30 1749 YL3DR         59  15     UW9L          59  16     0
QSO:  3778 PH 2010-10-30 1751 YL3DR         59  15     PA6Z          59  14     0
QSO:  3778 PH 2010-10-30 1752 YL3DR         59  15     OH0B          59  15     0
QSO:  7119 PH 2010-10-30 1756 YL3DR         59  15     HB9EE         59  14     0
QSO:  7119 PH 2010-10-30 1756 YL3DR         59  15     PI4DX         59  14     0
QSO:  7119 PH 2010-10-30 1757 YL3DR         59  15     YU40DW        59  15     0
QSO:  7119 PH 2010-10-30 1759 YL3DR         59  15     S58M          59  15     0
QSO:  7119 PH 2010-10-30 1800 YL3DR         59  15     4L0A          59  21     0
QSO:  3778 PH 2010-10-30 1808 YL3DR         59  15     PA1BDO        59  14     0
QSO: 14246 PH 2010-10-30 1812 YL3DR         59  15     CN8SG         59  33     0
QSO:  3778 PH 2010-10-30 1818 YL3DR         59  15     EW3EW         59  16     0
QSO:  3778 PH 2010-10-30 1833 YL3DR         59  15     EU1UN         59  16     0
QSO:  3778 PH 2010-10-30 1833 YL3DR         59  15     R5GA          59  16     0
QSO:  3778 PH 2010-10-30 1855 YL3DR         59  15     UZ2M          59  16     0
QSO:  3778 PH 2010-10-30 1856 YL3DR         59  15     RM5A          59  16     0
QSO:  3778 PH 2010-10-30 1907 YL3DR         59  15     EY8MM         59  17     0
QSO:  7119 PH 2010-10-30 1913 YL3DR         59  15     UN7MMM        59  17     0
QSO:  7119 PH 2010-10-30 1915 YL3DR         59  15     IZ1GAR        59  15     0
QSO:  7119 PH 2010-10-30 1916 YL3DR         59  15     UY7MM         59  16     0
QSO:  7119 PH 2010-10-30 1918 YL3DR         59  15     G5FZ          59  14     0
QSO:  7119 PH 2010-10-30 1920 YL3DR         59  15     DR5N          59  14     0
QSO:  7119 PH 2010-10-30 1921 YL3DR         59  15     PD2EDR        59  14     0
QSO:  7119 PH 2010-10-30 1922 YL3DR         59  15     UO5L          59  17     0
QSO:  7119 PH 2010-10-30 1924 YL3DR         59  15     IR4X          59  15     0
QSO:  7119 PH 2010-10-30 1925 YL3DR         59  15     RC9O          59  18     0
QSO:  7119 PH 2010-10-30 1926 YL3DR         59  15     EC2DX         59  14     0
QSO:  1847 PH 2010-10-30 1931 YL3DR         59  15     S56P          59  15     0
QSO:  3778 PH 2010-10-30 1938 YL3DR         59  15     SK7OA         59  14     0
QSO:  3778 PH 2010-10-30 1941 YL3DR         59  15     RT6A          59  16     0
QSO:  1847 PH 2010-10-30 1945 YL3DR         59  15     YR5N          59  20     0
QSO:  1847 PH 2010-10-30 1946 YL3DR         59  15     LY2W          59  15     0
QSO:  1847 PH 2010-10-30 1950 YL3DR         59  15     YL7X          59  15     0
QSO:  7119 PH 2010-10-30 1954 YL3DR         59  15     YT1VP         59  15     0
QSO:  7119 PH 2010-10-30 1956 YL3DR         59  15     RZ3AXX        59  16     0
QSO:  7119 PH 2010-10-30 1959 YL3DR         59  15     SV2DCD        59  20     0
QSO:  7119 PH 2010-10-30 2000 YL3DR         59  15     IW2LLH        59  15     0
QSO:  7119 PH 2010-10-30 2001 YL3DR         59  15     OT2A          59  14     0
QSO:  3778 PH 2010-10-30 2003 YL3DR         59  15     UA4WI         59  16     0
QSO:  3778 PH 2010-10-30 2008 YL3DR         59  15     9A7A          59  15     0
QSO:  3778 PH 2010-10-30 2011 YL3DR         59  15     DJ1AA         59  14     0
QSO:  3778 PH 2010-10-30 2013 YL3DR         59  15     PI4DX         59  14     0
QSO:  3778 PH 2010-10-30 2015 YL3DR         59  15     DL2AGB        59  14     0
QSO:  7119 PH 2010-10-30 2016 YL3DR         59  15     T70A          59  15     0
QSO:  7119 PH 2010-10-30 2019 YL3DR         59  15     PA3S          59  14     0
QSO:  7119 PH 2010-10-30 2020 YL3DR         59  15     DR2W          59  14     0
QSO: 21200 PH 2010-10-31 0541 YL3DR         59  15     4L6DL         59  21     0
QSO: 21200 PH 2010-10-31 0546 YL3DR         59  15     JA2IVK        59  25     0
QSO: 21200 PH 2010-10-31 0555 YL3DR         59  15     B7P           59  24     0
QSO: 21200 PH 2010-10-31 0600 YL3DR         59  15     JA7YRR        59  25     0
QSO: 14246 PH 2010-10-31 0600 YL3DR         59  15     YU2A          59  15     0
QSO:  7119 PH 2010-10-31 0603 YL3DR         59  15     TM2S          59  14     0
QSO:  7119 PH 2010-10-31 0605 YL3DR         59  15     OT5A          59  14     0
QSO:  7119 PH 2010-10-31 0605 YL3DR         59  15     DL3EA         59  14     0
QSO:  7119 PH 2010-10-31 0606 YL3DR         59  15     DL2AGB        59  14     0
QSO:  7119 PH 2010-10-31 0608 YL3DR         59  15     S53S          59  15     0
QSO: 21200 PH 2010-10-31 0610 YL3DR         59  15     RA9AAA        59  17     0
QSO: 21200 PH 2010-10-31 0611 YL3DR         59  15     RA6GW         59  16     0
QSO: 21200 PH 2010-10-31 0611 YL3DR         59  15     3W1M          59  26     0
QSO: 21200 PH 2010-10-31 0612 YL3DR         59  15     JF9JTS        59  25     0
QSO: 21200 PH 2010-10-31 0613 YL3DR         59  15     JR4PMX/1      59  25     0
QSO: 21200 PH 2010-10-31 0614 YL3DR         59  15     H2E           59  20     0
QSO: 21200 PH 2010-10-31 0618 YL3DR         59  15     BV100ROC      59  24     0
QSO: 21200 PH 2010-10-31 0619 YL3DR         59  15     JA6BZI        59  25     0
QSO: 21200 PH 2010-10-31 0620 YL3DR         59  15     ZS9X          59  38     0
QSO: 21200 PH 2010-10-31 0621 YL3DR         59  15     JH6QFJ        59  25     0
QSO: 21200 PH 2010-10-31 0624 YL3DR         59  15     AH0BT         59  27     0
QSO: 21200 PH 2010-10-31 0626 YL3DR         59  15     JA3JOT        59  25     0
QSO: 21200 PH 2010-10-31 0628 YL3DR         59  15     BT4EXPO       59  24     0
QSO: 21200 PH 2010-10-31 0633 YL3DR         59  15     RT0C          59  19     0
QSO: 21200 PH 2010-10-31 0635 YL3DR         59  15     RA0QW         59  19     0
QSO: 21200 PH 2010-10-31 0636 YL3DR         59  15     UA0SJ         59  18     0
QSO: 28484 PH 2010-10-31 0638 YL3DR         59  15     RV9UP         59  18     0
QSO: 28484 PH 2010-10-31 0639 YL3DR         59  15     UA0YAY        59  23     0
QSO: 28484 PH 2010-10-31 0642 YL3DR         59  15     RZ9UC         59  18     0
QSO: 21200 PH 2010-10-31 0648 YL3DR         59  15     RX0AW         59  18     0
QSO: 28484 PH 2010-10-31 0656 YL3DR         59  15     YL3FO         59  15     0
QSO: 21200 PH 2010-10-31 0659 YL3DR         59  15     JI2ZJS        59  25     0
QSO: 21200 PH 2010-10-31 0702 YL3DR         59  15     9M8Z          59  28     0
QSO: 21200 PH 2010-10-31 0703 YL3DR         59  15     EX8AB         59  17     0
QSO: 21200 PH 2010-10-31 0705 YL3DR         59  15     RK9AJZ        59  17     0
QSO: 28484 PH 2010-10-31 0708 YL3DR         59  15     RO9O          59  18     0
QSO: 28484 PH 2010-10-31 0724 YL3DR         59  15     UN6P          59  17     0
QSO: 21200 PH 2010-10-31 0726 YL3DR         59  15     EA1DR         59  14     0
QSO: 21200 PH 2010-10-31 0732 YL3DR         59  15     CT1FJL        59  14     0
QSO: 21200 PH 2010-10-31 0733 YL3DR         59  15     JG1ZUY        59  25     0
QSO: 21200 PH 2010-10-31 0734 YL3DR         59  15     JH1NBN        59  25     0
QSO: 21200 PH 2010-10-31 0735 YL3DR         59  15     IT9WTY        59  15     0
QSO: 21200 PH 2010-10-31 0738 YL3DR         59  15     EA4TX         59  14     0
QSO: 21200 PH 2010-10-31 0739 YL3DR         59  15     AN1A          59  14     0
QSO: 21200 PH 2010-10-31 0739 YL3DR         59  15     EA3AV         59  14     0
QSO: 21200 PH 2010-10-31 0741 YL3DR         59  15     JA3AOP        59  25     0
QSO: 14246 PH 2010-10-31 0743 YL3DR         59  15     YO3APJ        59  20     0
QSO: 14246 PH 2010-10-31 0744 YL3DR         59  15     YO3KSR        59  20     0
QSO: 14246 PH 2010-10-31 0746 YL3DR         59  15     RG6G          59  16     0
QSO: 14246 PH 2010-10-31 0748 YL3DR         59  15     EI9E          59  14     0
QSO: 14246 PH 2010-10-31 0751 YL3DR         59  15     Z35W          59  15     0
QSO: 14246 PH 2010-10-31 0752 YL3DR         59  15     TM2Y          59  14     0
QSO: 14246 PH 2010-10-31 0753 YL3DR         59  15     CR2X          59  14     0
QSO: 14246 PH 2010-10-31 0754 YL3DR         59  15     G4BUO         59  14     0
QSO: 14246 PH 2010-10-31 0756 YL3DR         59  15     UA9R          59  17     0
QSO: 14246 PH 2010-10-31 0758 YL3DR         59  15     AN5C          59  14     0
QSO: 14246 PH 2010-10-31 0800 YL3DR         59  15     TM0RDR        59  14     0
QSO: 21200 PH 2010-10-31 0804 YL3DR         59  15     JJ3LLT        59  25     0
QSO: 21200 PH 2010-10-31 0805 YL3DR         59  15     IT9RYJ        59  15     0
QSO: 21200 PH 2010-10-31 0806 YL3DR         59  15     3V8SS         59  33     0
QSO: 21200 PH 2010-10-31 0810 YL3DR         59  15     BY8AC         59  24     0
QSO: 21200 PH 2010-10-31 0811 YL3DR         59  15     C4Z           59  20     0
QSO: 21200 PH 2010-10-31 0813 YL3DR         59  15     RT0Q          59  19     0
QSO: 21200 PH 2010-10-31 0819 YL3DR         59  15     RV9CP         59  17     0
QSO: 21200 PH 2010-10-31 0820 YL3DR         59  15     9H1XT         59  15     0
QSO: 21200 PH 2010-10-31 0822 YL3DR         59  15     UN7MMM        59  17     0
QSO: 21200 PH 2010-10-31 0825 YL3DR         59  15     RY6Y          59  16     0
QSO:  7119 PH 2010-10-31 0828 YL3DR         59  15     OH0V          59  15     0
QSO:  7119 PH 2010-10-31 0831 YL3DR         59  15     OH8A          59  15     0
QSO:  7119 PH 2010-10-31 0832 YL3DR         59  15     OZ5GX         59  14     0
QSO: 21200 PH 2010-10-31 0835 YL3DR         59  15     IZ6FXP        59  15     0
QSO: 21200 PH 2010-10-31 0836 YL3DR         59  15     AM5B          59  14     0
QSO: 28484 PH 2010-10-31 0839 YL3DR         59  15     EY8/UA4LCQ    59  17     0
QSO: 28484 PH 2010-10-31 0840 YL3DR         59  15     IK7CMY        59  15     0
QSO: 28484 PH 2010-10-31 0841 YL3DR         59  15     S53O          59  15     0
QSO: 21200 PH 2010-10-31 0847 YL3DR         59  15     YU5A          59  15     0
QSO: 21200 PH 2010-10-31 0849 YL3DR         59  15     E77A          59  15     0
QSO: 21200 PH 2010-10-31 0850 YL3DR         59  15     EK3SA         59  21     0
QSO: 21200 PH 2010-10-31 0851 YL3DR         59  15     M4A           59  14     0
QSO: 21200 PH 2010-10-31 0853 YL3DR         59  15     R9CB          59  17     0
QSO: 21200 PH 2010-10-31 0855 YL3DR         59  15     G6PZ          59  14     0
QSO: 21200 PH 2010-10-31 0857 YL3DR         59  15     EA1FDI        59  14     0
QSO: 21200 PH 2010-10-31 0858 YL3DR         59  15     CQ3L          59  33     0
QSO: 28484 PH 2010-10-31 0904 YL3DR         59  15     IZ7ECL        59  15     0
QSO: 28484 PH 2010-10-31 0905 YL3DR         59  15     IZ8FDG        59  15     0
QSO: 28484 PH 2010-10-31 0907 YL3DR         59  15     YT9A          59  15     0
QSO: 28484 PH 2010-10-31 0911 YL3DR         59  15     LZ5R          59  20     0
QSO: 28484 PH 2010-10-31 0913 YL3DR         59  15     LZ4TL         59  20     0
QSO: 28484 PH 2010-10-31 0914 YL3DR         59  15     IU9A          59  15     0
QSO: 28484 PH 2010-10-31 0915 YL3DR         59  15     9K2HN         59  21     0
QSO: 28484 PH 2010-10-31 0917 YL3DR         59  15     IU9T          59  15     0
QSO: 28484 PH 2010-10-31 0917 YL3DR         59  15     CN3A          59  33     0
QSO: 28484 PH 2010-10-31 0919 YL3DR         59  15     IQ8MD         59  15     0
QSO: 28484 PH 2010-10-31 0920 YL3DR         59  15     E73O          59  15     0
QSO: 28484 PH 2010-10-31 0922 YL3DR         59  15     IR9Y          59  15     0
QSO: 28484 PH 2010-10-31 0924 YL3DR         59  15     CR3A          59  33     0
QSO: 28484 PH 2010-10-31 0926 YL3DR         59  15     4O3A          59  15     0
QSO: 28484 PH 2010-10-31 0928 YL3DR         59  15     LZ2A          59  20     0
QSO: 28484 PH 2010-10-31 0929 YL3DR         59  15     LZ5K          59  20     0
QSO: 28484 PH 2010-10-31 0934 YL3DR         59  15     EF9K          59  33     0
QSO: 28484 PH 2010-10-31 0935 YL3DR         59  15     LZ9W          59  20     0
QSO: 28484 PH 2010-10-31 0936 YL3DR         59  15     EF8R          59  33     0
QSO: 28484 PH 2010-10-31 0939 YL3DR         59  15     EA8MT         59  33     0
QSO: 28484 PH 2010-10-31 0941 YL3DR         59  15     EA7KW         59  14     0
QSO: 21200 PH 2010-10-31 0951 YL3DR         59  15     PA3S          59  14     0
QSO: 21200 PH 2010-10-31 0952 YL3DR         59  15     F8DBF         59  14     0
QSO: 21200 PH 2010-10-31 0953 YL3DR         59  15     EI9FBB        59  14     0
QSO: 21200 PH 2010-10-31 0955 YL3DR         59  15     EA3NO         59  14     0
QSO: 21200 PH 2010-10-31 0957 YL3DR         59  15     PS2T          59  11     0
QSO: 21200 PH 2010-10-31 0958 YL3DR         59  15     ED1R          59  14     0
QSO: 21200 PH 2010-10-31 1007 YL3DR         59  15     SZ8L          59  20     0
QSO: 21200 PH 2010-10-31 1008 YL3DR         59  15     EF1W          59  14     0
QSO: 21200 PH 2010-10-31 1009 YL3DR         59  15     F4ENK         59  14     0
QSO: 21200 PH 2010-10-31 1012 YL3DR         59  15     F8DHE         59  14     0
QSO: 28484 PH 2010-10-31 1013 YL3DR         59  15     OS8M          59  14     0
QSO: 28484 PH 2010-10-31 1013 YL3DR         59  15     EH7Z          59  14     0
QSO: 28484 PH 2010-10-31 1014 YL3DR         59  15     OQ5M          59  14     0
QSO: 28484 PH 2010-10-31 1016 YL3DR         59  15     CR5M          59  14     0
QSO: 28484 PH 2010-10-31 1018 YL3DR         59  15     EA8TX         59  33     0
QSO: 28484 PH 2010-10-31 1019 YL3DR         59  15     EA4TX         59  14     0
QSO: 28484 PH 2010-10-31 1021 YL3DR         59  15     F6KCP         59  14     0
QSO: 28484 PH 2010-10-31 1031 YL3DR         59  15     EA5GX         59  14     0
QSO: 21200 PH 2010-10-31 1034 YL3DR         59  15     PQ5B          59  11     0
QSO: 14246 PH 2010-10-31 1036 YL3DR         59  15     TM2B          59  14     0
QSO: 14246 PH 2010-10-31 1037 YL3DR         59  15     RT6A          59  16     0
QSO: 14246 PH 2010-10-31 1039 YL3DR         59  15     OM8A          59  15     0
QSO: 14246 PH 2010-10-31 1040 YL3DR         59  15     S51A          59  15     0
QSO: 14246 PH 2010-10-31 1043 YL3DR         59  15     UI9I          59  18     0
QSO: 14246 PH 2010-10-31 1044 YL3DR         59  15     IR4M          59  15     0
QSO: 14246 PH 2010-10-31 1046 YL3DR         59  15     UA4W          59  16     0
QSO: 28484 PH 2010-10-31 1050 YL3DR         59  15     ED5J          59  14     0
QSO: 28484 PH 2010-10-31 1055 YL3DR         59  15     ZS6TQ         59  38     0
QSO: 21200 PH 2010-10-31 1058 YL3DR         59  15     EA2KB         59  14     0
QSO: 14246 PH 2010-10-31 1101 YL3DR         59  15     4O3A          59  15     0
QSO: 14246 PH 2010-10-31 1102 YL3DR         59  15     YO3CZW        59  20     0
QSO: 14246 PH 2010-10-31 1103 YL3DR         59  15     RN7A          59  16     0
QSO: 14246 PH 2010-10-31 1105 YL3DR         59  15     LZ3FN         59  20     0
QSO: 14246 PH 2010-10-31 1106 YL3DR         59  15     OE5T          59  15     0
QSO: 14246 PH 2010-10-31 1108 YL3DR         59  15     DK3T          59  14     0
QSO: 28484 PH 2010-10-31 1112 YL3DR         59  15     EF1W          59  14     0
QSO: 28484 PH 2010-10-31 1113 YL3DR         59  15     CN2R          59  33     0
QSO: 28484 PH 2010-10-31 1113 YL3DR         59  15     EA1GY         59  14     0
QSO: 28484 PH 2010-10-31 1115 YL3DR         59  15     TM2Y          59  14     0
QSO: 28484 PH 2010-10-31 1116 YL3DR         59  15     CS2P          59  14     0
QSO: 28484 PH 2010-10-31 1118 YL3DR         59  15     D4C           59  35     0
QSO: 21200 PH 2010-10-31 1131 YL3DR         59  15     TM7F          59  14     0
QSO: 14246 PH 2010-10-31 1151 YL3DR         59  15     9A7P          59  15     0
QSO: 14246 PH 2010-10-31 1153 YL3DR         59  15     HA8JV         59  15     0
QSO: 14246 PH 2010-10-31 1154 YL3DR         59  15     ON6CQ         59  14     0
QSO: 14246 PH 2010-10-31 1157 YL3DR         59  15     IZ1OSP        59  15     0
QSO: 21200 PH 2010-10-31 1159 YL3DR         59  15     EF8R          59  33     0
QSO: 21200 PH 2010-10-31 1201 YL3DR         59  15     VY2ZM         59  05     0
QSO: 21200 PH 2010-10-31 1202 YL3DR         59  15     KM1W          59  05     0
QSO: 28484 PH 2010-10-31 1207 YL3DR         59  15     CT1EOD        59  14     0
QSO: 21200 PH 2010-10-31 1210 YL3DR         59  15     N3RS          59  05     0
QSO: 21200 PH 2010-10-31 1216 YL3DR         59  15     CW5W          59  13     0
QSO: 21200 PH 2010-10-31 1220 YL3DR         59  15     GI7AXB        59  14     0
QSO: 21200 PH 2010-10-31 1222 YL3DR         59  15     F8CNX         59  14     0
QSO: 21200 PH 2010-10-31 1223 YL3DR         59  15     AN5C          59  14     0
QSO: 21200 PH 2010-10-31 1225 YL3DR         59  15     W2RE          59  05     0
QSO: 21200 PH 2010-10-31 1227 YL3DR         59  15     WE3C          59  05     0
QSO: 21200 PH 2010-10-31 1227 YL3DR         59  15     UA6UDV        59  16     0
QSO: 21200 PH 2010-10-31 1229 YL3DR         59  15     K1RX          59  05     0
QSO: 21200 PH 2010-10-31 1231 YL3DR         59  15     EA3HCY        59  14     0
QSO: 21200 PH 2010-10-31 1233 YL3DR         59  15     F4EGD         59  14     0
QSO: 21200 PH 2010-10-31 1236 YL3DR         59  15     IF9A          59  15     0
QSO: 21200 PH 2010-10-31 1237 YL3DR         59  15     K1KI          59  05     0
QSO: 21200 PH 2010-10-31 1245 YL3DR         59  15     K5ZD          59  05     0
QSO: 14246 PH 2010-10-31 1252 YL3DR         59  15     K2LE          59  05     0
QSO: 14246 PH 2010-10-31 1253 YL3DR         59  15     LN9Z          59  14     0
QSO: 14246 PH 2010-10-31 1255 YL3DR         59  15     K3LR          59  05     0
QSO: 14246 PH 2010-10-31 1257 YL3DR         59  15     VC3A          59  04     0
QSO: 14246 PH 2010-10-31 1300 YL3DR         59  15     RY6Y          59  16     0
QSO: 14246 PH 2010-10-31 1303 YL3DR         59  15     R7AY          59  16     0
QSO: 14246 PH 2010-10-31 1307 YL3DR         59  15     HB9EE         59  14     0
QSO: 14246 PH 2010-10-31 1308 YL3DR         59  15     ON6BR         59  14     0
QSO: 14246 PH 2010-10-31 1311 YL3DR         59  15     GM5X          59  14     0
QSO: 14246 PH 2010-10-31 1312 YL3DR         59  15     TM7F          59  14     0
QSO: 21200 PH 2010-10-31 1315 YL3DR         59  15     CE4CT         59  12     0
QSO: 21200 PH 2010-10-31 1319 YL3DR         59  15     KP3Z          59  08     0
QSO: 21200 PH 2010-10-31 1323 YL3DR         59  15     EA8/DL6MHW    59  33     0
QSO: 21200 PH 2010-10-31 1327 YL3DR         59  15     W1WW          59  05     0
QSO: 21200 PH 2010-10-31 1330 YL3DR         59  15     HI3TEJ        59  08     0
QSO: 21200 PH 2010-10-31 1335 YL3DR         59  15     VE2IM         59  02     0
QSO: 21200 PH 2010-10-31 1337 YL3DR         59  15     VP2MDG        59  08     0
QSO: 21200 PH 2010-10-31 1340 YL3DR         59  15     K3LR          59  05     0
QSO: 21200 PH 2010-10-31 1347 YL3DR         59  15     LU1MA         59  13     0
QSO: 21200 PH 2010-10-31 1348 YL3DR         59  15     SV3AQR        59  20     0
QSO: 21200 PH 2010-10-31 1349 YL3DR         59  15     K0EJ          59  04     0
QSO: 21200 PH 2010-10-31 1350 YL3DR         59  15     4Z5FI         59  20     0
QSO: 21200 PH 2010-10-31 1351 YL3DR         59  15     NQ4I          59  05     0
QSO: 21200 PH 2010-10-31 1352 YL3DR         59  15     W3BGN         59  05     0
QSO: 21200 PH 2010-10-31 1354 YL3DR         59  15     K4ZW          59  05     0
QSO: 21200 PH 2010-10-31 1355 YL3DR         59  15     N5DX          59  04     0
QSO: 21200 PH 2010-10-31 1356 YL3DR         59  15     N4RV          59  05     0
