START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-SSB
CALLSIGN:      G4DDL
CLAIMED-SCORE: 112612
NAME:          Mike Pemberton
OPERATORS:     G4DDL
SOAPBOX:       Great fun though hard work at times
SOAPBOX:       My best score ever so quite pleased with my efforts
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21321 PH 2010-10-30 0802 G4DDL         59  14     RX3APM        59  16
QSO: 14323 PH 2010-10-30 0808 G4DDL         59  14     YU2A          59  15
QSO: 14325 PH 2010-10-30 0808 G4DDL         59  14     IR8R          59  15
QSO: 14345 PH 2010-10-30 0809 G4DDL         59  14     OM5M          59  15
QSO: 14339 PH 2010-10-30 0810 G4DDL         59  14     LY5R          59  15
QSO: 14328 PH 2010-10-30 0811 G4DDL         59  14     CT1JLZ        59  14
QSO: 14326 PH 2010-10-30 0812 G4DDL         59  14     CQ9T          59  33
QSO: 14308 PH 2010-10-30 0812 G4DDL         59  14     E73M          59  15
QSO: 14304 PH 2010-10-30 0813 G4DDL         59  14     LY7A          59  15
QSO: 14283 PH 2010-10-30 0815 G4DDL         59  14     E74IW         59  15
QSO: 14282 PH 2010-10-30 0816 G4DDL         59  14     SN8R          59  15
QSO: 14273 PH 2010-10-30 0816 G4DDL         59  14     EF8R          59  33
QSO: 14259 PH 2010-10-30 0850 G4DDL         59  14     8S0C          59  14
QSO: 14250 PH 2010-10-30 0851 G4DDL         59  14     LZ9W          59  20
QSO: 14241 PH 2010-10-30 0851 G4DDL         59  14     CS2P          59  14
QSO: 14223 PH 2010-10-30 0853 G4DDL         59  14     D4C           59  35
QSO: 14214 PH 2010-10-30 0854 G4DDL         59  14     YT0W          59  15
QSO: 14210 PH 2010-10-30 0854 G4DDL         59  14     UW2I          59  16
QSO: 14203 PH 2010-10-30 0855 G4DDL         59  14     EC6AAE        59  14
QSO: 14199 PH 2010-10-30 0856 G4DDL         59  14     ED5T          59  14
QSO: 14146 PH 2010-10-30 0859 G4DDL         59  14     OM8A          59  15
QSO: 14129 PH 2010-10-30 0900 G4DDL         59  14     EW2A          59  16
QSO: 21256 PH 2010-10-30 0907 G4DDL         59  14     UT0AZA        59  16
QSO: 21246 PH 2010-10-30 0908 G4DDL         59  14     R7LV          59  16
QSO: 21253 PH 2010-10-30 0909 G4DDL         59  14     RM3F          59  16
QSO: 21185 PH 2010-10-30 0910 G4DDL         59  14     RG3K          59  16
QSO: 21158 PH 2010-10-30 0910 G4DDL         59  14     RZ3AXX        59  16
QSO: 21300 PH 2010-10-30 0912 G4DDL         59  14     RL3A          59  16
QSO: 21287 PH 2010-10-30 0913 G4DDL         59  14     RM5A          59  16
QSO: 21218 PH 2010-10-30 0916 G4DDL         59  14     EU1AZ         59  16
QSO: 21232 PH 2010-10-30 1331 G4DDL         59  14     OY6A          59  14
QSO: 21154 PH 2010-10-30 1333 G4DDL         59  14     UI4I          59  16
QSO: 21208 PH 2010-10-30 1334 G4DDL         59  14     K1DG          59  05
QSO: 21254 PH 2010-10-30 1336 G4DDL         59  14     RT6A          59  16
