START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: HA2MN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 32340
CREATED-BY: UcxLog 6.63
NAME: TIBOR (TIBI)  ZENTAI
CLUB: HAROS RADIO CLUB
SOAPBOX: Just part time participation. Many thanks for Q's, see you next
QSO:  7000 PH 2010-10-30 0512 HA2MN         59  15     GM0B          59  14     0
QSO:  7000 PH 2010-10-30 0513 HA2MN         59  15     LY7A          59  15     0
QSO:  7000 PH 2010-10-30 0514 HA2MN         59  15     SI9AM         59  14     0
QSO:  7000 PH 2010-10-30 0516 HA2MN         59  15     LY2W          59  15     0
QSO:  7000 PH 2010-10-30 0520 HA2MN         59  15     SV2DCD        59  20     0
QSO:  7000 PH 2010-10-30 0523 HA2MN         59  15     UA3RC         59  16     0
QSO:  7000 PH 2010-10-30 0525 HA2MN         59  15     OH8X          59  15     0
QSO: 14000 PH 2010-10-30 0529 HA2MN         59  15     RW6AH         59  16     0
QSO: 14000 PH 2010-10-30 0530 HA2MN         59  15     RN3ZC         59  16     0
QSO: 14000 PH 2010-10-30 0533 HA2MN         59  15     UI9I          59  18     0
QSO: 14000 PH 2010-10-30 0534 HA2MN         59  15     UP0L          59  17     0
QSO: 14000 PH 2010-10-30 0535 HA2MN         59  15     UA7A          59  16     0
QSO: 14000 PH 2010-10-30 0535 HA2MN         59  15     TA7KA         59  20     0
QSO: 14000 PH 2010-10-30 0536 HA2MN         59  15     TA4ED         59  20     0
QSO: 14000 PH 2010-10-30 0537 HA2MN         59  15     RG6G          59  16     0
QSO: 14000 PH 2010-10-30 0538 HA2MN         59  15     RA1TU         59  16     0
QSO: 14000 PH 2010-10-30 0539 HA2MN         59  15     RZ4CWW        59  16     0
QSO: 14000 PH 2010-10-30 0540 HA2MN         59  15     4X0W          59  20     0
QSO: 14000 PH 2010-10-30 0544 HA2MN         59  15     R5GA          59  16     0
QSO: 14000 PH 2010-10-30 0545 HA2MN         59  15     RZ1ZZ         59  16     0
QSO: 14000 PH 2010-10-30 0546 HA2MN         59  15     RV9JR         59  17     0
QSO: 14000 PH 2010-10-30 0547 HA2MN         59  15     A73A          59  21     0
QSO: 14000 PH 2010-10-30 0549 HA2MN         59  15     RO9O          59  18     0
QSO: 14000 PH 2010-10-30 0550 HA2MN         59  15     SX5P          59  20     0
QSO: 14000 PH 2010-10-30 0551 HA2MN         59  15     RF9C          59  17     0
QSO: 14000 PH 2010-10-30 0552 HA2MN         59  15     RG9A          59  17     0
QSO: 14000 PH 2010-10-30 0553 HA2MN         59  15     UA7A          59  16     0
QSO: 14000 PH 2010-10-30 0554 HA2MN         59  15     P33W          59  20     0
QSO: 14000 PH 2010-10-30 0555 HA2MN         59  15     OH8L          59  15     0
QSO: 14000 PH 2010-10-30 0556 HA2MN         59  15     EM7L          59  16     0
QSO: 14000 PH 2010-10-30 0557 HA2MN         59  15     JY5CC         59  20     0
QSO: 14000 PH 2010-10-30 0558 HA2MN         59  15     RZ3AXX        59  16     0
QSO: 14000 PH 2010-10-30 0559 HA2MN         59  15     UW2I          59  16     0
QSO: 14000 PH 2010-10-30 0600 HA2MN         59  15     RT3F          59  16     0
QSO: 21000 PH 2010-10-30 0604 HA2MN         59  15     R9DX          59  17     0
QSO: 21000 PH 2010-10-30 0608 HA2MN         59  15     RV9UP         59  18     0
QSO: 21000 PH 2010-10-30 0609 HA2MN         59  15     RK0AB         59  18     0
QSO: 21000 PH 2010-10-30 0611 HA2MN         59  15     RX0AW         59  18     0
QSO: 21000 PH 2010-10-30 0614 HA2MN         59  15     UA9FAR        59  17     0
QSO: 21000 PH 2010-10-30 0617 HA2MN         59  15     RV9CX         59  17     0
QSO: 21000 PH 2010-10-30 0618 HA2MN         59  15     RV9CP         59  17     0
QSO: 21000 PH 2010-10-30 0618 HA2MN         59  15     RC9O          59  18     0
QSO: 21000 PH 2010-10-30 0619 HA2MN         59  15     UI4I          59  16     0
QSO: 21000 PH 2010-10-30 0621 HA2MN         59  15     UN8GV         59  17     0
QSO: 21000 PH 2010-10-30 0622 HA2MN         59  15     RA9UIV/9      59  18     0
QSO: 21000 PH 2010-10-30 0629 HA2MN         59  15     RT4RO         59  16     0
QSO: 21000 PH 2010-10-30 0631 HA2MN         59  15     RT0C          59  18     0
QSO: 21000 PH 2010-10-30 0638 HA2MN         59  15     RA6XV         59  16     0
QSO: 21000 PH 2010-10-30 0646 HA2MN         59  15     JA7YRR        59  25     0
QSO: 21000 PH 2010-10-30 0648 HA2MN         59  15     EY8CC         59  17     0
QSO: 21000 PH 2010-10-30 0651 HA2MN         59  15     RW0A          59  18     0
QSO: 21000 PH 2010-10-30 0652 HA2MN         59  15     HA6PX         59  15     0
QSO: 21000 PH 2010-10-30 0654 HA2MN         59  15     RC0F          59  19     0
QSO: 21000 PH 2010-10-30 0656 HA2MN         59  15     RZ0WWA        59  18     0
QSO: 21000 PH 2010-10-30 0658 HA2MN         59  15     RF9C          59  17     0
QSO: 21000 PH 2010-10-30 0659 HA2MN         59  15     UA9QCQ        59  17     0
QSO: 21000 PH 2010-10-30 0701 HA2MN         59  15     RW4W          59  16     0
QSO: 21000 PH 2010-10-30 0702 HA2MN         59  15     4X0A          59  20     0
QSO: 14000 PH 2010-10-30 0708 HA2MN         59  15     M9X           59  14     0
QSO: 14000 PH 2010-10-30 0709 HA2MN         59  15     UA1AQA        59  16     0
QSO: 14000 PH 2010-10-30 0711 HA2MN         59  15     GW4OH         59  14     0
QSO: 14000 PH 2010-10-30 0714 HA2MN         59  15     OH0YY         59  15     0
QSO: 14000 PH 2010-10-30 0714 HA2MN         59  15     AN5C          59  14     0
QSO: 14000 PH 2010-10-30 0717 HA2MN         59  15     GM2T          59  14     0
QSO: 14000 PH 2010-10-30 0717 HA2MN         59  15     ES5TF         59  15     0
QSO: 14000 PH 2010-10-30 0718 HA2MN         59  15     TM1W          59  14     0
QSO: 14000 PH 2010-10-30 0718 HA2MN         59  15     OH5TS         59  15     0
QSO: 14000 PH 2010-10-30 0720 HA2MN         59  15     EF8R          59  33     0
QSO: 14000 PH 2010-10-30 0721 HA2MN         59  15     ED1R          59  14     0
QSO: 14000 PH 2010-10-30 0721 HA2MN         59  15     IR9W          59  15     0
QSO: 14000 PH 2010-10-30 0722 HA2MN         59  15     SI9AM         59  14     0
QSO: 14000 PH 2010-10-30 0726 HA2MN         59  15     F1AKK         59  14     0
QSO: 14000 PH 2010-10-30 0726 HA2MN         59  15     EA3HCY        59  14     0
QSO: 14000 PH 2010-10-30 0727 HA2MN         59  15     IG9S          59  33     0
QSO: 14000 PH 2010-10-30 0730 HA2MN         59  15     RM3F          59  16     0
QSO: 14000 PH 2010-10-30 0732 HA2MN         59  15     UP2L          59  17     0
QSO: 14000 PH 2010-10-30 0735 HA2MN         59  15     TM2C          59  14     0
QSO: 14000 PH 2010-10-30 0735 HA2MN         59  15     EI9E          59  14     0
QSO: 14000 PH 2010-10-30 0737 HA2MN         59  15     EC2DX         59  14     0
QSO: 14000 PH 2010-10-30 0738 HA2MN         59  15     SM0BSO        59  14     0
QSO: 14000 PH 2010-10-30 0739 HA2MN         59  15     GW9T          59  14     0
QSO: 14000 PH 2010-10-30 0741 HA2MN         59  15     EA3CI         59  14     0
QSO: 14000 PH 2010-10-30 0743 HA2MN         59  15     GI6K          59  14     0
QSO: 14000 PH 2010-10-30 0745 HA2MN         59  15     EA1IR         59  14     0
QSO: 14000 PH 2010-10-30 0747 HA2MN         59  15     EA2VE         59  14     0
QSO: 14000 PH 2010-10-30 0752 HA2MN         59  15     TM1O          59  14     0
QSO: 14000 PH 2010-10-30 0755 HA2MN         59  15     GJ2A          59  14     0
QSO: 14000 PH 2010-10-30 0756 HA2MN         59  15     4L8A          59  21     0
QSO: 14000 PH 2010-10-30 0757 HA2MN         59  15     RW2A          59  16     0
QSO: 14000 PH 2010-10-30 0800 HA2MN         59  15     EX2X          59  17     0
QSO: 14000 PH 2010-10-30 0804 HA2MN         59  15     M4A           59  14     0
QSO: 14000 PH 2010-10-30 0805 HA2MN         59  15     G3TBK         59  14     0
QSO: 28000 PH 2010-10-30 0810 HA2MN         59  15     R9DX          59  17     0
QSO: 28000 PH 2010-10-30 0812 HA2MN         59  15     RO9O          59  18     0
QSO: 28000 PH 2010-10-30 0813 HA2MN         59  15     RA9AE         59  17     0
QSO: 28000 PH 2010-10-30 0813 HA2MN         59  15     RC9O          59  18     0
QSO: 28000 PH 2010-10-30 0819 HA2MN         59  15     R8MC          59  17     0
QSO: 28000 PH 2010-10-30 0820 HA2MN         59  15     UN9L          59  17     0
QSO: 28000 PH 2010-10-30 0821 HA2MN         59  15     UN7PL         59  17     0
QSO: 28000 PH 2010-10-30 0830 HA2MN         59  15     UN4PG         59  17     0
QSO: 28000 PH 2010-10-30 0837 HA2MN         59  15     EY8/UA4LCQ    59  17     0
QSO: 28000 PH 2010-10-30 0840 HA2MN         59  15     HG6N          59  15     0
QSO: 28000 PH 2010-10-30 0841 HA2MN         59  15     RV9LM         59  17     0
QSO: 28000 PH 2010-10-30 0846 HA2MN         59  15     UO5L          59  17     0
QSO: 28000 PH 2010-10-30 0848 HA2MN         59  15     UA9QCQ        59  17     0
QSO: 28000 PH 2010-10-30 0903 HA2MN         59  15     UP0L          59  17     0
QSO: 21000 PH 2010-10-30 0921 HA2MN         59  15     RZ4AG         59  16     0
QSO: 21000 PH 2010-10-30 0922 HA2MN         59  15     RO9O          59  18     0
QSO: 21000 PH 2010-10-30 0923 HA2MN         59  15     UB0A          59  18     0
QSO: 21000 PH 2010-10-30 0931 HA2MN         59  15     CN8KD         59  33     0
QSO: 21000 PH 2010-10-30 0932 HA2MN         59  15     EF8R          59  33     0
QSO: 21000 PH 2010-10-30 0935 HA2MN         59  15     YE2R          59  28     0
QSO: 21000 PH 2010-10-30 0936 HA2MN         59  15     D4C           59  35     0
QSO: 21000 PH 2010-10-30 0950 HA2MN         59  15     UN7MMM        59  17     0
QSO: 21000 PH 2010-10-30 0952 HA2MN         59  15     UA9UZZ        59  18     0
QSO: 21000 PH 2010-10-30 0952 HA2MN         59  15     RL9I          59  18     0
QSO: 21000 PH 2010-10-30 0958 HA2MN         59  15     UA0YAY        59  23     0
QSO: 21000 PH 2010-10-30 1007 HA2MN         59  15     RG9A          59  17     0
QSO: 21000 PH 2010-10-30 1008 HA2MN         59  15     R9WR          59  16     0
QSO: 21000 PH 2010-10-30 1012 HA2MN         59  15     EA7IZJ        59  14     0
QSO: 21000 PH 2010-10-30 1013 HA2MN         59  15     ED1T          59  14     0
QSO: 21000 PH 2010-10-30 1013 HA2MN         59  15     UN9L          59  17     0
QSO: 21000 PH 2010-10-30 1014 HA2MN         59  15     EA1GFT        59  14     0
QSO: 21000 PH 2010-10-30 1016 HA2MN         59  15     RL3A          59  16     0
QSO: 21000 PH 2010-10-30 1016 HA2MN         59  15     CN3A          59  33     0
QSO: 21000 PH 2010-10-30 1025 HA2MN         59  15     RN3AW         59  16     0
QSO: 21000 PH 2010-10-30 1026 HA2MN         59  15     R3CM          59  16     0
QSO: 21000 PH 2010-10-30 1030 HA2MN         59  15     RN9CM         59  17     0
QSO: 21000 PH 2010-10-30 1031 HA2MN         59  15     UD3D          59  16     0
QSO: 21000 PH 2010-10-30 1035 HA2MN         59  15     RA3RK         59  16     0
QSO: 21000 PH 2010-10-30 1035 HA2MN         59  15     UA1OMX        59  16     0
QSO: 21000 PH 2010-10-30 1036 HA2MN         59  15     EA7HLU        59  14     0
QSO: 21000 PH 2010-10-30 1044 HA2MN         59  15     EI0A          59  14     0
QSO: 21000 PH 2010-10-30 1044 HA2MN         59  15     EI4CF         59  14     0
QSO:  7000 PH 2010-10-30 1857 HA2MN         59  15     OH0V          59  15     0
QSO:  7000 PH 2010-10-30 1858 HA2MN         59  15     DR1A          59  14     0
QSO:  7000 PH 2010-10-30 1859 HA2MN         59  15     OS8A          59  14     0
QSO:  7000 PH 2010-10-30 1901 HA2MN         59  15     RY6Y          59  16     0
QSO:  7000 PH 2010-10-30 1904 HA2MN         59  15     TM1O          59  14     0
QSO:  7000 PH 2010-10-30 1909 HA2MN         59  15     IF9A          59  15     0
QSO:  7000 PH 2010-10-30 1911 HA2MN         59  15     TM2B          59  14     0
QSO:  7000 PH 2010-10-30 1914 HA2MN         59  15     LA9TJA        59  14     0
QSO:  7000 PH 2010-10-30 1918 HA2MN         59  15     PA6Z          59  14     0
QSO:  7000 PH 2010-10-30 1919 HA2MN         59  15     RT6A          59  16     0
QSO:  7000 PH 2010-10-30 1942 HA2MN         59  15     DL2AGB        59  14     0
QSO:  7000 PH 2010-10-30 1945 HA2MN         59  15     PA1NHZ        59  14     0
QSO:  7000 PH 2010-10-30 1946 HA2MN         59  15     IR9W          59  15     0
QSO:  7000 PH 2010-10-30 1948 HA2MN         59  15     EA3CI         59  14     0
QSO:  7000 PH 2010-10-30 1948 HA2MN         59  15     R5GA          59  16     0
QSO:  7000 PH 2010-10-30 1954 HA2MN         59  15     OH8A          59  15     0
QSO:  7000 PH 2010-10-30 1955 HA2MN         59  15     TA7KA         59  20     0
QSO:  7000 PH 2010-10-30 1959 HA2MN         59  15     PI4DX         59  14     0
QSO:  7000 PH 2010-10-30 2000 HA2MN         59  15     RM3F          59  16     0
QSO:  7000 PH 2010-10-30 2008 HA2MN         59  15     EE2K          59  14     0
QSO:  7000 PH 2010-10-31 0025 HA2MN         59  15     PA1AW         59  14     0
QSO:  7000 PH 2010-10-31 0027 HA2MN         59  15     VE3EJ         59  04     0
QSO:  7000 PH 2010-10-31 0032 HA2MN         59  15     ON6BR         59  14     0
QSO:  7000 PH 2010-10-31 0037 HA2MN         59  15     OZ1KEF        59  14     0
END-OF-LOG:
