START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.42.0-dev
CONTEST: REF-SSB
LOCATION: FY
GRID-LOCATOR: GJ35PE
CALLSIGN: FY5KE
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE: 7714041
OPERATORS: F5UII F6FVY
CLUB: CDXC
NAME: Radio Amateurs Club de Kourou
CERTIFICATE: NO
SOAPBOX: 
RIG: TS590s + Dipole 80m + Monobandes du 40m au 10m
QSO: 21228 PH 2022-02-26 1144 FY5KE         59  FY     DL0LK         59  091   
QSO: 21228 PH 2022-02-26 1144 FY5KE         59  FY     DL4MFR        59  018   
QSO: 21228 PH 2022-02-26 1144 FY5KE         59  FY     F5GN          59  81    
QSO: 21228 PH 2022-02-26 1145 FY5KE         59  FY     F4BXY         59  17    
QSO: 21228 PH 2022-02-26 1145 FY5KE         59  FY     PA7UKW        59  000   
QSO: 21228 PH 2022-02-26 1146 FY5KE         59  FY     M0PTZ         59  001   
QSO: 21228 PH 2022-02-26 1146 FY5KE         59  FY     F6KNB         59  33    
QSO: 21228 PH 2022-02-26 1146 FY5KE         59  FY     F4KJN         59  46    
QSO: 21228 PH 2022-02-26 1147 FY5KE         59  FY     F4CQR         59  86    
QSO: 21228 PH 2022-02-26 1147 FY5KE         59  FY     F5KMB         59  60    
QSO: 21228 PH 2022-02-26 1148 FY5KE         59  FY     CN8YM         59  016   
QSO: 21228 PH 2022-02-26 1148 FY5KE         59  FY     F5RAB         59  28    
QSO: 21228 PH 2022-02-26 1148 FY5KE         59  FY     TM5TT         59  41    
QSO: 21228 PH 2022-02-26 1149 FY5KE         59  FY     F5JM          59  56    
QSO: 21228 PH 2022-02-26 1149 FY5KE         59  FY     YT9A          59  017   
QSO: 21228 PH 2022-02-26 1149 FY5KE         59  FY     HB9GZS        59  000   
QSO: 21228 PH 2022-02-26 1150 FY5KE         59  FY     F4ARU         59  31    
QSO: 21228 PH 2022-02-26 1150 FY5KE         59  FY     F4KKF         59  13    
QSO: 21228 PH 2022-02-26 1150 FY5KE         59  FY     F4EZC         59  44    
QSO: 21228 PH 2022-02-26 1151 FY5KE         59  FY     HB9CVM        59  001   
QSO: 21228 PH 2022-02-26 1151 FY5KE         59  FY     F4JFN         55  63    
QSO: 21228 PH 2022-02-26 1151 FY5KE         59  FY     R2OFF         59  003   
QSO: 28453 PH 2022-02-26 1154 FY5KE         59  FY     F4CWN         59  32    
QSO: 28453 PH 2022-02-26 1155 FY5KE         59  FY     F4KIY         59  57    
QSO: 28453 PH 2022-02-26 1155 FY5KE         59  FY     F5BZB         59  81    
QSO: 28453 PH 2022-02-26 1158 FY5KE         59  FY     JY4CH         54  001   
QSO: 28453 PH 2022-02-26 1159 FY5KE         59  FY     F6KBF         59  78    
QSO: 28453 PH 2022-02-26 1159 FY5KE         59  FY     F5NBX         59  87    
QSO: 28453 PH 2022-02-26 1159 FY5KE         59  FY     F5OHM         59  36    
QSO: 28453 PH 2022-02-26 1200 FY5KE         59  FY     F8DSN         59  88    
QSO: 28453 PH 2022-02-26 1200 FY5KE         59  FY     F4IDT         59  03    
QSO: 28453 PH 2022-02-26 1202 FY5KE         59  FY     F5TVG         59  77    
QSO: 28453 PH 2022-02-26 1202 FY5KE         59  FY     TK5EP         59  2A    
QSO: 28453 PH 2022-02-26 1203 FY5KE         59  FY     OZ1HNE        59  002   
QSO: 28453 PH 2022-02-26 1207 FY5KE         59  FY     F8URA         59  77    
QSO: 21224 PH 2022-02-26 1211 FY5KE         59  FY     FR4KR         59  FR    
QSO: 21227 PH 2022-02-26 1213 FY5KE         59  FY     F8IJV         59  37    
QSO: 21227 PH 2022-02-26 1213 FY5KE         59  FY     OE3MCS        59  008   
QSO: 21227 PH 2022-02-26 1215 FY5KE         59  FY     F5NKX         59  50    
QSO: 21227 PH 2022-02-26 1216 FY5KE         59  FY     F1RHS         59  82    
QSO: 21227 PH 2022-02-26 1216 FY5KE         59  FY     F8CIO         59  42    
QSO: 21227 PH 2022-02-26 1216 FY5KE         59  FY     F5DE          59  16    
QSO: 21227 PH 2022-02-26 1217 FY5KE         59  FY     F5BQV         59  56    
QSO: 21227 PH 2022-02-26 1218 FY5KE         59  FY     F4JEH         59  82    
QSO: 21227 PH 2022-02-26 1218 FY5KE         59  FY     TM5W          59  63    
QSO: 21227 PH 2022-02-26 1219 FY5KE         59  FY     DF2EQ         59  000   
QSO: 21227 PH 2022-02-26 1219 FY5KE         59  FY     YL2LW         59  006   
QSO: 21227 PH 2022-02-26 1219 FY5KE         59  FY     SP9IHP        55  000   
QSO: 21227 PH 2022-02-26 1220 FY5KE         59  FY     F5HIJ         59  33    
QSO: 21227 PH 2022-02-26 1221 FY5KE         59  FY     HA3OK         59  004   
QSO: 21227 PH 2022-02-26 1222 FY5KE         59  FY     TK5MH         59  2A    
QSO: 21227 PH 2022-02-26 1222 FY5KE         59  FY     F6DYX         59  49    
QSO: 21227 PH 2022-02-26 1223 FY5KE         59  FY     M5DR          59  001   
QSO: 21227 PH 2022-02-26 1224 FY5KE         59  FY     YP3A          59  049   
QSO: 21227 PH 2022-02-26 1225 FY5KE         59  FY     F4AIT         59  22    
QSO: 21227 PH 2022-02-26 1225 FY5KE         59  FY     F4GFS         59  77    
QSO: 21227 PH 2022-02-26 1226 FY5KE         59  FY     PA9DD         59  001   
QSO: 21227 PH 2022-02-26 1226 FY5KE         59  FY     F5AGK         59  95    
QSO: 21227 PH 2022-02-26 1227 FY5KE         59  FY     RZ3Z          59  071   
QSO: 21227 PH 2022-02-26 1228 FY5KE         59  FY     YR2X          59  018   
QSO: 21227 PH 2022-02-26 1229 FY5KE         59  FY     DL1AVC        59  001   
QSO: 21227 PH 2022-02-26 1229 FY5KE         59  FY     F5RLP         59  85    
QSO: 21227 PH 2022-02-26 1229 FY5KE         59  FY     F4GGJ         59  81    
QSO: 21227 PH 2022-02-26 1230 FY5KE         59  FY     F4KJP         59  08    
QSO: 21227 PH 2022-02-26 1230 FY5KE         59  FY     IK2QPR        59  004   
QSO: 21227 PH 2022-02-26 1230 FY5KE         59  FY     EC1ANS        57  000   
QSO: 21227 PH 2022-02-26 1231 FY5KE         59  FY     ON4WIY        59  000   
QSO: 21227 PH 2022-02-26 1231 FY5KE         59  FY     DK2JW         59  000   
QSO: 21227 PH 2022-02-26 1231 FY5KE         59  FY     HB9BOI        59  049   
QSO: 21227 PH 2022-02-26 1232 FY5KE         59  FY     VE1BB         59  019   
QSO: 21227 PH 2022-02-26 1232 FY5KE         59  FY     F8TMQ         59  38    
QSO: 21227 PH 2022-02-26 1232 FY5KE         59  FY     R8WF          59  012   
QSO: 21227 PH 2022-02-26 1232 FY5KE         59  FY     RK4W          59  031   
QSO: 21227 PH 2022-02-26 1233 FY5KE         59  FY     F4GWN         59  62    
QSO: 21227 PH 2022-02-26 1233 FY5KE         59  FY     G3WPH         59  001   
QSO: 21227 PH 2022-02-26 1233 FY5KE         59  FY     F8KLY         59  69    
QSO: 21227 PH 2022-02-26 1234 FY5KE         59  FY     EA1OK         55  002   
QSO: 21227 PH 2022-02-26 1235 FY5KE         59  FY     IU0PXO        59  005   
QSO: 21227 PH 2022-02-26 1235 FY5KE         59  FY     F8EFU         59  57    
QSO: 21227 PH 2022-02-26 1235 FY5KE         59  FY     KP4MDE        59  000   
QSO: 21227 PH 2022-02-26 1236 FY5KE         59  FY     F5CDE         59  40    
QSO: 21227 PH 2022-02-26 1236 FY5KE         59  FY     TM5G          59  44    
QSO: 21227 PH 2022-02-26 1237 FY5KE         59  FY     F5NPL         59  57    
QSO: 21227 PH 2022-02-26 1239 FY5KE         59  FY     F4EEJ/P       59  16    
QSO: 21227 PH 2022-02-26 1239 FY5KE         59  FY     PA1H          59  043   
QSO: 21227 PH 2022-02-26 1240 FY5KE         59  FY     SP6DVP        59  053   
QSO: 21227 PH 2022-02-26 1240 FY5KE         59  FY     F6DZU         59  40    
QSO: 21227 PH 2022-02-26 1240 FY5KE         59  FY     F5KMY         59  25    
QSO: 21227 PH 2022-02-26 1242 FY5KE         59  FY     SP5CI         59  029   
QSO: 21227 PH 2022-02-26 1243 FY5KE         59  FY     EA5DGK        59  001   
QSO: 21227 PH 2022-02-26 1244 FY5KE         59  FY     OZ8ABA        59  002   
QSO: 28453 PH 2022-02-26 1247 FY5KE         59  FY     TM5W          59  63    
QSO: 28453 PH 2022-02-26 1248 FY5KE         59  FY     F6REF         59  00    
QSO: 28453 PH 2022-02-26 1249 FY5KE         59  FY     F5JYD         59  51    
QSO: 28453 PH 2022-02-26 1250 FY5KE         59  FY     SV1GYI        57  000   
QSO: 28453 PH 2022-02-26 1250 FY5KE         59  FY     F8DZU         59  63    
QSO: 28453 PH 2022-02-26 1251 FY5KE         59  FY     GM3TAL        59  002   
QSO: 28453 PH 2022-02-26 1251 FY5KE         59  FY     TM1W          59  29    
QSO: 28453 PH 2022-02-26 1252 FY5KE         59  FY     F4HRS         59  62    
QSO: 28453 PH 2022-02-26 1253 FY5KE         59  FY     F4IIW         59  62    
QSO: 28453 PH 2022-02-26 1254 FY5KE         59  FY     F6EMA         59  90    
QSO: 28453 PH 2022-02-26 1254 FY5KE         59  FY     F8TMQ         59  38    
QSO: 28453 PH 2022-02-26 1254 FY5KE         59  FY     IW2DZL        59  005   
QSO: 28453 PH 2022-02-26 1255 FY5KE         59  FY     EA5DGK        59  002   
QSO: 28453 PH 2022-02-26 1256 FY5KE         59  FY     F4IFF         59  37    
QSO: 28453 PH 2022-02-26 1257 FY5KE         59  FY     F4IZH         59  74    
QSO: 28453 PH 2022-02-26 1257 FY5KE         59  FY     F4IZV         59  74    
QSO: 28453 PH 2022-02-26 1258 FY5KE         59  FY     TM2B          59  03    
QSO: 28453 PH 2022-02-26 1259 FY5KE         59  FY     F4ENJ         59  72    
QSO: 28453 PH 2022-02-26 1259 FY5KE         59  FY     CT1ILT        59  034   
QSO: 28453 PH 2022-02-26 1300 FY5KE         59  FY     MM0TFU        59  002   
QSO: 28453 PH 2022-02-26 1300 FY5KE         59  FY     F6KUC/P       59  15    
QSO: 28453 PH 2022-02-26 1301 FY5KE         59  FY     PC2K          59  100   
QSO: 28453 PH 2022-02-26 1301 FY5KE         59  FY     IU0HDC        59  000   
QSO: 28453 PH 2022-02-26 1301 FY5KE         59  FY     DH8BQA        59  001   
QSO: 28453 PH 2022-02-26 1302 FY5KE         59  FY     F4GGJ         59  81    
QSO: 28453 PH 2022-02-26 1302 FY5KE         59  FY     F1RHS         59  82    
QSO: 28453 PH 2022-02-26 1303 FY5KE         59  FY     F8DRE         59  28    
QSO: 28453 PH 2022-02-26 1303 FY5KE         59  FY     F4KKF         59  13    
QSO: 28453 PH 2022-02-26 1304 FY5KE         59  FY     PA3GDY        59  001   
QSO: 28453 PH 2022-02-26 1304 FY5KE         59  FY     F6CTT         59  35    
QSO: 28453 PH 2022-02-26 1305 FY5KE         59  FY     F4FCC         59  83    
QSO: 28453 PH 2022-02-26 1305 FY5KE         59  FY     F4CZV         59  82    
QSO: 28453 PH 2022-02-26 1305 FY5KE         59  FY     F4IZI         59  74    
QSO: 28453 PH 2022-02-26 1307 FY5KE         59  FY     F5FML         59  31    
QSO: 28453 PH 2022-02-26 1307 FY5KE         59  FY     F1UOD         59  31    
QSO: 28453 PH 2022-02-26 1308 FY5KE         59  FY     F4EZJ         59  16    
QSO: 28453 PH 2022-02-26 1310 FY5KE         59  FY     F6BNH         59  64    
QSO: 28453 PH 2022-02-26 1310 FY5KE         59  FY     F8KLY         59  69    
QSO: 28453 PH 2022-02-26 1310 FY5KE         59  FY     F8ATM         59  81    
QSO: 28453 PH 2022-02-26 1311 FY5KE         59  FY     5B4AIF        59  001   
QSO: 28453 PH 2022-02-26 1311 FY5KE         59  FY     F4ARU         59  31    
QSO: 28453 PH 2022-02-26 1312 FY5KE         59  FY     F4INW         59  31    
QSO: 28453 PH 2022-02-26 1312 FY5KE         59  FY     F5LIW         59  21    
QSO: 28453 PH 2022-02-26 1313 FY5KE         59  FY     F4FQY         59  81    
QSO: 28453 PH 2022-02-26 1313 FY5KE         59  FY     F1BOQ         59  26    
QSO: 28453 PH 2022-02-26 1316 FY5KE         59  FY     PD1ANH        59  002   
QSO: 28453 PH 2022-02-26 1318 FY5KE         59  FY     PD2DVB        59  001   
QSO: 28453 PH 2022-02-26 1319 FY5KE         59  FY     F6KJS         59  71    
QSO: 28453 PH 2022-02-26 1319 FY5KE         59  FY     F4KKZ/P       59  12    
QSO: 28453 PH 2022-02-26 1320 FY5KE         59  FY     EA4MR         59  000   
QSO: 28453 PH 2022-02-26 1320 FY5KE         59  FY     F5DE          59  16    
QSO: 28453 PH 2022-02-26 1321 FY5KE         59  FY     M0YRX         59  002   
QSO: 28453 PH 2022-02-26 1323 FY5KE         59  FY     IZ0CKJ        59  001   
QSO: 28453 PH 2022-02-26 1323 FY5KE         59  FY     F6KRD         59  13    
QSO: 28453 PH 2022-02-26 1324 FY5KE         59  FY     F5KHP         59  32    
QSO: 28453 PH 2022-02-26 1324 FY5KE         59  FY     F4WBL         59  42    
QSO: 28453 PH 2022-02-26 1324 FY5KE         59  FY     F4IVC         59  87    
QSO: 28453 PH 2022-02-26 1325 FY5KE         59  FY     PD4RL         59  007   
QSO: 28453 PH 2022-02-26 1325 FY5KE         59  FY     TM6CXJ        59  47    
QSO: 28453 PH 2022-02-26 1325 FY5KE         59  FY     F6DEV         59  09    
QSO: 28453 PH 2022-02-26 1326 FY5KE         59  FY     M5GUS         59  004   
QSO: 28453 PH 2022-02-26 1326 FY5KE         59  FY     F1IOZ         59  37    
QSO: 28453 PH 2022-02-26 1327 FY5KE         59  FY     EC1KD         59  000   
QSO: 28453 PH 2022-02-26 1327 FY5KE         59  FY     G4PDR         59  001   
QSO: 28453 PH 2022-02-26 1328 FY5KE         59  FY     F5HIJ         59  33    
QSO: 28453 PH 2022-02-26 1328 FY5KE         59  FY     F5POJ         59  02    
QSO: 28453 PH 2022-02-26 1328 FY5KE         59  FY     F4HZQ         59  89    
QSO: 28453 PH 2022-02-26 1329 FY5KE         59  FY     HB9PJT        59  004   
QSO: 28453 PH 2022-02-26 1329 FY5KE         59  FY     F5JDI         59  59    
QSO: 28453 PH 2022-02-26 1330 FY5KE         59  FY     F6GKF         59  83    
QSO: 28453 PH 2022-02-26 1331 FY5KE         59  FY     F6FDR         59  60    
QSO: 28453 PH 2022-02-26 1331 FY5KE         59  FY     F4GET         59  44    
QSO: 28453 PH 2022-02-26 1332 FY5KE         59  FY     F5CDE         59  40    
QSO: 28453 PH 2022-02-26 1333 FY5KE         59  FY     F6CKD         59  44    
QSO: 28453 PH 2022-02-26 1334 FY5KE         59  FY     HB9BOI        59  076   
QSO: 28453 PH 2022-02-26 1335 FY5KE         59  FY     F6KHM         59  29    
QSO: 28453 PH 2022-02-26 1335 FY5KE         59  FY     IZ0BYM        57  000   
QSO: 28453 PH 2022-02-26 1336 FY5KE         59  FY     F4JAS         59  51    
QSO: 28453 PH 2022-02-26 1339 FY5KE         59  FY     F4BIT         59  54    
QSO: 28453 PH 2022-02-26 1340 FY5KE         59  FY     F1EMX         59  29    
QSO: 28453 PH 2022-02-26 1340 FY5KE         59  FY     F8EFU         59  57    
QSO: 28453 PH 2022-02-26 1340 FY5KE         59  FY     F5KOU         59  80    
QSO: 28453 PH 2022-02-26 1341 FY5KE         59  FY     F4GCU         59  66    
QSO: 28453 PH 2022-02-26 1341 FY5KE         59  FY     CT1GFK        59  003   
QSO: 28453 PH 2022-02-26 1341 FY5KE         59  FY     F5MA          59  78    
QSO: 28453 PH 2022-02-26 1341 FY5KE         59  FY     F8NZQ         59  74    
QSO: 28453 PH 2022-02-26 1342 FY5KE         59  FY     F4FMB         59  85    
QSO: 28453 PH 2022-02-26 1343 FY5KE         59  FY     F8AOF         59  26    
QSO: 28453 PH 2022-02-26 1343 FY5KE         59  FY     F4HZA         59  78    
QSO: 28453 PH 2022-02-26 1344 FY5KE         59  FY     F6KFA         59  92    
QSO: 28453 PH 2022-02-26 1345 FY5KE         59  FY     F1RAF         59  77    
QSO: 28453 PH 2022-02-26 1346 FY5KE         59  FY     GJ0KYZ        59  001   
QSO: 28453 PH 2022-02-26 1346 FY5KE         59  FY     F8IDR         59  81    
QSO: 28453 PH 2022-02-26 1346 FY5KE         59  FY     F5IRP         59  85    
QSO: 28453 PH 2022-02-26 1347 FY5KE         59  FY     F6FGW         58  68    
QSO: 28453 PH 2022-02-26 1347 FY5KE         59  FY     F5NKX         59  50    
QSO: 28453 PH 2022-02-26 1347 FY5KE         59  FY     F6FNA         59  89    
QSO: 28453 PH 2022-02-26 1349 FY5KE         59  FY     F4IDN         59  49    
QSO: 28453 PH 2022-02-26 1349 FY5KE         59  FY     G8GFF         59  010   
QSO: 28453 PH 2022-02-26 1350 FY5KE         59  FY     F6GLQ         59  35    
QSO: 28453 PH 2022-02-26 1350 FY5KE         59  FY     SV1BY         59  000   
QSO: 28453 PH 2022-02-26 1351 FY5KE         59  FY     F1MKG         59  28    
QSO: 28453 PH 2022-02-26 1351 FY5KE         59  FY     F4HEM         59  02    
QSO: 28453 PH 2022-02-26 1351 FY5KE         59  FY     F5KCC         59  89    
QSO: 28453 PH 2022-02-26 1352 FY5KE         59  FY     F6CCE         59  79    
QSO: 28453 PH 2022-02-26 1352 FY5KE         59  FY     F5NCF         59  91    
QSO: 28453 PH 2022-02-26 1352 FY5KE         59  FY     IZ3XEF        59  001   
QSO: 28453 PH 2022-02-26 1353 FY5KE         59  FY     FG4KH         59  FG    
QSO: 28453 PH 2022-02-26 1353 FY5KE         59  FY     F4FTA         59  21    
QSO: 28453 PH 2022-02-26 1353 FY5KE         59  FY     F5JNX         59  68    
QSO: 28453 PH 2022-02-26 1357 FY5KE         59  FY     F1RFK/P       59  70    
QSO: 28453 PH 2022-02-26 1358 FY5KE         59  FY     F6AWU         59  44    
QSO: 28453 PH 2022-02-26 1359 FY5KE         59  FY     F5JU          59  35    
QSO: 28453 PH 2022-02-26 1359 FY5KE         59  FY     F1TIO         59  56    
QSO: 28453 PH 2022-02-26 1400 FY5KE         59  FY     HB9HLI        59  006   
QSO: 28453 PH 2022-02-26 1400 FY5KE         59  FY     G4PVM         59  002   
QSO: 28453 PH 2022-02-26 1400 FY5KE         59  FY     TM5TT         59  41    
QSO: 28453 PH 2022-02-26 1401 FY5KE         59  FY     DK8QX         56  000   
QSO: 28453 PH 2022-02-26 1401 FY5KE         59  FY     F5KKD         59  93    
QSO: 28453 PH 2022-02-26 1402 FY5KE         59  FY     F5PDM         59  77    
QSO: 28453 PH 2022-02-26 1403 FY5KE         59  FY     IT9DOO        59  012   
QSO: 28453 PH 2022-02-26 1403 FY5KE         59  FY     HB9HGG        59  014   
QSO: 28453 PH 2022-02-26 1403 FY5KE         59  FY     HB9OAB        59  001   
QSO: 28453 PH 2022-02-26 1404 FY5KE         59  FY     HB9GBT        59  001   
QSO: 28453 PH 2022-02-26 1405 FY5KE         59  FY     PA0MIR        59  002   
QSO: 28453 PH 2022-02-26 1405 FY5KE         59  FY     F6CUW         59  70    
QSO: 28453 PH 2022-02-26 1406 FY5KE         59  FY     F4EIH         59  87    
QSO: 28453 PH 2022-02-26 1406 FY5KE         59  FY     F6KMX         59  94    
QSO: 28453 PH 2022-02-26 1407 FY5KE         59  FY     DO1MFK        59  021   
QSO: 28453 PH 2022-02-26 1408 FY5KE         59  FY     F4HUW         59  56    
QSO: 28453 PH 2022-02-26 1410 FY5KE         59  FY     F1DBE         59  89    
QSO: 28453 PH 2022-02-26 1411 FY5KE         59  FY     F4EDU         59  33    
QSO: 28453 PH 2022-02-26 1411 FY5KE         59  FY     TM2RJ         59  45    
QSO: 28453 PH 2022-02-26 1411 FY5KE         59  FY     F4IOM         59  56    
QSO: 28453 PH 2022-02-26 1412 FY5KE         59  FY     F5PLC         59  90    
QSO: 28453 PH 2022-02-26 1412 FY5KE         59  FY     PD1JN         59  014   
QSO: 28453 PH 2022-02-26 1413 FY5KE         59  FY     F5VBD         59  73    
QSO: 28453 PH 2022-02-26 1414 FY5KE         59  FY     IW9EZO        59  000   
QSO: 28453 PH 2022-02-26 1416 FY5KE         59  FY     F6BLP         59  33    
QSO: 28453 PH 2022-02-26 1418 FY5KE         59  FY     F4EMI         59  85    
QSO: 28453 PH 2022-02-26 1418 FY5KE         59  FY     F4EZC         59  44    
QSO: 28453 PH 2022-02-26 1419 FY5KE         59  FY     PD1XAG        59  000   
QSO: 28453 PH 2022-02-26 1420 FY5KE         59  FY     PD1WC         59  000   
QSO: 28453 PH 2022-02-26 1421 FY5KE         59  FY     IZ5JLF/M      59  002   
QSO: 28453 PH 2022-02-26 1422 FY5KE         59  FY     F3JP          59  85    
QSO: 28453 PH 2022-02-26 1425 FY5KE         59  FY     F5PMW         59  79    
QSO: 28453 PH 2022-02-26 1427 FY5KE         59  FY     IQ4DJ         59  015   
QSO: 28453 PH 2022-02-26 1428 FY5KE         59  FY     F4IEX         59  33    
QSO: 28453 PH 2022-02-26 1429 FY5KE         59  FY     F4HMV         59  22    
QSO: 28453 PH 2022-02-26 1429 FY5KE         59  FY     F5MMB         59  40    
QSO: 28453 PH 2022-02-26 1430 FY5KE         59  FY     TM22P         59  22    
QSO: 28453 PH 2022-02-26 1430 FY5KE         59  FY     IZ4TSV        59  000   
QSO: 28453 PH 2022-02-26 1430 FY5KE         59  FY     I2OLV         55  003   
QSO: 28453 PH 2022-02-26 1431 FY5KE         59  FY     E70YL         59  002   
QSO: 28453 PH 2022-02-26 1431 FY5KE         59  FY     E70AW         59  001   
QSO: 28453 PH 2022-02-26 1433 FY5KE         59  FY     DL8UV         59  004   
QSO: 28453 PH 2022-02-26 1433 FY5KE         59  FY     F5IJT         59  86    
QSO: 28453 PH 2022-02-26 1433 FY5KE         59  FY     IU5IBT        59  007   
QSO: 21207 PH 2022-02-26 1445 FY5KE         59  FY     F4FTA         59  21    
QSO: 21207 PH 2022-02-26 1445 FY5KE         59  FY     F6KGL         59  93    
QSO: 21207 PH 2022-02-26 1445 FY5KE         59  FY     F6KQV         59  67    
QSO: 21207 PH 2022-02-26 1446 FY5KE         59  FY     F4HER         59  86    
QSO: 21207 PH 2022-02-26 1446 FY5KE         59  FY     CT1BWO        59  000   
QSO: 21207 PH 2022-02-26 1447 FY5KE         59  FY     F5KOI/P       59  86    
QSO: 21245 PH 2022-02-26 1452 FY5KE         59  FY     F6EMA         59  90    
QSO: 21210 PH 2022-02-26 1453 FY5KE         59  FY     F6HQP         59  73    
QSO: 21308 PH 2022-02-26 1455 FY5KE         59  FY     GW4GNY        59  011   
QSO: 21308 PH 2022-02-26 1457 FY5KE         59  FY     F6GBP         59  71    
QSO: 21308 PH 2022-02-26 1458 FY5KE         59  FY     GM4EOU        59  001   
QSO: 21308 PH 2022-02-26 1459 FY5KE         59  FY     F5NCF         59  91    
QSO: 21308 PH 2022-02-26 1500 FY5KE         59  FY     F5SIH         59  38    
QSO: 21308 PH 2022-02-26 1500 FY5KE         59  FY     CT7ANH        59  073   
QSO: 21308 PH 2022-02-26 1504 FY5KE         59  FY     M7RSH         57  000   
QSO: 21248 PH 2022-02-26 1506 FY5KE         59  FY     F5OHM         59  36    
QSO: 21308 PH 2022-02-26 1508 FY5KE         59  FY     TM22P         59  22    
QSO: 21308 PH 2022-02-26 1508 FY5KE         59  FY     F6DRP         59  85    
QSO: 21308 PH 2022-02-26 1508 FY5KE         59  FY     F1IGY         59  87    
QSO: 21308 PH 2022-02-26 1509 FY5KE         59  FY     IW3HQD        59  003   
QSO: 21308 PH 2022-02-26 1511 FY5KE         59  FY     G0PHY         59  002   
QSO: 21308 PH 2022-02-26 1513 FY5KE         59  FY     F5LIT         59  50    
QSO: 21308 PH 2022-02-26 1514 FY5KE         59  FY     F6KEX         59  38    
QSO: 21308 PH 2022-02-26 1515 FY5KE         59  FY     F4IYT         59  06    
QSO: 21308 PH 2022-02-26 1516 FY5KE         59  FY     KG4RJH        59  000   
QSO: 21308 PH 2022-02-26 1517 FY5KE         59  FY     F4GMB         58  06    
QSO: 21308 PH 2022-02-26 1518 FY5KE         59  FY     GM5BDX        59  004   
QSO: 21308 PH 2022-02-26 1519 FY5KE         59  FY     FJ/K2LIO      59  FJ    
QSO: 21308 PH 2022-02-26 1520 FY5KE         59  FY     PY5QW         59  029   
QSO: 21308 PH 2022-02-26 1520 FY5KE         59  FY     DK4FG         59  001   
QSO: 21308 PH 2022-02-26 1520 FY5KE         59  FY     F4GWN         59  62    
QSO: 21308 PH 2022-02-26 1521 FY5KE         59  FY     F1HTU         59  72    
QSO: 21308 PH 2022-02-26 1521 FY5KE         59  FY     F4IYV         59  06    
QSO: 21308 PH 2022-02-26 1522 FY5KE         59  FY     F4GLD         59  43    
QSO: 21193 PH 2022-02-26 1524 FY5KE         59  FY     F6KMX         59  94    
QSO: 21308 PH 2022-02-26 1524 FY5KE         59  FY     F5JNX         59  68    
QSO: 21308 PH 2022-02-26 1525 FY5KE         59  FY     F2CT          59  64    
QSO: 21308 PH 2022-02-26 1526 FY5KE         59  FY     VA1CC         59  027   
QSO: 21308 PH 2022-02-26 1526 FY5KE         59  FY     F6CTL         59  33    
QSO: 21308 PH 2022-02-26 1528 FY5KE         59  FY     F8GQO         59  81    
QSO: 21289 PH 2022-02-26 1528 FY5KE         59  FY     TO3Z          59  FG    
QSO: 21308 PH 2022-02-26 1529 FY5KE         59  FY     OH2KW         59  030   
QSO: 21308 PH 2022-02-26 1529 FY5KE         59  FY     F6GCP         59  77    
QSO: 21308 PH 2022-02-26 1531 FY5KE         59  FY     F8KHN         59  76    
QSO: 21308 PH 2022-02-26 1531 FY5KE         59  FY     N8DE          59  037   
QSO: 21308 PH 2022-02-26 1531 FY5KE         59  FY     F5IRP         59  85    
QSO: 21308 PH 2022-02-26 1532 FY5KE         59  FY     F5MMF         59  24    
QSO: 21308 PH 2022-02-26 1532 FY5KE         59  FY     DK4VW         59  003   
QSO: 21308 PH 2022-02-26 1532 FY5KE         59  FY     IV3UHL        59  002   
QSO: 21308 PH 2022-02-26 1533 FY5KE         59  FY     KP4BHC        59  000   
QSO: 21308 PH 2022-02-26 1533 FY5KE         59  FY     F1OKV         59  19    
QSO: 21308 PH 2022-02-26 1534 FY5KE         59  FY     FG4KH         59  FG    
QSO: 21308 PH 2022-02-26 1534 FY5KE         59  FY     OM7ANT        59  006   
QSO: 21308 PH 2022-02-26 1535 FY5KE         59  FY     YL2TD         59  005   
QSO: 21308 PH 2022-02-26 1535 FY5KE         59  FY     F1BZG         59  45    
QSO: 21308 PH 2022-02-26 1536 FY5KE         59  FY     F4IEX         59  33    
QSO: 21308 PH 2022-02-26 1537 FY5KE         59  FY     F4ECU         59  02    
QSO: 21308 PH 2022-02-26 1537 FY5KE         59  FY     F5JMI         59  84    
QSO: 21308 PH 2022-02-26 1541 FY5KE         59  FY     DO2QS         59  050   
QSO: 21308 PH 2022-02-26 1541 FY5KE         59  FY     N2QVY         59  007   
QSO: 21308 PH 2022-02-26 1541 FY5KE         59  FY     W4US          59  000   
QSO: 21308 PH 2022-02-26 1542 FY5KE         59  FY     KD2RPX        59  001   
QSO: 21308 PH 2022-02-26 1543 FY5KE         59  FY     F1TIO         59  56    
QSO: 21308 PH 2022-02-26 1544 FY5KE         59  FY     F6EQZ         59  51    
QSO: 21308 PH 2022-02-26 1545 FY5KE         59  FY     TM2RJ         59  45    
QSO: 21308 PH 2022-02-26 1546 FY5KE         59  FY     ON4LDS        59  001   
