START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.40.0
CONTEST: REF-SSB
LOCATION: 77
GRID-LOCATOR: JN18PN
CALLSIGN: F8URA
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 6906164
OPERATORS: F4AJQ F4HHL F4HKB F4FLF F4IEL F4JCT F5ANZ F6BYU F6FJE IU0BMX
CLUB: F6KOP
NAME: Radio Club de Provins
CERTIFICATE: NO
SOAPBOX: 
QSO:  7127 PH 2022-02-26 0600 F8URA         59  77     SP7IRF        59  001   
QSO: 14188 PH 2022-02-26 0601 F8URA         59  77     RM0L/P        59  001   
QSO:  7127 PH 2022-02-26 0601 F8URA         59  77     G0IEP         59  001   
QSO:  3681 PH 2022-02-26 0602 F8URA         59  77     F5LKK         59  62    
QSO:  7127 PH 2022-02-26 0602 F8URA         59  77     HF5WIM        59  001   
QSO:  7127 PH 2022-02-26 0603 F8URA         59  77     RW3YB         59  001   
QSO:  3681 PH 2022-02-26 0603 F8URA         59  77     F4IIQ         59  23    
QSO: 14160 PH 2022-02-26 0603 F8URA         59  77     R3LA          59  001   
QSO:  7127 PH 2022-02-26 0603 F8URA         59  77     YT3DRA        59  001   
QSO:  3681 PH 2022-02-26 0604 F8URA         59  77     F1MKG         59  28    
QSO: 14160 PH 2022-02-26 0604 F8URA         59  77     RA3DSV        59  001   
QSO:  7127 PH 2022-02-26 0604 F8URA         59  77     FG5GP         59  FG    
QSO:  7127 PH 2022-02-26 0605 F8URA         59  77     SP5JKP        59  001   
QSO:  3681 PH 2022-02-26 0605 F8URA         59  77     F6KJU         59  59    
QSO:  7127 PH 2022-02-26 0605 F8URA         59  77     SP6DVP        59  003   
QSO:  3681 PH 2022-02-26 0605 F8URA         59  77     F6ILO         59  49    
QSO:  7127 PH 2022-02-26 0605 F8URA         59  77     SP5DRE        59  001   
QSO:  7127 PH 2022-02-26 0605 F8URA         59  77     SP2MFF        59  001   
QSO:  7127 PH 2022-02-26 0606 F8URA         59  77     SP2HJF        59  001   
QSO:  3681 PH 2022-02-26 0606 F8URA         59  77     F5LIW         59  21    
QSO: 14160 PH 2022-02-26 0606 F8URA         59  77     4L8A          59  001   
QSO:  3681 PH 2022-02-26 0607 F8URA         59  77     F4HXN         59  06    
QSO: 14160 PH 2022-02-26 0607 F8URA         59  77     F4KIY         59  57    
QSO:  3681 PH 2022-02-26 0607 F8URA         59  77     F4FRX         59  82    
QSO:  7127 PH 2022-02-26 0607 F8URA         59  77     IV3DCZ        59  001   
QSO:  3681 PH 2022-02-26 0608 F8URA         59  77     F4GSP/P       59  04    
QSO:  7127 PH 2022-02-26 0608 F8URA         59  77     HA5DDR        59  001   
QSO: 14160 PH 2022-02-26 0609 F8URA         59  77     R3AAA         59  001   
QSO:  3681 PH 2022-02-26 0609 F8URA         59  77     PE1EWR        59  007   
QSO:  3681 PH 2022-02-26 0609 F8URA         59  77     F8KLY         59  69    
QSO:  3681 PH 2022-02-26 0610 F8URA         59  77     TM1W          59  29    
QSO:  3681 PH 2022-02-26 0610 F8URA         59  77     F6HRL         59  86    
QSO:  3681 PH 2022-02-26 0610 F8URA         59  77     F6GAQ         59  13    
QSO:  3681 PH 2022-02-26 0610 F8URA         59  77     F5MQP         59  47    
QSO:  7127 PH 2022-02-26 0611 F8URA         59  77     SP7D          59  002   
QSO:  3681 PH 2022-02-26 0611 F8URA         59  77     F6KJJ         59  38    
QSO:  7127 PH 2022-02-26 0611 F8URA         59  77     AC4XD         59  001   
QSO: 14160 PH 2022-02-26 0611 F8URA         59  77     UA9CTT        59  001   
QSO: 14160 PH 2022-02-26 0612 F8URA         59  77     UN8PT         59  001   
QSO:  3681 PH 2022-02-26 0612 F8URA         59  77     F4HPW         59  29    
QSO:  3681 PH 2022-02-26 0613 F8URA         59  77     F5PBM         59  77    
QSO:  3681 PH 2022-02-26 0613 F8URA         59  77     F6KHM         59  29    
QSO:  7127 PH 2022-02-26 0613 F8URA         59  77     HA6QR         59  001   
QSO:  3681 PH 2022-02-26 0613 F8URA         59  77     F4KIY         59  57    
QSO: 14160 PH 2022-02-26 0614 F8URA         59  77     R9YBW         59  003   
QSO: 14160 PH 2022-02-26 0614 F8URA         59  77     RZ3Z          59  001   
QSO:  3681 PH 2022-02-26 0615 F8URA         59  77     F6FDR         59  60    
QSO: 14160 PH 2022-02-26 0615 F8URA         59  77     R8UT          59  001   
QSO:  3681 PH 2022-02-26 0615 F8URA         59  77     TM22P         59  22    
QSO:  3681 PH 2022-02-26 0615 F8URA         59  77     F5CDE         59  40    
QSO:  7127 PH 2022-02-26 0616 F8URA         59  77     RZ4W          59  001   
QSO: 14160 PH 2022-02-26 0616 F8URA         59  77     RA4HTG        59  001   
QSO:  3681 PH 2022-02-26 0616 F8URA         59  77     TK5EP         59  2A    
QSO:  7127 PH 2022-02-26 0616 F8URA         59  77     YP3A          59  002   
QSO: 14160 PH 2022-02-26 0616 F8URA         59  77     RA9SDT        59  002   
QSO:  3681 PH 2022-02-26 0616 F8URA         59  77     F6HKS         59  81    
QSO:  3681 PH 2022-02-26 0617 F8URA         59  77     TM4E          59  83    
QSO:  3681 PH 2022-02-26 0617 F8URA         59  77     F4GWN         59  62    
QSO: 14160 PH 2022-02-26 0617 F8URA         59  77     JA6GCE        59  001   
QSO:  3681 PH 2022-02-26 0617 F8URA         59  77     F6KEX         59  38    
QSO:  3681 PH 2022-02-26 0618 F8URA         59  77     TM2B          59  03    
QSO:  3681 PH 2022-02-26 0618 F8URA         59  77     F4GCU         59  66    
QSO: 14160 PH 2022-02-26 0618 F8URA         59  77     UD4W          59  001   
QSO:  3681 PH 2022-02-26 0618 F8URA         59  77     F4FHW         59  85    
QSO:  7127 PH 2022-02-26 0619 F8URA         59  77     SP2FOV        59  002   
QSO:  3681 PH 2022-02-26 0619 F8URA         59  77     F4BQS         59  62    
QSO:  7127 PH 2022-02-26 0620 F8URA         59  77     F4KIY         59  57    
QSO:  3681 PH 2022-02-26 0620 F8URA         59  77     F6GDO         59  73    
QSO:  3681 PH 2022-02-26 0620 F8URA         59  77     F4EEJ/P       59  16    
QSO:  7127 PH 2022-02-26 0621 F8URA         59  77     SE6K          59  014   
QSO:  3681 PH 2022-02-26 0621 F8URA         59  77     F4IMK         59  14    
QSO:  3681 PH 2022-02-26 0621 F8URA         59  77     F4EIH         59  87    
QSO:  3681 PH 2022-02-26 0622 F8URA         59  77     F4KLR         59  62    
QSO: 14160 PH 2022-02-26 0622 F8URA         59  77     IV3JAG        59  001   
QSO:  3681 PH 2022-02-26 0622 F8URA         59  77     F8GAF         59  71    
QSO:  7127 PH 2022-02-26 0622 F8URA         59  77     SE2M          59  001   
QSO:  3681 PH 2022-02-26 0623 F8URA         59  77     F5NKX         59  50    
QSO:  7127 PH 2022-02-26 0623 F8URA         59  77     UA4FDK        59  002   
QSO:  3681 PH 2022-02-26 0623 F8URA         59  77     F4FTA         59  21    
QSO:  3681 PH 2022-02-26 0624 F8URA         59  77     F5JNT         59  30    
QSO: 14160 PH 2022-02-26 0624 F8URA         59  77     YO8RZJ        59  002   
QSO:  7127 PH 2022-02-26 0624 F8URA         59  77     IK2AC         59  001   
QSO:  3681 PH 2022-02-26 0624 F8URA         59  77     F4IYD         59  01    
QSO:  3681 PH 2022-02-26 0625 F8URA         59  77     ON5HE         59  020   
QSO:  7127 PH 2022-02-26 0625 F8URA         59  77     I3/OE6MBG     59  001   
QSO: 14160 PH 2022-02-26 0625 F8URA         59  77     RC7LK         59  001   
QSO:  7127 PH 2022-02-26 0625 F8URA         59  77     IK2MMP        59  002   
QSO:  3681 PH 2022-02-26 0625 F8URA         59  77     ON6ZL         59  005   
QSO: 14160 PH 2022-02-26 0626 F8URA         59  77     UA4FDK        59  003   
QSO:  3681 PH 2022-02-26 0626 F8URA         59  77     F6KPW         59  33    
QSO:  3681 PH 2022-02-26 0626 F8URA         59  77     F4DXP         59  29    
QSO:  3681 PH 2022-02-26 0626 F8URA         59  77     F4SGU         59  35    
QSO:  3681 PH 2022-02-26 0627 F8URA         59  77     F6EKJ         59  21    
QSO:  3681 PH 2022-02-26 0627 F8URA         59  77     F4IFF         59  37    
QSO:  7127 PH 2022-02-26 0627 F8URA         59  77     F4CQP         59  62    
QSO:  3681 PH 2022-02-26 0628 F8URA         59  77     F6BYJ         59  16    
QSO:  3681 PH 2022-02-26 0628 F8URA         59  77     F4NRR         59  44    
QSO:  3681 PH 2022-02-26 0628 F8URA         59  77     F5MNC         59  41    
QSO:  3681 PH 2022-02-26 0629 F8URA         59  77     F4AGZ         59  54    
QSO:  3681 PH 2022-02-26 0629 F8URA         59  77     F8CRS         59  67    
QSO:  3681 PH 2022-02-26 0630 F8URA         59  77     F6KRD         59  13    
QSO:  3681 PH 2022-02-26 0630 F8URA         59  77     F4ILK         59  49    
QSO:  7127 PH 2022-02-26 0630 F8URA         59  77     HA4XH         59  001   
QSO:  7127 PH 2022-02-26 0631 F8URA         59  77     OK2EQ         59  003   
QSO:  3681 PH 2022-02-26 0631 F8URA         59  77     CT7AXB        59  023   
QSO:  7127 PH 2022-02-26 0631 F8URA         59  77     PD7V          59  002   
QSO:  3681 PH 2022-02-26 0631 F8URA         59  77     F4KKD         59  02    
QSO: 14160 PH 2022-02-26 0631 F8URA         59  77     R3MBD         59  001   
QSO:  3681 PH 2022-02-26 0631 F8URA         59  77     F4GMW         59  77    
QSO:  3681 PH 2022-02-26 0632 F8URA         59  77     F1AGR         59  46    
QSO:  3681 PH 2022-02-26 0632 F8URA         59  77     F4HPJ         59  17    
QSO:  3681 PH 2022-02-26 0633 F8URA         59  77     F5KMY         59  25    
QSO:  7127 PH 2022-02-26 0633 F8URA         59  77     ES6RMR        59  001   
QSO:  3681 PH 2022-02-26 0633 F8URA         59  77     F4FVB         59  77    
QSO:  3681 PH 2022-02-26 0634 F8URA         59  77     ON2CQ         59  029   
QSO:  3681 PH 2022-02-26 0634 F8URA         59  77     F4IBN         59  03    
QSO:  3681 PH 2022-02-26 0635 F8URA         59  77     F6BKT         59  13    
QSO:  7127 PH 2022-02-26 0635 F8URA         59  77     F5PBM         59  77    
QSO:  7127 PH 2022-02-26 0636 F8URA         59  77     IW0HLZ        59  002   
QSO:  3681 PH 2022-02-26 0636 F8URA         59  77     F5IPE         59  33    
QSO:  7127 PH 2022-02-26 0636 F8URA         59  77     IW2NOO        59  002   
QSO:  7127 PH 2022-02-26 0636 F8URA         59  77     SP2GMA        59  006   
QSO:  3681 PH 2022-02-26 0636 F8URA         59  77     F6CKD         59  44    
QSO:  3681 PH 2022-02-26 0637 F8URA         59  77     F4IOK         59  36    
QSO: 14160 PH 2022-02-26 0637 F8URA         59  77     F4FVB         59  77    
QSO:  7127 PH 2022-02-26 0637 F8URA         59  77     IX1HPM        59  001   
QSO:  3681 PH 2022-02-26 0637 F8URA         59  77     F1DJE         59  33    
QSO:  7127 PH 2022-02-26 0638 F8URA         59  77     SP3MEP        59  001   
QSO:  3681 PH 2022-02-26 0638 F8URA         59  77     F4IGP         59  95    
QSO: 14160 PH 2022-02-26 0638 F8URA         59  77     UA6YN         59  001   
QSO:  7127 PH 2022-02-26 0638 F8URA         59  77     SP2IIR        59  001   
QSO:  7127 PH 2022-02-26 0639 F8URA         59  77     RA5AD         59  004   
QSO:  7127 PH 2022-02-26 0639 F8URA         59  77     F6DFZ         59  07    
QSO:  3681 PH 2022-02-26 0639 F8URA         59  77     F6KUP         59  55    
QSO:  7127 PH 2022-02-26 0639 F8URA         59  77     CN8YE         59  003   
QSO:  3681 PH 2022-02-26 0640 F8URA         59  77     F4ABC         59  89    
QSO:  3681 PH 2022-02-26 0640 F8URA         59  77     F6BLP         59  33    
QSO:  3681 PH 2022-02-26 0641 F8URA         59  77     F5OHM         59  36    
QSO:  3681 PH 2022-02-26 0641 F8URA         59  77     F6BGG         59  74    
QSO:  7127 PH 2022-02-26 0641 F8URA         59  77     FY5KE         59  FY    
QSO:  3681 PH 2022-02-26 0641 F8URA         59  77     F5AAR         59  49    
QSO:  7127 PH 2022-02-26 0641 F8URA         59  77     SP2GGH        59  001   
QSO:  3681 PH 2022-02-26 0642 F8URA         59  77     F1ICS         59  33    
QSO:  3681 PH 2022-02-26 0642 F8URA         59  77     F5ICC         59  24    
QSO:  7127 PH 2022-02-26 0642 F8URA         59  77     EA3GMD        59  001   
QSO:  3681 PH 2022-02-26 0643 F8URA         59  77     EA1FHQ        59  026   
QSO:  3681 PH 2022-02-26 0643 F8URA         59  77     F6BSZ         59  14    
QSO:  3681 PH 2022-02-26 0644 F8URA         59  77     F6GLQ         59  35    
QSO:  3681 PH 2022-02-26 0644 F8URA         59  77     F5LIT         59  50    
QSO:  3681 PH 2022-02-26 0644 F8URA         59  77     F4HPG         59  49    
QSO:  3681 PH 2022-02-26 0644 F8URA         59  77     F5KLJ         59  17    
QSO: 14160 PH 2022-02-26 0645 F8URA         59  77     TA5O          59  001   
QSO:  7127 PH 2022-02-26 0645 F8URA         59  77     IZ2FOS        59  001   
QSO:  7127 PH 2022-02-26 0645 F8URA         59  77     IN3HDE        59  013   
