START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: KA8G
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KA8G
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2017.
QSO:  7045 RY 2017-02-11 0003 KA8G          599 NY4I          599 3
QSO:  7047 RY 2017-02-11 0009 KA8G          599 0002 K2DSW         599 0008
QSO:  7042 RY 2017-02-11 0018 KA8G          599 3 S50A          599 30
QSO:  7046 RY 2017-02-11 0026 KA8G          599 003 IZ4NIC        599 023
QSO:  7040 RY 2017-02-11 0029 KA8G          599 0005 HG17EYOF      599 0047
QSO:  7036 RY 2017-02-11 0032 KA8G          599 6 CR3A          599 42
QSO:  7038 RY 2017-02-11 0035 KA8G          599 0008 CG3KI         599 0015
QSO:  7038 RY 2017-02-11 0035 KA8G          599 0008 R7AB          599 0044
QSO:  7039 RY 2017-02-11 0037 KA8G          599 0010 WT4O          599 0063
QSO:  7036 RY 2017-02-11 0039 KA8G          599 0007 ZF9CW         599 0045
QSO:  7040 RY 2017-02-11 0040 KA8G          599 011 LX7I          599 0050
QSO:  7041 RY 2017-02-11 0040 KA8G          599 0012 VC3A          599 0048
QSO:  7044 RY 2017-02-11 0047 KA8G          599 0013 HB9DHG        599 0047
QSO:  7000 RY 2017-02-11 0155 KA8G          599 0015 CO2WL         599 0010
QSO:  7049 RY 2017-02-11 0156 KA8G          599 014 UW1M          599 228
QSO:  7054 RY 2017-02-11 0204 KA8G          599 17 K3DMG/P4      599 46
QSO:  7042 RY 2017-02-11 0206 KA8G          599 018 9A1A          599 0138
QSO:  7039 RY 2017-02-11 0209 KA8G          599 020 EF1A          599 0071
QSO:  7042 RY 2017-02-11 0209 KA8G          599 019 EA5DM         599 106
QSO:  7032 RY 2017-02-11 0210 KA8G          599 21 PJ2T          599 138
QSO:  7033 RY 2017-02-11 0212 KA8G          599 0022 K7AR          599 0077
QSO:  7038 RY 2017-02-11 0216 KA8G          599 0024 WW4LL         599 0130
QSO:  7040 RY 2017-02-11 0218 KA8G          599 0024 W6SFK         599 0139
QSO:  7040 RY 2017-02-11 0220 KA8G          599 0026 HG17EYOF      599 0215
QSO:  7042 RY 2017-02-11 0223 KA8G          599 0027 HB9ODP        599 0048
QSO:  7042 RY 2017-02-11 0225 KA8G          599 028 ED7P          599 0069
QSO:  7046 RY 2017-02-11 0228 KA8G          599 0028 K8IA          599 0185
QSO:  7047 RY 2017-02-11 0231 KA8G          599 031 DL5MEV        599 0103
QSO:  7048 RY 2017-02-11 0234 KA8G          599 0032 VA7KO         599 0077
QSO:  7048 RY 2017-02-11 0235 KA8G          599 0033 K5DU          599 0196
QSO:  7049 RY 2017-02-11 0238 KA8G          599 0034 SQ8GHY        599 0062
QSO:  7039 RY 2017-02-11 0241 KA8G          599 0035 AB0S          599 0094
QSO:  7044 RY 2017-02-11 0243 KA8G          599 0036 NR4M          599 0163
QSO:  7045 RY 2017-02-11 0244 KA8G          599 0037 W4UEF         599 0140
QSO:  7052 RY 2017-02-11 0254 KA8G          599 0038 EA1AKS        599 0147
QSO:  7055 RY 2017-02-11 0301 KA8G          599 0040 K9CT          599 0258
QSO:  7053 RY 2017-02-11 0303 KA8G          599 0039 W9LHG         599 0047
QSO:  7056 RY 2017-02-11 0303 KA8G          599 0042 KZ7X          599 0206
QSO:  7000 RY 2017-02-11 0305 KA8G          599 043 ED8W          599 0163
