START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: HA3MN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HA3MN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2017.
QSO:  7089 RY 2017-02-11 0311 HA3MN         599 AK1W          599 298
QSO:  7088 RY 2017-02-11 0353 HA3MN         599 0002 N2MM          599 0125
QSO:  7087 RY 2017-02-11 0357 HA3MN         599 0003 AC0C          599 0461
QSO:  7083 RY 2017-02-11 0400 HA3MN         599 0004 WT4O          599 0350
QSO:  7081 RY 2017-02-11 0401 HA3MN         599 0005 N3QE          599 0258
QSO:  7080 RY 2017-02-11 0405 HA3MN         599 6 AB0RX         599 395
QSO:  7075 RY 2017-02-11 0406 HA3MN         599 007 RJ7M          599 024
QSO:  7073 RY 2017-02-11 0407 HA3MN         599 0008 4M1K          599 0251
QSO:  7073 RY 2017-02-11 0408 HA3MN         599 0009 K3AJ          599 0209
QSO:  7070 RY 2017-02-11 0410 HA3MN         599 010 KK9A          599 319
QSO:  7071 RY 2017-02-11 0416 HA3MN         599 0011 S51A          599 0213
QSO:  7068 RY 2017-02-11 0417 HA3MN         599 012 RG4A          599 0141
QSO:  7069 RY 2017-02-11 0417 HA3MN         599 0012 W4PK          599 0356
QSO:  7065 RY 2017-02-11 0419 HA3MN         599 013 P49X          599 679
QSO:  7066 RY 2017-02-11 0420 HA3MN         599 0014 UA6CE         599 0202
QSO:  7055 RY 2017-02-11 0424 HA3MN         599 0016 K9CT          599 0353
QSO:  7055 RY 2017-02-11 0424 HA3MN         599 015 W9IU          599 185
QSO:  7036 RY 2017-02-11 0429 HA3MN         599 0017 RW0A          599 0111
QSO:  7034 RY 2017-02-11 0432 HA3MN         599 0019 P3X           599 0382
QSO:  7036 RY 2017-02-11 0432 HA3MN         599 018 CR3A          599 337
QSO:  7032 RY 2017-02-11 0435 HA3MN         599 20 PJ2T          599 272
QSO:  7041 RY 2017-02-11 0451 HA3MN         599 021 A71AE         599 026
QSO:  7044 RY 2017-02-11 0455 HA3MN         599 0022 NR4M          599 0311
