START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.11.0-dev
CONTEST: REF-SSB
LOCATION: DX
CALLSIGN: OG6N
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 98412
OPERATORS: 
CLUB: Contest Club Finland
NAME: Teijo Murtovaara
SOAPBOX: Nice activity this year and a good opening on 10m!
QSO: 14115 PH 2014-02-22 1154 OG6N          59  001    F8KKH         59  59    
QSO: 14122 PH 2014-02-22 1155 OG6N          59  002    F5ODK/P       59  03    
QSO: 14125 PH 2014-02-22 1156 OG6N          59  003    F6KGL         59  93    
QSO: 14127 PH 2014-02-22 1157 OG6N          59  004    F4FFZ         59  56    
QSO: 14134 PH 2014-02-22 1158 OG6N          59  005    F6KBR         59  66    
QSO: 14137 PH 2014-02-22 1158 OG6N          59  006    TK5KP         59  2A    
QSO: 14154 PH 2014-02-22 1200 OG6N          59  007    F5KDK/P       59  24    
QSO: 14152 PH 2014-02-22 1201 OG6N          59  008    F6KDU         59  64    
QSO: 14147 PH 2014-02-22 1202 OG6N          59  009    F6KNB         59  33    
QSO: 14150 PH 2014-02-22 1203 OG6N          59  010    F5KOK         59  86    
QSO: 14159 PH 2014-02-22 1203 OG6N          59  011    F8BUI         59  45    
QSO: 14187 PH 2014-02-22 1206 OG6N          59  012    F5OJN         59  87    
QSO: 14188 PH 2014-02-22 1206 OG6N          59  013    F5AOF         59  74    
QSO: 14194 PH 2014-02-22 1207 OG6N          59  014    F5ADE         59  36    
QSO: 14223 PH 2014-02-22 1209 OG6N          59  015    TM57M         59  57    
QSO: 14196 PH 2014-02-22 1211 OG6N          59  016    F8CPA         59  56    
QSO: 14181 PH 2014-02-22 1213 OG6N          59  017    F4FUB         59  80    
QSO: 14184 PH 2014-02-22 1213 OG6N          59  018    F4FTA         59  21    
QSO: 14167 PH 2014-02-22 1215 OG6N          59  019    F4GGQ         59  29    
