START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-SSB
CALLSIGN: YO4US
CATEGORY: SINGLE-OP ALL LOW SSB
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 17493
CREATED-BY: UcxLog 7.18
NAME: CONSTANTIN NEAGU
SOAPBOX:  TS 850S-AT, ~ 50 W. Ant. Inv.Vee,2 x 10 m.
SOAPBOX:  Joli contest ! Au revoir, a l'annee prochaine ! 
QSO: 28000 PH 2014-02-22 1239 YO4US         59  001    TM1T          59  44
QSO: 28000 PH 2014-02-22 1241 YO4US         59  002    F6KLO         59  19
QSO: 28000 PH 2014-02-22 1243 YO4US         59  003    F6KNB         59  33
QSO: 28000 PH 2014-02-22 1245 YO4US         59  004    F4ELR         59  82
QSO: 28000 PH 2014-02-22 1254 YO4US         59  005    F6APE         59  49
QSO: 28000 PH 2014-02-22 1310 YO4US         59  006    F8DYD         59  86
QSO: 21000 PH 2014-02-22 1350 YO4US         59  007    F8ATS         59  91
QSO: 21000 PH 2014-02-22 1509 YO4US         59  008    F6KNB         59  33
QSO: 21000 PH 2014-02-22 1510 YO4US         59  009    F8KHF         59  03
QSO: 21000 PH 2014-02-22 1512 YO4US         59  010    F4FFH         59  50
QSO: 21000 PH 2014-02-22 1516 YO4US         59  011    F6KQV         59  67
QSO: 21000 PH 2014-02-22 1518 YO4US         59  012    F1NZC         59  63
QSO: 21000 PH 2014-02-22 1520 YO4US         59  013    TM5FDC        59  82
QSO: 21000 PH 2014-02-22 1522 YO4US         59  014    F5KDK/P       59  24
QSO: 21000 PH 2014-02-22 1537 YO4US         59  015    F6CLQ         59  89
QSO: 21000 PH 2014-02-22 1538 YO4US         59  016    F6KBR         59  66
QSO: 21000 PH 2014-02-22 1540 YO4US         59  017    F5PAC         59  68
QSO: 21000 PH 2014-02-22 1541 YO4US         59  018    F2YT          59  62
QSO: 21000 PH 2014-02-22 1544 YO4US         59  019    F2FGY         59  79
QSO: 21000 PH 2014-02-22 1609 YO4US         59  020    F4BDV         59  82
QSO: 21000 PH 2014-02-22 1613 YO4US         59  021    F6KUS         59  34
QSO: 21000 PH 2014-02-22 1615 YO4US         59  022    TM1K          59  92
QSO: 21000 PH 2014-02-22 1620 YO4US         59  023    TK5KP         59  2A
QSO: 21000 PH 2014-02-22 1622 YO4US         59  024    F6GPT         59  33
QSO: 21000 PH 2014-02-22 1625 YO4US         59  025    F5LIW         59  21
QSO: 21000 PH 2014-02-22 1628 YO4US         59  026    F4GVZ         59  14
QSO: 21000 PH 2014-02-22 1630 YO4US         59  027    F8KGH         59  83
QSO: 21000 PH 2014-02-22 1643 YO4US         59  028    FY5KE         59  FY
QSO: 21000 PH 2014-02-22 1646 YO4US         59  029    F5FTA         59  21
QSO: 14000 PH 2014-02-22 1655 YO4US         59  030    F5KUG         59  31
QSO: 14000 PH 2014-02-22 1657 YO4US         59  031    F4FFH         59  50
QSO: 14000 PH 2014-02-22 1703 YO4US         59  032    F5SIZ         59  12
QSO: 14000 PH 2014-02-22 1707 YO4US         59  033    F6KBR         59  66
QSO: 14000 PH 2014-02-22 1708 YO4US         59  034    F6KHM         59  29
QSO: 14000 PH 2014-02-22 1711 YO4US         59  035    F4GGQ         59  29
QSO: 14000 PH 2014-02-22 1713 YO4US         59  036    F5KHP         59  32
QSO:  7000 PH 2014-02-22 1907 YO4US         59  037    F6REF         59  00
QSO:  7000 PH 2014-02-22 1908 YO4US         59  038    F8KIG         59  13
QSO:  7000 PH 2014-02-22 1911 YO4US         59  039    F4DSE         59  16
QSO:  7000 PH 2014-02-22 1914 YO4US         59  040    F8DRA         59  76
QSO:  7000 PH 2014-02-22 1915 YO4US         59  041    F4GGQ         59  29
QSO:  7000 PH 2014-02-22 1920 YO4US         59  042    TM0L          59  46
QSO:  7000 PH 2014-02-22 1923 YO4US         59  043    F1BIH/P       59  58
QSO:  7000 PH 2014-02-22 1929 YO4US         59  044    F6KUQ         59  33
QSO:  7000 PH 2014-02-22 1935 YO4US         59  045    TK5KP         59  2A
QSO:  7000 PH 2014-02-22 1939 YO4US         59  046    F5OWT         59  45
QSO:  7000 PH 2014-02-22 1943 YO4US         59  047    F5KOK         59  86
QSO:  7000 PH 2014-02-22 1950 YO4US         59  048    F6CNM         59  29
QSO:  7000 PH 2014-02-22 1953 YO4US         59  049    F6KJS         59  71
QSO:  7000 PH 2014-02-22 1959 YO4US         59  050    TM1O          59  53
QSO:  7000 PH 2014-02-22 2001 YO4US         59  051    F5LIW         59  21
QSO:  7000 PH 2014-02-22 2004 YO4US         59  052    F4GVZ         59  14
QSO:  7000 PH 2014-02-22 2023 YO4US         59  053    F5LPY         59  55
QSO:  7000 PH 2014-02-22 2029 YO4US         59  054    F8DVD         59  71
QSO:  7000 PH 2014-02-23 0552 YO4US         59  055    F6KLO         59  19
QSO:  7000 PH 2014-02-23 0554 YO4US         59  056    FY5KE         59  FY
QSO:  7000 PH 2014-02-23 0609 YO4US         59  057    F5PXF         59  68
QSO:  7000 PH 2014-02-23 0613 YO4US         59  058    F6CLQ         59  89
QSO:  7000 PH 2014-02-23 0615 YO4US         59  059    TM5OTT        59  37
QSO:  7000 PH 2014-02-23 0618 YO4US         59  060    TM1T          59  44
QSO:  7000 PH 2014-02-23 0624 YO4US         59  061    TM5FDC        59  82
QSO:  7000 PH 2014-02-23 0628 YO4US         59  062    F6KHM         59  29
QSO:  7000 PH 2014-02-23 0639 YO4US         59  063    TM15C         59  15
QSO: 14000 PH 2014-02-23 0827 YO4US         59  064    F8KHF         59  03
QSO: 14000 PH 2014-02-23 0832 YO4US         59  065    TM15C         59  15
QSO: 14000 PH 2014-02-23 0838 YO4US         59  066    TK5KP         59  2A
QSO: 14000 PH 2014-02-23 0843 YO4US         59  067    F8KCF         59  74
QSO: 14000 PH 2014-02-23 0850 YO4US         59  068    F5MUX         59  29
QSO: 14000 PH 2014-02-23 0853 YO4US         59  069    F6REF         59  00
QSO: 14000 PH 2014-02-23 0858 YO4US         59  070    F2YT          59  62
QSO: 14000 PH 2014-02-23 0912 YO4US         59  071    F5PAC         59  68
QSO: 14000 PH 2014-02-23 0914 YO4US         59  072    F5AMH         59  41
QSO: 14000 PH 2014-02-23 0917 YO4US         59  073    F6DZU         59  40
QSO: 14000 PH 2014-02-23 0925 YO4US         59  074    F5POJ         59  02
QSO: 14000 PH 2014-02-23 0932 YO4US         59  075    F6KUJ         59  24
QSO: 21000 PH 2014-02-23 0945 YO4US         59  076    F6AXN         59  28
QSO: 21000 PH 2014-02-23 0949 YO4US         59  077    TM1T          59  44
QSO: 21000 PH 2014-02-23 0950 YO4US         59  078    F5ADE         59  36
QSO: 21000 PH 2014-02-23 0954 YO4US         59  079    TM57M         59  57
QSO: 21000 PH 2014-02-23 0958 YO4US         59  080    TM5CSD        59  37
QSO: 21000 PH 2014-02-23 1002 YO4US         59  081    F5KUG         59  31
QSO: 21000 PH 2014-02-23 1004 YO4US         59  082    F6KLO         59  19
QSO: 21000 PH 2014-02-23 1009 YO4US         59  083    F1BIH/P       59  58
QSO: 21000 PH 2014-02-23 1017 YO4US         59  084    F6DRP         59  85
QSO: 21000 PH 2014-02-23 1019 YO4US         59  085    F6KJX         59  41
QSO: 21000 PH 2014-02-23 1022 YO4US         59  086    F6CZQ         59  73
QSO: 21000 PH 2014-02-23 1025 YO4US         59  087    F6KFI         59  72
QSO: 21000 PH 2014-02-23 1029 YO4US         59  088    F5KCC         59  89
QSO: 21000 PH 2014-02-23 1036 YO4US         59  089    F6APE         59  49
QSO: 21000 PH 2014-02-23 1039 YO4US         59  090    F6BPN         59  19
QSO: 28000 PH 2014-02-23 1044 YO4US         59  091    F5KEK         59  03
QSO: 28000 PH 2014-02-23 1046 YO4US         59  092    F5KMB/P       59  60
QSO: 28000 PH 2014-02-23 1049 YO4US         59  093    TM6D          59  38
QSO: 28000 PH 2014-02-23 1052 YO4US         59  094    TM5PU         59  81
QSO: 28000 PH 2014-02-23 1055 YO4US         59  095    F5LIW         59  21
QSO: 28000 PH 2014-02-23 1058 YO4US         59  096    F1BIH/P       59  58
QSO: 28000 PH 2014-02-23 1105 YO4US         59  097    F5RD          59  03
QSO: 28000 PH 2014-02-23 1108 YO4US         59  098    F5AMH         59  41
QSO: 28000 PH 2014-02-23 1109 YO4US         59  099    F4FFH         59  50
QSO: 28000 PH 2014-02-23 1112 YO4US         59  100    TM5OTT        59  37
QSO: 28000 PH 2014-02-23 1114 YO4US         59  101    F5UTN         59  27
QSO: 28000 PH 2014-02-23 1115 YO4US         59  102    F5KDK/P       59  24
QSO: 28000 PH 2014-02-23 1120 YO4US         59  103    F6GOE         59  19
QSO: 28000 PH 2014-02-23 1133 YO4US         59  104    F6KHM         59  29
QSO: 28000 PH 2014-02-23 1141 YO4US         59  105    F5MUX         59  29
QSO: 28000 PH 2014-02-23 1438 YO4US         59  106    F5GVZ         59  14
QSO: 28000 PH 2014-02-23 1441 YO4US         59  107    TM1O          59  53
QSO: 28000 PH 2014-02-23 1444 YO4US         59  108    F4DJG         59  76
QSO: 28000 PH 2014-02-23 1445 YO4US         59  109    TM4M          59  13
QSO: 28000 PH 2014-02-23 1446 YO4US         59  110    F5BCZ         59  17
QSO: 28000 PH 2014-02-23 1449 YO4US         59  111    TM5FDC        59  82
QSO: 28000 PH 2014-02-23 1453 YO4US         59  112    F5ODK/P       59  03
QSO: 28000 PH 2014-02-23 1500 YO4US         59  113    F5OWT         59  45
QSO: 28000 PH 2014-02-23 1507 YO4US         59  114    F5KKD         59  93
QSO: 28000 PH 2014-02-23 1509 YO4US         59  115    F6DZU         59  40
QSO: 28000 PH 2014-02-23 1513 YO4US         59  116    TM5CD         59  59
QSO: 28000 PH 2014-02-23 1514 YO4US         59  117    F4AHP         59  59
QSO: 28000 PH 2014-02-23 1519 YO4US         59  118    TM5CSD        59  37
QSO: 21000 PH 2014-02-23 1524 YO4US         59  119    F6KUQ         59  33
QSO: 21000 PH 2014-02-23 1527 YO4US         59  120    TM15C         59  15
QSO: 21000 PH 2014-02-23 1528 YO4US         59  121    F6KCF         59  74
QSO: 21000 PH 2014-02-23 1530 YO4US         59  122    F5TJX         59  86
QSO: 21000 PH 2014-02-23 1534 YO4US         59  123    TM11WAP       59  42
QSO: 21000 PH 2014-02-23 1546 YO4US         59  124    F6BIG         59  74
QSO: 21000 PH 2014-02-23 1547 YO4US         59  125    F5KEQ         59  44
QSO: 21000 PH 2014-02-23 1549 YO4US         59  126    F6KKA         59  30
QSO: 21000 PH 2014-02-23 1552 YO4US         59  127    F5RJW         59  71
QSO: 21000 PH 2014-02-23 1556 YO4US         59  128    F6DZU         59  40
QSO: 21000 PH 2014-02-23 1601 YO4US         59  129    F4DSK         59  45
QSO: 21000 PH 2014-02-23 1615 YO4US         59  130    TM6D          59  38
QSO: 21000 PH 2014-02-23 1621 YO4US         59  131    TM5CD         59  59
QSO: 21000 PH 2014-02-23 1626 YO4US         59  132    TM5CSD        59  37
QSO: 21000 PH 2014-02-23 1629 YO4US         59  133    F5PHW         59  56
QSO: 21000 PH 2014-02-23 1633 YO4US         59  134    F8DRE         59  28
QSO: 21000 PH 2014-02-23 1635 YO4US         59  135    F4FUB         59  80
QSO: 14000 PH 2014-02-23 1643 YO4US         59  136    F5KDK/P       59  24
QSO:  7000 PH 2014-02-23 1653 YO4US         59  137    F8KIG         59  13
QSO:  7000 PH 2014-02-23 1657 YO4US         59  138    F5PSI         59  62
QSO:  7000 PH 2014-02-23 1701 YO4US         59  139    F8BPN         59  19
QSO:  7000 PH 2014-02-23 1703 YO4US         59  140    F5DJL         59  74
QSO:  7000 PH 2014-02-23 1705 YO4US         59  141    F6KNB         59  33
QSO:  7000 PH 2014-02-23 1707 YO4US         59  142    F8EMH         59  54
QSO:  7000 PH 2014-02-23 1715 YO4US         59  143    F6KCF         59  74
QSO:  7000 PH 2014-02-23 1719 YO4US         59  144    F4GWO         59  66
QSO:  7000 PH 2014-02-23 1736 YO4US         59  145    F4FGB         59  73
END-OF-LOG:
