START-OF-LOG: 3.0
CONTEST: REF-CW
CREATED-BY: TR4W v.4.189
CALLSIGN: UA9AOL
LOCATION: DX
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 29880
CLUB: SOUTH URAL CONTEST CLUB
NAME: NICOLAI GOROVENKO
QSO: 14000 CW 2010-01-30 0827 UA9AOL        599 1      F9CI          599 22           
QSO: 21000 CW 2010-01-31 0958 UA9AOL        599 73     F6HKA         599 87           
QSO: 21000 CW 2010-01-31 0959 UA9AOL        599 74     F2DX          599 24           
QSO: 21000 CW 2010-01-31 1001 UA9AOL        599 75     F6KJJ         599 38           
QSO: 21000 CW 2010-01-31 1002 UA9AOL        599 76     F5KKD         599 93           
QSO: 21000 CW 2010-01-31 1003 UA9AOL        599 77     F6KRK         599 78           
QSO: 21000 CW 2010-01-31 1004 UA9AOL        599 78     F6BFQ         599 55           
QSO: 21000 CW 2010-01-31 1006 UA9AOL        599 79     F6HJO/P       599 21           
QSO: 21000 CW 2010-01-31 1007 UA9AOL        599 80     F4EUN         599 83           
QSO: 21000 CW 2010-01-31 1011 UA9AOL        599 81     F5JNX         599 58           
QSO: 21000 CW 2010-01-31 1012 UA9AOL        599 82     F6HKS         599 81           
QSO: 21000 CW 2010-01-31 1016 UA9AOL        599 83     F6REF         599 00           
QSO: 21000 CW 2010-01-31 1017 UA9AOL        599 84     F5RAB         599 28           
QSO: 21000 CW 2010-01-31 1019 UA9AOL        599 85     F8EMH         599 54           
QSO: 21000 CW 2010-01-31 1020 UA9AOL        599 86     F5KTU         599 19           
QSO: 21000 CW 2010-01-31 1022 UA9AOL        599 87     F5VIH         599 01           
QSO: 21000 CW 2010-01-31 1027 UA9AOL        599 88     F6FTB         599 21           
QSO: 21000 CW 2010-01-31 1028 UA9AOL        599 89     F6ICX         599 77           
QSO: 21000 CW 2010-01-31 1035 UA9AOL        599 90     F6GPT         599 33           
QSO: 21000 CW 2010-01-31 1040 UA9AOL        599 91     F6KAV         599 33           
QSO: 21000 CW 2010-01-31 1050 UA9AOL        599 92     F5KIN         599 63           
QSO: 21000 CW 2010-01-31 1050 UA9AOL        599 93     F5NKX         599 50           
QSO: 21000 CW 2010-01-31 1052 UA9AOL        599 94     F8CIL         599 03           
QSO: 21000 CW 2010-01-31 1054 UA9AOL        599 95     TM57M         599 57           
QSO: 21000 CW 2010-01-31 1058 UA9AOL        599 96     F5KDK         599 13           
QSO: 21000 CW 2010-01-31 1100 UA9AOL        599 97     F8BHA         599 59           
QSO: 14000 CW 2010-01-31 1106 UA9AOL        599 98     F5KDC         599 63           
QSO: 14000 CW 2010-01-31 1108 UA9AOL        599 99     F8KGZ/P       599 54           
QSO: 14000 CW 2010-01-31 1109 UA9AOL        599 100    F6CZQ         599 73           
QSO: 14000 CW 2010-01-31 1110 UA9AOL        599 101    F8DZY         599 47           
QSO: 14000 CW 2010-01-31 1115 UA9AOL        599 102    F5KDK         599 13           
QSO: 14000 CW 2010-01-31 1116 UA9AOL        599 103    F5NTZ         599 77           
QSO: 14000 CW 2010-01-31 1121 UA9AOL        599 104    F6BFQ         599 55           
QSO: 21000 CW 2010-01-31 1123 UA9AOL        599 105    F5UTN         599 27           
QSO: 21000 CW 2010-01-31 1124 UA9AOL        599 106    F8DRE         599 28           
QSO: 21000 CW 2010-01-31 1124 UA9AOL        599 107    F5JU          599 35           
QSO: 21000 CW 2010-01-31 1125 UA9AOL        599 108    F5CQ          599 35           
QSO: 21000 CW 2010-01-31 1127 UA9AOL        599 109    F6KJX         599 41           
QSO: 21000 CW 2010-01-31 1128 UA9AOL        599 110    F6GVC         599 47           
QSO: 21000 CW 2010-01-31 1131 UA9AOL        599 111    F1ICS         599 33           
QSO: 14000 CW 2010-01-31 1136 UA9AOL        599 112    F5ADH         599 60           
QSO: 14000 CW 2010-01-31 1141 UA9AOL        599 113    F6KNB         599 33           
QSO: 14000 CW 2010-01-31 1143 UA9AOL        599 114    F6HJO/P       599 21           
QSO: 14000 CW 2010-01-31 1147 UA9AOL        599 115    F8KGH         599 83           
QSO: 14000 CW 2010-01-31 1151 UA9AOL        599 116    F5SGI         599 94           
QSO: 14000 CW 2010-01-31 1152 UA9AOL        599 117    F6GVC         599 47           
QSO: 14000 CW 2010-01-31 1153 UA9AOL        599 118    F4FDA         599 29           
QSO: 14000 CW 2010-01-31 1154 UA9AOL        599 119    F6CNM         599 29           
QSO: 14000 CW 2010-01-31 1157 UA9AOL        599 120    F6GOX         599 75           
END-OF-LOG: 
