START-OF-LOG: 3.0
CONTEST: REF-CW
CREATED-BY: TR4W v.4.189
CALLSIGN: UA9AOL
LOCATION: DX
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 29880
CLUB: SOUTH URAL CONTEST CLUB
NAME: NICOLAI GOROVENKO
QSO: 14000 CW 2010-01-30 0827 UA9AOL        599 1      F9CI          599 22           
QSO: 14000 CW 2010-01-30 0831 UA9AOL        599 2      F8AEE         599 10           
QSO: 14000 CW 2010-01-30 0832 UA9AOL        599 3      F6REF         599 00           
QSO: 14000 CW 2010-01-30 0833 UA9AOL        599 4      F6FDR         599 84           
QSO: 14000 CW 2010-01-30 0834 UA9AOL        599 5      F5UH          599 62           
QSO: 14000 CW 2010-01-30 0847 UA9AOL        599 6      TK5XN         599 21           
QSO: 14000 CW 2010-01-30 0854 UA9AOL        599 7      F2GL          599 89           
QSO: 14000 CW 2010-01-30 0902 UA9AOL        599 8      F5RRS         599 74           
QSO: 14000 CW 2010-01-30 0917 UA9AOL        599 9      F8DRE         599 28           
QSO: 14000 CW 2010-01-30 0919 UA9AOL        599 10     F5OHM         599 36           
QSO: 14000 CW 2010-01-30 0921 UA9AOL        599 11     F6HKA         599 87           
QSO: 14000 CW 2010-01-30 0921 UA9AOL        599 12     F8KGS         599 59           
QSO: 14000 CW 2010-01-30 0923 UA9AOL        599 13     F8BRL         599 60           
QSO: 14000 CW 2010-01-30 0928 UA9AOL        599 14     F6BNH/P       599 73           
QSO: 14000 CW 2010-01-30 0930 UA9AOL        599 15     F9OQ          599 13           
QSO: 14000 CW 2010-01-30 0932 UA9AOL        599 16     F5RKL         599 54           
QSO: 14000 CW 2010-01-30 0936 UA9AOL        599 17     F5MFI         599 45           
QSO: 14000 CW 2010-01-30 0939 UA9AOL        599 18     F6APE         599 49           
QSO: 14000 CW 2010-01-30 0948 UA9AOL        599 19     F5MPN         599 08           
QSO: 14000 CW 2010-01-30 0955 UA9AOL        599 20     F3CW          599 54           
QSO: 14000 CW 2010-01-30 0956 UA9AOL        599 21     F5VBU         599 66           
QSO: 14000 CW 2010-01-30 1000 UA9AOL        599 22     F5VIH         599 01           
QSO: 14000 CW 2010-01-30 1002 UA9AOL        599 23     F5VHY         599 47           
QSO: 14000 CW 2010-01-30 1002 UA9AOL        599 24     F5IN          599 45           
QSO: 14000 CW 2010-01-30 1005 UA9AOL        599 25     F5VBT         599 38           
QSO: 14000 CW 2010-01-30 1006 UA9AOL        599 26     F6EZV         599 94           
QSO: 14000 CW 2010-01-30 1009 UA9AOL        599 27     F6GUF         599 69           
QSO: 14000 CW 2010-01-30 1012 UA9AOL        599 28     F1DBE         599 95           
QSO: 14000 CW 2010-01-30 1014 UA9AOL        599 29     F2VO          599 57           
QSO: 14000 CW 2010-01-30 1018 UA9AOL        599 30     F6KIM         599 54           
QSO: 14000 CW 2010-01-30 1021 UA9AOL        599 31     F5LGF         599 67           
QSO: 14000 CW 2010-01-30 1023 UA9AOL        599 32     F5IAE         599 18           
QSO: 14000 CW 2010-01-30 1024 UA9AOL        599 33     F6EPQ         599 70           
QSO: 14000 CW 2010-01-30 1025 UA9AOL        599 34     F5NKX         599 50           
QSO: 14000 CW 2010-01-30 1028 UA9AOL        599 35     F5AIB         599 54           
QSO: 14000 CW 2010-01-30 1036 UA9AOL        599 36     F2DX          599 24           
QSO: 14000 CW 2010-01-30 1036 UA9AOL        599 37     F8BUO         599 68           
QSO: 14000 CW 2010-01-30 1040 UA9AOL        599 38     F6EYB         599 40           
QSO: 14000 CW 2010-01-30 1040 UA9AOL        599 39     F5LDY         599 91           
QSO: 14000 CW 2010-01-30 1042 UA9AOL        599 40     F6GPT         599 33           
QSO: 14000 CW 2010-01-30 1043 UA9AOL        599 41     F8EMH         599 54           
QSO: 14000 CW 2010-01-30 1044 UA9AOL        599 42     F6KUP/P       599 55           
QSO: 14000 CW 2010-01-30 1048 UA9AOL        599 43     F6KAV         599 33           
QSO: 14000 CW 2010-01-30 1146 UA9AOL        599 44     F5UTN         599 27           
QSO: 14000 CW 2010-01-30 1151 UA9AOL        599 45     F5RAB         599 28           
QSO: 14000 CW 2010-01-30 1151 UA9AOL        599 46     F5FDC         599 82           
QSO: 14022 CW 2010-01-30 1446 UA9AOL        599 47     F5KSE         599 31           
QSO: 14034 CW 2010-01-30 1449 UA9AOL        599 48     F5SDH         599 35           
QSO: 14000 CW 2010-01-31 0845 UA9AOL        599 49     F6HKS         599 81           
QSO: 14000 CW 2010-01-31 0846 UA9AOL        599 50     F5KKD         599 93           
QSO: 14000 CW 2010-01-31 0847 UA9AOL        599 51     F5IYU         599 89           
QSO: 14000 CW 2010-01-31 0859 UA9AOL        599 52     F5MUX         599 29           
QSO: 14000 CW 2010-01-31 0903 UA9AOL        599 53     TM0ANT        599 69           
QSO: 21000 CW 2010-01-31 0907 UA9AOL        599 54     F1AEY         599 11           
QSO: 14000 CW 2010-01-31 0925 UA9AOL        599 55     F8CIL         599 03           
QSO: 14000 CW 2010-01-31 0927 UA9AOL        599 56     F4UKP         599 77           
QSO: 14000 CW 2010-01-31 0928 UA9AOL        599 57     F6KSV         599 29           
QSO: 14000 CW 2010-01-31 0933 UA9AOL        599 58     F2QH          599 95           
QSO: 14000 CW 2010-01-31 0935 UA9AOL        599 59     F5MQW         599 83           
QSO: 14000 CW 2010-01-31 0936 UA9AOL        599 60     F5OWL         599 83           
QSO: 14000 CW 2010-01-31 0938 UA9AOL        599 61     F1AEY         599 11           
QSO: 14000 CW 2010-01-31 0941 UA9AOL        599 62     F9EW          599 77           
QSO: 14000 CW 2010-01-31 0944 UA9AOL        599 63     F5POJ         599 02           
QSO: 14000 CW 2010-01-31 0945 UA9AOL        599 64     F5XX          599 81           
QSO: 14000 CW 2010-01-31 0947 UA9AOL        599 65     F5KTU         599 19           
QSO: 14000 CW 2010-01-31 0949 UA9AOL        599 66     F5LKK         599 59           
QSO: 14000 CW 2010-01-31 0950 UA9AOL        599 67     F6KRK         599 78           
QSO: 14000 CW 2010-01-31 0952 UA9AOL        599 68     F2LG          599 59           
QSO: 14000 CW 2010-01-31 0952 UA9AOL        599 69     F6CSO         599 23           
QSO: 14000 CW 2010-01-31 0955 UA9AOL        599 70     F8BPN         599 19           
QSO: 21000 CW 2010-01-31 0957 UA9AOL        599 71     F3CW          599 54           
QSO: 21000 CW 2010-01-31 0958 UA9AOL        599 72     F6DYX         599 49           
