START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.187 [RUS]
CALLSIGN: RZ9SWA
CONTEST: REF-CW
CLAIMED-SCORE: 20706
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: MULTI-ONE
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
NAME: CLUB STATION
SOAPBOX: RIG(s): ft100mark V; ANTENNA(s): 3 el YAGI
QSO: 14014 CW 2010-01-30 0754 RZ9SWA        599 1      F6DDP         599 53           
QSO: 14033 CW 2010-01-30 0956 RZ9SWA        599 21     F6EZV         599 94           
QSO: 14033 CW 2010-01-30 0958 RZ9SWA        599 22     F5AIB         599 54           
QSO: 14033 CW 2010-01-30 0958 RZ9SWA        599 23     F8CRK         599 23           
QSO: 14033 CW 2010-01-30 1000 RZ9SWA        599 24     F8FSK         599 50           
QSO: 14047 CW 2010-01-30 1002 RZ9SWA        599 25     F5BVT         599 38           
QSO: 14047 CW 2010-01-30 1005 RZ9SWA        599 26     F6APE         599 49           
QSO: 14016 CW 2010-01-30 1006 RZ9SWA        599 27     F5MFI         599 45           
QSO: 14039 CW 2010-01-30 1009 RZ9SWA        599 28     F9EW          599 77           
QSO: 14034 CW 2010-01-30 1016 RZ9SWA        599 29     F2VO          599 57           
QSO: 14038 CW 2010-01-30 1017 RZ9SWA        599 30     F5LGF         599 67           
QSO: 14043 CW 2010-01-30 1018 RZ9SWA        599 31     F8EMH         599 54           
QSO: 14034 CW 2010-01-30 1021 RZ9SWA        599 32     F5PJQ         599 79           
QSO: 14023 CW 2010-01-30 1023 RZ9SWA        599 33     F3CW          599 54           
QSO: 14034 CW 2010-01-30 1023 RZ9SWA        599 34     F5NKX         599 50           
QSO: 14021 CW 2010-01-30 1026 RZ9SWA        599 35     F5VBU         599 66           
QSO: 14034 CW 2010-01-30 1033 RZ9SWA        599 36     F6GPT         599 33           
QSO: 14037 CW 2010-01-30 1041 RZ9SWA        599 37     F5IN          599 45           
QSO: 14042 CW 2010-01-30 1043 RZ9SWA        599 38     F8EEQ         599 59           
QSO: 14042 CW 2010-01-30 1043 RZ9SWA        599 39     F2DX          599 24           
QSO: 14042 CW 2010-01-30 1044 RZ9SWA        599 40     FM5LD         599 FM           
QSO: 14028 CW 2010-01-30 1047 RZ9SWA        599 41     F5VIH         599 01           
QSO: 14024 CW 2010-01-30 1049 RZ9SWA        599 42     F5LDY         599 91           
QSO: 14022 CW 2010-01-30 1051 RZ9SWA        599 43     F5OHM         599 36           
QSO: 14022 CW 2010-01-30 1052 RZ9SWA        599 44     F6EYB         599 40           
QSO: 14013 CW 2010-01-30 1053 RZ9SWA        599 45     F8BUO         599 68           
QSO: 14010 CW 2010-01-30 1055 RZ9SWA        599 46     FM5CW/QRP     599 FM           
QSO: 14010 CW 2010-01-30 1057 RZ9SWA        599 47     F6GUR         599 59           
QSO: 14010 CW 2010-01-30 1100 RZ9SWA        599 48     F5SJC         599 86           
QSO: 14048 CW 2010-01-30 1103 RZ9SWA        599 49     F6KAV         599 33           
QSO: 14010 CW 2010-01-30 1108 RZ9SWA        599 50     F6EWX         599 38           
QSO: 14010 CW 2010-01-30 1108 RZ9SWA        599 51     F6DEO         599 95           
QSO: 14010 CW 2010-01-30 1109 RZ9SWA        599 52     F6EPQ         599 70           
QSO: 14010 CW 2010-01-30 1110 RZ9SWA        599 53     F9DK          599 78           
QSO: 14010 CW 2010-01-30 1110 RZ9SWA        599 54     F6FGH         599 49           
QSO: 14010 CW 2010-01-30 1115 RZ9SWA        599 55     F6FLB         599 62           
QSO: 14010 CW 2010-01-30 1115 RZ9SWA        599 56     F5BTT         599 76           
QSO: 14010 CW 2010-01-30 1118 RZ9SWA        599 57     F5NBK         599 64           
QSO: 14023 CW 2010-01-30 1122 RZ9SWA        599 58     F5MXH         599 45           
QSO: 14010 CW 2010-01-30 1124 RZ9SWA        599 59     F6CUD         599 69           
QSO: 14021 CW 2010-01-30 1126 RZ9SWA        599 60     F5IYU         599 89           
QSO: 14010 CW 2010-01-30 1129 RZ9SWA        599 61     F6DTZ         599 65           
QSO: 14010 CW 2010-01-30 1131 RZ9SWA        599 62     F5OAZ         599 72           
QSO: 14010 CW 2010-01-30 1133 RZ9SWA        599 63     F5MA          599 78           
QSO: 14010 CW 2010-01-30 1133 RZ9SWA        599 64     F1DBE         599 95           
QSO: 14010 CW 2010-01-30 1134 RZ9SWA        599 65     F5NTZ         599 77           
QSO: 14031 CW 2010-01-30 1140 RZ9SWA        599 66     F6KUP/P       599 55           
QSO: 14038 CW 2010-01-30 1144 RZ9SWA        599 67     F5UTN         599 27           
QSO: 14011 CW 2010-01-30 1156 RZ9SWA        599 68     F1EPY         599 11           
QSO: 14016 CW 2010-01-30 1158 RZ9SWA        599 69     F5VBT         599 38           
QSO: 14020 CW 2010-01-30 1203 RZ9SWA        599 70     F6KNB         599 33           
QSO: 14028 CW 2010-01-30 1205 RZ9SWA        599 71     F6BNH/P       599 63           
QSO: 14011 CW 2010-01-30 1207 RZ9SWA        599 72     F5KDJ         599 45           
QSO: 14049 CW 2010-01-30 1215 RZ9SWA        599 73     F6DYX         599 49           
QSO: 14010 CW 2010-01-30 1218 RZ9SWA        599 74     F5MXQ         599 81           
QSO: 14010 CW 2010-01-30 1220 RZ9SWA        599 75     F5JGA         599 24           
QSO: 14010 CW 2010-01-30 1222 RZ9SWA        599 76     FG/F6AUS      599 FG           
QSO: 14010 CW 2010-01-30 1224 RZ9SWA        599 77     F8BPN         599 19           
QSO: 14014 CW 2010-01-30 1225 RZ9SWA        599 78     F6ACV         599 78           
QSO: 14010 CW 2010-01-30 1226 RZ9SWA        599 79     F5TLZ         599 54           
QSO: 14020 CW 2010-01-30 1231 RZ9SWA        599 80     F5MUX         599 29           
QSO: 14011 CW 2010-01-30 1234 RZ9SWA        599 81     F5POJ         599 02           
QSO: 14023 CW 2010-01-30 1236 RZ9SWA        599 82     F8KCF         599 74           
QSO: 14017 CW 2010-01-30 1237 RZ9SWA        599 83     F4FDA         599 29           
QSO: 14017 CW 2010-01-30 1238 RZ9SWA        599 84     F5PHV         599 19           
QSO: 14028 CW 2010-01-30 1241 RZ9SWA        599 85     F5RAB         599 28           
QSO: 14030 CW 2010-01-30 1242 RZ9SWA        599 86     F6KRK         599 78           
QSO: 14031 CW 2010-01-30 1243 RZ9SWA        599 87     F6EAS         599 23           
QSO: 14033 CW 2010-01-30 1245 RZ9SWA        599 88     F5IAE         599 18           
QSO: 14028 CW 2010-01-30 1245 RZ9SWA        599 89     F5VHY         599 47           
QSO: 14034 CW 2010-01-30 1248 RZ9SWA        599 90     F8DRE         599 28           
QSO: 14032 CW 2010-01-30 1251 RZ9SWA        599 91     F5UOW         599 14           
QSO: 14045 CW 2010-01-30 1300 RZ9SWA        599 92     F8CRS         599 67           
QSO: 14015 CW 2010-01-30 1301 RZ9SWA        599 93     F6ICX         599 77           
QSO: 14053 CW 2010-01-30 1303 RZ9SWA        599 94     F5KIN         599 63           
QSO: 14017 CW 2010-01-30 1305 RZ9SWA        599 95     F6EBA         599 48           
QSO: 14017 CW 2010-01-30 1309 RZ9SWA        599 96     F5NWG         599 11           
QSO: 14017 CW 2010-01-30 1310 RZ9SWA        599 97     F6GVC         599 47           
QSO: 14017 CW 2010-01-30 1311 RZ9SWA        599 98     F5SGI         599 94           
QSO: 14011 CW 2010-01-30 1312 RZ9SWA        599 99     F1AEY         599 11           
QSO: 14032 CW 2010-01-30 1315 RZ9SWA        599 100    F5XX          599 81           
QSO: 14017 CW 2010-01-30 1317 RZ9SWA        599 101    F6CNM         599 29           
QSO: 14017 CW 2010-01-30 1319 RZ9SWA        599 102    F6AXX         599 83           
QSO: 14055 CW 2010-01-30 1320 RZ9SWA        599 103    F5TFU         599 50           
QSO: 14017 CW 2010-01-30 1322 RZ9SWA        599 104    F4DTO         599 92           
QSO: 14017 CW 2010-01-30 1323 RZ9SWA        599 105    F5PAL         599 63           
QSO: 14017 CW 2010-01-30 1323 RZ9SWA        599 106    F8AXI         599 28           
QSO: 14017 CW 2010-01-30 1325 RZ9SWA        599 107    F6CFB         599 49           
QSO: 14033 CW 2010-01-30 1326 RZ9SWA        599 108    F5CQ          599 35           
QSO: 14044 CW 2010-01-30 1329 RZ9SWA        599 109    F6KBF         599 78           
QSO: 14022 CW 2010-01-30 1330 RZ9SWA        599 110    F5PCV         599 62           
QSO: 14023 CW 2010-01-30 1339 RZ9SWA        599 111    F6KJX         599 41           
QSO: 14036 CW 2010-01-30 1342 RZ9SWA        599 112    F8DZY         599 47           
QSO: 14030 CW 2010-01-30 1351 RZ9SWA        599 113    F5RKC         599 35           
QSO: 14030 CW 2010-01-30 1352 RZ9SWA        599 114    F5NLX         599 74           
QSO: 14034 CW 2010-01-30 1355 RZ9SWA        599 115    F8UFT         599 01           
QSO: 14023 CW 2010-01-30 1412 RZ9SWA        599 116    F6KUQ         599 33           
QSO: 14035 CW 2010-01-30 1420 RZ9SWA        599 117    TM0ANT        599 69           
QSO: 14041 CW 2010-01-30 1423 RZ9SWA        599 118    F5HTR         599 06           
QSO: 14024 CW 2010-01-30 1426 RZ9SWA        599 119    F6KLO         599 19           
END-OF-LOG: 
