START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-CW
CALLSIGN: PA5GU
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 11524
OPERATORS: PA5GU
NAME: JAAP ZUIDWEG
SOAPBOX: HEUREUX D'AVOIR RENCONTRÉ PLUSIEURS NOUVELLES STATIONS FRANCAISES
1234567890123456789012345678901234567890123456789012345678901234567890123456789
                              ---------envoyé--------- ---------reçu-----------
QSO:  7000 CW 2010-30-01 0856 PA5GU	    599 001    F8UFT	     599 01
QSO:  7000 CW 2010-30-01 0943 PA5GU	    599 024    F2DX	     599 24
QSO:  7000 CW 2010-30-01 0947 PA5GU	    599 025    F5KLP	     599 49
QSO:  7000 CW 2010-30-01 1010 PA5GU	    599 026    F8KCF	     599 74
QSO:  7000 CW 2010-30-01 1014 PA5GU	    599 027    F6KLO	     599 19
QSO:  7000 CW 2010-30-01 1015 PA5GU	    599 028    F6DTZ	     599 65
QSO:  7000 CW 2010-30-01 1018 PA5GU	    599 029    F6IIT	     599 86
QSO:  7000 CW 2010-30-01 1018 PA5GU	    599 030    F5KIN	     599 63
QSO:  7000 CW 2010-30-01 1020 PA5GU	    599 031    F6KQL	     599 21
QSO:  7000 CW 2010-30-01 1023 PA5GU	    599 032    F5KTU	     599 19
QSO:  7000 CW 2010-30-01 1027 PA5GU	    599 033    F5XX	     599 81
QSO:  7000 CW 2010-30-01 1029 PA5GU	    599 034    F5KGA	     599 38
QSO:  7000 CW 2010-30-01 1030 PA5GU	    599 035    F5KSE	     599 31
QSO:  7000 CW 2010-30-01 1032 PA5GU	    599 036    F6ENO	     599 51
QSO:  7000 CW 2010-30-01 1034 PA5GU	    599 037    F6KJX	     599 41
QSO:  7000 CW 2010-30-01 1115 PA5GU	    599 038    F6CRP	     599 17
QSO:  7000 CW 2010-30-01 1118 PA5GU	    599 039    F6FTB	     599 21
QSO:  7000 CW 2010-30-01 1124 PA5GU	    599 040    F6ICX	     599 77
QSO:  7000 CW 2010-30-01 1126 PA5GU	    599 041    F5UFX	     599 73
QSO:  7000 CW 2010-30-01 1128 PA5GU	    599 042    F6CZQ	     599 73
QSO:  7000 CW 2010-30-01 1130 PA5GU	    599 043    F6HJO/P	     599 21
QSO:  7000 CW 2010-30-01 1133 PA5GU	    599 044    F5RRS	     599 74
QSO:  7000 CW 2010-30-01 1136 PA5GU	    599 045    F6KTW	     599 87
QSO:  7000 CW 2010-30-01 1143 PA5GU	    599 046    F6HZS	     559 34
QSO:  7000 CW 2010-30-01 1145 PA5GU	    599 047    F6EAH	     599 74
QSO:  7000 CW 2010-30-01 1150 PA5GU	    599 048    F6KBF	     599 78
QSO:  7000 CW 2010-30-01 1154 PA5GU	    599 049    F5IYU	     599 89
QSO:  7000 CW 2010-30-01 1156 PA5GU	    599 050    F8KKV/P	     599 36
QSO:  7000 CW 2010-30-01 1205 PA5GU	    599 051    F8CIL	     599 03
QSO:  7000 CW 2010-30-01 1210 PA5GU         599 052    F5NQL	     599 89
QSO:  7000 CW 2010-30-01 1217 PA5GU	    599 053    F5MBF/P	     599 01
QSO:  7000 CW 2010-30-01 1219 PA5GU	    599 054    F5HTR	     599 06
QSO:  7000 CW 2010-30-01 1221 PA5GU	    599 055    F6BGH	     599 57
QSO:  7000 CW 2010-30-01 1223 PA5GU	    599 056    F5UOW	     599 14
QSO:  7000 CW 2010-30-01 1227 PA5GU	    599 057    F8AXI	     599 28
QSO:  7000 CW 2010-30-01 1229 PA5GU	    599 058    F6KJJ	     599 38
QSO:  7000 CW 2010-30-01 1231 PA5GU	    599 059    F6GUF	     599 69
QSO:  7000 CW 2010-30-01 1235 PA5GU	    599 060    F8CED	     599 44
QSO:  7000 CW 2010-30-01 1236 PA5GU	    599 061    TM57M	     599 57
QSO:  7000 CW 2010-30-01 1238 PA5GU	    599 062    F8KHO	     599 51
QSO:  7000 CW 2010-30-01 1240 PA5GU	    599 063    F5KKD	     599 93
QSO:  7000 CW 2010-30-01 1243 PA5GU	    599 064    TM6C	     599 59
QSO:  7000 CW 2010-30-01 1245 PA5GU	    599 065    F5OCL	     599 68
QSO:  7000 CW 2010-30-01 1250 PA5GU	    599 066    F6KKH	     599 17
QSO:  7000 CW 2010-30-01 1255 PA5GU	    599 067    F6EXV	     599 33
QSO:  7000 CW 2010-30-01 1259 PA5GU	    599 068    F6ARL	     599 06
QSO:  7000 CW 2010-30-01 1302 PA5GU	    599 069    F5MFI	     599 45
QSO:  7000 CW 2010-30-01 1305 PA5GU	    599 070    F6APE	     599 49 
QSO:  7000 CW 2010-30-01 1306 PA5GU	    599 071    F5CBQ	     599 56
QSO:  7000 CW 2010-30-01 1313 PA5GU	    599 072    F6KGI	     599 11
QSO:  7000 CW 2010-30-01 1314 PA5GU	    599 073    F5OHM	     599 36
QSO:  7000 CW 2010-30-01 1316 PA5GU	    599 074    F5UCK	     599 40
QSO:  7000 CW 2010-30-01 1319 PA5GU	    599 075    F8KGH	     599 83
QSO:  7000 CW 2010-30-01 1323 PA5GU	    599 076    F6BEE/P	     599 61
QSO:  7000 CW 2010-30-01 1325 PA5GU	    599 077    F4UKP	     599 77
QSO:  7000 CW 2010-30-01 1327 PA5GU	    599 078    F5LMG	     599 27
QSO:  7000 CW 2010-30-01 1329 PA5GU	    599 079    F6ETS	     599 23
QSO:  7000 CW 2010-30-01 1331 PA5GU	    599 080    F2QH 	     599 95
QSO:  7000 CW 2010-30-01 1333 PA5GU	    599 081    F6IGS	     599 33
QSO:  7000 CW 2010-30-01 1607 PA5GU	    599 082    F5VBT	     599 38
QSO:  7000 CW 2010-30-01 1613 PA5GU	    599 083    F6KUQ	     599 33
QSO:  7000 CW 2010-30-01 1614 PA5GU	    599 084    F6KAV	     599 33
QSO:  7000 CW 2010-30-01 1617 PA5GU	    599 085    F6EBA	     599 38
QSO:  7000 CW 2010-30-01 1621 PA5GU	    599 086    F6IGS	     599 33
QSO:  3500 CW 2010-30-01 1624 PA5GU	    599 087    F5NQL	     599 89
QSO:  3500 CW 2010-30-01 1627 PA5GU	    599 088    TM5UTF	     599 54
QSO:  3500 CW 2010-30-01 1628 PA5GU	    599 089    F8EZE	     599 84
QSO:  3500 CW 2010-30-01 1633 PA5GU	    599 090    F6BPZ	     599 74
QSO:  3500 CW 2010-30-01 1635 PA5GU	    599 091    F5IAE	     599 18
QSO:  3500 CW 2010-30-01 1636 PA5GU	    599 092    F5LMG	     599 27
QSO:  3500 CW 2010-30-01 1638 PA5GU	    599 093    F8AEE	     599 10
QSO:  3500 CW 2010-30-01 1642 PA5GU	    599 094    F6HJO/P	     599 21
QSO:  3500 CW 2010-30-01 1644 PA5GU	    599 095    F5PBM	     599 77
QSO:  3500 CW 2010-30-01 1645 PA5GU	    599 096    F6EVG	     599 08
QSO:  3500 CW 2010-30-01 1647 PA5GU	    599 097    F8UFT	     599 01
QSO:  3500 CW 2010-30-01 1648 PA5GU	    599 098    F6BYJ	     599 16
QSO:  3500 CW 2010-30-01 1651 PA5GU	    599 099    F5KDC	     599 63
QSO:  3500 CW 2010-30-01 1652 PA5GU	    599 100    F5MFI	     599 45
QSO:  3500 CW 2010-30-01 1654 PA5GU	    599 101    F5KGA	     599 38
QSO:  3500 CW 2010-30-01 1656 PA5GU         599 102    F5UB	     599 62
QSO:  3500 CW 2010-30-01 1658 PA5GU	    599 103    F8CIL	     599 03
QSO:  3500 CW 2010-30-01 1728 PA5GU	    599 104    F8BUO	     599 68
QSO:  3500 CW 2010-30-01 1731 PA5GU	    599 105    F8DZY	     599 47
QSO:  3500 CW 2010-30-01 1732 PA5GU	    599 106    F5MUX	     599 29
QSO:  3500 CW 2010-30-01 1734 PA5GU	    599 107    F5KDJ	     599 45
QSO:  3500 CW 2010-30-01 1735 PA5GU	    599 108    F2QH	     599 95
QSO:  3500 CW 2010-30-01 1739 PA5GU	    599 109    F8KGS	     599 59
QSO:  3500 CW 2010-30-01 1741 PA5GU	    599 110    F5MXH	     599 45
QSO:  3500 CW 2010-30-01 1743 PA5GU	    599 111    F8KGH	     599 83
QSO:  3500 CW 2010-30-01 1747 PA5GU	    599 112    F6FDR	     599 94
QSO:  3500 CW 2010-30-01 1750 PA5GU	    599 113    F6CBH	     599 60
QSO:  3500 CW 2010-30-01 1751 PA5GU	    599 114    F5IYU	     599 89
QSO:  3500 CW 2010-30-01 1752 PA5GU	    599 115    F5MBF/P	     599 01
QSO:  3500 CW 2010-30-01 1754 PA5GU	    599 116    F6BNH/P	     599 73
QSO:  3500 CW 2010-30-01 1756 PA5GU	    599 117    F8CED	     599 44
QSO:  3500 CW 2010-30-01 1757 PA5GU	    599 118    F8EMH	     599 54
QSO:  3500 CW 2010-30-01 1759 PA5GU	    599 119    F6FTB	     599 21
QSO:  3500 CW 2010-30-01 1800 PA5GU	    599 120    F5UTN	     599 27
QSO:  3500 CW 2010-30-01 1803 PA5GU	    599 121    F6APE	     599 49
QSO:  3500 CW 2010-30-01 1807 PA5GU	    599 122    F6ENO	     599 51
QSO:  3500 CW 2010-30-01 1810 PA5GU	    599 123    F6ICX	     599 77
QSO:  3500 CW 2010-30-01 1812 PA5GU	    599 124    F8CIL	     599 03
QSO:  3500 CW 2010-30-01 1816 PA5GU	    599 125    TM57M	     599 57
QSO:  3500 CW 2010-30-01 1817 PA5GU	    599 126    F6KLO	     599 19
QSO:  3500 CW 2010-30-01 1820 PA5GU	    599 127    F6DYX	     599 49
QSO:  3500 CW 2010-30-01 1822 PA5GU	    599 128    F6EZF	     599 71
QSO:  3500 CW 2010-30-01 1826 PA5GU	    599 129    F8KKV/P	     599 36
QSO:  3500 CW 2010-30-01 1828 PA5GU	    599 130    F6KUQ	     599 33
QSO:  3500 CW 2010-30-01 1830 PA5GU	    599 131    F5VIH	     599 01
QSO:  3500 CW 2010-30-01 1837 PA5GU	    599 132    F6KNB	     599 33
QSO:  3500 CW 2010-30-01 1842 PA5GU	    599 133    F5OWL	     599 83
QSO:  3500 CW 2010-30-01 1847 PA5GU	    599 134    F5LDY	     599 91
QSO:  3500 CW 2010-30-01 1848 PA5GU	    599 135    F6EYB	     599 40
QSO:  3500 CW 2010-30-01 1854 PA5GU	    599 136    F5VBU	     599 66
QSO:  3500 CW 2010-30-01 1858 PA5GU	    599 137    F8KFU	     599 91
END-OF-LOG:


