START-OF-LOG: 2.0
CREATED-BY: Coupe du REFde F6ADE
CONTEST: REF-CW
CALLSIGN: F2GL
NAME: BERNARD François
REF-SECTION: 89
OPERATORS: 
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 177870
SOAPBOX: 
RIG: Emetteur=TS 940 S Récepteur=: Antenne= beam 3 el. + G5RV Puissance=100W
OFFTIME: --  -- 
OFFTIME: --  -- 
OFFTIME: --  -- 
QSO: 14000 CW 2010-01-30 0805 F2GL          599 89     YU1UN         599 0029   0
QSO: 14000 CW 2010-01-30 0816 F2GL          599 89     UY5ME         599 0009   0
QSO: 14000 CW 2010-01-30 0817 F2GL          599 89     UR5EFL        599 0004   0
QSO: 14000 CW 2010-01-30 0818 F2GL          599 89     IT9IFI        599 0003   0
QSO: 14000 CW 2010-01-30 0819 F2GL          599 89     UA9FGJ        599 0016   0
QSO: 14000 CW 2010-01-30 0820 F2GL          599 89     SM6Z          599 0003   0
QSO: 14000 CW 2010-01-30 0820 F2GL          599 89     RZ9SWA        599 0005   0
QSO: 14000 CW 2010-01-30 0821 F2GL          599 89     UA3UAD        599 0014   0
QSO: 14000 CW 2010-01-30 0823 F2GL          599 89     LY1XA         599 0004   0
QSO: 14000 CW 2010-01-30 0823 F2GL          599 89     RW0AJ         599 0004   0
QSO: 14000 CW 2010-01-30 0823 F2GL          599 89     4Z5TK         599 0005   0
QSO: 14000 CW 2010-01-30 0824 F2GL          599 89     YO4AAC        599 0004   0
QSO: 14000 CW 2010-01-30 0824 F2GL          599 89     OH9NB         599 0004   0
QSO: 14000 CW 2010-01-30 0824 F2GL          599 89     UA9BX         599 0009   0
QSO: 14000 CW 2010-01-30 0825 F2GL          599 89     UU4JXW        599 0003   0
QSO: 14000 CW 2010-01-30 0826 F2GL          599 89     RW3XM         599 0004   0
QSO: 14000 CW 2010-01-30 0827 F2GL          599 89     EU1CL         599 0011   0
QSO: 14000 CW 2010-01-30 0828 F2GL          599 89     UU7JN         599 0004   0
QSO: 14000 CW 2010-01-30 0830 F2GL          599 89     SE6Y          599 0069   0
QSO: 14000 CW 2010-01-30 0831 F2GL          599 89     RA9JM         599 0004   0
QSO: 14000 CW 2010-01-30 0833 F2GL          599 89     RN3QP         599 0006   0
QSO: 14000 CW 2010-01-30 0834 F2GL          599 89     RU4WD         599 0016   0
QSO: 14000 CW 2010-01-30 0835 F2GL          599 89     UN9GD         599 0005   0
QSO: 14000 CW 2010-01-30 0835 F2GL          599 89     RU4AW         599 0011   0
QSO: 14000 CW 2010-01-30 0835 F2GL          599 89     UR5EPG        599 0008   0
QSO: 14000 CW 2010-01-30 0836 F2GL          599 89     YU1FG         599 0001   0
QSO: 14000 CW 2010-01-30 0837 F2GL          599 89     YU1PJ         599 0001   0
QSO: 14000 CW 2010-01-30 0838 F2GL          599 89     LZ1HW         599 0023   0
QSO: 14000 CW 2010-01-30 0841 F2GL          599 89     UR7MZ         599 0011   0
QSO: 14000 CW 2010-01-30 0842 F2GL          599 89     RK9KWI        599 0007   0
