START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: K2AR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K2AR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2026.
QSO:   144 PH 2026-06-13 2346 K2AR          FM19 W2SZ          FN32
QSO:   144 PH 2026-06-14 0006 K2AR          FM19 WN3A          FN10
QSO:   144 PH 2026-06-14 0041 K2AR          FM19 W3CCX         FN21
QSO:   432 PH 2026-06-14 0044 K2AR          FM19 W3CCX         FN21
QSO:   432 PH 2026-06-14 0055 K2AR          FM19 W8ZN          FM09
QSO:   222 PH 2026-06-14 0056 K2AR          FM19 W8ZN          FM09
QSO:   432 PH 2026-06-14 0057 K2AR          FM19 W8ZN          FM09
QSO:   222 PH 2026-06-14 0100 K2AR          FM19 WX3F          FM19
QSO:   144 PH 2026-06-14 1612 K2AR          FM19 N3NGE         FN20
QSO:   144 PH 2026-06-14 1626 K2AR          FM19 N2NT          FN20
QSO:   432 PH 2026-06-14 1627 K2AR          FM19 N2NT          FN20
QSO:    50 PH 2026-06-14 1634 K2AR          FM19 W3CCX         FN21
QSO:    50 PH 2026-06-14 1636 K2AR          FM19 W0ZB          EM38
QSO:    50 PH 2026-06-14 1638 K2AR          FM19 N4SVC         EM80
QSO:    50 PH 2026-06-14 1639 K2AR          FM19 WB2FKO        EL89
QSO:   144 PH 2026-06-15 0240 K2AR          FM19 K1TEO         FN31
QSO:   432 PH 2026-06-15 0242 K2AR          FM19 K1TEO         FN31
END-OF-LOG:
