START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: NH
CALLSIGN: K1KA
CATEGORY-POWER: LOW
CREATED-BY: N3FJP'S ARRL INTERNATIONAL DIGITAL CONTEST LOG 1.0
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CLUB: Yankee Clipper Contest Club
OPERATORS: K1KA
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: FN42FV
QSO: 50 DG 2022-06-04 1839 K1KA FN42 VE7VZ DN09 1
QSO: 50 DG 2022-06-04 1842 K1KA FN42 VE7SZ CN89 1
QSO: 21080 DG 2022-06-04 1847 K1KA FN42 KI6DY EN91 1
QSO: 21080 DG 2022-06-04 1849 K1KA FN42 W7AH DM42 1
QSO: 21080 DG 2022-06-04 1850 K1KA FN42 LY2SS KO05 1
QSO: 21080 DG 2022-06-04 1851 K1KA FN42 KV4ZY FM08 1
QSO: 21080 DG 2022-06-04 1853 K1KA FN42 N6WS CM95 1
QSO: 21080 DG 2022-06-04 1854 K1KA FN42 VX6WQ DO33 1
QSO: 21080 DG 2022-06-04 1858 K1KA FN42 LY2PAD KO14 1
QSO: 21080 DG 2022-06-04 1859 K1KA FN42 5B4AMM KM65 1
QSO: 21080 DG 2022-06-04 1901 K1KA FN42 OM5TX JN97 1
QSO: 21080 DG 2022-06-04 1906 K1KA FN42 K6PBF CM87 1
QSO: 21080 DG 2022-06-04 1908 K1KA FN42 KT0P DN28 1
QSO: 21080 DG 2022-06-04 1910 K1KA FN42 ON6NL JO21 1
QSO: 21080 DG 2022-06-04 1911 K1KA FN42 N4IJ EM95 1
QSO: 21080 DG 2022-06-04 1912 K1KA FN42 DG5LP JN48 1
QSO: 21080 DG 2022-06-04 1914 K1KA FN42 JJ1WWL QM06 1
QSO: 21080 DG 2022-06-04 1915 K1KA FN42 DK0BT JN59 1
QSO: 21080 DG 2022-06-04 1918 K1KA FN42 N7UVH DN17 1
QSO: 21080 DG 2022-06-04 1921 K1KA FN42 K8LF FM17 1
QSO: 21080 DG 2022-06-04 1922 K1KA FN42 9A4AA JN75 1
QSO: 21080 DG 2022-06-04 1923 K1KA FN42 N8OO EM31 1
QSO: 21080 DG 2022-06-04 1926 K1KA FN42 DR1X JO41 1
QSO: 21080 DG 2022-06-04 1927 K1KA FN42 KC8YDS EN91 1
QSO: 21080 DG 2022-06-04 1928 K1KA FN42 WA1PMA EL89 1
QSO: 21079 DG 2022-06-04 1930 K1KA FN42 NP4EB FK68 1
QSO: 21080 DG 2022-06-04 1931 K1KA FN42 HK4L FJ26 1
QSO: 21080 DG 2022-06-04 1933 K1KA FN42 SM1IRS IO97 1
QSO: 14078 DG 2022-06-04 2101 K1KA FN42 MQ5W IO80 1
QSO: 14080 DG 2022-06-04 2105 K1KA FN42 IU5PTV JN53 1
QSO: 14080 DG 2022-06-04 2113 K1KA FN42 ON6NL JO21 1
QSO: 14080 DG 2022-06-04 2114 K1KA FN42 NA5NN EM50 1
QSO: 14080 DG 2022-06-04 2116 K1KA FN42 5P1KZX JO57 1
QSO: 14080 DG 2022-06-04 2117 K1KA FN42 W0ADL EN35 1
QSO: 14078 DG 2022-06-04 2119 K1KA FN42 5B4AMM KM65 1
QSO: 14079 DG 2022-06-04 2125 K1KA FN42 PD1LAN JO22 1
QSO: 14080 DG 2022-06-04 2127 K1KA FN42 KA0BOJ EN10 1
QSO: 14080 DG 2022-06-04 2130 K1KA FN42 DK0BT JN59 1
QSO: 14080 DG 2022-06-04 2130 K1KA FN42 YO6BHN KN25 1
QSO: 14080 DG 2022-06-04 2132 K1KA FN42 EA3HMM JN00 1
QSO: 14080 DG 2022-06-04 2138 K1KA FN42 WC2F EM70 1
QSO: 14080 DG 2022-06-04 2139 K1KA FN42 F6EAZ JN18 1
QSO: 14080 DG 2022-06-04 2141 K1KA FN42 OZ7ADL JO46 1
QSO: 14080 DG 2022-06-04 2142 K1KA FN42 MM7BVP IO75 1
QSO: 14080 DG 2022-06-04 2208 K1KA FN42 SP2FOV JO94 1
QSO: 14080 DG 2022-06-04 2211 K1KA FN42 IS0YHV JM49 1
QSO: 14080 DG 2022-06-04 2214 K1KA FN42 K4SHW EM73 1
QSO: 14080 DG 2022-06-04 2215 K1KA FN42 W0ZA EN00 1
QSO: 14079 DG 2022-06-04 2218 K1KA FN42 KE4WE EN66 1
QSO: 14082 DG 2022-06-04 2222 K1KA FN42 SM2OTU KP16 1
QSO: 14081 DG 2022-06-04 2223 K1KA FN42 F4HPX JN18 1
QSO: 14082 DG 2022-06-04 2225 K1KA FN42 DF0TEC JO73 1
QSO: 14082 DG 2022-06-04 2226 K1KA FN42 WT2P EN51 1
QSO: 14082 DG 2022-06-04 2227 K1KA FN42 M0KKM JO02 1
QSO: 14082 DG 2022-06-04 2228 K1KA FN42 OZ1RH JO55 1
QSO: 14082 DG 2022-06-04 2231 K1KA FN42 W4BZM EM60 1
QSO: 14082 DG 2022-06-04 2247 K1KA FN42 CT1AIX IM59 1
QSO: 14081 DG 2022-06-04 2250 K1KA FN42 KL7TC BP64 1
QSO: 14082 DG 2022-06-04 2251 K1KA FN42 K6TQ CM98 1
QSO: 14082 DG 2022-06-04 2252 K1KA FN42 K0BVG EN35 1
QSO: 14082 DG 2022-06-04 2254 K1KA FN42 LB0FI JO59 1
QSO: 21079 DG 2022-06-04 2255 K1KA FN42 KH6AQ BK29 1
QSO: 21080 DG 2022-06-04 2256 K1KA FN42 VE5KS DO60 1
QSO: 21079 DG 2022-06-04 2257 K1KA FN42 PZ5RA GJ25 1
QSO: 21080 DG 2022-06-04 2258 K1KA FN42 K9OM EN65 1
QSO: 21080 DG 2022-06-04 2259 K1KA FN42 WR0OT DM79 1
QSO: 21080 DG 2022-06-04 2300 K1KA FN42 N6WHV DM79 1
QSO: 21079 DG 2022-06-04 2303 K1KA FN42 KF7GMV DN23 1
QSO: 21080 DG 2022-06-04 2304 K1KA FN42 NH6JC BL02 1
QSO: 21080 DG 2022-06-04 2309 K1KA FN42 NR5ON DM75 1
QSO: 21080 DG 2022-06-05 0039 K1KA FN42 KL7DE BP42 1
QSO: 21080 DG 2022-06-05 0042 K1KA FN42 KC7CS DM43 1
QSO: 21080 DG 2022-06-05 0227 K1KA FN42 W0MU DM79 1
QSO: 21080 DG 2022-06-05 0229 K1KA FN42 YC2KDU OI42 1
QSO: 21080 DG 2022-06-05 0230 K1KA FN42 WQ9F EN61 1
QSO: 21080 DG 2022-06-05 0231 K1KA FN42 K9NN EM69 1
QSO: 21080 DG 2022-06-05 0232 K1KA FN42 7L4IOU PM95 1
QSO: 21080 DG 2022-06-05 0235 K1KA FN42 JA0EVI PM97 1
QSO: 21080 DG 2022-06-05 0235 K1KA FN42 N6IC DM04 1
QSO: 21080 DG 2022-06-05 0237 K1KA FN42 W7OSG DM13 1
QSO: 21080 DG 2022-06-05 0239 K1KA FN42 KH6CJJ BL10 1
QSO: 21080 DG 2022-06-05 0240 K1KA FN42 KP4JRS FK68 1
QSO: 21080 DG 2022-06-05 0243 K1KA FN42 ZM1VAH RF72 1
QSO: 21080 DG 2022-06-05 0244 K1KA FN42 W6IA CM97 1
QSO: 21080 DG 2022-06-05 0246 K1KA FN42 KE6SHL DM06 1
QSO: 21080 DG 2022-06-05 0247 K1KA FN42 ZL4KYH RE78 1
QSO: 21080 DG 2022-06-05 0248 K1KA FN42 W4UWC EM77 1
QSO: 21080 DG 2022-06-05 0249 K1KA FN42 KP2B FK77 1
QSO: 21080 DG 2022-06-05 0251 K1KA FN42 W7MTL CN84 1
QSO: 21080 DG 2022-06-05 0252 K1KA FN42 N5MU EM10 1
QSO: 21080 DG 2022-06-05 0253 K1KA FN42 AE5FM EM13 1
QSO: 21080 DG 2022-06-05 0255 K1KA FN42 N7VGO CN87 1
QSO: 14080 DG 2022-06-05 0300 K1KA FN42 GB2FRA IO98 1
QSO: 14080 DG 2022-06-05 0301 K1KA FN42 KK4DF EM85 1
QSO: 14080 DG 2022-06-05 0305 K1KA FN42 K9PW EN52 1
QSO: 14080 DG 2022-06-05 0306 K1KA FN42 HG8LXL KN06 1
QSO: 14080 DG 2022-06-05 0308 K1KA FN42 K1WX EL96 1
QSO: 14080 DG 2022-06-05 0309 K1KA FN42 W4UWC EM77 1
QSO: 14080 DG 2022-06-05 0311 K1KA FN42 N7XCZ DM09 1
QSO: 14080 DG 2022-06-05 0313 K1KA FN42 SV1CEI KM18 1
QSO: 14080 DG 2022-06-05 0315 K1KA FN42 R9SY OO62 1
QSO: 14080 DG 2022-06-05 0317 K1KA FN42 AA4DD EM86 1
QSO: 14080 DG 2022-06-05 0318 K1KA FN42 R1TD KO58 1
END-OF-LOG:
