START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
LOCATION: DX
CALLSIGN: ZV2F
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-STATION: FIXED
CREATED-BY: N1MM LOGGER+ 1.0.9553.0
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CLUB: Araucaria DX Group
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: PY2SFA
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: GG66RJ
QSO: 28091 DG 2022-06-04 1906 ZV2F GG66 K2LNS FN21
QSO: 28091 DG 2022-06-04 1908 ZV2F GG66 N1API FN31
QSO: 28091 DG 2022-06-04 1910 ZV2F GG66 WO4O EL98
QSO: 28091 DG 2022-06-04 1913 ZV2F GG66 W2ZQ FN20
QSO: 28091 DG 2022-06-04 1915 ZV2F GG66 K2KA FN42
QSO: 21092 DG 2022-06-04 1933 ZV2F GG66 GB2FRA IO90
QSO: 28092 DG 2022-06-04 1935 ZV2F GG66 AA3B FN20
QSO: 21082 DG 2022-06-04 1942 ZV2F GG66 LW7ESL GF05
QSO: 14082 DG 2022-06-04 1947 ZV2F GG66 LU6ETB GF05
QSO: 21092 DG 2022-06-04 1953 ZV2F GG66 NN5T EM12
QSO: 28091 DG 2022-06-04 2003 ZV2F GG66 PY2DN GG66
QSO: 28092 DG 2022-06-04 2011 ZV2F GG66 AJ4VE EM73
QSO: 21082 DG 2022-06-04 2039 ZV2F GG66 W0GJT DM59
QSO: 21082 DG 2022-06-04 2041 ZV2F GG66 VE3CT FN04
QSO: 21082 DG 2022-06-04 2044 ZV2F GG66 SG5Z JO89
QSO: 21082 DG 2022-06-04 2045 ZV2F GG66 N4UPX EM50
QSO: 14081 DG 2022-06-04 2057 ZV2F GG66 CE3TMM FF46
QSO: 14092 DG 2022-06-04 2102 ZV2F GG66 LU7EME GF15
QSO: 21092 DG 2022-06-04 2109 ZV2F GG66 OH8WW KP24
QSO: 21092 DG 2022-06-05 2052 ZV2F GG66 DH6BH JO33
QSO: 28092 DG 2022-06-05 2058 ZV2F GG66 PA3DUU JO21
QSO: 21081 DG 2022-06-05 2113 ZV2F GG66 WT0DX DM79
QSO: 14091 DG 2022-06-05 2136 ZV2F GG66 5P1KZX JO57
QSO: 21083 DG 2022-06-05 2208 ZV2F GG66 KJ4QHL EL96
QSO: 21083 DG 2022-06-05 2209 ZV2F GG66 KI6DY EN91
QSO: 21083 DG 2022-06-05 2210 ZV2F GG66 K5ZD FN42
QSO: 21083 DG 2022-06-05 2211 ZV2F GG66 N2NC FN20
QSO: 21082 DG 2022-06-05 2329 ZV2F GG66 N8EUI EN73
QSO: 21081 DG 2022-06-05 2357 ZV2F GG66 KD6HOF CM99
QSO: 21081 DG 2022-06-05 2358 ZV2F GG66 N8EUI EN73
QSO: 21081 DG 2022-06-05 2359 ZV2F GG66 WC4H EL89
END-OF-LOG:
