START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: EF8O
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 663462
OPERATORS: DJ1OJ
CLUB: Bavarian Contest Club
NAME: Heijo Schulte
SOAPBOX: with IC-756PROIII 100W GP/dipole without Cluster but XYL in same room
QSO: 28395 PH 2013-10-26 0858 EF8O          59  33     IR5A          59  15     0
QSO: 28399 PH 2013-10-26 0859 EF8O          59  33     R2MA          59  16     0
QSO: 28414 PH 2013-10-26 0900 EF8O          59  33     II9P          59  15     0
QSO: 28418 PH 2013-10-26 0900 EF8O          59  33     4O3A          59  15     0
QSO: 28423 PH 2013-10-26 0901 EF8O          59  33     RA1ABR        59  16     0
QSO: 28429 PH 2013-10-26 0902 EF8O          59  33     EI7M          59  14     0
QSO: 28437 PH 2013-10-26 0904 EF8O          59  33     TM0R          59  14     0
QSO: 28447 PH 2013-10-26 0904 EF8O          59  33     HB9MM         59  14     0
QSO: 28456 PH 2013-10-26 0905 EF8O          59  33     IO1T          59  15     0
QSO: 28484 PH 2013-10-26 0910 EF8O          59  33     RN3F          59  16     0
QSO: 28492 PH 2013-10-26 0911 EF8O          59  33     UT7E          59  16     0
QSO: 28551 PH 2013-10-26 0914 EF8O          59  33     RU5A          59  16     0
QSO: 28594 PH 2013-10-26 0918 EF8O          59  33     UW5U          59  16     0
QSO: 28598 PH 2013-10-26 0919 EF8O          59  33     GM3YTS        59  14     0
QSO: 28600 PH 2013-10-26 0919 EF8O          59  33     R7AW          59  16     0
QSO: 28607 PH 2013-10-26 0920 EF8O          59  33     OH8X          59  15     0
QSO: 28620 PH 2013-10-26 0922 EF8O          59  33     IZ2JNN        59  15     0
QSO: 28620 PH 2013-10-26 0923 EF8O          59  33     II3Z          59  15     0
QSO: 28620 PH 2013-10-26 0923 EF8O          59  33     TM5T          59  14     0
QSO: 28620 PH 2013-10-26 0924 EF8O          59  33     DL3EBX        59  14     0
QSO: 28620 PH 2013-10-26 0925 EF8O          59  33     IT9ESW        59  15     0
QSO: 28620 PH 2013-10-26 0926 EF8O          59  33     I4VIL         59  15     0
QSO: 28622 PH 2013-10-26 0927 EF8O          59  33     RV3ATS        59  16     0
QSO: 28625 PH 2013-10-26 0928 EF8O          59  33     R3BA          59  16     0
QSO: 28637 PH 2013-10-26 0928 EF8O          59  33     M5B           59  14     0
QSO: 28644 PH 2013-10-26 0929 EF8O          59  33     EI6JK         59  14     0
QSO: 28654 PH 2013-10-26 0931 EF8O          59  33     RX9SR         59  16     0
QSO: 28679 PH 2013-10-26 0932 EF8O          59  33     IN3MNS        59  15     0
QSO: 28679 PH 2013-10-26 0932 EF8O          59  33     SO9C          59  15     0
QSO: 28679 PH 2013-10-26 0933 EF8O          59  33     UT6EE         59  16     0
QSO: 21153 PH 2013-10-26 0936 EF8O          59  33     PY8WW         59  11     0
QSO: 21160 PH 2013-10-26 0936 EF8O          59  33     UT7E          59  16     0
QSO: 21169 PH 2013-10-26 0939 EF8O          59  33     EA6/S53R      59  14     0
QSO: 21177 PH 2013-10-26 0940 EF8O          59  33     CR2X          59  14     0
QSO: 21196 PH 2013-10-26 0941 EF8O          59  33     F4EQH         59  14     0
QSO: 21215 PH 2013-10-26 0943 EF8O          59  33     IT9BDM        59  15     0
QSO: 21227 PH 2013-10-26 0944 EF8O          59  33     DG1IU         59  14     0
QSO: 21237 PH 2013-10-26 0948 EF8O          59  33     CR5T          59  14     0
QSO: 21253 PH 2013-10-26 0949 EF8O          59  33     UP2L          59  17     0
QSO: 21274 PH 2013-10-26 0952 EF8O          59  33     PT2CM         59  11     0
QSO: 21275 PH 2013-10-26 0954 EF8O          59  33     LP1H          59  13     0
QSO: 21280 PH 2013-10-26 0954 EF8O          59  33     9A9A          59  15     0
QSO: 21287 PH 2013-10-26 0955 EF8O          59  33     IW9HIK/3      59  15     0
QSO: 21296 PH 2013-10-26 1007 EF8O          59  33     FY5KE         59  09     0
QSO: 21299 PH 2013-10-26 1008 EF8O          59  33     UW5ZM         59  16     0
QSO: 21310 PH 2013-10-26 1010 EF8O          59  33     EA9CD         59  33     0
QSO: 21336 PH 2013-10-26 1011 EF8O          59  33     9A1P          59  15     0
QSO: 21346 PH 2013-10-26 1012 EF8O          59  33     D4C           59  35     0
QSO: 21353 PH 2013-10-26 1016 EF8O          59  33     DR1A          59  14     0
QSO: 21357 PH 2013-10-26 1017 EF8O          59  33     IZ4GWE        59  15     0
QSO: 21363 PH 2013-10-26 1017 EF8O          59  33     EE7Y          59  14     0
QSO: 21379 PH 2013-10-26 1018 EF8O          59  33     YL2SM         59  15     0
QSO: 21397 PH 2013-10-26 1019 EF8O          59  33     UZ4I          59  16     0
QSO: 21415 PH 2013-10-26 1020 EF8O          59  33     EA1FDI        59  14     0
QSO: 21421 PH 2013-10-26 1021 EF8O          59  33     IK4DCX        59  15     0
QSO: 21426 PH 2013-10-26 1022 EF8O          59  33     SK3W          59  14     0
QSO: 21434 PH 2013-10-26 1022 EF8O          59  33     ED1T          59  14     0
QSO: 21444 PH 2013-10-26 1023 EF8O          59  33     IG9Y          59  33     0
QSO: 21449 PH 2013-10-26 1023 EF8O          59  33     EA4GLI        59  14     0
QSO: 21446 PH 2013-10-26 1024 EF8O          59  33     YP0C          59  20     0
QSO: 14266 PH 2013-10-26 1046 EF8O          59  33     N1MM          59  05     0
QSO: 14136 PH 2013-10-26 1048 EF8O          59  33     CJ3T          59  04     0
QSO: 14142 PH 2013-10-26 1048 EF8O          59  33     VE3EJ         59  04     0
QSO: 14145 PH 2013-10-26 1049 EF8O          59  33     F4EQA         59  14     0
QSO: 14151 PH 2013-10-26 1050 EF8O          59  33     K4XS          59  05     0
QSO: 14151 PH 2013-10-26 1053 EF8O          59  33     K3LR          59  05     0
QSO: 14156 PH 2013-10-26 1055 EF8O          59  33     K1LZ          59  05     0
QSO: 14177 PH 2013-10-26 1058 EF8O          59  33     W3LPL         59  05     0
QSO: 14179 PH 2013-10-26 1058 EF8O          59  33     WE3C          59  05     0
QSO: 14190 PH 2013-10-26 1059 EF8O          59  33     GM0B          59  14     0
QSO: 14195 PH 2013-10-26 1102 EF8O          59  33     SP9KAO        59  15     0
QSO: 14320 PH 2013-10-26 1105 EF8O          59  33     ED1R          59  14     0
QSO: 14278 PH 2013-10-26 1106 EF8O          59  33     EA7LL         59  14     0
QSO: 14262 PH 2013-10-26 1107 EF8O          59  33     EE5T          59  14     0
QSO: 28727 PH 2013-10-26 1109 EF8O          59  33     OH3OJ         59  15     0
QSO: 28725 PH 2013-10-26 1202 EF8O          59  33     DJ1ZU         59  14     0
QSO: 28724 PH 2013-10-26 1203 EF8O          59  33     RA1AL         59  16     0
QSO: 28704 PH 2013-10-26 1204 EF8O          59  33     K2CJ          59  05     0
QSO: 28696 PH 2013-10-26 1206 EF8O          59  33     IK4OMU        59  15     0
QSO: 28689 PH 2013-10-26 1207 EF8O          59  33     LY2W          59  15     0
QSO: 28686 PH 2013-10-26 1208 EF8O          59  33     IG9Y          59  33     0
QSO: 28682 PH 2013-10-26 1208 EF8O          59  33     IR2L          59  15     0
QSO: 28672 PH 2013-10-26 1209 EF8O          59  33     EA5DY         59  14     0
QSO: 28650 PH 2013-10-26 1211 EF8O          59  33     S53O          59  15     0
QSO: 28648 PH 2013-10-26 1211 EF8O          59  33     RM3Q          59  16     0
QSO: 28642 PH 2013-10-26 1212 EF8O          59  33     Z68BH         59  15     0
QSO: 28629 PH 2013-10-26 1213 EF8O          59  33     A71BX         59  21     0
QSO: 28623 PH 2013-10-26 1216 EF8O          59  33     DK5QN         59  14     0
QSO: 28615 PH 2013-10-26 1217 EF8O          59  33     US5D          59  16     0
QSO: 28593 PH 2013-10-26 1220 EF8O          59  33     NN3W          59  05     0
QSO: 28588 PH 2013-10-26 1221 EF8O          59  33     IO5O          59  15     0
QSO: 28582 PH 2013-10-26 1222 EF8O          59  33     HI3/NP3J      59  08     0
QSO: 28575 PH 2013-10-26 1222 EF8O          59  33     K4XS          59  05     0
QSO: 28513 PH 2013-10-26 1227 EF8O          59  33     K3CR          59  05     0
QSO: 28511 PH 2013-10-26 1227 EF8O          59  33     PR5D          59  11     0
QSO: 28495 PH 2013-10-26 1228 EF8O          59  33     UT7QF         59  16     0
QSO: 28477 PH 2013-10-26 1229 EF8O          59  33     PI4YLC        59  14     0
QSO: 28271 PH 2013-10-26 1423 EF8O          59  33     VE3RA         59  04     0
QSO: 28277 PH 2013-10-26 1423 EF8O          59  33     PY1NX         59  11     0
QSO: 28288 PH 2013-10-26 1426 EF8O          59  33     YN5Z          59  07     0
QSO: 28295 PH 2013-10-26 1427 EF8O          59  33     VE1JS         59  05     0
QSO: 28307 PH 2013-10-26 1430 EF8O          59  33     DL2DCX        59  14     0
QSO: 28307 PH 2013-10-26 1431 EF8O          59  33     WD5K          59  04     0
QSO: 28307 PH 2013-10-26 1431 EF8O          59  33     W7DO          59  05     0
QSO: 28307 PH 2013-10-26 1431 EF8O          59  33     VE1OP         59  05     0
QSO: 28307 PH 2013-10-26 1432 EF8O          59  33     DL1BSH        59  14     0
QSO: 28307 PH 2013-10-26 1432 EF8O          59  33     AG4C          59  05     0
QSO: 28307 PH 2013-10-26 1433 EF8O          59  33     F6HMQ         59  14     0
QSO: 28307 PH 2013-10-26 1433 EF8O          59  33     I0UZF         59  15     0
QSO: 28307 PH 2013-10-26 1433 EF8O          59  33     KS0MO         59  04     0
QSO: 28307 PH 2013-10-26 1434 EF8O          59  33     P3N           59  20     0
QSO: 28307 PH 2013-10-26 1435 EF8O          59  33     GI4SJQ        59  14     0
QSO: 28307 PH 2013-10-26 1436 EF8O          59  33     UY1HY         59  16     0
QSO: 28307 PH 2013-10-26 1437 EF8O          59  33     DK0IW         59  14     0
QSO: 28307 PH 2013-10-26 1437 EF8O          59  33     OT1S          59  14     0
QSO: 28307 PH 2013-10-26 1438 EF8O          59  33     UT1IM         59  16     0
QSO: 28307 PH 2013-10-26 1440 EF8O          59  33     HB9DFD        59  14     0
QSO: 21445 PH 2013-10-26 1450 EF8O          59  33     WK1Q          59  05     0
QSO: 21417 PH 2013-10-26 1452 EF8O          59  33     EE5T          59  14     0
QSO: 21415 PH 2013-10-26 1452 EF8O          59  33     RU1A          59  16     0
QSO: 21413 PH 2013-10-26 1454 EF8O          59  33     UA4L          59  16     0
QSO: 21394 PH 2013-10-26 1458 EF8O          59  33     N9RV          59  04     0
QSO: 21389 PH 2013-10-26 1459 EF8O          59  33     UA6AA         59  16     0
QSO: 21362 PH 2013-10-26 1504 EF8O          59  33     OE3K          59  15     0
QSO: 21354 PH 2013-10-26 1504 EF8O          59  33     IK4ADE        59  15     0
QSO: 21300 PH 2013-10-26 1508 EF8O          59  33     IQ2MI         59  15     0
QSO: 21296 PH 2013-10-26 1509 EF8O          59  33     DF0HQ         59  14     0
QSO: 21292 PH 2013-10-26 1510 EF8O          59  33     DP7D          59  14     0
QSO: 21282 PH 2013-10-26 1512 EF8O          59  33     SJ2W          59  14     0
QSO: 21278 PH 2013-10-26 1512 EF8O          59  33     II9P          59  15     0
QSO: 21267 PH 2013-10-26 1513 EF8O          59  33     W0AIH         59  04     0
QSO: 21261 PH 2013-10-26 1514 EF8O          59  33     IR4X          59  15     0
QSO: 21246 PH 2013-10-26 1515 EF8O          59  33     W3LPL         59  05     0
QSO: 21242 PH 2013-10-26 1515 EF8O          59  33     PX2V          59  11     0
QSO: 21237 PH 2013-10-26 1516 EF8O          59  33     K1RX          59  05     0
QSO: 21234 PH 2013-10-26 1516 EF8O          59  33     ES1O          59  15     0
QSO: 21220 PH 2013-10-26 1520 EF8O          59  33     N9NC          59  05     0
QSO: 21214 PH 2013-10-26 1522 EF8O          59  33     WE3C          59  05     0
QSO: 21212 PH 2013-10-26 1523 EF8O          59  33     NW2K          59  05     0
QSO: 21198 PH 2013-10-26 1525 EF8O          59  33     P43A          59  09     0
QSO: 21187 PH 2013-10-26 1526 EF8O          59  33     OK2D          59  15     0
QSO: 21180 PH 2013-10-26 1530 EF8O          59  33     VA3YP         59  04     0
QSO: 21168 PH 2013-10-26 1531 EF8O          59  33     EE3C          59  14     0
QSO: 21136 PH 2013-10-26 1531 EF8O          59  33     VO1MP         59  05     0
QSO: 21133 PH 2013-10-26 1532 EF8O          59  33     VE3EJ         59  04     0
QSO: 21125 PH 2013-10-26 1532 EF8O          59  33     YO3RU         59  20     0
QSO: 21121 PH 2013-10-26 1533 EF8O          59  33     VE6SV         59  04     0
QSO: 21114 PH 2013-10-26 1533 EF8O          59  33     IZ3GNG        59  15     0
QSO: 21108 PH 2013-10-26 1534 EF8O          59  33     VE3AAQ        59  04     0
QSO: 21117 PH 2013-10-26 1534 EF8O          59  33     8P5A          59  08     0
QSO: 21119 PH 2013-10-26 1535 EF8O          59  33     VE6WQ         59  04     0
QSO: 21141 PH 2013-10-26 1536 EF8O          59  33     IR7V          59  15     0
QSO: 29004 PH 2013-10-26 1542 EF8O          59  33     TI3W          59  07     0
QSO: 29003 PH 2013-10-26 1542 EF8O          59  33     DC3RJ         59  14     0
QSO: 28994 PH 2013-10-26 1542 EF8O          59  33     W9RE          59  04     0
QSO: 28988 PH 2013-10-26 1543 EF8O          59  33     K3PP          59  05     0
QSO: 28978 PH 2013-10-26 1543 EF8O          59  33     PX2B          59  11     0
QSO: 28975 PH 2013-10-26 1544 EF8O          59  33     N4OX          59  05     0
QSO: 28968 PH 2013-10-26 1547 EF8O          59  33     DR2W          59  14     0
QSO: 28957 PH 2013-10-26 1548 EF8O          59  33     DP9Z          59  14     0
QSO: 28938 PH 2013-10-26 1549 EF8O          59  33     W1WEF         59  05     0
QSO: 28915 PH 2013-10-26 1550 EF8O          59  33     WB9Z          59  04     0
QSO: 28908 PH 2013-10-26 1550 EF8O          59  33     IS0IEK        59  15     0
QSO: 28908 PH 2013-10-26 1551 EF8O          59  33     DF5MO         59  14     0
QSO: 28902 PH 2013-10-26 1551 EF8O          59  33     DM4X          59  14     0
QSO: 28900 PH 2013-10-26 1552 EF8O          59  33     W8MJ          59  04     0
QSO: 28897 PH 2013-10-26 1552 EF8O          59  33     K3WW          59  05     0
QSO: 28892 PH 2013-10-26 1553 EF8O          59  33     N2RJ          59  05     0
QSO: 28890 PH 2013-10-26 1554 EF8O          59  33     K4HX          59  05     0
QSO: 28890 PH 2013-10-26 1554 EF8O          59  33     IK2YSJ        59  15     0
QSO: 28890 PH 2013-10-26 1555 EF8O          59  33     K3SOM         59  05     0
QSO: 28890 PH 2013-10-26 1556 EF8O          59  33     WB2ZAB        59  05     0
QSO: 28890 PH 2013-10-26 1556 EF8O          59  33     IN3EIS        59  15     0
QSO: 28890 PH 2013-10-26 1557 EF8O          59  33     K5DWI         59  05     0
QSO: 28890 PH 2013-10-26 1557 EF8O          59  33     W2HDI         59  05     0
QSO: 28890 PH 2013-10-26 1557 EF8O          59  33     N8MDP         59  04     0
QSO: 28890 PH 2013-10-26 1600 EF8O          59  33     EA8/OH2BP     59  33     0
QSO: 28890 PH 2013-10-26 1601 EF8O          59  33     IU9A          59  15     0
QSO: 28883 PH 2013-10-26 1603 EF8O          59  33     F4DSK         59  14     0
QSO: 28873 PH 2013-10-26 1603 EF8O          59  33     K2PO          59  03     0
QSO: 28871 PH 2013-10-26 1604 EF8O          59  33     K4EU          59  05     0
QSO: 28861 PH 2013-10-26 1604 EF8O          59  33     N5MV          59  04     0
QSO: 28859 PH 2013-10-26 1605 EF8O          59  33     PX2W          59  11     0
QSO: 28849 PH 2013-10-26 1605 EF8O          59  33     K3MD          59  05     0
QSO: 28846 PH 2013-10-26 1606 EF8O          59  33     WE3C          59  05     0
QSO: 28844 PH 2013-10-26 1606 EF8O          59  33     DJ2QV         59  14     0
QSO: 28840 PH 2013-10-26 1607 EF8O          59  33     OK5W          59  15     0
QSO: 28838 PH 2013-10-26 1607 EF8O          59  33     W1CSM         59  05     0
QSO: 28837 PH 2013-10-26 1607 EF8O          59  33     N1UR          59  05     0
QSO: 28834 PH 2013-10-26 1609 EF8O          59  33     LU8DY         59  13     0
QSO: 28834 PH 2013-10-26 1609 EF8O          59  33     PA3CJP        59  14     0
QSO: 28834 PH 2013-10-26 1610 EF8O          59  33     XQ7UP         59  12     0
QSO: 28834 PH 2013-10-26 1611 EF8O          59  33     KB3USC/QRP    59  05     0
QSO: 28828 PH 2013-10-26 1613 EF8O          59  33     KE2VB         59  03     0
QSO: 28831 PH 2013-10-26 1615 EF8O          59  33     K5GDX         59  04     0
QSO: 28825 PH 2013-10-26 1616 EF8O          59  33     DL1SMA        59  14     0
QSO: 28820 PH 2013-10-26 1617 EF8O          59  33     W3BGN         59  05     0
QSO: 28814 PH 2013-10-26 1618 EF8O          59  33     VE9AA         59  05     0
QSO: 28810 PH 2013-10-26 1618 EF8O          59  33     KU5B          59  04     0
QSO: 28803 PH 2013-10-26 1618 EF8O          59  33     DL1M          59  14     0
QSO: 28793 PH 2013-10-26 1619 EF8O          59  33     M6T           59  14     0
QSO: 28789 PH 2013-10-26 1620 EF8O          59  33     K1ZO          59  05     0
QSO: 28781 PH 2013-10-26 1620 EF8O          59  33     W5PR          59  04     0
QSO: 28758 PH 2013-10-26 1624 EF8O          59  33     AK5DX         59  04     0
QSO: 28744 PH 2013-10-26 1625 EF8O          59  33     K3LR          59  05     0
QSO: 28736 PH 2013-10-26 1625 EF8O          59  33     EI9E          59  14     0
QSO: 28732 PH 2013-10-26 1627 EF8O          59  33     CR2T          59  14     0
QSO: 28724 PH 2013-10-26 1628 EF8O          59  33     K0TT          59  04     0
QSO: 28724 PH 2013-10-26 1628 EF8O          59  33     W0ZP          59  04     0
QSO: 28724 PH 2013-10-26 1628 EF8O          59  33     N9CIQ         59  04     0
QSO: 28724 PH 2013-10-26 1629 EF8O          59  33     F1VS          59  14     0
QSO: 28724 PH 2013-10-26 1630 EF8O          59  33     W5HFF         59  04     0
QSO: 28724 PH 2013-10-26 1630 EF8O          59  33     DF3IS         59  14     0
QSO: 28724 PH 2013-10-26 1630 EF8O          59  33     IZ8EWD        59  15     0
QSO: 28716 PH 2013-10-26 1632 EF8O          59  33     VA7FC         59  03     0
QSO: 28714 PH 2013-10-26 1632 EF8O          59  33     OL4A          59  15     0
QSO: 28710 PH 2013-10-26 1633 EF8O          59  33     F4EQA         59  14     0
QSO: 28705 PH 2013-10-26 1635 EF8O          59  33     TM1O          59  14     0
QSO: 28692 PH 2013-10-26 1636 EF8O          59  33     DL1NEO        59  14     0
QSO: 28650 PH 2013-10-26 1638 EF8O          59  33     W3LPL         59  05     0
QSO: 28639 PH 2013-10-26 1640 EF8O          59  33     VE5PV         59  04     0
QSO: 28638 PH 2013-10-26 1640 EF8O          59  33     KC1XX         59  05     0
QSO: 28626 PH 2013-10-26 1641 EF8O          59  33     DL1YD         59  14     0
QSO: 28615 PH 2013-10-26 1643 EF8O          59  33     6Y1X          59  08     0
QSO: 28603 PH 2013-10-26 1644 EF8O          59  33     ZD8O          59  36     0
QSO: 28595 PH 2013-10-26 1645 EF8O          59  33     W1DX          59  05     0
QSO: 28567 PH 2013-10-26 1658 EF8O          59  33     ZW5B          59  11     0
QSO: 28565 PH 2013-10-26 1659 EF8O          59  33     OM8A          59  15     0
QSO: 28557 PH 2013-10-26 1700 EF8O          59  33     YY4DNN        59  09     0
QSO: 28548 PH 2013-10-26 1701 EF8O          59  33     N2RM          59  05     0
QSO: 28527 PH 2013-10-26 1702 EF8O          59  33     LS1F          59  13     0
QSO: 28517 PH 2013-10-26 1703 EF8O          59  33     PR5C          59  11     0
QSO: 28510 PH 2013-10-26 1704 EF8O          59  33     DF0HQ         59  14     0
QSO: 28494 PH 2013-10-26 1704 EF8O          59  33     IB9T          59  15     0
QSO: 28480 PH 2013-10-26 1705 EF8O          59  33     PX2C          59  11     0
QSO: 28470 PH 2013-10-26 1708 EF8O          59  33     W3UA          59  05     0
QSO: 28464 PH 2013-10-26 1709 EF8O          59  33     NR5M          59  04     0
QSO: 28463 PH 2013-10-26 1711 EF8O          59  33     F6DZU         59  14     0
QSO: 28461 PH 2013-10-26 1712 EF8O          59  33     WP4SD         59  08     0
QSO: 28443 PH 2013-10-26 1714 EF8O          59  33     ON4IA         59  14     0
QSO: 28436 PH 2013-10-26 1715 EF8O          59  33     TO1A          59  09     0
QSO: 28425 PH 2013-10-26 1717 EF8O          59  33     K9BGL         59  04     0
QSO: 28403 PH 2013-10-26 1719 EF8O          59  33     EE3C          59  14     0
QSO: 28400 PH 2013-10-26 1720 EF8O          59  33     W3EP          59  05     0
QSO: 28397 PH 2013-10-26 1721 EF8O          59  33     G5O           59  14     0
