START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: JH7IQQ
CLAIMED-SCORE: 111505
OPERATORS:
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Makoto Ito
SOAPBOX: I enjoyed the contest very well with fixed 1ele. delta-loop antenna.
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 21000 PH 2013-10-26 0014 JH7IQQ        59  25     K0MLM         59  04 0
QSO: 21000 PH 2013-10-26 0020 JH7IQQ        59  25     K3ZO          59  05 0
QSO: 21000 PH 2013-10-26 0021 JH7IQQ        59  25     K8AZ          59  04 0
QSO: 21000 PH 2013-10-26 0024 JH7IQQ        59  25     NW2K          59  05 0
QSO: 21000 PH 2013-10-26 0028 JH7IQQ        59  25     K7RI          59  03 0
QSO: 21000 PH 2013-10-26 0031 JH7IQQ        59  25     W0DLE         59  04 0
QSO: 21000 PH 2013-10-26 0035 JH7IQQ        59  25     UA0XAK        59  19 0
QSO: 21000 PH 2013-10-26 0037 JH7IQQ        59  25     CJ7RR         59  03 0
QSO: 21000 PH 2013-10-26 0042 JH7IQQ        59  25     B3C           59  24 0
QSO: 21000 PH 2013-10-26 0047 JH7IQQ        59  25     NQ4I          59  05 0
QSO: 21000 PH 2013-10-26 0055 JH7IQQ        59  25     N0NI          59  04 0
QSO: 21000 PH 2013-10-26 0056 JH7IQQ        59  25     BD4KM         59  24 0
QSO: 21000 PH 2013-10-26 0100 JH7IQQ        59  25     WA7LT         59  03 0
QSO: 21000 PH 2013-10-26 0101 JH7IQQ        59  25     N9RV          59  04 0
QSO: 21000 PH 2013-10-26 0110 JH7IQQ        59  25     9M2SM         59  28 0
QSO: 21000 PH 2013-10-26 0113 JH7IQQ        59  25     CE1TT         59  12 0
QSO: 21000 PH 2013-10-26 0120 JH7IQQ        59  25     K3CR          59  05 0
QSO: 21000 PH 2013-10-26 0122 JH7IQQ        59  25     PT5J          59  11 0
QSO: 21000 PH 2013-10-26 0125 JH7IQQ        59  25     LS1F          59  13 0
QSO: 21000 PH 2013-10-26 0129 JH7IQQ        59  25     R8MC          59  17 0
QSO: 21000 PH 2013-10-26 0131 JH7IQQ        59  25     KI7M          59  03 0
QSO: 21000 PH 2013-10-26 0133 JH7IQQ        59  25     YB9Y          59  28 0
QSO: 21000 PH 2013-10-26 0140 JH7IQQ        59  25     KL7KY         59  01 0
QSO: 21000 PH 2013-10-26 0147 JH7IQQ        59  25     W6AFA         59  03 0
QSO: 21000 PH 2013-10-26 0156 JH7IQQ        59  25     VK6NC         59  29 0
QSO: 21000 PH 2013-10-26 0158 JH7IQQ        59  25     K0EJ          59  04 0
QSO: 21000 PH 2013-10-26 0201 JH7IQQ        59  25     ZV2K          59  11 0
QSO: 21000 PH 2013-10-26 0207 JH7IQQ        59  25     KL7RA         59  01 0
QSO: 21000 PH 2013-10-26 0209 JH7IQQ        59  25     YE2W          59  28 0
QSO: 21000 PH 2013-10-26 0211 JH7IQQ        59  25     LP1H          59  13 0
