START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.2
CONTEST: CQ-WW-SSB
CALLSIGN: W6KA
LOCATION: CA
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLUB: Pasadena Radio Club
CLAIMED-SCORE: 17172
OPERATORS: AC6VV NU3D K6BNT WA0POD KF6RRR W6ELI W6CKG KA7FIU N1BN
QSO: 28000 PH 2013-10-26 2156 W6KA          59  03     LS1F          59  13
QSO: 28000 PH 2013-10-26 2158 W6KA          59  03     XE1HG         59  06
QSO: 28000 PH 2013-10-26 2204 W6KA          59  03     TO1A          59  09
QSO: 28000 PH 2013-10-26 2209 W6KA          59  03     PX2C          59  11
QSO: 28000 PH 2013-10-26 2221 W6KA          59  03     VY2LI         59  05
QSO: 28000 PH 2013-10-26 2229 W6KA          59  03     LU9DAG        59  13
QSO: 28000 PH 2013-10-26 2255 W6KA          59  03     JA8WKE        59  25
QSO: 28000 PH 2013-10-26 2303 W6KA          59  03     PY2COY        59  11
QSO: 28000 PH 2013-10-26 2313 W6KA          59  03     JA3QOS        59  25
QSO: 28000 PH 2013-10-26 2320 W6KA          59  03     LW6DG         59  13
QSO: 28000 PH 2013-10-26 2323 W6KA          59  03     PY2UD         59  11
QSO: 28000 PH 2013-10-26 2328 W6KA          59  03     VP5DX         59  08
QSO: 21000 PH 2013-10-26 2338 W6KA          59  03     XE1RCS        59  06
QSO: 21000 PH 2013-10-26 2345 W6KA          59  03     PJ6A          59  08
QSO: 21000 PH 2013-10-26 2355 W6KA          59  03     LU1UM         59  13
QSO: 21000 PH 2013-10-26 2359 W6KA          59  03     JR4HZR        59  25
QSO: 28000 PH 2013-10-27 0024 W6KA          59  03     CW3A          59  13
QSO: 28000 PH 2013-10-27 0026 W6KA          59  03     LW6DG         59  13
QSO: 28000 PH 2013-10-27 0028 W6KA          59  03     AY5F          59  13
QSO: 28000 PH 2013-10-27 0031 W6KA          59  03     CX7ACH        59  13
QSO: 28000 PH 2013-10-27 0033 W6KA          59  03     LW0F          59  13
QSO: 28000 PH 2013-10-27 0043 W6KA          59  03     YB8ZL         59  28
QSO: 28000 PH 2013-10-27 0046 W6KA          59  03     VK4QH         59  30
QSO: 28000 PH 2013-10-27 0052 W6KA          59  03     FO4BM         59  32
QSO: 28000 PH 2013-10-27 0058 W6KA          59  03     3G3W          59  12
QSO: 28000 PH 2013-10-27 0104 W6KA          59  03     CW5W          59  13
QSO: 28000 PH 2013-10-27 0106 W6KA          59  03     VK4KW         59  30
QSO: 28000 PH 2013-10-27 0109 W6KA          59  03     LP1H          59  13
QSO: 28000 PH 2013-10-27 0117 W6KA          59  03     RZ0SR         59  18
QSO: 28000 PH 2013-10-27 0122 W6KA          59  03     JA7FTR        59  25
QSO: 28000 PH 2013-10-27 0125 W6KA          59  03     KL7JRC        59  01
QSO: 28000 PH 2013-10-27 0141 W6KA          59  03     JH7QXJ        59  25
QSO: 28000 PH 2013-10-27 0143 W6KA          59  03     KH6MB         59  31
QSO: 28000 PH 2013-10-27 0146 W6KA          59  03     NH7A          59  31
QSO: 21000 PH 2013-10-27 0150 W6KA          59  03     HL5/LA8JKA    59  25
QSO: 21000 PH 2013-10-27 0153 W6KA          59  03     KH6MB         59  31
QSO: 21000 PH 2013-10-27 0154 W6KA          59  03     JA7IC         59  25
QSO: 21000 PH 2013-10-27 0205 W6KA          59  03     RA/KE5JA      59  19
QSO: 21000 PH 2013-10-27 0223 W6KA          59  03     YB0DQ         59  28
QSO: 21000 PH 2013-10-27 0226 W6KA          59  03     JA7YRR        59  25
QSO: 21000 PH 2013-10-27 0233 W6KA          59  03     BA7JA         59  24
QSO: 21000 PH 2013-10-27 0236 W6KA          59  03     JA8WKE        59  25
QSO: 21000 PH 2013-10-27 0241 W6KA          59  03     BD4KA         59  24
QSO: 21000 PH 2013-10-27 0245 W6KA          59  03     BY4SHX        59  24
QSO: 21000 PH 2013-10-27 0250 W6KA          59  03     YE2R          59  28
QSO: 21000 PH 2013-10-27 0254 W6KA          59  03     VR2/IK7YTT    59  24
QSO: 21000 PH 2013-10-27 0303 W6KA          59  03     ZL3AJ         59  32
QSO: 14000 PH 2013-10-27 0323 W6KA          59  03     RZ1ZZ         59  16
QSO: 14000 PH 2013-10-27 0337 W6KA          59  03     A71BX         59  21
QSO: 14000 PH 2013-10-27 0347 W6KA          59  03     R4UC          59  16
QSO: 14000 PH 2013-10-27 0354 W6KA          59  03     RX4W          59  16
QSO: 14000 PH 2013-10-27 0355 W6KA          59  03     VA7OM         59  03
QSO: 14000 PH 2013-10-27 0356 W6KA          59  03     LU1FAM        59  13
QSO: 14000 PH 2013-10-27 0409 W6KA          59  03     UA4M          59  16
QSO:  7000 PH 2013-10-27 0503 W6KA          59  03     VE6VV         59  04
QSO:  7000 PH 2013-10-27 0515 W6KA          59  03     IG9R          59  33
QSO:  7000 PH 2013-10-27 0556 W6KA          59  03     YW5T          59  09
QSO:  7000 PH 2013-10-27 0630 W6KA          59  03     HD2A          59  10
QSO: 14000 PH 2013-10-27 0652 W6KA          59  03     PS2T          59  11
QSO: 14000 PH 2013-10-27 0659 W6KA          59  03     KP4BD         59  08
QSO: 14000 PH 2013-10-27 0703 W6KA          59  03     VK4KW         59  30
QSO: 14000 PH 2013-10-27 0717 W6KA          59  03     K1LZ          59  05
QSO:  7000 PH 2013-10-27 0720 W6KA          59  03     CN2AA         59  33
QSO:  7000 PH 2013-10-27 0725 W6KA          59  03     ED1R          59  14
QSO:  7000 PH 2013-10-27 0729 W6KA          59  03     NQ4I          59  05
QSO:  7000 PH 2013-10-27 0739 W6KA          59  03     K3ZO          59  05
QSO:  7000 PH 2013-10-27 0740 W6KA          59  03     NN3W          59  05
QSO:  7000 PH 2013-10-27 0746 W6KA          59  03     K2LE          59  05
QSO:  7000 PH 2013-10-27 0754 W6KA          59  03     KL7RA         59  01
QSO:  7000 PH 2013-10-27 0801 W6KA          59  03     DR1A          59  14
QSO:  7000 PH 2013-10-27 0807 W6KA          59  03     VE3DC         59  04
QSO:  7000 PH 2013-10-27 0809 W6KA          59  03     VE2DXY        59  02
QSO: 14000 PH 2013-10-27 0836 W6KA          59  03     RT5Z          59  16
QSO: 14000 PH 2013-10-27 0839 W6KA          59  03     K3ZO          59  05
QSO: 14000 PH 2013-10-27 0851 W6KA          59  03     W8TA          59  04
QSO:  7000 PH 2013-10-27 0857 W6KA          59  03     K0MD          59  04
QSO:  7000 PH 2013-10-27 0905 W6KA          59  03     K3LR          59  05
QSO:  7000 PH 2013-10-27 0910 W6KA          59  03     W0GJ          59  04
QSO:  7000 PH 2013-10-27 0912 W6KA          59  03     KH6MB         59  31
QSO:  7000 PH 2013-10-27 0914 W6KA          59  03     JA1YPA        59  25
QSO:  7000 PH 2013-10-27 0919 W6KA          59  03     KC0ZIC        59  04
QSO:  7000 PH 2013-10-27 1229 W6KA          59  03     JA3YBK        59  25
QSO:  7000 PH 2013-10-27 1230 W6KA          59  03     JI4ZJS        59  25
QSO:  7000 PH 2013-10-27 1234 W6KA          59  03     JA8WKE        59  25
QSO:  7000 PH 2013-10-27 1240 W6KA          59  03     JA7NVF        59  25
QSO:  7000 PH 2013-10-27 1245 W6KA          59  03     JA7YRR        59  25
QSO:  7000 PH 2013-10-27 1305 W6KA          59  03     XE1H          59  06
QSO:  7000 PH 2013-10-27 1308 W6KA          59  03     JA5FDJ        59  25
QSO:  7000 PH 2013-10-27 1310 W6KA          59  03     JI2ZJS        59  25
QSO:  7000 PH 2013-10-27 1322 W6KA          59  03     JA0FVU        59  25
QSO:  7000 PH 2013-10-27 1324 W6KA          59  03     JI2ZEY        59  25
QSO:  7000 PH 2013-10-27 1329 W6KA          59  03     JE1ZWT        59  25
QSO: 14000 PH 2013-10-27 1341 W6KA          59  03     HB9FR         59  14
QSO: 14000 PH 2013-10-27 1346 W6KA          59  03     SK3W          59  14
QSO: 14000 PH 2013-10-27 1348 W6KA          59  03     RC9O          59  18
QSO: 14000 PH 2013-10-27 1415 W6KA          59  03     OL5W          59  15
QSO: 14000 PH 2013-10-27 1425 W6KA          59  03     LY7A          59  15
QSO: 14000 PH 2013-10-27 1431 W6KA          59  03     ES9C          59  15
QSO: 14000 PH 2013-10-27 1443 W6KA          59  03     R9AE          59  17
QSO: 14000 PH 2013-10-27 1447 W6KA          59  03     UP0L          59  17
QSO: 21000 PH 2013-10-27 1504 W6KA          59  03     OM5M          59  15
QSO: 21000 PH 2013-10-27 1515 W6KA          59  03     IO4W          59  15
QSO: 21000 PH 2013-10-27 1516 W6KA          59  03     TM1T          59  14
QSO: 21000 PH 2013-10-27 1529 W6KA          59  03     PE2LZ         59  14
QSO: 21000 PH 2013-10-27 1536 W6KA          59  03     IZ7PDX        59  15
QSO: 21000 PH 2013-10-27 1543 W6KA          59  03     UA5B          59  16
QSO: 21000 PH 2013-10-27 1546 W6KA          59  03     UA6AA         59  16
QSO: 21000 PH 2013-10-27 1549 W6KA          59  03     R44R          59  16
QSO: 21000 PH 2013-10-27 1554 W6KA          59  03     EA1KY         59  14
QSO: 21000 PH 2013-10-27 1556 W6KA          59  03     DK5QN         59  14
QSO: 21000 PH 2013-10-27 1603 W6KA          59  03     DR5N          59  14
QSO: 21000 PH 2013-10-27 1621 W6KA          59  03     GM6F          59  14
QSO: 21000 PH 2013-10-27 1627 W6KA          59  03     YU5A          59  15
QSO: 21000 PH 2013-10-27 1648 W6KA          59  03     UT7E          59  16
QSO: 21000 PH 2013-10-27 1650 W6KA          59  03     HG7T          59  15
QSO: 21000 PH 2013-10-27 1652 W6KA          59  03     IR4X          59  15
QSO: 21000 PH 2013-10-27 1654 W6KA          59  03     IR8C          59  15
QSO: 21000 PH 2013-10-27 1659 W6KA          59  03     SJ3W          59  14
QSO: 21000 PH 2013-10-27 1701 W6KA          59  03     DK5PD         59  14
QSO: 21000 PH 2013-10-27 1705 W6KA          59  03     OL7M          59  15
QSO: 21000 PH 2013-10-27 1710 W6KA          59  03     KP8R          59  05
QSO: 21000 PH 2013-10-27 1714 W6KA          59  03     HA8JV         59  15
QSO: 21000 PH 2013-10-27 1724 W6KA          59  03     OM7M          59  15
QSO: 21000 PH 2013-10-27 1731 W6KA          59  03     S50A          59  15
QSO: 21000 PH 2013-10-27 1732 W6KA          59  03     DL4MCF        59  14
QSO: 28000 PH 2013-10-27 1738 W6KA          59  03     CR2X          59  14
QSO: 28000 PH 2013-10-27 1741 W6KA          59  03     PS3ET         59  11
QSO: 28000 PH 2013-10-27 1745 W6KA          59  03     ED1R          59  14
QSO: 28000 PH 2013-10-27 1750 W6KA          59  03     EA4AK         59  14
QSO: 28000 PH 2013-10-27 1801 W6KA          59  03     HK1NA         59  09
QSO: 28000 PH 2013-10-27 1817 W6KA          59  03     CN3A          59  33
QSO: 28000 PH 2013-10-27 1818 W6KA          59  03     VE9AA         59  05
QSO: 28000 PH 2013-10-27 1859 W6KA          59  03     PJ6A          59  08
QSO: 28000 PH 2013-10-27 1916 W6KA          59  03     FS/AA4VK      59  08
QSO: 28000 PH 2013-10-27 1946 W6KA          59  03     CE5CN         59  12
QSO: 28000 PH 2013-10-27 1953 W6KA          59  03     XR6T          59  12
QSO: 28000 PH 2013-10-27 2014 W6KA          59  03     LU1VM         59  13
QSO: 28000 PH 2013-10-27 2015 W6KA          59  03     AY2H          59  13
QSO: 28000 PH 2013-10-27 2018 W6KA          59  03     3G3I          59  12
QSO: 21000 PH 2013-10-27 2031 W6KA          59  03     NW2K          59  05
QSO: 21000 PH 2013-10-27 2032 W6KA          59  03     K3LR          59  05
QSO: 21000 PH 2013-10-27 2041 W6KA          59  03     KP4BV         59  08
QSO: 21000 PH 2013-10-27 2043 W6KA          59  03     NR5M          59  04
QSO: 21000 PH 2013-10-27 2050 W6KA          59  03     PY2NY         59  11
QSO: 28000 PH 2013-10-27 2134 W6KA          59  03     JE1LFX        59  25
QSO: 28000 PH 2013-10-27 2146 W6KA          59  03     JF9JTS        59  25
QSO: 28000 PH 2013-10-27 2153 W6KA          59  03     JQ2IQW        59  25
QSO: 28000 PH 2013-10-27 2202 W6KA          59  03     JA7OWD        59  25
QSO: 28000 PH 2013-10-27 2223 W6KA          59  03     JA5FDJ        59  25
QSO: 28000 PH 2013-10-27 2239 W6KA          59  03     5W1SA         59  32
QSO: 28000 PH 2013-10-27 2240 W6KA          59  03     VE3CX         59  04
QSO: 28000 PH 2013-10-27 2245 W6KA          59  03     E51USA        59  32
QSO: 28000 PH 2013-10-27 2251 W6KA          59  03     CE3EVE        59  12
QSO: 28000 PH 2013-10-27 2253 W6KA          59  03     XE1CQ         59  06
QSO: 28000 PH 2013-10-27 2300 W6KA          59  03     NH6WZ         59  31
QSO: 28000 PH 2013-10-27 2311 W6KA          59  03     CE3CT         59  12
QSO: 28000 PH 2013-10-27 2313 W6KA          59  03     LU1ICX        59  13
QSO: 28000 PH 2013-10-27 2318 W6KA          59  03     HI3/NP3J      59  08
QSO: 28000 PH 2013-10-27 2325 W6KA          59  03     JA4FHE        59  25
QSO: 28000 PH 2013-10-27 2326 W6KA          59  03     JO1WKO        59  25
QSO: 21000 PH 2013-10-27 2339 W6KA          59  03     WP3DX         59  08
QSO: 21000 PH 2013-10-27 2342 W6KA          59  03     3G3W          59  12
QSO: 21000 PH 2013-10-27 2347 W6KA          59  03     PR7AA         59  11
QSO: 21000 PH 2013-10-27 2357 W6KA          59  03     PJ4X          59  09
END-OF-LOG:
