START-OF-LOG: 3.0
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
LOCATION: ND
CONTEST: CQ-WW-SSB
CALLSIGN: AD0FJ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLAIMED-SCORE: 28084
OPERATORS: AD0FJ KD0UWZ
NAME: Andrew Skretvedt
SOAPBOX: KD0UWZ first licensed 2013-Mar-26
SOAPBOX: AD0FJ first licensed 2013-Sep-19
SOAPBOX: Station is IC-746 in field-day style setup to 5-band fan dipole
SOAPBOX: with 100W power; 2-ops worked un-assisted; located at EN17nm68.
QSO: 28000 PH 2013-10-26 0023 AD0FJ         59  04     VK2GGC        59  30     0
QSO: 28000 PH 2013-10-26 0100 AD0FJ         59  04     N7RVD         59  03     0
QSO: 14000 PH 2013-10-26 0156 AD0FJ         59  04     W3LPL         59  05     0
QSO: 14000 PH 2013-10-26 0157 AD0FJ         59  04     W6YX          59  03     0
QSO: 14000 PH 2013-10-26 0159 AD0FJ         59  04     WE3C          59  05     0
QSO: 14000 PH 2013-10-26 0201 AD0FJ         59  04     HK1NA         59  09     0
QSO: 14000 PH 2013-10-26 0208 AD0FJ         59  04     SK3W          59  14     0
QSO: 14000 PH 2013-10-26 0208 AD0FJ         59  04     N5DX          59  04     0
QSO: 14000 PH 2013-10-26 0218 AD0FJ         59  04     LU1FAM        59  13     0
QSO: 14000 PH 2013-10-26 0222 AD0FJ         59  04     ED5T          59  14     0
QSO: 14000 PH 2013-10-26 0223 AD0FJ         59  04     W7RN          59  03     0
QSO: 14000 PH 2013-10-26 0225 AD0FJ         59  04     PJ4X          59  09     0
QSO: 14000 PH 2013-10-26 0230 AD0FJ         59  04     EC2DX         59  14     0
QSO: 14000 PH 2013-10-26 0254 AD0FJ         59  04     KL7RA         59  01     0
QSO: 14000 PH 2013-10-26 0257 AD0FJ         59  04     EE2K          59  14     0
QSO: 14000 PH 2013-10-26 0311 AD0FJ         59  04     CN2A          59  33     0
QSO: 14000 PH 2013-10-26 0312 AD0FJ         59  04     PX2C          59  11     0
QSO: 14000 PH 2013-10-26 0321 AD0FJ         59  04     P49Y          59  09     0
QSO: 14000 PH 2013-10-26 0337 AD0FJ         59  04     KH7XX         59  31     0
QSO: 14000 PH 2013-10-26 0339 AD0FJ         59  04     CN2R          59  33     0
QSO: 14000 PH 2013-10-26 0348 AD0FJ         59  04     JA7YRR        59  25     0
QSO: 14000 PH 2013-10-26 0355 AD0FJ         59  04     PY7VI         59  11     0
QSO: 14000 PH 2013-10-26 0402 AD0FJ         59  04     PJ2T          59  09     0
QSO: 14000 PH 2013-10-26 0412 AD0FJ         59  04     ZD8O          59  36     0
QSO: 14000 PH 2013-10-26 0417 AD0FJ         59  04     PP1CZ         59  11     0
QSO: 14000 PH 2013-10-26 0426 AD0FJ         59  04     ZW5B          59  11     0
QSO: 14000 PH 2013-10-26 0434 AD0FJ         59  04     CX2DK         59  13     0
QSO:  7000 PH 2013-10-26 0508 AD0FJ         59  04     TM6M          59  14     0
QSO:  7000 PH 2013-10-26 0516 AD0FJ         59  04     II9K          59  15     0
QSO:  7000 PH 2013-10-26 0521 AD0FJ         59  04     CN3A          59  33     0
QSO:  7000 PH 2013-10-26 0531 AD0FJ         59  04     ED1R          59  14     0
QSO:  7000 PH 2013-10-26 0543 AD0FJ         59  04     OT5A          59  14     0
QSO:  7000 PH 2013-10-26 0546 AD0FJ         59  04     EF5Y          59  14     0
QSO:  7000 PH 2013-10-26 0559 AD0FJ         59  04     CR2X          59  14     0
QSO:  7000 PH 2013-10-26 0612 AD0FJ         59  04     W4AAA         59  05     0
QSO:  7000 PH 2013-10-26 0622 AD0FJ         59  04     EI7M          59  14     0
QSO:  7000 PH 2013-10-26 0625 AD0FJ         59  04     NP2P          59  08     0
QSO:  7000 PH 2013-10-26 0632 AD0FJ         59  04     K1ZR          59  05     0
QSO:  7000 PH 2013-10-26 0635 AD0FJ         59  04     WP4WW         59  08     0
QSO:  7000 PH 2013-10-26 0636 AD0FJ         59  04     TI8M          59  07     0
QSO:  7000 PH 2013-10-26 0645 AD0FJ         59  04     PJ6A          59  08     0
QSO:  7000 PH 2013-10-26 0655 AD0FJ         59  04     PV8DX         59  11     0
QSO:  7000 PH 2013-10-26 0700 AD0FJ         59  04     KH6MB         59  31     0
QSO:  7000 PH 2013-10-26 0715 AD0FJ         59  04     K7RL          59  03     0
QSO:  7000 PH 2013-10-26 0720 AD0FJ         59  04     TI5W          59  07     0
QSO:  7000 PH 2013-10-26 0726 AD0FJ         59  04     W1WMU         59  05     0
QSO:  7000 PH 2013-10-26 0728 AD0FJ         59  04     K8AZ          59  04     0
QSO:  7000 PH 2013-10-26 0729 AD0FJ         59  04     HK1NA         59  09     0
QSO:  7000 PH 2013-10-26 0731 AD0FJ         59  04     K3LR          59  05     0
QSO:  7000 PH 2013-10-26 0735 AD0FJ         59  04     KP3Z          59  08     0
QSO:  7000 PH 2013-10-26 0738 AD0FJ         59  04     PJ4X          59  09     0
QSO:  7000 PH 2013-10-26 0749 AD0FJ         59  04     K5KG          59  05     0
QSO:  7000 PH 2013-10-26 0754 AD0FJ         59  04     KC1XX         59  05     0
QSO:  7000 PH 2013-10-26 0759 AD0FJ         59  04     TO5A          59  08     0
QSO:  3500 PH 2013-10-26 0807 AD0FJ         59  04     VP2MXA        59  08     0
QSO:  3500 PH 2013-10-26 0811 AD0FJ         59  04     KP4KE         59  08     0
QSO:  3500 PH 2013-10-26 0813 AD0FJ         59  04     VE5PV         59  04     0
QSO:  3500 PH 2013-10-26 0815 AD0FJ         59  04     T4EAK         59  08     0
QSO:  3500 PH 2013-10-26 0816 AD0FJ         59  04     VE2IM         59  02     0
QSO:  3500 PH 2013-10-26 0817 AD0FJ         59  04     VE32F         59  04     0
QSO:  3500 PH 2013-10-26 0819 AD0FJ         59  04     VE7GL         59  03     0
QSO:  3500 PH 2013-10-26 0822 AD0FJ         59  04     NP2P          59  08     0
QSO:  3500 PH 2013-10-26 0953 AD0FJ         59  04     CJ3T          59  04     0
QSO:  3500 PH 2013-10-26 1005 AD0FJ         59  04     6Y3M          59  08     0
QSO:  3500 PH 2013-10-26 1007 AD0FJ         59  04     VE3JM         59  04     0
QSO:  3500 PH 2013-10-26 1008 AD0FJ         59  04     VE6SV         59  04     0
QSO:  3500 PH 2013-10-26 1009 AD0FJ         59  04     TI5W          59  07     0
QSO:  3500 PH 2013-10-26 1038 AD0FJ         59  04     NQ4I          59  05     0
QSO:  3500 PH 2013-10-26 1040 AD0FJ         59  04     HK1NA         59  09     0
QSO:  7000 PH 2013-10-26 1057 AD0FJ         59  04     WE3C          59  05     0
QSO:  7000 PH 2013-10-26 1102 AD0FJ         59  04     W9RE          59  04     0
QSO:  7000 PH 2013-10-26 1104 AD0FJ         59  04     N2PP          59  05     0
QSO:  7000 PH 2013-10-26 1105 AD0FJ         59  04     VE3MIS        59  04     0
QSO:  7000 PH 2013-10-26 1109 AD0FJ         59  04     JA8WKE        59  25     0
QSO:  7000 PH 2013-10-26 1111 AD0FJ         59  04     K6XX          59  03     0
QSO:  7000 PH 2013-10-26 1114 AD0FJ         59  04     VE3DC         59  04     0
QSO:  7000 PH 2013-10-26 1147 AD0FJ         59  04     JH4UYB        59  25     0
QSO:  7000 PH 2013-10-26 1153 AD0FJ         59  04     TI8M          59  07     0
QSO: 21000 PH 2013-10-26 1242 AD0FJ         59  04     IR8C          59  15     0
QSO: 21000 PH 2013-10-26 1249 AD0FJ         59  04     OZ5E          59  14     0
QSO: 21000 PH 2013-10-26 1251 AD0FJ         59  04     S57AL         59  15     0
QSO: 21000 PH 2013-10-26 1253 AD0FJ         59  04     OE2S          59  15     0
QSO: 21000 PH 2013-10-26 1254 AD0FJ         59  04     S53EA         59  15     0
QSO: 21000 PH 2013-10-26 1257 AD0FJ         59  04     DL4MCF        59  14     0
QSO: 21000 PH 2013-10-26 1314 AD0FJ         59  04     SQ6PLH        59  15     0
QSO: 21000 PH 2013-10-26 1316 AD0FJ         59  04     UZ2M          59  16     0
QSO: 28000 PH 2013-10-26 2118 AD0FJ         59  04     C6AZZ         59  08     0
QSO: 28000 PH 2013-10-26 2120 AD0FJ         59  04     WP4SK         59  08     0
QSO: 28000 PH 2013-10-26 2125 AD0FJ         59  04     XE1CQ         59  06     0
QSO: 28000 PH 2013-10-26 2127 AD0FJ         59  04     VE2IM         59  02     0
QSO: 28000 PH 2013-10-26 2131 AD0FJ         59  04     HK1NA         59  09     0
QSO: 28000 PH 2013-10-26 2132 AD0FJ         59  04     PX2B          59  11     0
QSO: 28000 PH 2013-10-26 2135 AD0FJ         59  04     PY1NX         59  11     0
QSO: 28000 PH 2013-10-26 2143 AD0FJ         59  04     PT2J          59  11     0
QSO: 28000 PH 2013-10-26 2144 AD0FJ         59  04     CW5W          59  13     0
QSO: 28000 PH 2013-10-26 2148 AD0FJ         59  04     NH7A          59  31     0
QSO: 28000 PH 2013-10-26 2156 AD0FJ         59  04     PX2C          59  11     0
QSO: 28000 PH 2013-10-26 2157 AD0FJ         59  04     W4TTT         59  05     0
QSO: 28000 PH 2013-10-26 2158 AD0FJ         59  04     AD4ES         59  05     0
